model,object,axis_unsigned_deg,axis_signed_deg,p_rev,radius_m,hinge_offset_frac,z_p
20260913_joint4_decoder_l2anchor_query_seed7,scissors/scissors,36.881,143.119,0.9313,0.2491,0.0706,1.088
20260913_joint4_decoder_l2anchor_query_seed7,scissors/scissors,49.620,130.380,0.9370,0.4614,0.0341,0.813
20260913_joint4_decoder_l2anchor_query_seed7,scissors/scissors,39.361,140.639,0.9306,0.2545,0.0652,1.131
20260913_joint4_decoder_l2anchor_query_seed7,scissors/scissors,45.851,134.149,0.9289,0.2382,0.0449,1.148
20260913_joint4_decoder_l2anchor_query_seed7,scissors/scissors,46.191,133.809,0.9410,0.2888,0.0427,1.008
20260913_joint4_decoder_l2anchor_query_seed7,scissors/scissors,34.441,145.559,0.9491,0.2751,0.0718,1.034
20260913_joint4_decoder_l2anchor_query_seed7,scissors/scissors,41.239,138.761,0.9285,0.2806,0.1695,0.896
20260913_joint4_decoder_l2anchor_query_seed7,scissors/scissors,27.863,152.137,0.9340,0.3402,0.1395,0.932
20260913_joint4_decoder_l2anchor_query_seed7,scissors/scissors,33.378,146.622,0.9416,0.1189,0.0586,1.049
20260913_joint4_decoder_l2anchor_query_seed7,scissors/scissors,40.071,139.929,0.9379,0.1608,0.1049,1.168
20260913_joint4_decoder_l2anchor_query_seed7,scissors/scissors,41.997,138.003,0.9429,0.2287,0.1205,0.883
20260913_joint4_decoder_l2anchor_query_seed7,scissors/scissors,29.623,150.377,0.9415,0.5969,0.1953,0.571
20260913_joint4_decoder_l2anchor_query_seed7,scissors/scissors,44.054,135.946,0.9330,0.2556,0.1645,1.067
20260913_joint4_decoder_l2anchor_query_seed7,scissors/scissors,22.119,157.881,0.9393,0.5002,0.1914,0.794
20260913_joint4_decoder_l2anchor_query_seed7,waffleiron/waffleiron,9.088,170.912,0.9494,1.3102,0.0558,2.127
20260913_joint4_decoder_l2anchor_query_seed7,waffleiron/waffleiron,59.368,120.632,0.9267,1.3642,0.2281,1.076
20260913_joint4_decoder_l2anchor_query_seed7,waffleiron/waffleiron,21.817,158.183,0.9432,1.2712,0.0336,2.038
20260913_joint4_decoder_l2anchor_query_seed7,waffleiron/waffleiron,5.251,174.749,0.9393,2.1715,0.2296,0.988
20260913_joint4_decoder_l2anchor_query_seed7,waffleiron/waffleiron,68.230,111.770,0.9276,0.2013,0.1659,1.552
20260913_joint4_decoder_l2anchor_query_seed7,waffleiron/waffleiron,41.359,138.641,0.9450,2.2054,0.3458,0.657
20260913_joint4_decoder_l2anchor_query_seed7,waffleiron/waffleiron,43.015,136.985,0.9234,1.3427,0.0751,2.169
20260913_joint4_decoder_l2anchor_query_seed7,waffleiron/waffleiron,24.768,24.768,0.9272,0.5769,0.2301,1.571
20260913_joint4_decoder_l2anchor_query_seed7,waffleiron/waffleiron,56.393,123.607,0.9194,0.6214,0.0600,1.693
20260913_joint4_decoder_l2anchor_query_seed7,waffleiron/waffleiron,36.483,36.483,0.9087,0.7002,0.0906,1.616
20260913_joint4_decoder_l2anchor_query_seed7,waffleiron/waffleiron,54.885,125.115,0.9482,0.4019,0.0435,1.818
20260913_joint4_decoder_l2anchor_query_seed7,waffleiron/waffleiron,64.101,115.899,0.9335,1.0589,0.2746,0.840
20260913_joint4_decoder_l2anchor_query_seed7,waffleiron/waffleiron,66.254,66.254,0.9422,0.3257,0.1042,1.921
20260913_joint4_decoder_l2anchor_query_seed7,waffleiron/waffleiron,7.159,172.841,0.9416,0.5275,0.1364,1.616
20260913_joint4_decoder_l2anchor_query_seed7,waffleiron/waffleiron,88.562,88.562,0.9344,0.2524,0.1528,1.719
20260913_joint4_decoder_l2anchor_query_seed7,waffleiron/waffleiron,80.376,80.376,0.8820,0.3844,0.3824,1.511
20260913_joint4_decoder_l2anchor_query_seed7,waffleiron/waffleiron,75.260,75.260,0.9355,0.2173,0.1346,1.647
20260913_joint4_decoder_l2anchor_query_seed7,waffleiron/waffleiron,29.436,150.564,0.9008,1.4422,0.2194,0.592
20260913_joint4_decoder_l2anchor_query_seed7,laptop/laptop,1.813,178.187,0.9431,1.6150,0.5189,2.084
20260913_joint4_decoder_l2anchor_query_seed7,laptop/laptop,2.055,177.945,0.9347,1.5714,0.6044,2.070
20260913_joint4_decoder_l2anchor_query_seed7,laptop/laptop,2.651,177.349,0.9423,1.0999,0.2822,1.929
20260913_joint4_decoder_l2anchor_query_seed7,laptop/laptop,8.305,171.695,0.9518,2.1766,0.2175,0.634
20260913_joint4_decoder_l2anchor_query_seed7,laptop/laptop,18.411,161.589,0.9385,1.5185,0.4421,2.166
20260913_joint4_decoder_l2anchor_query_seed7,laptop/laptop,25.248,154.752,0.9537,2.4574,0.1987,0.647
20260913_joint4_decoder_l2anchor_query_seed7,laptop/laptop,2.341,177.659,0.9458,1.2316,0.3619,2.036
20260913_joint4_decoder_l2anchor_query_seed7,laptop/laptop,5.033,174.967,0.9444,1.6173,0.3720,2.246
20260913_joint4_decoder_l2anchor_query_seed7,laptop/laptop,6.291,173.709,0.9454,5.1906,0.2705,0.105
20260913_joint4_decoder_l2anchor_query_seed7,laptop/laptop,8.146,171.854,0.9372,1.7307,0.3986,2.323
20260913_joint4_decoder_l2anchor_query_seed7,laptop/laptop,9.171,170.829,0.9405,1.1957,0.4553,2.007
20260913_joint4_decoder_l2anchor_query_seed7,laptop/laptop,13.265,166.735,0.9592,1.5040,0.0829,0.813
20260913_joint4_decoder_l2anchor_query_seed7,laptop/laptop,3.640,176.360,0.9428,1.6058,0.3918,2.246
20260913_joint4_decoder_l2anchor_query_seed7,laptop/laptop,11.488,168.512,0.9296,1.4002,0.2813,2.047
20260913_joint4_decoder_l2anchor_query_seed7,laptop/laptop,3.179,176.821,0.9474,1.8477,0.2101,0.945
20260913_joint4_decoder_l2anchor_query_seed7,laptop/laptop,10.472,169.528,0.9442,1.4548,0.3589,2.204
20260913_joint4_decoder_l2anchor_query_seed7,laptop/laptop,5.739,174.261,0.9469,1.6768,0.4057,2.349
20260913_joint4_decoder_l2anchor_query_seed7,box/box,70.279,109.721,0.9546,0.9270,0.2110,1.946
20260913_joint4_decoder_l2anchor_query_seed7,box/box,1.670,178.330,0.9523,0.9356,0.1969,1.744
20260913_joint4_decoder_l2anchor_query_seed7,box/box,6.596,173.404,0.9471,1.0313,0.1600,1.388
20260913_joint4_decoder_l2anchor_query_seed7,box/box,11.854,168.146,0.9453,0.5742,0.0630,1.776
20260913_joint4_decoder_l2anchor_query_seed7,box/box,27.128,152.872,0.9513,2.4878,0.1953,0.752
20260913_joint4_decoder_l2anchor_query_seed7,box/box,62.811,117.189,0.9404,0.6900,0.3336,1.785
20260913_joint4_decoder_l2anchor_query_seed7,box/box,25.862,154.138,0.9505,3.7346,0.1061,0.227
20260913_joint4_decoder_l2anchor_query_seed7,box/box,38.264,141.736,0.9552,0.9483,0.0719,1.800
20260913_joint4_decoder_l2anchor_query_seed7,box/box,16.647,163.353,0.9481,0.8793,0.2649,1.644
20260913_joint4_decoder_l2anchor_query_seed7,box/box,3.937,176.063,0.9498,0.9940,0.2464,1.722
20260913_joint4_decoder_l2anchor_query_seed7,box/box,5.590,174.410,0.9509,2.0528,0.1795,0.981
20260913_joint4_decoder_l2anchor_query_seed7,notebook/notebook,22.499,22.499,0.9396,0.9813,0.0858,1.217
20260913_joint4_decoder_l2anchor_query_seed7,notebook/notebook,39.589,39.589,0.9397,0.9772,0.0621,1.104
20260913_joint4_decoder_l2anchor_query_seed7,notebook/notebook,45.609,45.609,0.9311,0.6185,0.1079,1.179
20260913_joint4_decoder_l2anchor_query_seed7,notebook/notebook,63.309,63.309,0.9324,0.5712,0.0230,0.793
20260913_joint4_decoder_l2anchor_query_seed7,notebook/notebook,3.011,176.989,0.9542,1.1279,0.2955,1.806
20260913_joint4_decoder_l2anchor_query_seed7,notebook/notebook,36.570,36.570,0.9405,0.8473,0.0846,1.249
20260913_joint4_decoder_l2anchor_query_seed7,notebook/notebook,49.504,130.496,0.9439,0.2277,0.1318,1.575
20260913_joint4_decoder_l2anchor_query_seed7,notebook/notebook,26.170,26.170,0.9431,1.1371,0.0965,0.950
20260913_joint4_decoder_l2anchor_query_seed7,notebook/notebook,44.380,135.620,0.9549,1.5945,0.0970,0.110
20260913_joint4_decoder_l2anchor_query_seed7,notebook/notebook,28.586,28.586,0.9423,0.7461,0.0820,1.603
20260913_joint4_decoder_l2anchor_query_seed7,notebook/notebook,42.901,137.099,0.9431,0.5332,0.0905,1.250
20260913_joint4_decoder_l2anchor_query_seed7,notebook/notebook,16.587,16.587,0.9459,0.8487,0.0785,1.446
20260913_joint4_decoder_l2anchor_query_seed7,notebook/notebook,29.917,150.083,0.9236,0.6748,0.1749,1.095
20260913_joint4_decoder_l2anchor_query_seed7,notebook/notebook,17.409,162.591,0.9527,0.8542,0.2161,1.685
20260913_joint4_decoder_l2anchor_query_seed7,notebook/notebook,23.678,23.678,0.9359,1.0411,0.0741,1.129
20260913_joint4_decoder_l2anchor_query_seed7,notebook/notebook,45.363,134.637,0.9342,0.2375,0.0669,1.642
20260913_joint4_decoder_l2anchor_query_seed7,notebook/notebook,57.430,57.430,0.9300,0.7460,0.0915,0.476
20260913_joint4_decoder_l2anchor_query_seed7,notebook/notebook,54.500,125.500,0.9529,0.9187,0.1342,0.868
20260913_joint4_decoder_l2anchor_query_seed7,notebook/notebook,23.255,23.255,0.9400,1.2671,0.0793,0.989
20260913_joint4_decoder_l2anchor_query_seed7,notebook/notebook,7.180,172.820,0.9547,0.6781,0.1800,1.761
20260913_joint4_decoder_l2anchor_query_seed7,phone/phone,37.036,142.964,0.9503,0.4454,0.0248,1.161
20260913_joint4_decoder_l2anchor_query_seed7,phone/phone,44.479,135.521,0.9441,0.4838,0.1138,1.528
20260913_joint4_decoder_l2anchor_query_seed7,phone/phone,64.744,115.256,0.9564,0.4384,0.0564,1.353
20260913_joint4_decoder_l2anchor_query_seed7,phone/phone,51.677,51.677,0.9522,0.1881,0.0182,1.682
20260913_joint4_decoder_l2anchor_query_seed7,phone/phone,29.954,150.046,0.9522,0.3721,0.0317,1.250
20260913_joint4_decoder_l2anchor_query_seed7,phone/phone,86.131,86.131,0.9434,0.3275,0.0649,1.720
20260913_joint4_decoder_l2anchor_query_seed7,phone/phone,72.439,107.561,0.9559,0.4464,0.0665,1.336
20260913_joint4_decoder_l2anchor_query_seed7,phone/phone,20.673,20.673,0.9475,0.3217,0.0640,1.526
20260913_joint4_decoder_l2anchor_query_seed7,phone/phone,16.694,163.306,0.9455,1.4121,0.0761,1.079
20260913_joint4_decoder_l2anchor_query_seed7,phone/phone,28.835,151.165,0.9431,0.3120,0.0320,1.641
20260913_joint4_decoder_l2anchor_query_seed7,phone/phone,87.213,92.787,0.9503,0.6049,0.1880,1.048
20260913_joint4_decoder_l2anchor_query_seed7,phone/phone,22.327,157.673,0.9299,0.1369,0.0703,1.664
20260913_joint4_decoder_l2anchor_query_seed7,phone/phone,29.954,150.046,0.9519,0.3427,0.0809,1.213
20260913_joint4_decoder_l2anchor_query_seed7,phone/phone,7.196,172.804,0.9560,0.2541,0.0726,1.695
20260913_joint4_decoder_l2anchor_query_seed7,phone/phone,26.972,153.028,0.9538,2.1308,0.1023,0.187
20260913_joint4_decoder_l2anchor_query_seed7,phone/phone,54.508,54.508,0.9562,0.2874,0.0524,1.713
20260913_joint4_decoder_l2anchor_query_seed7,laptop/laptop,3.395,176.605,0.9411,1.0811,0.3346,1.988
20260913_joint4_decoder_l2anchor_query_seed7,laptop/laptop,4.885,175.115,0.9489,2.6705,0.1467,0.436
20260913_joint4_decoder_l2anchor_query_seed7,laptop/laptop,25.044,154.956,0.9511,0.5681,0.4034,1.285
20260913_joint4_decoder_l2anchor_query_seed7,laptop/laptop,31.659,148.341,0.9498,1.2002,0.1967,2.085
20260913_joint4_decoder_l2anchor_query_seed7,laptop/laptop,20.279,159.721,0.9638,0.9419,0.2473,0.995
20260913_joint4_decoder_l2anchor_query_seed7,laptop/laptop,2.695,177.305,0.9020,0.5498,0.1488,1.817
20260913_joint4_decoder_l2anchor_query_seed7,laptop/laptop,2.417,177.583,0.9544,3.6816,0.2201,0.203
20260913_joint4_decoder_l2anchor_query_seed7,laptop/laptop,2.319,177.681,0.9408,1.3297,0.3044,1.996
20260913_joint4_decoder_l2anchor_query_seed7,laptop/laptop,0.992,179.008,0.9488,3.7456,0.2103,0.286
20260913_joint4_decoder_l2anchor_query_seed7,laptop/laptop,14.693,165.307,0.9517,1.5703,0.4955,2.384
20260913_joint4_decoder_l2anchor_query_seed7,laptop/laptop,19.279,160.721,0.9499,1.4283,0.4844,2.198
20260913_joint4_decoder_l2anchor_query_seed7,laptop/laptop,12.938,167.062,0.9697,0.5564,0.4562,1.043
20260913_joint4_decoder_l2anchor_query_seed7,laptop/laptop,1.664,178.336,0.9449,1.1787,0.2939,2.163
20260913_joint4_decoder_l2anchor_query_seed7,laptop/laptop,1.392,178.608,0.9541,4.7200,0.2645,0.105
20260913_joint4_decoder_l2anchor_query_seed7,microwave/microwave,36.514,36.514,0.9323,0.3132,0.0262,1.645
20260913_joint4_decoder_l2anchor_query_seed7,microwave/microwave,62.763,117.237,0.9472,0.4481,0.0907,1.549
20260913_joint4_decoder_l2anchor_query_seed7,microwave/microwave,24.518,24.518,0.9273,0.2639,0.0765,1.347
20260913_joint4_decoder_l2anchor_query_seed7,microwave/microwave,55.042,124.958,0.9285,1.0152,0.1212,0.984
20260913_joint4_decoder_l2anchor_query_seed7,microwave/microwave,79.193,100.807,0.8835,0.2952,0.0538,1.151
20260913_joint4_decoder_l2anchor_query_seed7,microwave/microwave,39.816,39.816,0.9317,0.3655,0.0439,1.610
20260913_joint4_decoder_l2anchor_query_seed7,microwave/microwave,54.468,125.532,0.9481,0.5534,0.0205,1.056
20260913_joint4_decoder_l2anchor_query_seed7,microwave/microwave,27.451,27.451,0.9284,0.2167,0.1067,1.467
20260913_joint4_decoder_l2anchor_query_seed7,microwave/microwave,60.907,119.093,0.9470,0.5558,0.1183,1.424
20260913_joint4_decoder_l2anchor_query_seed7,microwave/microwave,32.947,32.947,0.9127,0.3516,0.0450,1.612
20260913_joint4_decoder_l2anchor_query_seed7,microwave/microwave,52.187,127.813,0.9296,0.4836,0.0143,1.244
20260913_joint4_decoder_l2anchor_query_seed7,microwave/microwave,28.320,28.320,0.9316,0.2427,0.0833,1.439
20260913_joint4_decoder_l2anchor_query_seed7,microwave/microwave,59.148,120.852,0.9388,0.4545,0.0590,1.420
20260913_joint4_decoder_l2anchor_query_seed7,microwave/microwave,76.950,76.950,0.9159,0.1150,0.0595,1.760
20260913_joint4_decoder_l2anchor_query_seed7,microwave/microwave,49.313,130.687,0.6597,1.2523,0.0274,0.424
20260913_joint4_decoder_l2anchor_query_seed7,microwave/microwave,76.575,76.575,0.8638,0.1134,0.0702,1.483
20260913_joint4_decoder_l2anchor_query_seed7,microwave/microwave,75.913,104.087,0.9044,0.8073,0.0799,0.510
20260913_joint4_decoder_l2anchor_query_seed7,microwave/microwave,37.227,37.227,0.9082,0.2801,0.0962,1.130
20260913_joint4_decoder_l2anchor_query_seed7,microwave/microwave,42.475,137.525,0.9441,0.3633,0.1604,1.219
20260913_joint4_decoder_l2anchor_query_seed7,microwave/microwave,59.341,120.659,0.9231,0.2944,0.0817,1.374
20260913_joint4_decoder_l2anchor_query_seed7,microwave/microwave,26.434,26.434,0.9294,0.3118,0.0509,1.608
20260913_joint4_decoder_l2anchor_query_seed7,microwave/microwave,56.559,123.441,0.9478,1.4814,0.0440,0.541
20260913_joint4_decoder_l2anchor_query_seed7,microwave/microwave,37.368,37.368,0.9320,0.2653,0.0366,1.539
20260913_joint4_decoder_l2anchor_query_seed7,microwave/microwave,61.169,118.831,0.9407,0.9326,0.0238,1.119
20260913_joint4_decoder_l2anchor_query_seed7,microwave/microwave,61.077,61.077,0.9298,0.3448,0.0012,1.546
20260913_joint4_decoder_l2anchor_query_seed7,microwave/microwave,36.224,143.776,0.8719,0.5397,0.1565,1.495
20260913_joint4_decoder_l2anchor_query_seed7,microwave/microwave,33.485,33.485,0.9192,0.2539,0.0581,1.455
20260913_joint4_decoder_l2anchor_query_seed7,microwave/microwave,37.678,142.322,0.9285,0.4590,0.0411,1.437
20260913_joint4_decoder_l2anchor_query_seed7,microwave/microwave,64.226,64.226,0.7174,0.2658,0.0310,1.587
20260913_joint4_decoder_l2anchor_query_seed7,microwave/microwave,70.014,109.986,0.4202,0.4959,0.0179,1.303
20260913_joint4_decoder_l2anchor_query_seed7,microwave/microwave,50.079,129.921,0.9390,0.7813,0.0263,0.771
20260913_joint4_decoder_l2anchor_query_seed7,notebook/notebook,19.751,19.751,0.9010,2.0274,0.1089,0.273
20260913_joint4_decoder_l2anchor_query_seed7,notebook/notebook,17.952,162.048,0.9541,0.3227,0.0644,1.557
20260913_joint4_decoder_l2anchor_query_seed7,notebook/notebook,25.673,25.673,0.9459,1.0561,0.1710,1.173
20260913_joint4_decoder_l2anchor_query_seed7,notebook/notebook,30.714,149.286,0.9485,0.3908,0.0411,1.497
20260913_joint4_decoder_l2anchor_query_seed7,notebook/notebook,84.694,95.306,0.9275,0.9030,0.0404,0.797
20260913_joint4_decoder_l2anchor_query_seed7,notebook/notebook,54.256,125.744,0.9544,1.3064,0.0324,0.101
20260913_joint4_decoder_l2anchor_query_seed7,notebook/notebook,56.095,56.095,0.9333,1.0698,0.1399,1.010
20260913_joint4_decoder_l2anchor_query_seed7,notebook/notebook,31.312,31.312,0.9335,1.3168,0.0913,0.779
20260913_joint4_decoder_l2anchor_query_seed7,notebook/notebook,44.308,135.692,0.9489,1.5037,0.0933,0.103
20260913_joint4_decoder_l2anchor_query_seed7,notebook/notebook,11.790,11.790,0.9373,1.1225,0.1607,0.966
20260913_joint4_decoder_l2anchor_query_seed7,notebook/notebook,28.374,28.374,0.8825,0.5521,0.1329,0.881
20260913_joint4_decoder_l2anchor_query_seed7,notebook/notebook,27.131,152.869,0.9578,0.2096,0.0281,1.438
20260913_joint4_decoder_l2anchor_query_seed7,notebook/notebook,17.589,162.411,0.9568,0.5700,0.1539,0.497
20260913_joint4_decoder_l2anchor_query_seed7,notebook/notebook,12.635,12.635,0.9376,0.7233,0.0486,1.074
20260913_joint4_decoder_l2anchor_query_seed7,notebook/notebook,40.267,139.733,0.9466,0.6160,0.1425,1.285
20260913_joint4_decoder_l2anchor_query_seed7,notebook/notebook,22.716,22.716,0.9261,1.4870,0.2312,0.438
20260913_joint4_decoder_l2anchor_query_seed7,phone/phone,43.912,136.088,0.9520,2.1760,0.1739,0.619
20260913_joint4_decoder_l2anchor_query_seed7,phone/phone,7.966,172.034,0.6466,0.5504,0.0082,1.598
20260913_joint4_decoder_l2anchor_query_seed7,phone/phone,79.182,79.182,0.9415,0.8411,0.2742,1.254
20260913_joint4_decoder_l2anchor_query_seed7,phone/phone,41.249,138.751,0.9501,0.5681,0.1094,1.810
20260913_joint4_decoder_l2anchor_query_seed7,phone/phone,50.684,50.684,0.9446,0.9315,0.2678,0.912
20260913_joint4_decoder_l2anchor_query_seed7,phone/phone,59.814,120.186,0.9534,0.2913,0.1119,1.516
20260913_joint4_decoder_l2anchor_query_seed7,phone/phone,46.551,133.449,0.9660,0.3912,0.0263,0.972
20260913_joint4_decoder_l2anchor_query_seed7,phone/phone,38.988,141.012,0.9456,0.4802,0.0280,1.758
20260913_joint4_decoder_l2anchor_query_seed7,phone/phone,30.084,149.916,0.9539,3.4677,0.1792,0.319
20260913_joint4_decoder_l2anchor_query_seed7,phone/phone,87.420,87.420,0.9446,0.5548,0.1194,1.699
20260913_joint4_decoder_l2anchor_query_seed7,phone/phone,31.194,148.806,0.9428,0.5546,0.0673,1.143
20260913_joint4_decoder_l2anchor_query_seed7,phone/phone,58.792,121.208,0.9144,0.5530,0.0604,1.869
20260913_joint4_decoder_l2anchor_query_seed7,phone/phone,31.510,148.490,0.9467,0.3636,0.0139,1.288
20260913_joint4_decoder_l2anchor_query_seed7,phone/phone,66.978,113.022,0.9311,0.2223,0.0596,1.608
20260913_joint4_decoder_l2anchor_query_seed7,phone/phone,6.854,173.146,0.9540,2.5801,0.1632,0.115
20260913_joint4_decoder_l2anchor_query_seed7,phone/phone,22.635,157.365,0.8890,0.3734,0.0334,1.440
20260913_joint4_decoder_l2anchor_query_seed7,phone/phone,7.465,172.535,0.9452,0.9045,0.0560,0.931
20260913_joint4_decoder_l2anchor_query_seed7,phone/phone,58.357,121.643,0.9457,0.1921,0.0895,1.993
20260913_joint4_decoder_l2anchor_query_seed7,espressomachine/espressomachine,70.301,70.301,0.9513,0.6789,0.0866,1.317
20260913_joint4_decoder_l2anchor_query_seed7,espressomachine/espressomachine,71.315,71.315,0.9435,1.0714,0.0645,2.168
20260913_joint4_decoder_l2anchor_query_seed7,espressomachine/espressomachine,72.302,72.302,0.9530,0.8385,0.0876,1.184
20260913_joint4_decoder_l2anchor_query_seed7,espressomachine/espressomachine,73.211,73.211,0.9372,1.1649,0.0527,2.112
20260913_joint4_decoder_l2anchor_query_seed7,espressomachine/espressomachine,71.068,71.068,0.9542,0.7143,0.0625,1.380
20260913_joint4_decoder_l2anchor_query_seed7,espressomachine/espressomachine,73.096,73.096,0.9387,1.9220,0.1311,2.552
20260913_joint4_decoder_l2anchor_query_seed7,espressomachine/espressomachine,74.777,74.777,0.9509,0.5513,0.0856,1.455
20260913_joint4_decoder_l2anchor_query_seed7,espressomachine/espressomachine,71.634,71.634,0.9413,1.6944,0.1283,2.350
20260913_joint4_decoder_l2anchor_query_seed7,espressomachine/espressomachine,72.872,72.872,0.9540,0.4841,0.0802,1.547
20260913_joint4_decoder_l2anchor_query_seed7,espressomachine/espressomachine,68.947,68.947,0.9409,1.7720,0.1493,2.355
20260913_joint4_decoder_l2anchor_query_seed7,espressomachine/espressomachine,70.609,70.609,0.9507,0.9925,0.0638,0.956
20260913_joint4_decoder_l2anchor_query_seed7,espressomachine/espressomachine,72.154,72.154,0.9308,1.3870,0.0423,2.217
20260913_joint4_decoder_l2anchor_query_seed7,espressomachine/espressomachine,74.169,74.169,0.9476,0.8768,0.0875,1.102
20260913_joint4_decoder_l2anchor_query_seed7,espressomachine/espressomachine,74.508,74.508,0.9313,1.3067,0.0548,2.210
20260913_joint4_decoder_l2anchor_query_seed7,espressomachine/espressomachine,67.682,67.682,0.9476,0.4083,0.0837,1.692
20260913_joint4_decoder_l2anchor_query_seed7,espressomachine/espressomachine,74.310,74.310,0.9395,1.0159,0.0337,2.152
20260913_joint4_decoder_l2anchor_query_seed7,espressomachine/espressomachine,69.339,69.339,0.9542,0.9231,0.0427,1.177
20260913_joint4_decoder_l2anchor_query_seed7,espressomachine/espressomachine,70.873,70.873,0.9387,1.4129,0.0442,2.281
20260913_joint4_decoder_l2anchor_query_seed7,espressomachine/espressomachine,71.524,71.524,0.9502,1.1078,0.0499,0.886
20260913_joint4_decoder_l2anchor_query_seed7,espressomachine/espressomachine,75.779,75.779,0.9054,1.2764,0.0274,2.148
20260913_joint4_decoder_l2anchor_query_seed7,espressomachine/espressomachine,73.080,73.080,0.9484,1.3197,0.0909,0.615
20260913_joint4_decoder_l2anchor_query_seed7,espressomachine/espressomachine,75.770,75.770,0.9359,1.1562,0.1062,2.259
20260913_joint4_decoder_l2anchor_query_seed7,espressomachine/espressomachine,72.964,72.964,0.9464,0.9557,0.0966,0.968
20260913_joint4_decoder_l2anchor_query_seed7,espressomachine/espressomachine,71.185,71.185,0.9391,1.4980,0.0512,2.433
20260913_joint4_decoder_l2anchor_query_seed7,espressomachine/espressomachine,72.398,72.398,0.9453,0.3923,0.0957,1.764
20260913_joint4_decoder_l2anchor_query_seed7,espressomachine/espressomachine,70.440,70.440,0.9366,1.7418,0.0570,2.530
20260913_joint4_decoder_l2anchor_query_seed7,espressomachine/espressomachine,68.736,68.736,0.9360,1.0558,0.0267,0.962
