model,object,axis_unsigned_deg,axis_signed_deg,p_rev,radius_m,hinge_offset_frac,z_p
20260913_sf3d_decoder_l2anchor_dense,espressomachine/espressomachine,43.063,136.937,0.0600,0.1083,0.0016,0.464
20260913_sf3d_decoder_l2anchor_dense,espressomachine/espressomachine,73.704,106.296,0.0663,0.0932,0.0801,0.662
20260913_sf3d_decoder_l2anchor_dense,espressomachine/espressomachine,25.956,154.044,0.0579,0.0380,0.1357,0.508
20260913_sf3d_decoder_l2anchor_dense,espressomachine/espressomachine,76.603,103.397,0.0691,0.1148,0.0709,0.644
20260913_sf3d_decoder_l2anchor_dense,espressomachine/espressomachine,72.559,107.441,0.0704,0.1020,0.0620,0.583
20260913_sf3d_decoder_l2anchor_dense,espressomachine/espressomachine,17.614,162.386,0.0756,0.0728,0.1776,0.467
20260913_sf3d_decoder_l2anchor_dense,espressomachine/espressomachine,70.767,109.233,0.0761,0.1045,0.1029,0.595
20260913_sf3d_decoder_l2anchor_dense,phone/phone,88.886,91.114,0.0481,0.0840,0.0058,0.729
20260913_sf3d_decoder_l2anchor_dense,phone/phone,72.703,72.703,0.3325,0.1102,0.0585,0.797
20260913_sf3d_decoder_l2anchor_dense,phone/phone,78.601,101.399,0.0441,0.0626,0.0614,0.673
20260913_sf3d_decoder_l2anchor_dense,phone/phone,55.652,55.652,0.4808,0.1040,0.0137,0.797
20260913_sf3d_decoder_l2anchor_dense,phone/phone,76.652,76.652,0.0458,0.0810,0.0349,0.643
20260913_sf3d_decoder_l2anchor_dense,phone/phone,80.107,80.107,0.4162,0.1805,0.0382,0.760
20260913_sf3d_decoder_l2anchor_dense,phone/phone,86.891,93.109,0.0394,0.3199,0.1741,0.765
20260913_sf3d_decoder_l2anchor_dense,phone/phone,84.550,95.450,0.4597,0.1653,0.1337,0.867
20260913_sf3d_decoder_l2anchor_dense,phone/phone,79.946,100.054,0.0479,0.0254,0.0911,0.657
20260913_sf3d_decoder_l2anchor_dense,phone/phone,76.159,103.841,0.1706,0.0772,0.0491,0.742
20260913_sf3d_decoder_l2anchor_dense,phone/phone,68.572,68.572,0.0455,0.0867,0.0217,0.649
20260913_sf3d_decoder_l2anchor_dense,phone/phone,62.464,117.536,0.6713,0.1387,0.0159,0.831
20260913_sf3d_decoder_l2anchor_dense,phone/phone,69.656,110.344,0.0497,0.0874,0.0894,0.709
20260913_sf3d_decoder_l2anchor_dense,phone/phone,72.053,72.053,0.2675,0.0909,0.0656,0.696
20260913_sf3d_decoder_l2anchor_dense,phone/phone,88.585,88.585,0.0420,0.0679,0.0535,0.696
20260913_sf3d_decoder_l2anchor_dense,phone/phone,72.079,107.921,0.1408,0.0456,0.0881,0.827
20260913_sf3d_decoder_l2anchor_dense,phone/phone,81.420,81.420,0.0502,0.1060,0.0178,0.742
20260913_sf3d_decoder_l2anchor_dense,phone/phone,89.410,90.590,0.5457,0.2014,0.0877,0.828
20260913_sf3d_decoder_l2anchor_dense,phone/phone,85.697,85.697,0.0536,0.1362,0.0018,0.736
20260913_sf3d_decoder_l2anchor_dense,phone/phone,48.299,131.701,0.5168,0.0928,0.1737,0.796
20260913_sf3d_decoder_l2anchor_dense,phone/phone,85.335,94.665,0.0468,0.0717,0.0357,0.715
20260913_sf3d_decoder_l2anchor_dense,phone/phone,85.362,94.638,0.1728,0.2035,0.1412,0.852
20260913_sf3d_decoder_l2anchor_dense,phone/phone,70.286,70.286,0.0440,0.0193,0.0829,0.688
20260913_sf3d_decoder_l2anchor_dense,phone/phone,66.173,113.827,0.5778,0.1676,0.0812,0.820
20260913_sf3d_decoder_l2anchor_dense,phone/phone,79.796,100.204,0.0496,0.0685,0.0512,0.749
20260913_sf3d_decoder_l2anchor_dense,phone/phone,27.631,27.631,0.4876,0.1025,0.0300,0.795
20260913_sf3d_decoder_l2anchor_dense,phone/phone,53.138,126.862,0.0483,0.1856,0.0733,0.722
20260913_sf3d_decoder_l2anchor_dense,phone/phone,24.180,24.180,0.2441,0.1063,0.0886,0.800
20260913_sf3d_decoder_l2anchor_dense,phone/phone,73.350,106.650,0.0474,0.1062,0.0905,0.854
20260913_sf3d_decoder_l2anchor_dense,phone/phone,42.699,137.301,0.2093,0.0991,0.1709,0.845
20260913_sf3d_decoder_l2anchor_dense,phone/phone,83.949,83.949,0.0461,0.0486,0.0289,0.689
20260913_sf3d_decoder_l2anchor_dense,phone/phone,83.054,96.946,0.2949,0.2390,0.1651,0.889
20260913_sf3d_decoder_l2anchor_dense,phone/phone,82.931,97.069,0.0445,0.0118,0.1118,0.691
20260913_sf3d_decoder_l2anchor_dense,phone/phone,71.549,71.549,0.4923,0.1905,0.1218,0.745
20260913_sf3d_decoder_l2anchor_dense,scissors/scissors,46.127,46.127,0.9141,0.2839,0.1044,0.823
20260913_sf3d_decoder_l2anchor_dense,scissors/scissors,1.780,1.780,0.8905,0.1252,0.1472,0.965
20260913_sf3d_decoder_l2anchor_dense,scissors/scissors,22.575,22.575,0.8962,0.2622,0.1573,0.872
20260913_sf3d_decoder_l2anchor_dense,scissors/scissors,14.562,14.562,0.9072,0.1216,0.1853,0.987
20260913_sf3d_decoder_l2anchor_dense,scissors/scissors,49.602,49.602,0.9327,0.2876,0.1360,0.768
20260913_sf3d_decoder_l2anchor_dense,scissors/scissors,49.131,49.131,0.9286,0.2474,0.1024,0.849
20260913_sf3d_decoder_l2anchor_dense,scissors/scissors,73.597,73.597,0.9081,0.1180,0.0728,0.936
20260913_sf3d_decoder_l2anchor_dense,scissors/scissors,35.427,35.427,0.9235,0.2768,0.0928,0.780
20260913_sf3d_decoder_l2anchor_dense,scissors/scissors,17.964,17.964,0.9534,0.1570,0.0954,0.948
20260913_sf3d_decoder_l2anchor_dense,scissors/scissors,53.688,53.688,0.9327,0.3010,0.0973,0.785
20260913_sf3d_decoder_l2anchor_dense,scissors/scissors,75.949,75.949,0.8983,0.2805,0.0809,0.841
20260913_sf3d_decoder_l2anchor_dense,scissors/scissors,54.043,54.043,0.9086,0.2989,0.0910,0.826
20260913_sf3d_decoder_l2anchor_dense,scissors/scissors,86.214,86.214,0.9221,0.3268,0.0800,0.789
20260913_sf3d_decoder_l2anchor_dense,scissors/scissors,30.627,30.627,0.9288,0.2866,0.1036,0.788
20260913_sf3d_decoder_l2anchor_dense,scissors/scissors,16.464,16.464,0.9185,0.1741,0.1011,0.985
20260913_sf3d_decoder_l2anchor_dense,scissors/scissors,26.241,26.241,0.8823,0.2800,0.1673,0.822
20260913_sf3d_decoder_l2anchor_dense,scissors/scissors,17.422,17.422,0.9139,0.3073,0.2048,0.873
20260913_sf3d_decoder_l2anchor_dense,scissors/scissors,44.667,44.667,0.9262,0.2906,0.1510,0.768
20260913_sf3d_decoder_l2anchor_dense,scissors/scissors,68.642,68.642,0.9107,0.2718,0.0932,0.759
20260913_sf3d_decoder_l2anchor_dense,scissors/scissors,53.972,53.972,0.9208,0.1381,0.0932,0.924
20260913_sf3d_decoder_l2anchor_dense,scissors/scissors,61.017,61.017,0.9098,0.2764,0.1061,0.817
20260913_sf3d_decoder_l2anchor_dense,scissors/scissors,20.071,20.071,0.9196,0.2598,0.1398,0.912
20260913_sf3d_decoder_l2anchor_dense,scissors/scissors,14.051,14.051,0.9182,0.2810,0.1310,0.821
20260913_sf3d_decoder_l2anchor_dense,scissors/scissors,35.182,35.182,0.8988,0.2942,0.1706,0.821
20260913_sf3d_decoder_l2anchor_dense,scissors/scissors,22.298,22.298,0.9433,0.2733,0.0932,0.877
20260913_sf3d_decoder_l2anchor_dense,scissors/scissors,23.561,23.561,0.9449,0.2864,0.1351,0.889
20260913_sf3d_decoder_l2anchor_dense,scissors/scissors,54.403,54.403,0.8979,0.2807,0.1258,0.843
20260913_sf3d_decoder_l2anchor_dense,scissors/scissors,28.274,28.274,0.9290,0.1877,0.1120,1.052
20260913_sf3d_decoder_l2anchor_dense,scissors/scissors,25.930,25.930,0.9399,0.2857,0.1476,0.808
20260913_sf3d_decoder_l2anchor_dense,scissors/scissors,10.129,10.129,0.9254,0.2589,0.1802,0.840
20260913_sf3d_decoder_l2anchor_dense,scissors/scissors,61.715,61.715,0.9044,0.2594,0.0758,0.845
20260913_sf3d_decoder_l2anchor_dense,scissors/scissors,22.906,22.906,0.9160,0.2699,0.1496,0.900
20260913_sf3d_decoder_l2anchor_dense,scissors/scissors,36.117,36.117,0.9293,0.2673,0.1214,0.900
20260913_sf3d_decoder_l2anchor_dense,scissors/scissors,38.456,38.456,0.9058,0.2697,0.1098,0.892
20260913_sf3d_decoder_l2anchor_dense,scissors/scissors,22.504,22.504,0.8928,0.2647,0.1375,0.886
20260913_sf3d_decoder_l2anchor_dense,scissors/scissors,32.524,32.524,0.9079,0.1224,0.0603,0.963
20260913_sf3d_decoder_l2anchor_dense,scissors/scissors,48.212,48.212,0.8822,0.2827,0.0774,0.802
20260913_sf3d_decoder_l2anchor_dense,scissors/scissors,65.945,65.945,0.9018,0.2663,0.0857,0.935
20260913_sf3d_decoder_l2anchor_dense,scissors/scissors,55.396,55.396,0.9126,0.1467,0.0638,1.049
20260913_sf3d_decoder_l2anchor_dense,scissors/scissors,72.580,72.580,0.9144,0.2606,0.0576,0.902
20260913_sf3d_decoder_l2anchor_dense,scissors/scissors,52.827,52.827,0.9184,0.1196,0.0546,1.057
20260913_sf3d_decoder_l2anchor_dense,scissors/scissors,41.898,41.898,0.9003,0.2845,0.1647,0.832
20260913_sf3d_decoder_l2anchor_dense,scissors/scissors,34.238,34.238,0.9361,0.2483,0.1043,0.906
20260913_sf3d_decoder_l2anchor_dense,scissors/scissors,16.295,16.295,0.9302,0.1226,0.0818,1.084
20260913_sf3d_decoder_l2anchor_dense,scissors/scissors,18.771,18.771,0.9089,0.2741,0.1619,0.968
20260913_sf3d_decoder_l2anchor_dense,scissors/scissors,20.383,20.383,0.9145,0.2848,0.1400,0.895
20260913_sf3d_decoder_l2anchor_dense,scissors/scissors,19.089,19.089,0.9223,0.3136,0.0939,0.839
20260913_sf3d_decoder_l2anchor_dense,scissors/scissors,14.310,14.310,0.8896,0.1427,0.1110,0.959
20260913_sf3d_decoder_l2anchor_dense,scissors/scissors,14.693,14.693,0.9214,0.2712,0.0704,0.880
