model,idx,key,gt_type,pred_type,p_rev,axis_signed_deg,axis_unsigned_deg,origin_line_err_m,origin_qstar_err_m,point3d_err_m,point2d_err_frac,mask_iou,z_p_m,radius_m
sf3d_only,10,420693/42445168/7955.744/a36b3f7b-da1a-43de-bf7f-66853430701a,0,0,0.0531,4.0988,4.0988,nan,nan,0.1741,0.0111,0.6282,1.6178,0.3872
sf3d_only,11,420693/42445168/7955.844/88f94051-70d3-4070-914c-a7e4e85d9494,0,0,0.0600,12.2832,12.2832,nan,nan,0.0982,0.0084,0.4621,1.4830,0.0530
sf3d_only,12,420693/42445168/7955.844/a36b3f7b-da1a-43de-bf7f-66853430701a,0,0,0.0538,3.8653,3.8653,nan,nan,0.1477,0.0031,0.6503,1.5639,0.3928
sf3d_only,13,420693/42445168/7955.944/a36b3f7b-da1a-43de-bf7f-66853430701a,0,0,0.0442,3.6776,3.6776,nan,nan,0.1245,0.0063,0.4418,1.5103,0.4075
sf3d_only,14,420693/42445168/7956.044/a36b3f7b-da1a-43de-bf7f-66853430701a,0,0,0.0482,1.8474,1.8474,nan,nan,0.2255,0.0118,0.5650,1.5555,0.3524
sf3d_only,15,420693/42445168/7956.144/a36b3f7b-da1a-43de-bf7f-66853430701a,0,0,0.0562,6.2188,6.2188,nan,nan,0.2148,0.0084,0.5709,1.4956,0.2982
sf3d_only,16,420693/42445168/7956.244/a36b3f7b-da1a-43de-bf7f-66853430701a,0,0,0.0480,4.7222,4.7222,nan,nan,0.3418,0.0278,0.5409,1.5356,0.3214
sf3d_only,17,420693/42445168/7983.450/88f94051-70d3-4070-914c-a7e4e85d9494,0,0,0.0529,12.1440,12.1440,nan,nan,0.0348,0.0078,0.3593,1.1711,0.1243
sf3d_only,18,420693/42445168/7983.550/88f94051-70d3-4070-914c-a7e4e85d9494,0,0,0.0549,13.9071,13.9071,nan,nan,0.0215,0.0116,0.2782,1.1598,0.1374
sf3d_only,19,420693/42445168/7983.650/88f94051-70d3-4070-914c-a7e4e85d9494,0,0,0.0502,13.7961,13.7961,nan,nan,0.0192,0.0072,0.4024,1.1701,0.1235
sf3d_only,20,420693/42445168/7983.750/88f94051-70d3-4070-914c-a7e4e85d9494,0,0,0.0513,9.0719,9.0719,nan,nan,0.1010,0.0108,0.3219,1.2531,0.1097
sf3d_only,21,420693/42445168/7983.850/88f94051-70d3-4070-914c-a7e4e85d9494,0,0,0.0497,10.7958,10.7958,nan,nan,0.0511,0.0145,0.3076,1.1985,0.1050
sf3d_only,22,420693/42445168/7983.850/a36b3f7b-da1a-43de-bf7f-66853430701a,0,0,0.0516,4.5108,4.5108,nan,nan,0.2646,0.0406,0.6798,1.2759,0.2027
sf3d_only,23,420693/42445168/7983.950/88f94051-70d3-4070-914c-a7e4e85d9494,0,0,0.0476,9.8404,9.8404,nan,nan,0.0645,0.0141,0.3166,1.2160,0.0993
sf3d_only,24,420693/42445168/7983.950/a36b3f7b-da1a-43de-bf7f-66853430701a,0,0,0.0507,4.6708,4.6708,nan,nan,0.2096,0.0398,0.6788,1.2265,0.1721
sf3d_only,25,420693/42445168/7984.050/88f94051-70d3-4070-914c-a7e4e85d9494,0,0,0.0489,12.9744,12.9744,nan,nan,0.0675,0.0089,0.5178,1.2202,0.0993
sf3d_only,26,420693/42445168/7984.050/a36b3f7b-da1a-43de-bf7f-66853430701a,0,0,0.0508,4.0041,4.0041,nan,nan,0.2528,0.0292,0.6979,1.2686,0.2088
sf3d_only,27,420693/42445168/7984.150/88f94051-70d3-4070-914c-a7e4e85d9494,0,0,0.0487,12.6538,12.6538,nan,nan,0.0437,0.0090,0.4093,1.1926,0.0955
sf3d_only,28,420693/42445168/7984.150/a36b3f7b-da1a-43de-bf7f-66853430701a,0,0,0.0510,5.1616,5.1616,nan,nan,0.2409,0.0120,0.6296,1.2552,0.2202
sf3d_only,29,420693/42445168/7984.250/88f94051-70d3-4070-914c-a7e4e85d9494,0,0,0.0461,12.9458,12.9458,nan,nan,0.0454,0.0096,0.3488,1.1883,0.0816
sf3d_only,30,420693/42445168/7984.250/a36b3f7b-da1a-43de-bf7f-66853430701a,0,0,0.0522,4.2775,4.2775,nan,nan,0.1719,0.0239,0.5994,1.1858,0.1470
sf3d_only,31,420693/42445168/7984.350/88f94051-70d3-4070-914c-a7e4e85d9494,0,0,0.0451,11.8761,11.8761,nan,nan,0.0218,0.0109,0.4007,1.1200,0.0790
sf3d_only,32,420693/42445168/7984.350/a36b3f7b-da1a-43de-bf7f-66853430701a,0,0,0.0529,5.5235,5.5235,nan,nan,0.1799,0.0089,0.7408,1.1918,0.1770
sf3d_only,33,420693/42445168/7984.450/88f94051-70d3-4070-914c-a7e4e85d9494,0,0,0.0468,11.8720,11.8720,nan,nan,0.0346,0.0076,0.4796,1.1623,0.0665
sf3d_only,34,420693/42445168/7984.450/a36b3f7b-da1a-43de-bf7f-66853430701a,0,0,0.0544,6.0831,6.0831,nan,nan,0.2165,0.0134,0.6831,1.2259,0.1940
sf3d_only,35,420693/42445168/7984.550/88f94051-70d3-4070-914c-a7e4e85d9494,0,0,0.0444,10.7353,10.7353,nan,nan,0.0235,0.0113,0.4798,1.1383,0.0596
sf3d_only,36,420693/42445168/7984.550/a36b3f7b-da1a-43de-bf7f-66853430701a,0,0,0.0530,4.8987,4.8987,nan,nan,0.1286,0.0195,0.6749,1.1272,0.1149
sf3d_only,37,420693/42445168/7984.650/88f94051-70d3-4070-914c-a7e4e85d9494,0,0,0.0483,11.1201,11.1201,nan,nan,0.0811,0.0082,0.4239,1.1795,0.0352
sf3d_only,38,420693/42445168/7984.650/a36b3f7b-da1a-43de-bf7f-66853430701a,0,0,0.0517,5.4910,5.4910,nan,nan,0.1934,0.0124,0.6476,1.1747,0.1238
sf3d_only,39,420693/42445168/7984.749/88f94051-70d3-4070-914c-a7e4e85d9494,0,0,0.0473,14.5191,14.5191,nan,nan,0.0702,0.0129,0.4487,1.1447,0.0298
sf3d_only,40,420693/42445168/7984.749/a36b3f7b-da1a-43de-bf7f-66853430701a,0,0,0.0516,5.1884,5.1884,nan,nan,0.1871,0.0084,0.6370,1.1459,0.1041
sf3d_only,41,420693/42445168/7984.849/88f94051-70d3-4070-914c-a7e4e85d9494,0,0,0.0478,20.0472,20.0472,nan,nan,0.0180,0.0144,0.4420,1.0490,0.0432
sf3d_only,42,420693/42445168/7984.849/a36b3f7b-da1a-43de-bf7f-66853430701a,0,0,0.0488,5.5253,5.5253,nan,nan,0.1951,0.0041,0.6705,1.1341,0.1035
sf3d_only,43,420693/42445168/7984.949/88f94051-70d3-4070-914c-a7e4e85d9494,0,0,0.0492,20.7011,20.7011,nan,nan,0.0224,0.0137,0.4041,1.0506,0.0730
sf3d_only,44,420693/42445168/7985.049/88f94051-70d3-4070-914c-a7e4e85d9494,0,0,0.0510,22.3503,22.3503,nan,nan,0.0148,0.0107,0.3575,1.0119,0.0961
sf3d_only,45,420693/42445168/8018.353/6bed72dd-560e-4a8b-9514-f3947aebde36,1,0,0.2246,40.2163,40.2163,0.5188,0.5601,0.4017,0.0495,0.3690,2.4175,0.3057
sf3d_only,46,420693/42445168/8018.453/6bed72dd-560e-4a8b-9514-f3947aebde36,1,0,0.1625,22.2582,22.2582,0.7693,1.0243,0.7163,0.1767,0.1594,2.2701,0.3525
sf3d_only,47,420693/42445168/8018.553/6bed72dd-560e-4a8b-9514-f3947aebde36,1,0,0.2945,41.9804,41.9804,0.4620,0.5068,0.3306,0.0464,0.4665,2.4506,0.3114
sf3d_only,48,420693/42445168/8018.653/6bed72dd-560e-4a8b-9514-f3947aebde36,1,0,0.1765,39.6765,39.6765,0.4999,0.5447,0.3553,0.0524,0.2522,2.4055,0.2956
sf3d_only,49,420693/42445168/8018.753/6bed72dd-560e-4a8b-9514-f3947aebde36,1,0,0.2557,50.2493,50.2493,0.4548,0.4853,0.3256,0.0439,0.1340,2.3990,0.2787
sf3d_only,50,420693/42445168/8018.853/6bed72dd-560e-4a8b-9514-f3947aebde36,1,0,0.2406,39.7621,39.7621,0.4810,0.5274,0.3463,0.0675,0.3792,2.3902,0.2583
sf3d_only,51,420693/42445168/8018.953/6bed72dd-560e-4a8b-9514-f3947aebde36,1,0,0.2939,45.1323,45.1323,0.5081,0.5411,0.3919,0.0435,0.3431,2.2868,0.2706
sf3d_only,52,420693/42445168/8025.650/6bed72dd-560e-4a8b-9514-f3947aebde36,1,0,0.0958,57.9419,57.9419,0.7240,0.8891,0.6078,0.0284,0.4720,2.0767,0.5673
sf3d_only,53,420693/42445168/8025.750/60b855c3-a87a-4add-9616-1e56c6b07836,1,1,0.6775,37.8254,37.8254,0.3025,0.6110,0.9543,0.3934,0.0000,2.4762,0.2501
sf3d_only,54,420693/42445168/8025.750/6bed72dd-560e-4a8b-9514-f3947aebde36,1,0,0.4285,56.3416,56.3416,0.3341,0.3852,0.2735,0.0438,0.3011,2.3927,0.3156
sf3d_only,55,420693/42445168/8025.850/60b855c3-a87a-4add-9616-1e56c6b07836,1,0,0.2389,30.5389,30.5389,0.5074,1.1587,1.0477,0.4304,0.0000,2.2575,0.2190
sf3d_only,56,420693/42445168/8025.850/6bed72dd-560e-4a8b-9514-f3947aebde36,1,0,0.1860,48.7894,48.7894,0.5249,0.6501,0.4335,0.0534,0.1994,2.2031,0.3986
sf3d_only,57,420693/42445168/8025.950/60b855c3-a87a-4add-9616-1e56c6b07836,1,1,0.6125,31.1551,31.1551,0.2732,0.3192,0.9263,0.3887,0.0000,2.3683,0.2838
sf3d_only,58,420693/42445168/8025.950/6bed72dd-560e-4a8b-9514-f3947aebde36,1,0,0.3811,57.9169,57.9169,0.4160,0.4516,0.3392,0.0273,0.0417,2.2323,0.2506
sf3d_only,59,420693/42445168/8026.050/60b855c3-a87a-4add-9616-1e56c6b07836,1,1,0.6265,30.2004,30.2004,0.1992,0.2595,0.7459,0.3146,0.0000,2.4127,0.2455
sf3d_only,60,420693/42445168/8026.050/6bed72dd-560e-4a8b-9514-f3947aebde36,1,0,0.4051,51.4951,51.4951,0.3458,0.3939,0.2775,0.0264,0.2214,2.2517,0.2752
sf3d_only,61,420693/42445168/8026.150/60b855c3-a87a-4add-9616-1e56c6b07836,1,1,0.7087,30.9625,30.9625,0.1807,0.2478,0.7259,0.3095,0.0000,2.3574,0.2200
sf3d_only,62,420693/42445168/8026.150/6bed72dd-560e-4a8b-9514-f3947aebde36,1,0,0.4549,52.6059,52.6059,0.2947,0.3536,0.2348,0.0295,0.3164,2.2508,0.2946
sf3d_only,63,420693/42445168/8026.150/bfae3b6c-30bc-4f5a-933a-3ad7b03a2740,0,0,0.0467,39.2727,39.2727,nan,nan,0.3173,0.0502,0.4587,1.9368,0.3147
sf3d_only,64,420693/42445168/8026.250/60b855c3-a87a-4add-9616-1e56c6b07836,1,1,0.8510,30.4314,30.4314,0.1268,0.2102,0.6750,0.2981,0.0019,2.3504,0.2601
sf3d_only,65,420693/42445168/8026.250/6bed72dd-560e-4a8b-9514-f3947aebde36,1,1,0.5924,25.7049,25.7049,0.3016,0.3713,0.1839,0.0268,0.3571,2.2411,0.3096
sf3d_only,66,420693/42445168/8026.250/bfae3b6c-30bc-4f5a-933a-3ad7b03a2740,0,0,0.0493,33.1479,33.1479,nan,nan,0.4105,0.0332,0.2364,1.9733,0.3858
sf3d_only,67,420693/42445168/8026.350/5c4018df-0a9d-4fed-8eb9-9893ee9b801a,1,1,0.9504,17.9828,17.9828,0.0585,0.1073,0.2220,0.0657,0.4086,1.6668,0.3217
sf3d_only,68,420693/42445168/8026.350/60b855c3-a87a-4add-9616-1e56c6b07836,1,1,0.6750,38.3010,38.3010,0.1100,0.3248,0.8071,0.3701,0.0038,2.3383,0.3353
sf3d_only,69,420693/42445168/8026.350/6bed72dd-560e-4a8b-9514-f3947aebde36,1,1,0.5503,28.3948,28.3948,0.3417,0.3902,0.2878,0.0216,0.3047,2.0641,0.2822
sf3d_only,70,420693/42445168/8026.350/bfae3b6c-30bc-4f5a-933a-3ad7b03a2740,0,0,0.0521,60.2366,60.2366,nan,nan,0.3984,0.0597,0.2112,1.9124,0.2550
sf3d_only,71,420693/42445168/8026.450/5c4018df-0a9d-4fed-8eb9-9893ee9b801a,1,1,0.9437,16.2411,16.2411,0.0746,0.1597,0.1611,0.0181,0.3023,1.6257,0.2983
sf3d_only,72,420693/42445168/8026.450/bfae3b6c-30bc-4f5a-933a-3ad7b03a2740,0,0,0.0472,27.0536,27.0536,nan,nan,0.2313,0.0403,0.3735,1.6715,0.3534
sf3d_only,73,420693/42445168/8026.550/5c4018df-0a9d-4fed-8eb9-9893ee9b801a,1,1,0.9416,16.2104,16.2104,0.0783,0.1527,0.1363,0.0122,0.2317,1.6025,0.2839
sf3d_only,74,420693/42445168/8026.550/8c9b1b0d-2687-4230-a567-95f50effe7b5,0,0,0.0505,60.5504,60.5504,nan,nan,1.1620,0.6239,0.0000,2.0907,0.4476
sf3d_only,75,420693/42445168/8026.550/bfae3b6c-30bc-4f5a-933a-3ad7b03a2740,0,0,0.0535,31.2903,31.2903,nan,nan,0.1981,0.0249,0.3066,1.5940,0.2643
sf3d_only,76,420693/42445168/8026.649/5c4018df-0a9d-4fed-8eb9-9893ee9b801a,1,1,0.9411,17.5727,17.5727,0.0837,0.1586,0.1115,0.0112,0.2713,1.5748,0.3210
sf3d_only,77,420693/42445168/8026.649/8c9b1b0d-2687-4230-a567-95f50effe7b5,0,0,0.0499,50.0264,50.0264,nan,nan,0.7761,0.4160,0.0000,2.0124,0.1343
sf3d_only,78,420693/42445168/8026.649/bfae3b6c-30bc-4f5a-933a-3ad7b03a2740,0,0,0.0494,26.9299,26.9299,nan,nan,0.2183,0.0261,0.6924,1.5565,0.2802
sf3d_only,79,420693/42445168/8026.749/5c4018df-0a9d-4fed-8eb9-9893ee9b801a,1,1,0.9448,15.0704,15.0704,0.1046,0.1512,0.0615,0.0136,0.2361,1.5714,0.3302
sf3d_only,80,420693/42445168/8026.749/8c9b1b0d-2687-4230-a567-95f50effe7b5,0,0,0.0463,52.0853,52.0853,nan,nan,0.7538,0.4092,0.0000,1.9470,0.1483
sf3d_only,81,420693/42445168/8026.749/bfae3b6c-30bc-4f5a-933a-3ad7b03a2740,0,0,0.0538,28.1560,28.1560,nan,nan,0.2152,0.0373,0.6068,1.4881,0.2590
sf3d_only,82,420693/42445168/8026.849/5c4018df-0a9d-4fed-8eb9-9893ee9b801a,1,1,0.9442,13.7680,13.7680,0.1181,0.1949,0.0637,0.0099,0.3154,1.5156,0.2989
sf3d_only,83,420693/42445168/8026.849/8c9b1b0d-2687-4230-a567-95f50effe7b5,0,0,0.0457,43.1988,43.1988,nan,nan,1.3101,0.7548,0.0000,1.9505,0.6336
sf3d_only,84,420693/42445168/8026.949/5c4018df-0a9d-4fed-8eb9-9893ee9b801a,1,1,0.9458,13.5802,13.5802,0.1336,0.1786,0.0527,0.0178,0.3409,1.4718,0.2953
sf3d_only,85,420693/42445168/8026.949/8c9b1b0d-2687-4230-a567-95f50effe7b5,0,0,0.0477,49.4529,49.4529,nan,nan,1.2584,0.7800,0.0000,1.8358,0.5394
sf3d_only,86,420693/42445168/8027.549/60b855c3-a87a-4add-9616-1e56c6b07836,1,1,0.8811,21.0581,21.0581,0.1444,0.1645,0.1843,0.0282,0.2484,1.9788,0.1997
sf3d_only,87,420693/42445168/8027.549/6bed72dd-560e-4a8b-9514-f3947aebde36,1,1,0.7168,19.3725,19.3725,0.0486,0.1155,0.0324,0.0132,0.3940,1.6717,0.2989
sf3d_only,88,420693/42445168/8027.649/60b855c3-a87a-4add-9616-1e56c6b07836,1,1,0.8735,21.8286,21.8286,0.1503,0.1576,0.1773,0.0406,0.1837,1.9249,0.1951
sf3d_only,89,420693/42445168/8027.649/6bed72dd-560e-4a8b-9514-f3947aebde36,1,1,0.7181,18.5922,18.5922,0.0684,0.1175,0.0626,0.0115,0.3986,1.5979,0.2710
sf3d_only,90,420693/42445168/8027.749/60b855c3-a87a-4add-9616-1e56c6b07836,1,1,0.8743,24.0718,24.0718,0.1431,0.1455,0.1104,0.0256,0.1638,1.8630,0.1733
sf3d_only,91,420693/42445168/8027.749/6bed72dd-560e-4a8b-9514-f3947aebde36,1,1,0.7199,19.1938,19.1938,0.0807,0.1196,0.0995,0.0568,0.2715,1.5643,0.3022
sf3d_only,92,420693/42445168/8027.849/60b855c3-a87a-4add-9616-1e56c6b07836,1,1,0.8666,17.8241,17.8241,0.1746,0.1892,0.1997,0.0030,0.1412,1.9184,0.1755
sf3d_only,93,420693/42445168/8027.849/6bed72dd-560e-4a8b-9514-f3947aebde36,1,1,0.6947,17.7683,17.7683,0.0279,0.0785,0.0424,0.0242,0.3178,1.5635,0.2924
sf3d_only,94,420693/42445168/8027.949/60b855c3-a87a-4add-9616-1e56c6b07836,1,1,0.9109,18.0377,18.0377,0.1793,0.1984,0.2433,0.0208,0.1826,1.8946,0.2176
sf3d_only,95,420693/42445168/8027.949/6bed72dd-560e-4a8b-9514-f3947aebde36,1,1,0.7810,16.6236,16.6236,0.0322,0.0719,0.0191,0.0094,0.6156,1.5481,0.2930
sf3d_only,96,420693/42445168/8028.049/60b855c3-a87a-4add-9616-1e56c6b07836,1,1,0.8858,19.6027,19.6027,0.1995,0.2203,0.2693,0.0219,0.1800,1.8814,0.2087
sf3d_only,97,420693/42445168/8028.049/6bed72dd-560e-4a8b-9514-f3947aebde36,1,1,0.6961,16.7079,16.7079,0.0150,0.0760,0.0212,0.0124,0.5865,1.5087,0.2728
sf3d_only,98,420693/42445168/8028.149/60b855c3-a87a-4add-9616-1e56c6b07836,1,1,0.8902,21.1329,21.1329,0.1865,0.1914,0.1978,0.0096,0.1577,1.7831,0.1681
sf3d_only,99,420693/42445168/8028.149/6bed72dd-560e-4a8b-9514-f3947aebde36,1,1,0.7343,15.3063,15.3063,0.0066,0.0794,0.0419,0.0268,0.4116,1.4520,0.2674
sf3d_only,100,420693/42445168/8028.249/60b855c3-a87a-4add-9616-1e56c6b07836,1,1,0.9018,12.8941,12.8941,0.1895,0.2034,0.2403,0.0114,0.0752,1.7883,0.1676
sf3d_only,101,420693/42445168/8028.249/6bed72dd-560e-4a8b-9514-f3947aebde36,1,1,0.7890,13.9542,13.9542,0.0608,0.0769,0.0593,0.0206,0.3396,1.4710,0.3065
sf3d_only,102,420693/42445168/8028.349/60b855c3-a87a-4add-9616-1e56c6b07836,1,1,0.9195,16.0594,16.0594,0.2212,0.2293,0.2848,0.0107,0.1121,1.8057,0.2043
sf3d_only,103,420693/42445168/8028.349/6bed72dd-560e-4a8b-9514-f3947aebde36,1,1,0.7209,13.7683,13.7683,0.0378,0.0793,0.0371,0.0192,0.4878,1.4396,0.2650
sf3d_only,104,420693/42445168/8028.449/60b855c3-a87a-4add-9616-1e56c6b07836,1,1,0.9249,18.9803,18.9803,0.1806,0.1929,0.2374,0.0326,0.1243,1.7241,0.2059
sf3d_only,105,420693/42445168/8028.449/6bed72dd-560e-4a8b-9514-f3947aebde36,1,1,0.7598,13.0659,13.0659,0.0067,0.0649,0.0311,0.0136,0.4997,1.3535,0.2710
sf3d_only,106,420693/42445168/8028.549/60b855c3-a87a-4add-9616-1e56c6b07836,1,1,0.9132,17.9366,17.9366,0.1229,0.1342,0.1283,0.0262,0.1050,1.6079,0.2226
sf3d_only,107,420693/42445168/8028.549/6bed72dd-560e-4a8b-9514-f3947aebde36,1,1,0.8372,12.7854,12.7854,0.0940,0.1299,0.1602,0.0173,0.3869,1.2146,0.2626
sf3d_only,108,420693/42445168/8028.649/60b855c3-a87a-4add-9616-1e56c6b07836,1,1,0.9211,17.6447,17.6447,0.1643,0.1750,0.1480,0.0280,0.0981,1.6095,0.1794
sf3d_only,109,420693/42445168/8028.649/6bed72dd-560e-4a8b-9514-f3947aebde36,1,1,0.8539,9.1086,9.1086,0.0400,0.0872,0.1117,0.0077,0.3610,1.2294,0.2770
sf3d_only,110,420693/42445168/8028.749/60b855c3-a87a-4add-9616-1e56c6b07836,1,1,0.8993,16.5081,16.5081,0.1225,0.1258,0.0482,0.0266,0.0446,1.4732,0.1919
sf3d_only,111,420693/42445168/8028.749/6bed72dd-560e-4a8b-9514-f3947aebde36,1,1,0.7539,8.4513,8.4513,0.1297,0.1603,0.1950,0.0065,0.4837,1.1168,0.2392
sf3d_only,112,420693/42445168/8028.849/60b855c3-a87a-4add-9616-1e56c6b07836,1,1,0.8600,19.6863,19.6863,0.1668,0.1672,0.0412,0.0300,0.0588,1.4182,0.1677
sf3d_only,113,420693/42445168/8028.849/6bed72dd-560e-4a8b-9514-f3947aebde36,1,1,0.6573,9.5500,9.5500,0.1327,0.1458,0.2001,0.0152,0.3281,1.0772,0.2385
sf3d_only,114,420693/42445168/8028.949/60b855c3-a87a-4add-9616-1e56c6b07836,1,1,0.8661,14.4080,14.4080,0.1579,0.1587,0.0295,0.0227,0.0843,1.3881,0.1854
sf3d_only,115,420693/42445168/8028.949/6bed72dd-560e-4a8b-9514-f3947aebde36,1,1,0.5623,11.3573,11.3573,0.1256,0.1357,0.1782,0.0225,0.4051,1.0809,0.2252
sf3d_only,116,420693/42445168/8029.049/60b855c3-a87a-4add-9616-1e56c6b07836,1,1,0.7330,21.0997,21.0997,0.1785,0.2148,0.1040,0.0337,0.0390,1.4581,0.1656
sf3d_only,117,420693/42445168/8029.049/df28757e-d9cf-43e7-9ac1-709bc6abe476,1,1,0.6541,6.9607,6.9607,1.2723,1.3053,1.2072,0.6245,0.0000,1.0658,0.2369
sf3d_only,118,420693/42445168/8029.148/df28757e-d9cf-43e7-9ac1-709bc6abe476,1,1,0.6612,8.2999,8.2999,1.1220,1.1722,1.0322,0.5095,0.0000,1.1541,0.2201
sf3d_only,119,420693/42445168/8029.248/df28757e-d9cf-43e7-9ac1-709bc6abe476,1,1,0.6301,87.0265,87.0265,0.3934,0.4115,0.2285,0.1246,0.4407,1.6973,0.0899
sf3d_only,120,420693/42445168/8029.348/df28757e-d9cf-43e7-9ac1-709bc6abe476,1,1,0.6480,8.4492,8.4492,0.9707,1.0270,0.7498,0.3417,0.0753,1.2989,0.1441
sf3d_only,121,420693/42445168/8029.748/df28757e-d9cf-43e7-9ac1-709bc6abe476,1,1,0.8290,47.0662,47.0662,0.1827,0.1956,0.1118,0.0350,0.0000,1.7705,0.1783
sf3d_only,122,420693/42445168/8029.848/df28757e-d9cf-43e7-9ac1-709bc6abe476,1,1,0.8835,46.3750,46.3750,0.3660,0.4006,0.0831,0.0534,0.1355,1.6724,0.1296
sf3d_only,123,420693/42445168/8029.948/df28757e-d9cf-43e7-9ac1-709bc6abe476,1,1,0.8888,102.6420,77.3580,0.2317,0.2458,0.1474,0.0596,0.1199,1.8023,0.1456
sf3d_only,124,420693/42445168/8030.048/df28757e-d9cf-43e7-9ac1-709bc6abe476,1,1,0.9245,102.6460,77.3540,0.2210,0.2562,0.1900,0.0349,0.0873,1.8777,0.1890
sf3d_only,125,420693/42445168/8030.148/1d54d368-d1f7-4a3a-be77-4132ef017919,1,1,0.9422,132.4619,47.5381,0.2914,0.3304,0.2042,0.0587,0.0000,1.9118,0.1404
sf3d_only,126,420693/42445168/8030.148/df28757e-d9cf-43e7-9ac1-709bc6abe476,1,1,0.9179,136.5982,43.4018,0.2478,0.2696,0.1913,0.0522,0.1632,1.8926,0.1257
sf3d_only,127,420693/42445168/8030.248/1d54d368-d1f7-4a3a-be77-4132ef017919,1,1,0.9378,17.7570,17.7570,0.2052,0.2065,0.1341,0.0665,0.0000,1.8327,0.1870
sf3d_only,128,420693/42445168/8030.248/df28757e-d9cf-43e7-9ac1-709bc6abe476,1,1,0.9157,119.1410,60.8590,0.2360,0.2704,0.2400,0.0534,0.1672,1.9695,0.1359
sf3d_only,129,420693/42445168/8030.348/1d54d368-d1f7-4a3a-be77-4132ef017919,1,1,0.9365,23.7618,23.7618,0.2004,0.2097,0.1660,0.0678,0.0000,1.8715,0.1808
sf3d_only,130,420693/42445168/8030.348/df28757e-d9cf-43e7-9ac1-709bc6abe476,1,1,0.9199,111.5442,68.4558,0.2445,0.2751,0.2990,0.0237,0.2006,2.0523,0.1341
sf3d_only,131,420693/42445168/8030.448/1d54d368-d1f7-4a3a-be77-4132ef017919,1,1,0.9431,106.1768,73.8232,0.2417,0.2576,0.1937,0.0665,0.0000,1.9048,0.1080
sf3d_only,132,420693/42445168/8030.448/df28757e-d9cf-43e7-9ac1-709bc6abe476,1,1,0.9235,119.4656,60.5344,0.2311,0.2675,0.2409,0.0310,0.1483,1.9889,0.1447
sf3d_only,133,420693/42445168/8030.548/1d54d368-d1f7-4a3a-be77-4132ef017919,1,1,0.9355,61.3664,61.3664,0.2122,0.2122,0.2071,0.0623,0.0000,1.9199,0.0914
sf3d_only,134,420693/42445168/8030.548/df28757e-d9cf-43e7-9ac1-709bc6abe476,1,1,0.9244,55.5249,55.5249,0.2249,0.2364,0.1856,0.0456,0.0000,1.9131,0.2273
sf3d_only,135,420693/42445168/8030.648/1d54d368-d1f7-4a3a-be77-4132ef017919,1,1,0.9343,121.1241,58.8759,0.2545,0.2676,0.2844,0.0534,0.0000,2.0007,0.0587
sf3d_only,136,420693/42445168/8030.648/df28757e-d9cf-43e7-9ac1-709bc6abe476,1,1,0.9076,154.7325,25.2675,0.3377,0.3584,0.3890,0.0229,0.1227,2.1203,0.1172
sf3d_only,137,420693/42445168/8030.748/1d54d368-d1f7-4a3a-be77-4132ef017919,1,1,0.9245,118.7319,61.2681,0.2367,0.2390,0.2750,0.0703,0.0000,1.9548,0.0715
