model,object,axis_unsigned_deg,axis_signed_deg,p_rev,radius_m,hinge_offset_frac,z_p
20260913_joint4_decoder_l2anchor_query_eps01,scissors/scissors,61.780,61.780,0.9513,0.6345,0.5349,1.292
20260913_joint4_decoder_l2anchor_query_eps01,scissors/scissors,79.031,79.031,0.9450,0.3810,0.5136,1.316
20260913_joint4_decoder_l2anchor_query_eps01,scissors/scissors,89.330,89.330,0.9569,0.8006,0.4696,1.347
20260913_joint4_decoder_l2anchor_query_eps01,scissors/scissors,56.807,123.193,0.9578,0.5435,0.4915,1.188
20260913_joint4_decoder_l2anchor_query_eps01,scissors/scissors,50.690,129.310,0.9504,0.7830,0.5410,1.351
20260913_joint4_decoder_l2anchor_query_eps01,scissors/scissors,62.906,62.906,0.9525,0.5879,0.5123,1.312
20260913_joint4_decoder_l2anchor_query_eps01,scissors/scissors,51.727,51.727,0.9387,0.5493,0.5475,1.299
20260913_joint4_decoder_l2anchor_query_eps01,scissors/scissors,47.853,47.853,0.9363,0.5196,0.5687,1.326
20260913_joint4_decoder_l2anchor_query_eps01,scissors/scissors,69.981,69.981,0.9391,0.3782,0.5029,1.403
20260913_joint4_decoder_l2anchor_query_eps01,scissors/scissors,56.752,56.752,0.9344,0.4939,0.5616,1.274
20260913_joint4_decoder_l2anchor_query_eps01,scissors/scissors,68.094,68.094,0.9433,0.5696,0.5546,1.337
20260913_joint4_decoder_l2anchor_query_eps01,scissors/scissors,61.522,61.522,0.9351,0.4970,0.5599,1.245
20260913_joint4_decoder_l2anchor_query_eps01,scissors/scissors,67.897,112.103,0.9545,0.4722,0.4972,1.203
20260913_joint4_decoder_l2anchor_query_eps01,scissors/scissors,54.896,54.896,0.9377,0.6985,0.5113,1.604
20260913_joint4_decoder_l2anchor_query_eps01,scissors/scissors,60.837,60.837,0.9460,0.3813,0.3847,1.491
20260913_joint4_decoder_l2anchor_query_eps01,scissors/scissors,46.459,133.541,0.9505,0.5799,0.4936,1.396
20260913_joint4_decoder_l2anchor_query_eps01,scissors/scissors,44.940,135.060,0.9544,0.4237,0.4141,1.320
20260913_joint4_decoder_l2anchor_query_eps01,scissors/scissors,62.514,117.486,0.9428,0.5282,0.4233,1.425
20260913_joint4_decoder_l2anchor_query_eps01,scissors/scissors,78.966,101.034,0.9412,0.6738,0.4128,1.177
20260913_joint4_decoder_l2anchor_query_eps01,scissors/scissors,82.771,97.229,0.9415,0.5975,0.4559,1.221
20260913_joint4_decoder_l2anchor_query_eps01,scissors/scissors,61.382,118.618,0.9491,0.5667,0.4897,1.388
20260913_joint4_decoder_l2anchor_query_eps01,scissors/scissors,86.572,86.572,0.9589,0.6183,0.3856,1.431
20260913_joint4_decoder_l2anchor_query_eps01,scissors/scissors,64.457,115.543,0.9550,0.9543,0.5688,1.285
20260913_joint4_decoder_l2anchor_query_eps01,scissors/scissors,87.019,92.981,0.9602,0.8826,0.5211,1.415
20260913_joint4_decoder_l2anchor_query_eps01,scissors/scissors,68.840,68.840,0.9573,0.6957,0.5689,1.394
20260913_joint4_decoder_l2anchor_query_eps01,scissors/scissors,61.405,61.405,0.9568,0.6284,0.5416,1.248
20260913_joint4_decoder_l2anchor_query_eps01,scissors/scissors,65.657,114.343,0.9553,0.7195,0.5304,1.422
20260913_joint4_decoder_l2anchor_query_eps01,scissors/scissors,64.211,115.789,0.9529,0.5940,0.5430,1.264
20260913_joint4_decoder_l2anchor_query_eps01,scissors/scissors,35.047,144.953,0.9541,0.3744,0.3295,1.257
20260913_joint4_decoder_l2anchor_query_eps01,waffleiron/waffleiron,19.790,160.210,0.9406,1.6757,0.2562,2.754
20260913_joint4_decoder_l2anchor_query_eps01,waffleiron/waffleiron,9.501,170.499,0.9472,0.5542,0.1884,1.253
20260913_joint4_decoder_l2anchor_query_eps01,waffleiron/waffleiron,31.970,148.030,0.9396,1.8414,0.3190,2.781
20260913_joint4_decoder_l2anchor_query_eps01,waffleiron/waffleiron,53.756,126.244,0.9456,0.3840,0.0975,1.177
20260913_joint4_decoder_l2anchor_query_eps01,waffleiron/waffleiron,24.296,24.296,0.9365,1.1020,0.1476,2.180
20260913_joint4_decoder_l2anchor_query_eps01,waffleiron/waffleiron,15.347,164.653,0.9489,0.6762,0.3444,1.182
20260913_joint4_decoder_l2anchor_query_eps01,waffleiron/waffleiron,40.709,139.291,0.9388,1.4903,0.3653,2.304
20260913_joint4_decoder_l2anchor_query_eps01,waffleiron/waffleiron,49.111,49.111,0.9483,0.6179,0.1458,1.331
20260913_joint4_decoder_l2anchor_query_eps01,waffleiron/waffleiron,66.702,113.298,0.9468,1.4728,0.0937,2.444
20260913_joint4_decoder_l2anchor_query_eps01,waffleiron/waffleiron,30.907,30.907,0.9471,0.8044,0.2122,1.375
20260913_joint4_decoder_l2anchor_query_eps01,waffleiron/waffleiron,10.834,169.166,0.9479,1.1477,0.0606,2.425
20260913_joint4_decoder_l2anchor_query_eps01,waffleiron/waffleiron,16.985,163.015,0.9473,0.4931,0.3140,1.206
20260913_joint4_decoder_l2anchor_query_eps01,waffleiron/waffleiron,56.371,123.629,0.9376,0.9730,0.2319,2.166
20260913_joint4_decoder_l2anchor_query_eps01,waffleiron/waffleiron,72.986,107.014,0.9490,0.3669,0.4494,1.202
20260913_joint4_decoder_l2anchor_query_eps01,waffleiron/waffleiron,17.646,162.354,0.9300,1.2926,0.1996,2.549
20260913_joint4_decoder_l2anchor_query_eps01,waffleiron/waffleiron,1.816,1.816,0.9286,0.3477,0.3546,1.043
20260913_joint4_decoder_l2anchor_query_eps01,waffleiron/waffleiron,74.125,105.875,0.9099,1.1579,0.2092,2.374
20260913_joint4_decoder_l2anchor_query_eps01,waffleiron/waffleiron,53.376,126.624,0.9511,0.4071,0.3232,1.072
20260913_joint4_decoder_l2anchor_query_eps01,laptop/laptop,18.085,161.915,0.9428,1.6556,0.1196,2.656
20260913_joint4_decoder_l2anchor_query_eps01,laptop/laptop,17.584,162.416,0.9453,1.5634,0.2090,2.502
20260913_joint4_decoder_l2anchor_query_eps01,laptop/laptop,5.254,174.746,0.9501,1.2082,0.1660,2.570
20260913_joint4_decoder_l2anchor_query_eps01,laptop/laptop,13.401,166.599,0.9502,1.2088,0.1640,0.778
20260913_joint4_decoder_l2anchor_query_eps01,laptop/laptop,3.853,176.147,0.9497,1.3819,0.2119,2.429
20260913_joint4_decoder_l2anchor_query_eps01,laptop/laptop,17.695,162.305,0.9503,1.0789,0.1279,0.829
20260913_joint4_decoder_l2anchor_query_eps01,laptop/laptop,4.921,175.079,0.9542,1.3081,0.2022,2.469
20260913_joint4_decoder_l2anchor_query_eps01,laptop/laptop,17.132,162.868,0.9472,1.4596,0.1642,2.794
20260913_joint4_decoder_l2anchor_query_eps01,laptop/laptop,23.484,156.516,0.9502,1.8046,0.1177,0.246
20260913_joint4_decoder_l2anchor_query_eps01,laptop/laptop,20.179,159.821,0.9465,1.3991,0.1775,2.702
20260913_joint4_decoder_l2anchor_query_eps01,laptop/laptop,9.471,170.529,0.9454,1.3161,0.2176,2.424
20260913_joint4_decoder_l2anchor_query_eps01,laptop/laptop,17.406,162.594,0.9537,0.5995,0.1485,1.278
20260913_joint4_decoder_l2anchor_query_eps01,laptop/laptop,40.931,139.069,0.9423,1.5138,0.1125,2.564
20260913_joint4_decoder_l2anchor_query_eps01,laptop/laptop,13.085,166.915,0.9442,1.1792,0.1915,2.317
20260913_joint4_decoder_l2anchor_query_eps01,laptop/laptop,17.805,162.195,0.9493,0.8923,0.1379,1.131
20260913_joint4_decoder_l2anchor_query_eps01,laptop/laptop,29.433,150.567,0.9485,1.3113,0.1256,2.812
20260913_joint4_decoder_l2anchor_query_eps01,laptop/laptop,14.836,165.164,0.9408,1.7317,0.1381,2.719
20260913_joint4_decoder_l2anchor_query_eps01,box/box,57.141,122.859,0.9184,1.0101,0.0054,1.629
20260913_joint4_decoder_l2anchor_query_eps01,box/box,16.912,163.088,0.9429,0.5519,0.0694,1.512
20260913_joint4_decoder_l2anchor_query_eps01,box/box,27.046,152.954,0.9319,1.6376,0.2014,0.425
20260913_joint4_decoder_l2anchor_query_eps01,box/box,22.962,157.038,0.9368,0.1253,0.0973,1.101
20260913_joint4_decoder_l2anchor_query_eps01,box/box,16.233,163.767,0.9389,2.2590,0.2663,0.104
20260913_joint4_decoder_l2anchor_query_eps01,box/box,26.246,153.754,0.9059,0.8580,0.1814,1.900
20260913_joint4_decoder_l2anchor_query_eps01,box/box,7.384,172.616,0.9177,2.3383,0.2311,0.121
20260913_joint4_decoder_l2anchor_query_eps01,box/box,30.505,149.495,0.9155,0.9573,0.1084,1.815
20260913_joint4_decoder_l2anchor_query_eps01,box/box,10.120,169.880,0.9408,0.5837,0.1654,1.506
20260913_joint4_decoder_l2anchor_query_eps01,box/box,16.232,163.768,0.9341,0.6251,0.1101,1.515
20260913_joint4_decoder_l2anchor_query_eps01,box/box,21.894,158.106,0.9322,1.4196,0.1558,0.445
20260913_joint4_decoder_l2anchor_query_eps01,notebook/notebook,9.524,9.524,0.9265,1.1844,0.1670,0.735
20260913_joint4_decoder_l2anchor_query_eps01,notebook/notebook,48.859,131.141,0.9068,1.3119,0.0910,0.858
20260913_joint4_decoder_l2anchor_query_eps01,notebook/notebook,69.057,110.943,0.9278,0.2489,0.1939,1.181
20260913_joint4_decoder_l2anchor_query_eps01,notebook/notebook,70.885,109.115,0.9287,0.3171,0.1816,1.132
20260913_joint4_decoder_l2anchor_query_eps01,notebook/notebook,16.860,16.860,0.9269,0.0939,0.1100,1.025
20260913_joint4_decoder_l2anchor_query_eps01,notebook/notebook,23.678,23.678,0.9484,1.7155,0.1664,0.230
20260913_joint4_decoder_l2anchor_query_eps01,notebook/notebook,32.479,32.479,0.9031,0.3460,0.0656,1.394
20260913_joint4_decoder_l2anchor_query_eps01,notebook/notebook,18.139,18.139,0.9196,1.4998,0.1250,0.319
20260913_joint4_decoder_l2anchor_query_eps01,notebook/notebook,22.310,22.310,0.9281,0.2964,0.0066,0.910
20260913_joint4_decoder_l2anchor_query_eps01,notebook/notebook,22.492,22.492,0.9511,1.4089,0.1966,0.651
20260913_joint4_decoder_l2anchor_query_eps01,notebook/notebook,18.351,18.351,0.9071,0.3590,0.0232,1.369
20260913_joint4_decoder_l2anchor_query_eps01,notebook/notebook,9.660,9.660,0.9491,1.3510,0.1983,0.821
20260913_joint4_decoder_l2anchor_query_eps01,notebook/notebook,45.255,134.745,0.9297,0.0322,0.1669,1.071
20260913_joint4_decoder_l2anchor_query_eps01,notebook/notebook,9.924,9.924,0.9207,0.3588,0.0293,1.444
20260913_joint4_decoder_l2anchor_query_eps01,notebook/notebook,15.926,15.926,0.9535,1.2579,0.1594,0.621
20260913_joint4_decoder_l2anchor_query_eps01,notebook/notebook,19.951,19.951,0.9062,0.1263,0.0092,1.292
20260913_joint4_decoder_l2anchor_query_eps01,notebook/notebook,49.649,130.351,0.9434,0.7541,0.0016,0.949
20260913_joint4_decoder_l2anchor_query_eps01,notebook/notebook,26.795,26.795,0.9244,0.2843,0.0292,0.922
20260913_joint4_decoder_l2anchor_query_eps01,notebook/notebook,13.497,13.497,0.9549,1.2585,0.1456,0.781
20260913_joint4_decoder_l2anchor_query_eps01,notebook/notebook,20.368,20.368,0.9155,0.4006,0.0726,1.347
20260913_joint4_decoder_l2anchor_query_eps01,phone/phone,46.363,133.637,0.9473,0.7700,0.0078,0.909
20260913_joint4_decoder_l2anchor_query_eps01,phone/phone,30.645,149.355,0.9417,0.1744,0.1044,1.672
20260913_joint4_decoder_l2anchor_query_eps01,phone/phone,36.855,143.145,0.9458,0.6068,0.0513,1.089
20260913_joint4_decoder_l2anchor_query_eps01,phone/phone,70.490,70.490,0.9540,0.2213,0.0500,1.848
20260913_joint4_decoder_l2anchor_query_eps01,phone/phone,55.678,124.322,0.9379,0.5078,0.0192,1.155
20260913_joint4_decoder_l2anchor_query_eps01,phone/phone,86.787,93.213,0.9562,0.3165,0.0071,1.827
20260913_joint4_decoder_l2anchor_query_eps01,phone/phone,18.480,161.520,0.9504,0.5007,0.1415,1.092
20260913_joint4_decoder_l2anchor_query_eps01,phone/phone,30.781,30.781,0.9431,0.6534,0.0612,2.324
20260913_joint4_decoder_l2anchor_query_eps01,phone/phone,37.732,142.268,0.9525,0.8140,0.0595,1.158
20260913_joint4_decoder_l2anchor_query_eps01,phone/phone,20.905,159.095,0.9430,0.7194,0.0452,2.368
20260913_joint4_decoder_l2anchor_query_eps01,phone/phone,30.500,149.500,0.9477,0.4755,0.1066,1.404
20260913_joint4_decoder_l2anchor_query_eps01,phone/phone,30.079,149.921,0.9470,0.5807,0.0983,2.293
20260913_joint4_decoder_l2anchor_query_eps01,phone/phone,34.953,145.047,0.9490,0.4226,0.1985,1.397
20260913_joint4_decoder_l2anchor_query_eps01,phone/phone,12.271,167.729,0.9458,0.6359,0.1006,2.433
20260913_joint4_decoder_l2anchor_query_eps01,phone/phone,62.314,117.686,0.9531,1.8138,0.1669,0.258
20260913_joint4_decoder_l2anchor_query_eps01,phone/phone,88.275,88.275,0.9474,0.4664,0.0709,2.130
20260913_joint4_decoder_l2anchor_query_eps01,laptop/laptop,14.766,165.234,0.9495,1.1946,0.1631,2.388
20260913_joint4_decoder_l2anchor_query_eps01,laptop/laptop,13.622,166.378,0.9495,0.8815,0.1359,1.301
20260913_joint4_decoder_l2anchor_query_eps01,laptop/laptop,28.557,151.443,0.9577,0.2222,0.1421,1.269
20260913_joint4_decoder_l2anchor_query_eps01,laptop/laptop,30.513,149.487,0.9505,1.4202,0.0585,2.465
20260913_joint4_decoder_l2anchor_query_eps01,laptop/laptop,9.867,170.133,0.9502,0.6018,0.1677,1.266
20260913_joint4_decoder_l2anchor_query_eps01,laptop/laptop,9.419,170.581,0.9457,0.8109,0.1052,2.144
20260913_joint4_decoder_l2anchor_query_eps01,laptop/laptop,10.551,169.449,0.9513,1.7880,0.1391,0.337
20260913_joint4_decoder_l2anchor_query_eps01,laptop/laptop,9.451,170.549,0.9483,0.9962,0.1773,2.193
20260913_joint4_decoder_l2anchor_query_eps01,laptop/laptop,19.018,160.982,0.9521,1.3040,0.1383,0.880
20260913_joint4_decoder_l2anchor_query_eps01,laptop/laptop,17.316,162.684,0.9452,1.4631,0.2550,2.557
20260913_joint4_decoder_l2anchor_query_eps01,laptop/laptop,9.021,170.979,0.9440,1.4661,0.2251,2.201
20260913_joint4_decoder_l2anchor_query_eps01,laptop/laptop,9.091,170.909,0.9490,0.7398,0.3032,0.965
20260913_joint4_decoder_l2anchor_query_eps01,laptop/laptop,6.436,173.564,0.9457,1.3127,0.2044,2.520
20260913_joint4_decoder_l2anchor_query_eps01,laptop/laptop,14.814,165.186,0.9497,2.0668,0.1224,0.167
20260913_joint4_decoder_l2anchor_query_eps01,microwave/microwave,8.679,8.679,0.9489,0.3008,0.0699,2.177
20260913_joint4_decoder_l2anchor_query_eps01,microwave/microwave,70.061,109.939,0.9478,0.3602,0.1298,1.880
20260913_joint4_decoder_l2anchor_query_eps01,microwave/microwave,11.495,11.495,0.9414,0.2315,0.0702,2.042
20260913_joint4_decoder_l2anchor_query_eps01,microwave/microwave,74.627,105.373,0.9417,0.3276,0.1208,1.754
20260913_joint4_decoder_l2anchor_query_eps01,microwave/microwave,39.153,39.153,0.9327,0.2838,0.0836,1.716
20260913_joint4_decoder_l2anchor_query_eps01,microwave/microwave,4.094,4.094,0.9386,0.3090,0.0310,1.974
20260913_joint4_decoder_l2anchor_query_eps01,microwave/microwave,86.083,86.083,0.9388,0.6384,0.0576,1.761
20260913_joint4_decoder_l2anchor_query_eps01,microwave/microwave,27.501,27.501,0.9427,0.1865,0.1120,2.021
20260913_joint4_decoder_l2anchor_query_eps01,microwave/microwave,59.101,120.899,0.9484,0.5338,0.0249,1.669
20260913_joint4_decoder_l2anchor_query_eps01,microwave/microwave,10.791,10.791,0.9520,0.1967,0.0044,2.007
20260913_joint4_decoder_l2anchor_query_eps01,microwave/microwave,58.948,121.052,0.9525,0.4333,0.1005,1.837
20260913_joint4_decoder_l2anchor_query_eps01,microwave/microwave,26.079,26.079,0.9457,0.2095,0.0945,2.036
20260913_joint4_decoder_l2anchor_query_eps01,microwave/microwave,76.750,103.250,0.9535,0.4696,0.0613,1.789
20260913_joint4_decoder_l2anchor_query_eps01,microwave/microwave,5.656,5.656,0.9113,0.1713,0.1149,1.691
20260913_joint4_decoder_l2anchor_query_eps01,microwave/microwave,67.090,67.090,0.9411,0.1961,0.1242,1.509
20260913_joint4_decoder_l2anchor_query_eps01,microwave/microwave,8.269,8.269,0.9175,0.2453,0.0414,1.960
20260913_joint4_decoder_l2anchor_query_eps01,microwave/microwave,76.588,76.588,0.9545,0.2335,0.0390,1.549
20260913_joint4_decoder_l2anchor_query_eps01,microwave/microwave,2.442,2.442,0.9309,0.2979,0.0370,1.838
20260913_joint4_decoder_l2anchor_query_eps01,microwave/microwave,84.951,95.049,0.9374,0.3087,0.0412,1.930
20260913_joint4_decoder_l2anchor_query_eps01,microwave/microwave,68.234,68.234,0.9392,0.3585,0.0505,1.979
20260913_joint4_decoder_l2anchor_query_eps01,microwave/microwave,14.636,14.636,0.9515,0.2934,0.0650,2.152
20260913_joint4_decoder_l2anchor_query_eps01,microwave/microwave,61.523,118.477,0.9452,0.5105,0.0555,1.950
20260913_joint4_decoder_l2anchor_query_eps01,microwave/microwave,5.222,5.222,0.9499,0.3140,0.0288,2.125
20260913_joint4_decoder_l2anchor_query_eps01,microwave/microwave,57.309,122.691,0.9519,0.5095,0.0704,1.839
20260913_joint4_decoder_l2anchor_query_eps01,microwave/microwave,14.134,14.134,0.9505,0.3088,0.0077,2.076
20260913_joint4_decoder_l2anchor_query_eps01,microwave/microwave,83.008,96.992,0.9481,0.3227,0.0904,1.806
20260913_joint4_decoder_l2anchor_query_eps01,microwave/microwave,8.925,8.925,0.9495,0.2694,0.0585,2.017
20260913_joint4_decoder_l2anchor_query_eps01,microwave/microwave,77.135,77.135,0.9461,0.5603,0.0478,1.831
20260913_joint4_decoder_l2anchor_query_eps01,microwave/microwave,34.047,34.047,0.9368,0.1587,0.0166,2.015
20260913_joint4_decoder_l2anchor_query_eps01,microwave/microwave,74.834,74.834,0.9436,0.2076,0.1805,1.569
20260913_joint4_decoder_l2anchor_query_eps01,microwave/microwave,69.218,69.218,0.9099,0.5622,0.1334,1.817
20260913_joint4_decoder_l2anchor_query_eps01,notebook/notebook,20.252,20.252,0.9520,1.3951,0.2923,0.592
20260913_joint4_decoder_l2anchor_query_eps01,notebook/notebook,17.102,17.102,0.9445,0.1517,0.1495,0.885
20260913_joint4_decoder_l2anchor_query_eps01,notebook/notebook,30.803,30.803,0.9508,1.7478,0.2851,0.154
20260913_joint4_decoder_l2anchor_query_eps01,notebook/notebook,24.508,24.508,0.9511,0.1371,0.1569,0.877
20260913_joint4_decoder_l2anchor_query_eps01,notebook/notebook,47.814,132.186,0.9453,1.4459,0.1177,0.295
20260913_joint4_decoder_l2anchor_query_eps01,notebook/notebook,58.018,58.018,0.9272,0.8529,0.1595,0.189
20260913_joint4_decoder_l2anchor_query_eps01,notebook/notebook,52.903,52.903,0.9460,1.4946,0.3049,0.387
20260913_joint4_decoder_l2anchor_query_eps01,notebook/notebook,23.729,23.729,0.9574,1.2400,0.1678,0.780
20260913_joint4_decoder_l2anchor_query_eps01,notebook/notebook,20.351,20.351,0.9412,0.5405,0.1663,1.366
20260913_joint4_decoder_l2anchor_query_eps01,notebook/notebook,20.368,20.368,0.9526,1.5946,0.2657,0.464
20260913_joint4_decoder_l2anchor_query_eps01,notebook/notebook,34.986,145.014,0.9538,0.2704,0.2749,1.019
20260913_joint4_decoder_l2anchor_query_eps01,notebook/notebook,15.433,15.433,0.9390,0.6183,0.2635,1.225
20260913_joint4_decoder_l2anchor_query_eps01,notebook/notebook,22.990,22.990,0.9349,0.5695,0.3009,1.222
20260913_joint4_decoder_l2anchor_query_eps01,notebook/notebook,12.640,167.360,0.9577,0.4467,0.1046,1.181
20260913_joint4_decoder_l2anchor_query_eps01,notebook/notebook,14.533,14.533,0.9293,0.3394,0.1289,1.173
20260913_joint4_decoder_l2anchor_query_eps01,notebook/notebook,30.406,30.406,0.9528,1.7095,0.2599,0.278
20260913_joint4_decoder_l2anchor_query_eps01,phone/phone,6.455,173.545,0.9586,1.5085,0.2696,0.174
20260913_joint4_decoder_l2anchor_query_eps01,phone/phone,21.379,158.621,0.9502,0.1532,0.0887,1.234
20260913_joint4_decoder_l2anchor_query_eps01,phone/phone,47.188,132.812,0.9590,0.9726,0.3064,0.507
20260913_joint4_decoder_l2anchor_query_eps01,phone/phone,58.662,121.338,0.9397,0.7193,0.0234,2.498
20260913_joint4_decoder_l2anchor_query_eps01,phone/phone,87.213,92.787,0.9583,1.3147,0.4031,0.317
20260913_joint4_decoder_l2anchor_query_eps01,phone/phone,73.442,106.558,0.9501,0.2638,0.1535,1.779
20260913_joint4_decoder_l2anchor_query_eps01,phone/phone,6.610,173.390,0.9571,0.6563,0.2248,0.867
20260913_joint4_decoder_l2anchor_query_eps01,phone/phone,85.079,85.079,0.9510,0.2467,0.1152,1.893
20260913_joint4_decoder_l2anchor_query_eps01,phone/phone,1.924,178.076,0.9558,1.5320,0.2860,0.125
20260913_joint4_decoder_l2anchor_query_eps01,phone/phone,72.360,107.640,0.9429,0.8160,0.0299,2.356
20260913_joint4_decoder_l2anchor_query_eps01,phone/phone,39.352,140.648,0.9550,0.5038,0.2266,1.053
20260913_joint4_decoder_l2anchor_query_eps01,phone/phone,78.323,101.677,0.9410,0.6032,0.0992,2.354
20260913_joint4_decoder_l2anchor_query_eps01,phone/phone,48.929,131.071,0.9477,0.2220,0.1629,1.402
20260913_joint4_decoder_l2anchor_query_eps01,phone/phone,73.441,73.441,0.9460,0.0741,0.0780,1.617
20260913_joint4_decoder_l2anchor_query_eps01,phone/phone,35.006,144.994,0.9527,1.9602,0.3121,0.126
20260913_joint4_decoder_l2anchor_query_eps01,phone/phone,63.077,63.077,0.9505,0.3700,0.0710,1.875
20260913_joint4_decoder_l2anchor_query_eps01,phone/phone,35.916,144.084,0.9557,0.6393,0.1704,1.022
20260913_joint4_decoder_l2anchor_query_eps01,phone/phone,66.158,113.842,0.9494,0.3767,0.0303,2.183
20260913_joint4_decoder_l2anchor_query_eps01,espressomachine/espressomachine,80.233,80.233,0.9221,2.2790,0.1972,0.427
20260913_joint4_decoder_l2anchor_query_eps01,espressomachine/espressomachine,84.340,84.340,0.9339,1.9820,0.0829,2.974
20260913_joint4_decoder_l2anchor_query_eps01,espressomachine/espressomachine,86.968,86.968,0.9200,2.3295,0.1402,0.276
20260913_joint4_decoder_l2anchor_query_eps01,espressomachine/espressomachine,81.144,81.144,0.9338,1.3998,0.0854,2.394
20260913_joint4_decoder_l2anchor_query_eps01,espressomachine/espressomachine,78.933,78.933,0.9236,1.9147,0.2053,0.669
20260913_joint4_decoder_l2anchor_query_eps01,espressomachine/espressomachine,82.972,82.972,0.9147,2.0821,0.0385,2.686
20260913_joint4_decoder_l2anchor_query_eps01,espressomachine/espressomachine,77.714,77.714,0.9217,1.7222,0.1828,0.732
20260913_joint4_decoder_l2anchor_query_eps01,espressomachine/espressomachine,85.003,85.003,0.9261,2.3257,0.0665,2.921
20260913_joint4_decoder_l2anchor_query_eps01,espressomachine/espressomachine,77.343,77.343,0.9159,2.0951,0.1700,0.510
20260913_joint4_decoder_l2anchor_query_eps01,espressomachine/espressomachine,77.378,77.378,0.9410,2.5441,0.0497,3.254
20260913_joint4_decoder_l2anchor_query_eps01,espressomachine/espressomachine,78.536,78.536,0.9207,2.4561,0.1631,0.274
20260913_joint4_decoder_l2anchor_query_eps01,espressomachine/espressomachine,82.210,82.210,0.9323,2.1042,0.0219,3.001
20260913_joint4_decoder_l2anchor_query_eps01,espressomachine/espressomachine,72.034,72.034,0.9261,2.2805,0.1734,0.345
20260913_joint4_decoder_l2anchor_query_eps01,espressomachine/espressomachine,84.155,84.155,0.9277,1.7191,0.0708,2.656
20260913_joint4_decoder_l2anchor_query_eps01,espressomachine/espressomachine,70.075,70.075,0.9218,2.1449,0.1562,0.506
20260913_joint4_decoder_l2anchor_query_eps01,espressomachine/espressomachine,77.867,77.867,0.9387,1.5041,0.1117,2.607
20260913_joint4_decoder_l2anchor_query_eps01,espressomachine/espressomachine,78.436,78.436,0.9248,2.3839,0.1852,0.299
20260913_joint4_decoder_l2anchor_query_eps01,espressomachine/espressomachine,80.675,80.675,0.9380,2.2702,0.0687,3.214
20260913_joint4_decoder_l2anchor_query_eps01,espressomachine/espressomachine,75.315,75.315,0.9279,2.2427,0.1892,0.443
20260913_joint4_decoder_l2anchor_query_eps01,espressomachine/espressomachine,80.463,80.463,0.9375,1.6540,0.0971,2.693
20260913_joint4_decoder_l2anchor_query_eps01,espressomachine/espressomachine,81.400,81.400,0.9253,2.3976,0.1850,0.292
20260913_joint4_decoder_l2anchor_query_eps01,espressomachine/espressomachine,79.892,79.892,0.9375,1.8250,0.0627,2.882
20260913_joint4_decoder_l2anchor_query_eps01,espressomachine/espressomachine,77.194,77.194,0.9255,2.3348,0.1699,0.305
20260913_joint4_decoder_l2anchor_query_eps01,espressomachine/espressomachine,78.004,78.004,0.9409,2.3436,0.0616,3.240
20260913_joint4_decoder_l2anchor_query_eps01,espressomachine/espressomachine,68.994,68.994,0.9284,1.2480,0.1144,1.435
20260913_joint4_decoder_l2anchor_query_eps01,espressomachine/espressomachine,79.118,79.118,0.9419,2.2003,0.0450,3.062
20260913_joint4_decoder_l2anchor_query_eps01,espressomachine/espressomachine,73.142,73.142,0.9260,2.4026,0.1507,0.304
