model,object,axis_unsigned_deg,axis_signed_deg,p_rev,radius_m,hinge_offset_frac,z_p
20260913_joint4_decoder_l2anchor_query_w1024,scissors/scissors,63.249,63.249,0.9535,0.1540,0.0601,1.305
20260913_joint4_decoder_l2anchor_query_w1024,scissors/scissors,77.930,77.930,0.9506,0.1428,0.0066,1.192
20260913_joint4_decoder_l2anchor_query_w1024,scissors/scissors,48.248,131.752,0.9454,0.0826,0.1701,1.553
20260913_joint4_decoder_l2anchor_query_w1024,scissors/scissors,68.265,68.265,0.9516,0.2031,0.0347,1.121
20260913_joint4_decoder_l2anchor_query_w1024,scissors/scissors,57.610,57.610,0.9543,0.0455,0.0511,1.402
20260913_joint4_decoder_l2anchor_query_w1024,scissors/scissors,52.392,52.392,0.9557,0.0743,0.0370,1.328
20260913_joint4_decoder_l2anchor_query_w1024,scissors/scissors,80.328,99.672,0.9415,0.0825,0.0702,1.632
20260913_joint4_decoder_l2anchor_query_w1024,scissors/scissors,73.151,73.151,0.9509,0.1891,0.0572,1.388
20260913_joint4_decoder_l2anchor_query_w1024,scissors/scissors,25.723,154.277,0.9482,0.3764,0.0743,1.177
20260913_joint4_decoder_l2anchor_query_w1024,scissors/scissors,39.664,39.664,0.9504,0.2529,0.0627,1.254
20260913_joint4_decoder_l2anchor_query_w1024,scissors/scissors,58.399,58.399,0.9479,0.4684,0.0215,1.496
20260913_joint4_decoder_l2anchor_query_w1024,scissors/scissors,43.073,43.073,0.9537,0.0539,0.0420,1.507
20260913_joint4_decoder_l2anchor_query_w1024,scissors/scissors,59.323,59.323,0.9520,0.0864,0.0519,1.582
20260913_joint4_decoder_l2anchor_query_w1024,scissors/scissors,58.634,58.634,0.9528,0.0135,0.0510,1.456
20260913_joint4_decoder_l2anchor_query_w1024,scissors/scissors,29.087,29.087,0.9502,0.1125,0.0167,1.388
20260913_joint4_decoder_l2anchor_query_w1024,scissors/scissors,40.776,40.776,0.9525,0.1568,0.0060,1.414
20260913_joint4_decoder_l2anchor_query_w1024,scissors/scissors,37.352,37.352,0.9516,0.1789,0.0290,1.464
20260913_joint4_decoder_l2anchor_query_w1024,scissors/scissors,34.171,34.171,0.9565,0.2191,0.0885,1.144
20260913_joint4_decoder_l2anchor_query_w1024,scissors/scissors,44.378,44.378,0.9569,0.0430,0.0283,1.376
20260913_joint4_decoder_l2anchor_query_w1024,scissors/scissors,51.360,51.360,0.9571,0.0468,0.0277,1.474
20260913_joint4_decoder_l2anchor_query_w1024,scissors/scissors,32.540,32.540,0.9518,0.1785,0.0533,1.471
20260913_joint4_decoder_l2anchor_query_w1024,scissors/scissors,40.829,40.829,0.9538,0.2214,0.0501,1.247
20260913_joint4_decoder_l2anchor_query_w1024,scissors/scissors,56.842,123.158,0.9482,0.6864,0.0925,1.265
20260913_joint4_decoder_l2anchor_query_w1024,waffleiron/waffleiron,26.065,26.065,0.9493,6.6194,0.1423,0.179
20260913_joint4_decoder_l2anchor_query_w1024,waffleiron/waffleiron,27.768,27.768,0.9484,1.9007,0.0573,3.454
20260913_joint4_decoder_l2anchor_query_w1024,waffleiron/waffleiron,23.184,23.184,0.9485,5.6527,0.1238,0.563
20260913_joint4_decoder_l2anchor_query_w1024,waffleiron/waffleiron,35.039,35.039,0.9475,2.0954,0.0301,3.550
20260913_joint4_decoder_l2anchor_query_w1024,waffleiron/waffleiron,77.426,102.574,0.9367,0.5518,0.0252,3.237
20260913_joint4_decoder_l2anchor_query_w1024,waffleiron/waffleiron,38.911,38.911,0.9468,1.2253,0.0853,3.007
20260913_joint4_decoder_l2anchor_query_w1024,waffleiron/waffleiron,17.066,17.066,0.9437,5.9055,0.1939,0.335
20260913_joint4_decoder_l2anchor_query_w1024,waffleiron/waffleiron,46.333,46.333,0.9530,0.9422,0.1020,2.874
20260913_joint4_decoder_l2anchor_query_w1024,waffleiron/waffleiron,33.319,33.319,0.9472,5.5845,0.1291,0.450
20260913_joint4_decoder_l2anchor_query_w1024,waffleiron/waffleiron,43.096,43.096,0.9523,1.2602,0.0398,3.001
20260913_joint4_decoder_l2anchor_query_w1024,waffleiron/waffleiron,31.260,31.260,0.9438,3.2375,0.0225,2.086
20260913_joint4_decoder_l2anchor_query_w1024,waffleiron/waffleiron,57.632,57.632,0.9529,0.5700,0.2113,2.961
20260913_joint4_decoder_l2anchor_query_w1024,waffleiron/waffleiron,84.683,84.683,0.9502,1.7278,0.1310,2.790
20260913_joint4_decoder_l2anchor_query_w1024,waffleiron/waffleiron,34.279,145.721,0.9485,1.1873,0.1347,2.997
20260913_joint4_decoder_l2anchor_query_w1024,waffleiron/waffleiron,60.374,60.374,0.9417,2.0912,0.1507,2.623
20260913_joint4_decoder_l2anchor_query_w1024,waffleiron/waffleiron,74.568,74.568,0.9539,1.2251,0.0634,2.634
20260913_joint4_decoder_l2anchor_query_w1024,waffleiron/waffleiron,78.539,78.539,0.9348,0.7363,0.1088,3.563
20260913_joint4_decoder_l2anchor_query_w1024,waffleiron/waffleiron,67.776,67.776,0.9543,1.4860,0.1666,3.074
20260913_joint4_decoder_l2anchor_query_w1024,laptop/laptop,19.956,19.956,0.9492,6.5191,0.1558,0.135
20260913_joint4_decoder_l2anchor_query_w1024,laptop/laptop,17.409,17.409,0.9489,6.3379,0.2311,0.171
20260913_joint4_decoder_l2anchor_query_w1024,laptop/laptop,6.249,6.249,0.9440,3.5553,0.0751,1.692
20260913_joint4_decoder_l2anchor_query_w1024,laptop/laptop,3.311,3.311,0.9513,4.2208,0.2266,4.628
20260913_joint4_decoder_l2anchor_query_w1024,laptop/laptop,9.791,9.791,0.9467,4.5569,0.1416,0.593
20260913_joint4_decoder_l2anchor_query_w1024,laptop/laptop,10.361,10.361,0.9495,4.2555,0.1949,4.577
20260913_joint4_decoder_l2anchor_query_w1024,laptop/laptop,6.667,6.667,0.9460,2.8262,0.1227,2.211
20260913_joint4_decoder_l2anchor_query_w1024,laptop/laptop,14.396,14.396,0.9455,6.2389,0.0971,0.133
20260913_joint4_decoder_l2anchor_query_w1024,laptop/laptop,9.545,9.545,0.9492,4.1420,0.1928,4.903
20260913_joint4_decoder_l2anchor_query_w1024,laptop/laptop,4.717,4.717,0.9455,5.4752,0.1145,0.330
20260913_joint4_decoder_l2anchor_query_w1024,laptop/laptop,3.519,3.519,0.9461,3.1447,0.1165,2.426
20260913_joint4_decoder_l2anchor_query_w1024,laptop/laptop,9.672,9.672,0.9478,3.7792,0.2096,4.549
20260913_joint4_decoder_l2anchor_query_w1024,laptop/laptop,6.199,6.199,0.9473,6.8611,0.1709,0.133
20260913_joint4_decoder_l2anchor_query_w1024,laptop/laptop,6.817,6.817,0.9461,4.2118,0.1017,1.471
20260913_joint4_decoder_l2anchor_query_w1024,laptop/laptop,9.402,9.402,0.9494,2.4937,0.2209,3.493
20260913_joint4_decoder_l2anchor_query_w1024,laptop/laptop,16.565,16.565,0.9429,5.9916,0.0860,0.145
20260913_joint4_decoder_l2anchor_query_w1024,laptop/laptop,9.463,9.463,0.9467,7.1940,0.1371,0.113
20260913_joint4_decoder_l2anchor_query_w1024,box/box,57.061,57.061,0.9452,3.3805,0.0595,0.649
20260913_joint4_decoder_l2anchor_query_w1024,box/box,8.731,8.731,0.9530,1.9676,0.0945,1.726
20260913_joint4_decoder_l2anchor_query_w1024,box/box,20.691,20.691,0.9496,2.0544,0.1613,3.152
20260913_joint4_decoder_l2anchor_query_w1024,box/box,7.287,7.287,0.9568,1.9462,0.1081,1.830
20260913_joint4_decoder_l2anchor_query_w1024,box/box,24.710,24.710,0.9548,2.5137,0.1857,3.567
20260913_joint4_decoder_l2anchor_query_w1024,box/box,31.672,31.672,0.9488,2.9637,0.2642,0.973
20260913_joint4_decoder_l2anchor_query_w1024,box/box,22.864,22.864,0.9574,1.9310,0.0729,3.328
20260913_joint4_decoder_l2anchor_query_w1024,box/box,22.000,22.000,0.9516,3.8022,0.2504,0.460
20260913_joint4_decoder_l2anchor_query_w1024,box/box,8.394,8.394,0.9513,2.4823,0.1645,1.511
20260913_joint4_decoder_l2anchor_query_w1024,box/box,7.698,7.698,0.9536,1.9574,0.1124,1.753
20260913_joint4_decoder_l2anchor_query_w1024,box/box,17.216,17.216,0.9503,1.3017,0.1139,2.476
20260913_joint4_decoder_l2anchor_query_w1024,notebook/notebook,30.516,30.516,0.9530,0.9435,0.1622,1.649
20260913_joint4_decoder_l2anchor_query_w1024,notebook/notebook,39.794,39.794,0.9478,0.7788,0.1627,1.416
20260913_joint4_decoder_l2anchor_query_w1024,notebook/notebook,86.461,86.461,0.9554,0.2444,0.1802,1.745
20260913_joint4_decoder_l2anchor_query_w1024,notebook/notebook,82.589,82.589,0.9513,0.0765,0.1380,1.854
20260913_joint4_decoder_l2anchor_query_w1024,notebook/notebook,25.868,154.132,0.9443,0.8967,0.1746,1.976
20260913_joint4_decoder_l2anchor_query_w1024,notebook/notebook,29.273,29.273,0.9478,1.2013,0.1359,0.958
20260913_joint4_decoder_l2anchor_query_w1024,notebook/notebook,48.396,131.604,0.9448,1.3737,0.1293,0.510
20260913_joint4_decoder_l2anchor_query_w1024,notebook/notebook,55.848,55.848,0.9578,1.0948,0.1523,1.063
20260913_joint4_decoder_l2anchor_query_w1024,notebook/notebook,37.394,142.606,0.9512,1.3215,0.1573,0.407
20260913_joint4_decoder_l2anchor_query_w1024,notebook/notebook,25.126,25.126,0.9534,1.1958,0.1700,1.219
20260913_joint4_decoder_l2anchor_query_w1024,notebook/notebook,32.053,147.947,0.9463,0.4075,0.1242,1.282
20260913_joint4_decoder_l2anchor_query_w1024,notebook/notebook,37.910,37.910,0.9521,0.8724,0.1808,1.550
20260913_joint4_decoder_l2anchor_query_w1024,notebook/notebook,72.812,107.188,0.9465,0.2454,0.1400,1.975
20260913_joint4_decoder_l2anchor_query_w1024,notebook/notebook,7.403,172.597,0.9512,0.8215,0.1127,2.106
20260913_joint4_decoder_l2anchor_query_w1024,notebook/notebook,24.969,24.969,0.9525,0.7795,0.1296,1.772
20260913_joint4_decoder_l2anchor_query_w1024,notebook/notebook,34.114,145.886,0.9572,0.4919,0.0887,1.080
20260913_joint4_decoder_l2anchor_query_w1024,notebook/notebook,64.289,64.289,0.9584,0.3332,0.0798,1.126
20260913_joint4_decoder_l2anchor_query_w1024,notebook/notebook,45.434,134.566,0.9435,1.1479,0.1162,0.642
20260913_joint4_decoder_l2anchor_query_w1024,notebook/notebook,26.507,26.507,0.9485,0.7434,0.1528,1.896
20260913_joint4_decoder_l2anchor_query_w1024,notebook/notebook,4.865,175.135,0.9491,0.5084,0.1229,1.562
20260913_joint4_decoder_l2anchor_query_w1024,phone/phone,26.508,26.508,0.9426,0.4101,0.0667,1.858
20260913_joint4_decoder_l2anchor_query_w1024,phone/phone,28.405,28.405,0.9422,1.5897,0.1442,2.053
20260913_joint4_decoder_l2anchor_query_w1024,phone/phone,24.255,24.255,0.9455,0.1510,0.0481,1.574
20260913_joint4_decoder_l2anchor_query_w1024,phone/phone,54.870,125.130,0.9546,1.3659,0.0572,1.704
20260913_joint4_decoder_l2anchor_query_w1024,phone/phone,22.654,22.654,0.9432,0.1181,0.0562,1.673
20260913_joint4_decoder_l2anchor_query_w1024,phone/phone,70.375,109.625,0.9585,1.8481,0.1827,1.583
20260913_joint4_decoder_l2anchor_query_w1024,phone/phone,28.238,28.238,0.9392,0.5439,0.0142,1.452
20260913_joint4_decoder_l2anchor_query_w1024,phone/phone,14.597,165.403,0.9439,1.1333,0.1238,2.172
20260913_joint4_decoder_l2anchor_query_w1024,phone/phone,5.419,5.419,0.9452,1.6345,0.0638,3.112
20260913_joint4_decoder_l2anchor_query_w1024,phone/phone,27.395,27.395,0.9494,1.2976,0.0709,2.122
20260913_joint4_decoder_l2anchor_query_w1024,phone/phone,69.244,69.244,0.9498,1.2990,0.0678,2.801
20260913_joint4_decoder_l2anchor_query_w1024,phone/phone,37.097,37.097,0.9513,0.7349,0.0344,2.583
20260913_joint4_decoder_l2anchor_query_w1024,phone/phone,13.332,13.332,0.9409,1.5016,0.0620,3.053
20260913_joint4_decoder_l2anchor_query_w1024,phone/phone,18.463,18.463,0.9464,0.6767,0.0077,2.762
20260913_joint4_decoder_l2anchor_query_w1024,phone/phone,45.043,45.043,0.9433,1.8016,0.0831,3.042
20260913_joint4_decoder_l2anchor_query_w1024,phone/phone,65.995,114.005,0.9471,2.3053,0.2388,0.773
20260913_joint4_decoder_l2anchor_query_w1024,laptop/laptop,6.529,6.529,0.9448,3.5663,0.1014,1.747
20260913_joint4_decoder_l2anchor_query_w1024,laptop/laptop,15.319,15.319,0.9482,3.7510,0.1954,4.652
20260913_joint4_decoder_l2anchor_query_w1024,laptop/laptop,19.484,19.484,0.9470,1.3938,0.2047,2.894
20260913_joint4_decoder_l2anchor_query_w1024,laptop/laptop,22.950,22.950,0.9452,6.6551,0.2435,0.465
20260913_joint4_decoder_l2anchor_query_w1024,laptop/laptop,5.847,5.847,0.9480,2.9917,0.2538,4.215
20260913_joint4_decoder_l2anchor_query_w1024,laptop/laptop,5.491,5.491,0.9402,0.6929,0.1584,3.400
20260913_joint4_decoder_l2anchor_query_w1024,laptop/laptop,11.301,11.301,0.9482,3.5923,0.1715,4.501
20260913_joint4_decoder_l2anchor_query_w1024,laptop/laptop,10.349,10.349,0.9472,2.8858,0.1035,2.443
20260913_joint4_decoder_l2anchor_query_w1024,laptop/laptop,10.176,10.176,0.9438,2.9285,0.1754,4.158
20260913_joint4_decoder_l2anchor_query_w1024,laptop/laptop,18.488,18.488,0.9466,5.4354,0.1815,0.284
20260913_joint4_decoder_l2anchor_query_w1024,laptop/laptop,16.117,16.117,0.9459,4.2613,0.3222,1.464
20260913_joint4_decoder_l2anchor_query_w1024,laptop/laptop,4.582,4.582,0.9464,2.4612,0.3543,3.612
20260913_joint4_decoder_l2anchor_query_w1024,laptop/laptop,6.461,6.461,0.9437,4.3282,0.0892,1.116
20260913_joint4_decoder_l2anchor_query_w1024,laptop/laptop,12.601,12.601,0.9484,3.7820,0.1885,4.591
20260913_joint4_decoder_l2anchor_query_w1024,microwave/microwave,3.312,3.312,0.9196,0.3803,0.0724,2.057
20260913_joint4_decoder_l2anchor_query_w1024,microwave/microwave,77.902,77.902,0.9459,0.4114,0.1521,2.196
20260913_joint4_decoder_l2anchor_query_w1024,microwave/microwave,8.452,8.452,0.9169,0.2379,0.0339,2.218
20260913_joint4_decoder_l2anchor_query_w1024,microwave/microwave,71.005,71.005,0.9389,0.4487,0.1156,2.121
20260913_joint4_decoder_l2anchor_query_w1024,microwave/microwave,57.706,57.706,0.9415,0.2247,0.0783,1.767
20260913_joint4_decoder_l2anchor_query_w1024,microwave/microwave,5.525,5.525,0.9180,0.4075,0.0684,1.933
20260913_joint4_decoder_l2anchor_query_w1024,microwave/microwave,70.156,70.156,0.9490,0.4056,0.1209,1.954
20260913_joint4_decoder_l2anchor_query_w1024,microwave/microwave,9.801,9.801,0.9333,0.2691,0.1633,1.932
20260913_joint4_decoder_l2anchor_query_w1024,microwave/microwave,70.726,70.726,0.9449,0.5375,0.1233,2.066
20260913_joint4_decoder_l2anchor_query_w1024,microwave/microwave,18.262,18.262,0.9234,0.2543,0.0244,2.225
20260913_joint4_decoder_l2anchor_query_w1024,microwave/microwave,68.526,68.526,0.9439,0.6098,0.0697,2.063
20260913_joint4_decoder_l2anchor_query_w1024,microwave/microwave,6.569,6.569,0.9230,0.3541,0.0939,2.040
20260913_joint4_decoder_l2anchor_query_w1024,microwave/microwave,73.930,73.930,0.9441,0.4967,0.0855,2.131
20260913_joint4_decoder_l2anchor_query_w1024,microwave/microwave,29.176,29.176,0.8876,0.4141,0.0025,2.322
20260913_joint4_decoder_l2anchor_query_w1024,microwave/microwave,19.628,19.628,0.9307,0.4297,0.1265,1.933
20260913_joint4_decoder_l2anchor_query_w1024,microwave/microwave,3.138,3.138,0.8773,0.1742,0.1075,2.079
20260913_joint4_decoder_l2anchor_query_w1024,microwave/microwave,15.395,15.395,0.9509,0.1479,0.2136,1.811
20260913_joint4_decoder_l2anchor_query_w1024,microwave/microwave,26.623,26.623,0.9184,0.3331,0.0451,2.199
20260913_joint4_decoder_l2anchor_query_w1024,microwave/microwave,67.092,67.092,0.9494,0.6514,0.0297,2.156
20260913_joint4_decoder_l2anchor_query_w1024,microwave/microwave,44.735,44.735,0.9544,0.1332,0.0845,2.036
20260913_joint4_decoder_l2anchor_query_w1024,microwave/microwave,10.223,10.223,0.9261,0.3963,0.0714,1.840
20260913_joint4_decoder_l2anchor_query_w1024,microwave/microwave,72.450,72.450,0.9430,0.5672,0.0792,2.159
20260913_joint4_decoder_l2anchor_query_w1024,microwave/microwave,17.519,17.519,0.9267,0.3265,0.0774,2.260
20260913_joint4_decoder_l2anchor_query_w1024,microwave/microwave,68.102,68.102,0.9458,0.4523,0.0870,2.085
20260913_joint4_decoder_l2anchor_query_w1024,microwave/microwave,14.908,14.908,0.8935,0.3625,0.0404,2.400
20260913_joint4_decoder_l2anchor_query_w1024,microwave/microwave,49.056,49.056,0.9441,0.4222,0.0829,2.127
20260913_joint4_decoder_l2anchor_query_w1024,microwave/microwave,3.921,3.921,0.9309,0.3442,0.0670,1.998
20260913_joint4_decoder_l2anchor_query_w1024,microwave/microwave,70.608,70.608,0.9501,0.4839,0.0628,2.203
20260913_joint4_decoder_l2anchor_query_w1024,microwave/microwave,16.520,16.520,0.8957,0.2537,0.1147,2.482
20260913_joint4_decoder_l2anchor_query_w1024,microwave/microwave,62.329,62.329,0.9144,0.2582,0.0236,1.675
20260913_joint4_decoder_l2anchor_query_w1024,microwave/microwave,68.370,68.370,0.9450,0.3296,0.0209,1.868
20260913_joint4_decoder_l2anchor_query_w1024,notebook/notebook,48.709,48.709,0.9459,2.5251,0.0750,0.231
20260913_joint4_decoder_l2anchor_query_w1024,notebook/notebook,3.997,176.003,0.9423,0.5343,0.1076,1.858
20260913_joint4_decoder_l2anchor_query_w1024,notebook/notebook,52.945,52.945,0.9435,4.0791,0.3053,0.212
20260913_joint4_decoder_l2anchor_query_w1024,notebook/notebook,24.485,155.515,0.9465,1.0650,0.0774,2.279
20260913_joint4_decoder_l2anchor_query_w1024,notebook/notebook,77.228,102.772,0.9453,0.1713,0.2852,2.074
20260913_joint4_decoder_l2anchor_query_w1024,notebook/notebook,40.236,139.764,0.9452,0.8566,0.0189,1.976
20260913_joint4_decoder_l2anchor_query_w1024,notebook/notebook,83.793,83.793,0.9492,3.3528,0.1567,0.144
20260913_joint4_decoder_l2anchor_query_w1024,notebook/notebook,14.050,14.050,0.9384,1.0879,0.0900,1.570
20260913_joint4_decoder_l2anchor_query_w1024,notebook/notebook,44.826,135.174,0.9409,1.1640,0.1333,0.509
20260913_joint4_decoder_l2anchor_query_w1024,notebook/notebook,48.566,48.566,0.9456,4.1769,0.1470,0.110
20260913_joint4_decoder_l2anchor_query_w1024,notebook/notebook,76.686,76.686,0.9498,0.5285,0.0335,1.303
20260913_joint4_decoder_l2anchor_query_w1024,notebook/notebook,20.528,159.472,0.9430,0.6743,0.1727,1.030
20260913_joint4_decoder_l2anchor_query_w1024,notebook/notebook,8.073,171.927,0.9439,1.0177,0.1794,0.798
20260913_joint4_decoder_l2anchor_query_w1024,notebook/notebook,57.689,122.311,0.9335,0.1458,0.0831,1.407
20260913_joint4_decoder_l2anchor_query_w1024,notebook/notebook,48.811,131.189,0.9380,1.0679,0.1914,0.882
20260913_joint4_decoder_l2anchor_query_w1024,notebook/notebook,47.571,47.571,0.9485,3.9265,0.3612,0.116
20260913_joint4_decoder_l2anchor_query_w1024,phone/phone,32.579,32.579,0.9509,1.8224,0.1310,3.288
20260913_joint4_decoder_l2anchor_query_w1024,phone/phone,15.038,15.038,0.9320,1.7848,0.0010,1.308
20260913_joint4_decoder_l2anchor_query_w1024,phone/phone,75.316,75.316,0.9474,1.3170,0.1738,2.988
20260913_joint4_decoder_l2anchor_query_w1024,phone/phone,62.379,62.379,0.9432,1.1476,0.1006,2.439
20260913_joint4_decoder_l2anchor_query_w1024,phone/phone,67.211,112.789,0.9451,1.7903,0.1288,3.170
20260913_joint4_decoder_l2anchor_query_w1024,phone/phone,73.364,73.364,0.9418,1.8621,0.0887,2.047
20260913_joint4_decoder_l2anchor_query_w1024,phone/phone,11.052,11.052,0.9506,1.4380,0.0820,2.860
20260913_joint4_decoder_l2anchor_query_w1024,phone/phone,39.705,39.705,0.9547,1.9409,0.1764,1.617
20260913_joint4_decoder_l2anchor_query_w1024,phone/phone,22.844,22.844,0.9499,2.0475,0.0916,3.400
20260913_joint4_decoder_l2anchor_query_w1024,phone/phone,82.403,82.403,0.9484,0.6979,0.0141,2.716
20260913_joint4_decoder_l2anchor_query_w1024,phone/phone,3.549,3.549,0.9491,1.4697,0.0761,2.935
20260913_joint4_decoder_l2anchor_query_w1024,phone/phone,75.451,75.451,0.9483,0.4972,0.0767,3.143
20260913_joint4_decoder_l2anchor_query_w1024,phone/phone,13.513,13.513,0.9467,1.7498,0.0989,3.073
20260913_joint4_decoder_l2anchor_query_w1024,phone/phone,49.262,49.262,0.9459,0.9384,0.0614,2.682
20260913_joint4_decoder_l2anchor_query_w1024,phone/phone,19.834,19.834,0.9470,2.1346,0.1334,3.297
20260913_joint4_decoder_l2anchor_query_w1024,phone/phone,4.825,4.825,0.9498,1.1264,0.0920,2.622
20260913_joint4_decoder_l2anchor_query_w1024,phone/phone,8.701,8.701,0.9479,1.7213,0.1189,3.149
20260913_joint4_decoder_l2anchor_query_w1024,phone/phone,60.005,60.005,0.9523,0.8204,0.1938,2.770
20260913_joint4_decoder_l2anchor_query_w1024,espressomachine/espressomachine,71.977,108.023,0.9526,1.3527,0.1437,2.011
20260913_joint4_decoder_l2anchor_query_w1024,espressomachine/espressomachine,80.340,80.340,0.9561,3.7721,0.0972,4.834
20260913_joint4_decoder_l2anchor_query_w1024,espressomachine/espressomachine,69.429,110.571,0.9486,2.9101,0.2034,0.543
20260913_joint4_decoder_l2anchor_query_w1024,espressomachine/espressomachine,83.269,83.269,0.9542,3.5164,0.1171,4.599
20260913_joint4_decoder_l2anchor_query_w1024,espressomachine/espressomachine,70.867,109.133,0.9534,1.6146,0.1675,1.737
20260913_joint4_decoder_l2anchor_query_w1024,espressomachine/espressomachine,89.402,90.598,0.9502,3.9355,0.0629,4.781
20260913_joint4_decoder_l2anchor_query_w1024,espressomachine/espressomachine,68.306,111.694,0.9523,0.4017,0.1205,3.568
20260913_joint4_decoder_l2anchor_query_w1024,espressomachine/espressomachine,81.579,98.421,0.9531,4.5807,0.0621,5.456
20260913_joint4_decoder_l2anchor_query_w1024,espressomachine/espressomachine,76.206,103.794,0.9541,0.1697,0.1467,3.252
20260913_joint4_decoder_l2anchor_query_w1024,espressomachine/espressomachine,85.279,94.721,0.9530,4.3743,0.0750,5.205
20260913_joint4_decoder_l2anchor_query_w1024,espressomachine/espressomachine,72.225,107.775,0.9513,2.6179,0.1561,0.702
20260913_joint4_decoder_l2anchor_query_w1024,espressomachine/espressomachine,85.384,85.384,0.9545,4.2226,0.1072,5.034
20260913_joint4_decoder_l2anchor_query_w1024,espressomachine/espressomachine,81.595,98.405,0.9519,1.5108,0.1393,2.347
20260913_joint4_decoder_l2anchor_query_w1024,espressomachine/espressomachine,81.901,81.901,0.9566,4.0324,0.1079,5.046
20260913_joint4_decoder_l2anchor_query_w1024,espressomachine/espressomachine,89.864,89.864,0.9550,0.3802,0.1649,3.301
20260913_joint4_decoder_l2anchor_query_w1024,espressomachine/espressomachine,82.234,82.234,0.9574,3.0052,0.0936,4.533
20260913_joint4_decoder_l2anchor_query_w1024,espressomachine/espressomachine,69.692,110.308,0.9504,2.5407,0.1461,0.714
20260913_joint4_decoder_l2anchor_query_w1024,espressomachine/espressomachine,82.489,82.489,0.9579,3.8614,0.1175,4.873
20260913_joint4_decoder_l2anchor_query_w1024,espressomachine/espressomachine,74.498,105.502,0.9500,0.9494,0.1380,2.990
20260913_joint4_decoder_l2anchor_query_w1024,espressomachine/espressomachine,82.668,82.668,0.9550,3.9804,0.0849,4.862
20260913_joint4_decoder_l2anchor_query_w1024,espressomachine/espressomachine,83.462,96.538,0.9556,3.5731,0.1513,0.247
20260913_joint4_decoder_l2anchor_query_w1024,espressomachine/espressomachine,81.482,81.482,0.9555,3.9012,0.1025,5.103
20260913_joint4_decoder_l2anchor_query_w1024,espressomachine/espressomachine,77.330,102.670,0.9503,2.0703,0.1488,1.525
20260913_joint4_decoder_l2anchor_query_w1024,espressomachine/espressomachine,80.053,80.053,0.9544,4.1857,0.1025,5.134
20260913_joint4_decoder_l2anchor_query_w1024,espressomachine/espressomachine,80.563,99.437,0.9512,0.8488,0.1009,3.366
20260913_joint4_decoder_l2anchor_query_w1024,espressomachine/espressomachine,89.317,90.683,0.9555,4.3276,0.0896,5.074
20260913_joint4_decoder_l2anchor_query_w1024,espressomachine/espressomachine,83.646,96.354,0.9526,3.2569,0.1561,0.364
