model,object,axis_unsigned_deg,axis_signed_deg,p_rev,radius_m,hinge_offset_frac,z_p
field,scissors/scissors,85.935,85.935,0.9593,0.0045,0.0091,1.443
field,scissors/scissors,65.252,65.252,0.9430,0.0163,0.0029,1.479
field,scissors/scissors,77.660,77.660,0.9578,0.0424,0.0243,1.430
field,scissors/scissors,79.582,79.582,0.9455,0.0557,0.0513,1.472
field,scissors/scissors,50.456,50.456,0.9501,0.1781,0.0584,1.407
field,scissors/scissors,32.818,32.818,0.9476,0.0962,0.0792,1.434
field,scissors/scissors,32.919,32.919,0.9484,0.0957,0.0830,1.434
field,scissors/scissors,72.729,72.729,0.9576,0.0284,0.0268,1.436
field,scissors/scissors,76.452,76.452,0.9644,0.0422,0.0181,1.406
field,scissors/scissors,82.180,82.180,0.9605,0.0165,0.0054,1.433
field,scissors/scissors,74.062,74.062,0.9682,0.0109,0.0155,1.434
field,scissors/scissors,62.263,62.263,0.9550,0.0374,0.0238,1.428
field,scissors/scissors,53.429,53.429,0.9512,0.0635,0.0473,1.412
field,scissors/scissors,76.117,76.117,0.9631,0.0404,0.0228,1.425
field,scissors/scissors,79.430,79.430,0.9517,0.0775,0.0281,1.406
field,scissors/scissors,73.422,73.422,0.9558,0.0196,0.0262,1.425
field,waffleiron/waffleiron,88.295,91.705,0.9661,0.3096,0.1313,1.373
field,waffleiron/waffleiron,27.648,152.352,0.9623,0.4149,0.0314,1.360
field,waffleiron/waffleiron,84.287,95.713,0.9658,0.3326,0.1027,1.326
field,waffleiron/waffleiron,54.001,125.999,0.9604,0.4134,0.0391,1.095
field,waffleiron/waffleiron,29.290,150.710,0.9497,0.0393,0.1508,1.307
field,waffleiron/waffleiron,30.664,149.336,0.9668,0.2500,0.2390,1.210
field,waffleiron/waffleiron,65.297,65.297,0.9664,0.1635,0.2396,1.254
field,waffleiron/waffleiron,68.917,68.917,0.9626,0.2862,0.1788,1.214
field,waffleiron/waffleiron,73.675,73.675,0.9621,0.1427,0.0271,1.214
field,waffleiron/waffleiron,78.070,78.070,0.9612,0.3013,0.1073,1.108
field,waffleiron/waffleiron,43.291,136.709,0.9578,0.1017,0.0227,1.350
field,waffleiron/waffleiron,53.895,126.105,0.9532,0.1949,0.0345,1.169
field,waffleiron/waffleiron,85.058,85.058,0.9562,0.0654,0.0318,1.367
field,waffleiron/waffleiron,73.551,73.551,0.9595,0.2232,0.0556,1.057
field,waffleiron/waffleiron,88.332,91.668,0.9477,0.0289,0.0625,1.244
field,waffleiron/waffleiron,4.655,4.655,0.9735,0.3496,0.1827,1.066
field,waffleiron/waffleiron,78.012,78.012,0.9511,0.1569,0.0081,1.244
field,waffleiron/waffleiron,9.342,170.658,0.9639,0.2298,0.0245,1.014
field,laptop/laptop,17.846,162.154,0.9538,0.2798,0.2311,1.365
field,laptop/laptop,12.597,167.403,0.9509,0.2451,0.2993,1.332
field,laptop/laptop,25.946,154.054,0.9500,0.1239,0.0946,1.325
field,laptop/laptop,27.983,152.017,0.8942,0.3565,0.0231,1.086
field,laptop/laptop,22.455,157.545,0.9594,0.2531,0.1540,1.331
field,laptop/laptop,18.789,161.211,0.8980,0.3130,0.1230,0.954
field,laptop/laptop,14.391,165.609,0.9546,0.2358,0.1636,1.339
field,laptop/laptop,23.837,156.163,0.9545,0.1712,0.1101,1.318
field,laptop/laptop,25.077,154.923,0.9548,0.4207,0.0199,1.355
field,laptop/laptop,3.730,176.270,0.9567,0.2008,0.1652,1.361
field,laptop/laptop,14.403,165.597,0.9551,0.2006,0.1928,1.284
field,laptop/laptop,33.085,146.915,0.9558,0.2778,0.0971,1.325
field,laptop/laptop,6.161,173.839,0.9553,0.2463,0.1589,1.328
field,laptop/laptop,12.029,167.971,0.9508,0.1825,0.1533,1.302
field,laptop/laptop,12.516,167.484,0.9670,0.1966,0.0197,1.353
field,laptop/laptop,21.970,158.030,0.9560,0.1967,0.1065,1.386
field,laptop/laptop,7.440,172.560,0.9585,0.1935,0.1409,1.333
field,box/box,25.201,154.799,0.9341,0.3655,0.2575,1.368
field,box/box,17.111,162.889,0.9534,0.1799,0.0708,1.525
field,box/box,28.600,151.400,0.9243,0.2444,0.1108,1.389
field,box/box,20.156,159.844,0.9422,0.1061,0.1128,1.466
field,box/box,8.525,171.475,0.9457,0.4149,0.1181,1.365
field,box/box,37.123,142.877,0.9507,0.2434,0.1491,1.413
field,box/box,14.458,165.542,0.9538,0.2144,0.0693,1.299
field,box/box,29.829,150.171,0.9459,0.1652,0.0900,1.339
field,box/box,44.490,135.510,0.9583,0.2136,0.1565,1.355
field,box/box,9.297,170.703,0.9527,0.2589,0.0870,1.505
field,box/box,22.139,157.861,0.8854,0.1096,0.0514,1.387
field,notebook/notebook,32.680,32.680,0.9678,0.0595,0.0328,1.378
field,notebook/notebook,33.770,33.770,0.9616,0.0394,0.0148,1.406
field,notebook/notebook,83.864,96.136,0.9515,0.1038,0.0757,1.425
field,notebook/notebook,89.186,90.814,0.9508,0.0768,0.1355,1.391
field,notebook/notebook,54.786,54.786,0.9314,0.0737,0.3575,1.438
field,notebook/notebook,20.186,20.186,0.9663,0.0739,0.1125,1.438
field,notebook/notebook,50.811,129.189,0.9505,0.0284,0.1185,1.461
field,notebook/notebook,75.196,75.196,0.9646,0.0531,0.0518,1.413
field,notebook/notebook,62.639,117.361,0.9686,0.1429,0.1076,1.476
field,notebook/notebook,39.319,39.319,0.9737,0.0541,0.0732,1.446
field,notebook/notebook,45.449,134.551,0.9501,0.0341,0.0995,1.455
field,notebook/notebook,48.484,48.484,0.9580,0.0439,0.0358,1.405
field,notebook/notebook,64.613,115.387,0.9546,0.0480,0.2549,1.464
field,notebook/notebook,67.988,67.988,0.9431,0.0224,0.3335,1.423
field,notebook/notebook,36.637,36.637,0.9639,0.0406,0.0596,1.440
field,notebook/notebook,71.231,71.231,0.9578,0.0453,0.1975,1.425
field,notebook/notebook,7.694,7.694,0.9637,0.0387,0.0186,1.450
field,notebook/notebook,63.049,63.049,0.9548,0.0358,0.2083,1.491
field,notebook/notebook,37.424,37.424,0.9640,0.0654,0.0256,1.449
field,notebook/notebook,74.434,74.434,0.9500,0.0632,0.3020,1.426
field,phone/phone,27.516,152.484,0.9467,0.1204,0.0058,1.437
field,phone/phone,71.613,108.387,0.9460,0.0862,0.0848,1.427
field,phone/phone,5.245,174.755,0.9490,0.0208,0.0438,1.440
field,phone/phone,75.215,75.215,0.9370,0.0516,0.0151,1.413
field,phone/phone,41.643,138.357,0.9549,0.0356,0.0747,1.455
field,phone/phone,63.215,116.785,0.9521,0.0439,0.0265,1.428
field,phone/phone,16.885,163.115,0.9575,0.1872,0.0830,1.447
field,phone/phone,49.913,49.913,0.9482,0.0988,0.0395,1.391
field,phone/phone,28.773,151.227,0.9352,0.0370,0.0147,1.417
field,phone/phone,58.211,121.789,0.9598,0.1285,0.0235,1.476
field,phone/phone,79.224,79.224,0.9417,0.0330,0.0036,1.404
field,phone/phone,52.777,127.223,0.9604,0.0701,0.0293,1.480
field,phone/phone,25.488,154.512,0.9455,0.1039,0.0841,1.403
field,phone/phone,13.436,166.564,0.9647,0.1227,0.0135,1.478
field,phone/phone,44.519,135.481,0.9410,0.2889,0.0384,1.381
field,phone/phone,71.235,108.765,0.9518,0.0253,0.0197,1.424
field,laptop/laptop,25.965,154.035,0.9576,0.1064,0.0963,1.260
field,laptop/laptop,37.837,142.163,0.9687,0.2760,0.0956,1.279
field,laptop/laptop,36.002,143.998,0.9476,0.2089,0.1463,1.144
field,laptop/laptop,62.996,117.004,0.9184,0.1374,0.0136,1.193
field,laptop/laptop,21.132,158.868,0.9674,0.1344,0.0508,1.187
field,laptop/laptop,18.154,161.846,0.9565,0.1490,0.1109,1.144
field,laptop/laptop,37.808,142.192,0.9556,0.2765,0.1104,1.338
field,laptop/laptop,29.380,150.620,0.9579,0.1453,0.0913,1.236
field,laptop/laptop,2.648,177.352,0.9612,0.1873,0.0376,1.114
field,laptop/laptop,16.491,163.509,0.9577,0.2630,0.1765,1.334
field,laptop/laptop,42.801,137.199,0.9007,0.2601,0.2577,1.139
field,laptop/laptop,13.835,166.165,0.9422,0.1244,0.0064,1.063
field,laptop/laptop,25.275,154.725,0.9469,0.1070,0.0851,1.313
field,laptop/laptop,39.399,140.601,0.9593,0.3302,0.1116,1.321
field,microwave/microwave,53.834,53.834,0.9542,0.0972,0.0410,1.446
field,microwave/microwave,72.095,72.095,0.9493,0.2146,0.0545,1.329
field,microwave/microwave,60.107,60.107,0.9429,0.0857,0.0071,1.480
field,microwave/microwave,72.731,72.731,0.9587,0.1074,0.0781,1.355
field,microwave/microwave,59.282,59.282,0.9563,0.0527,0.0431,1.356
field,microwave/microwave,60.221,60.221,0.9553,0.1285,0.0480,1.415
field,microwave/microwave,59.249,59.249,0.9692,0.1365,0.0081,1.326
field,microwave/microwave,53.037,53.037,0.9425,0.1186,0.0271,1.420
field,microwave/microwave,76.048,76.048,0.9517,0.1432,0.0685,1.267
field,microwave/microwave,59.755,59.755,0.9439,0.1275,0.0010,1.455
field,microwave/microwave,69.380,69.380,0.9496,0.1644,0.0632,1.252
field,microwave/microwave,52.007,52.007,0.9451,0.1038,0.0130,1.421
field,microwave/microwave,74.821,74.821,0.9607,0.1178,0.0508,1.380
field,microwave/microwave,69.573,69.573,0.9359,0.1089,0.0215,1.394
field,microwave/microwave,29.318,29.318,0.8604,0.0247,0.0163,1.159
field,microwave/microwave,68.739,68.739,0.9483,0.0253,0.0265,1.367
field,microwave/microwave,58.904,58.904,0.8619,0.1019,0.1270,1.241
field,microwave/microwave,52.415,52.415,0.9454,0.0148,0.0471,1.488
field,microwave/microwave,50.207,50.207,0.9007,0.1161,0.0863,1.226
field,microwave/microwave,53.612,53.612,0.9340,0.1465,0.0408,1.348
field,microwave/microwave,51.607,51.607,0.9550,0.1223,0.0148,1.385
field,microwave/microwave,79.800,79.800,0.9629,0.1389,0.0320,1.358
field,microwave/microwave,59.279,59.279,0.9505,0.1263,0.0090,1.448
field,microwave/microwave,71.123,71.123,0.9482,0.1524,0.0974,1.304
field,microwave/microwave,54.170,54.170,0.9433,0.1446,0.0097,1.448
field,microwave/microwave,35.667,35.667,0.9475,0.2105,0.0247,1.350
field,microwave/microwave,33.439,33.439,0.9552,0.1748,0.0229,1.341
field,microwave/microwave,50.851,50.851,0.9491,0.1401,0.0004,1.297
field,microwave/microwave,41.241,41.241,0.9170,0.0641,0.1192,1.179
field,microwave/microwave,38.931,38.931,0.1879,0.1017,0.0885,0.870
field,microwave/microwave,53.369,53.369,0.9615,0.0834,0.0190,1.314
field,notebook/notebook,32.029,32.029,0.9662,0.0881,0.1915,1.444
field,notebook/notebook,25.326,25.326,0.9778,0.0994,0.0578,1.395
field,notebook/notebook,42.162,42.162,0.9761,0.2472,0.1365,1.354
field,notebook/notebook,40.523,40.523,0.9778,0.0567,0.0610,1.321
field,notebook/notebook,80.167,80.167,0.9664,0.0637,0.0887,1.389
field,notebook/notebook,64.545,64.545,0.9608,0.3716,0.0392,1.343
field,notebook/notebook,89.574,90.426,0.9652,0.1540,0.1146,1.314
field,notebook/notebook,28.912,28.912,0.9674,0.0704,0.0348,1.407
field,notebook/notebook,78.581,101.419,0.9728,0.1200,0.1351,1.435
field,notebook/notebook,39.686,39.686,0.9720,0.2261,0.1114,1.395
field,notebook/notebook,17.317,17.317,0.9701,0.0678,0.0137,1.418
field,notebook/notebook,38.283,38.283,0.9668,0.0863,0.0475,1.426
field,notebook/notebook,27.870,27.870,0.9729,0.1527,0.0648,1.410
field,notebook/notebook,38.542,38.542,0.9715,0.0646,0.0535,1.349
field,notebook/notebook,23.027,23.027,0.9660,0.1028,0.1037,1.405
field,notebook/notebook,27.066,27.066,0.9724,0.2578,0.1328,1.338
field,phone/phone,50.919,129.081,0.9348,0.0896,0.0295,1.309
field,phone/phone,18.406,161.594,0.9522,0.0902,0.1538,1.277
field,phone/phone,70.116,109.884,0.9587,0.0184,0.0279,1.437
field,phone/phone,73.586,106.414,0.9626,0.0820,0.0283,1.419
field,phone/phone,52.066,127.934,0.9553,0.0379,0.0036,1.347
field,phone/phone,55.883,124.117,0.9557,0.1107,0.0586,1.327
field,phone/phone,16.252,163.748,0.9248,0.0854,0.0922,1.279
field,phone/phone,76.615,76.615,0.9535,0.0753,0.0833,1.344
field,phone/phone,44.312,135.688,0.9341,0.1226,0.0536,1.265
field,phone/phone,83.437,96.563,0.9622,0.0682,0.0455,1.414
field,phone/phone,18.607,161.393,0.9438,0.0953,0.0906,1.371
field,phone/phone,89.624,90.376,0.9581,0.0907,0.0194,1.438
field,phone/phone,32.700,147.300,0.9365,0.1218,0.0754,1.410
field,phone/phone,83.685,83.685,0.9490,0.1674,0.0548,1.318
field,phone/phone,34.067,145.933,0.9440,0.3005,0.0578,1.396
field,phone/phone,87.946,87.946,0.9549,0.2108,0.0348,1.300
field,phone/phone,26.434,153.566,0.9511,0.0914,0.0033,1.421
field,phone/phone,84.217,95.783,0.9376,0.0479,0.0074,1.437
field,espressomachine/espressomachine,66.468,66.468,0.9327,0.1497,0.0987,1.310
field,espressomachine/espressomachine,73.484,73.484,0.9764,0.1207,0.0619,1.336
field,espressomachine/espressomachine,66.256,66.256,0.9409,0.1513,0.1185,1.323
field,espressomachine/espressomachine,73.217,73.217,0.9775,0.1222,0.0285,1.357
field,espressomachine/espressomachine,66.776,66.776,0.9106,0.1137,0.1431,1.244
field,espressomachine/espressomachine,72.750,72.750,0.9696,0.0959,0.0939,1.130
field,espressomachine/espressomachine,69.336,69.336,0.9313,0.1731,0.1007,1.248
field,espressomachine/espressomachine,78.288,78.288,0.9831,0.2137,0.0396,1.299
field,espressomachine/espressomachine,68.439,68.439,0.9423,0.1382,0.1040,1.306
field,espressomachine/espressomachine,64.813,64.813,0.9555,0.1464,0.0540,1.100
field,espressomachine/espressomachine,68.100,68.100,0.9530,0.1386,0.1014,1.317
field,espressomachine/espressomachine,78.813,78.813,0.9834,0.1772,0.0622,1.322
field,espressomachine/espressomachine,66.780,66.780,0.9559,0.1285,0.0824,1.316
field,espressomachine/espressomachine,74.498,74.498,0.9774,0.1603,0.0425,1.366
field,espressomachine/espressomachine,63.847,63.847,0.9273,0.1692,0.0875,1.219
field,espressomachine/espressomachine,65.921,65.921,0.9769,0.0823,0.0726,1.330
field,espressomachine/espressomachine,67.671,67.671,0.9127,0.1160,0.0975,1.270
field,espressomachine/espressomachine,77.920,77.920,0.9791,0.1516,0.0764,1.337
field,espressomachine/espressomachine,67.209,67.209,0.9444,0.1218,0.1151,1.282
field,espressomachine/espressomachine,74.889,74.889,0.9745,0.1377,0.0427,1.311
field,espressomachine/espressomachine,63.828,63.828,0.9264,0.1692,0.0946,1.288
field,espressomachine/espressomachine,70.148,70.148,0.9786,0.1127,0.0588,1.351
field,espressomachine/espressomachine,61.592,61.592,0.9473,0.1230,0.1000,1.285
field,espressomachine/espressomachine,69.530,69.530,0.9798,0.1147,0.0368,1.353
field,espressomachine/espressomachine,64.832,64.832,0.9493,0.0663,0.1097,1.311
field,espressomachine/espressomachine,75.791,75.791,0.9816,0.1691,0.0333,1.342
field,espressomachine/espressomachine,63.346,63.346,0.9547,0.1239,0.1002,1.267
field,espressomachine/espressomachine,76.896,76.896,0.9805,0.2263,0.0547,1.343
field,espressomachine/espressomachine,60.922,60.922,0.9490,0.1316,0.1160,1.297
field,espressomachine/espressomachine,64.193,64.193,0.9757,0.0544,0.0698,1.352
field,espressomachine/espressomachine,59.855,59.855,0.9537,0.1256,0.0921,1.329
field,espressomachine/espressomachine,78.247,78.247,0.9818,0.1754,0.0626,1.372
field,espressomachine/espressomachine,68.230,68.230,0.9606,0.1230,0.1083,1.325
field,espressomachine/espressomachine,69.147,69.147,0.9756,0.1390,0.0612,1.337
field,espressomachine/espressomachine,65.332,65.332,0.9618,0.1368,0.1176,1.316
field,espressomachine/espressomachine,66.058,66.058,0.9748,0.0835,0.0597,1.358
field,espressomachine/espressomachine,70.126,70.126,0.9523,0.0757,0.1112,1.324
field,espressomachine/espressomachine,67.279,67.279,0.9504,0.1015,0.1084,1.288
field,espressomachine/espressomachine,77.904,77.904,0.9752,0.0983,0.0286,1.354
field,espressomachine/espressomachine,66.685,66.685,0.9545,0.2440,0.0851,1.319
field,phone/phone,8.862,171.138,0.9430,0.1997,0.0072,1.341
field,phone/phone,48.351,131.649,0.9635,0.1526,0.0620,1.431
field,phone/phone,31.700,148.300,0.9378,0.0998,0.0318,1.422
field,phone/phone,38.475,141.525,0.9500,0.0815,0.0502,1.427
field,phone/phone,44.655,135.345,0.9439,0.1805,0.0055,1.452
field,phone/phone,33.317,146.683,0.9696,0.1542,0.0880,1.406
field,phone/phone,40.284,139.716,0.9543,0.0396,0.0066,1.441
field,phone/phone,61.184,118.816,0.9654,0.0993,0.0676,1.398
field,phone/phone,30.002,149.998,0.9415,0.0888,0.0558,1.471
field,phone/phone,21.461,158.539,0.9536,0.1492,0.0641,1.454
field,phone/phone,35.308,144.692,0.9584,0.0840,0.0091,1.363
field,phone/phone,72.814,107.186,0.9510,0.0364,0.0121,1.425
field,phone/phone,29.819,150.181,0.9366,0.1857,0.0000,1.392
field,phone/phone,34.780,145.220,0.9605,0.1237,0.1119,1.419
field,phone/phone,48.918,131.082,0.9441,0.0954,0.0002,1.513
field,phone/phone,47.192,132.808,0.9599,0.1403,0.0755,1.440
field,phone/phone,24.514,155.486,0.9518,0.0764,0.0137,1.433
field,phone/phone,64.417,115.583,0.9518,0.0434,0.1036,1.441
field,phone/phone,17.810,162.190,0.9406,0.0153,0.0033,1.462
field,phone/phone,38.240,141.760,0.9468,0.0742,0.0323,1.429
field,phone/phone,31.753,148.247,0.9361,0.1017,0.0365,1.496
field,phone/phone,41.461,138.539,0.9581,0.1275,0.1015,1.427
field,phone/phone,46.130,133.870,0.9521,0.0096,0.0013,1.442
field,phone/phone,59.214,120.786,0.9536,0.0430,0.0240,1.400
field,phone/phone,8.793,171.207,0.9471,0.1826,0.0134,1.394
field,phone/phone,58.974,121.026,0.9485,0.0586,0.0409,1.396
field,phone/phone,27.361,152.639,0.9267,0.1763,0.0236,1.447
field,phone/phone,56.881,56.881,0.9259,0.1196,0.0667,1.348
field,phone/phone,18.279,161.721,0.9500,0.3429,0.0129,1.360
field,phone/phone,54.486,125.514,0.9590,0.1107,0.0753,1.452
field,phone/phone,43.112,136.888,0.9454,0.1092,0.0076,1.488
field,phone/phone,85.194,94.806,0.9565,0.0979,0.0792,1.445
field,phone/phone,39.256,140.744,0.9454,0.1613,0.0270,1.404
field,phone/phone,84.156,84.156,0.9458,0.0402,0.0235,1.398
field,scissors/scissors,77.836,77.836,0.9554,0.0053,0.0019,1.467
field,scissors/scissors,73.516,73.516,0.9524,0.0096,0.0186,1.460
field,scissors/scissors,79.324,79.324,0.9520,0.0049,0.0136,1.436
field,scissors/scissors,79.632,79.632,0.9482,0.0102,0.0163,1.460
field,scissors/scissors,78.757,101.243,0.9608,0.0234,0.0149,1.400
field,scissors/scissors,80.569,99.431,0.9512,0.0066,0.0207,1.471
field,scissors/scissors,63.328,116.672,0.9334,0.0330,0.0589,1.488
field,scissors/scissors,84.570,84.570,0.9568,0.0113,0.0047,1.445
field,scissors/scissors,83.336,83.336,0.9459,0.0156,0.0362,1.480
field,scissors/scissors,77.285,77.285,0.9589,0.0092,0.0040,1.441
field,scissors/scissors,88.590,88.590,0.9612,0.0077,0.0057,1.430
field,scissors/scissors,88.390,88.390,0.9592,0.0157,0.0192,1.413
field,scissors/scissors,83.180,96.820,0.9635,0.0298,0.0293,1.371
field,scissors/scissors,77.223,77.223,0.9521,0.0044,0.0059,1.429
field,scissors/scissors,63.506,63.506,0.9502,0.0171,0.0341,1.484
field,scissors/scissors,81.304,81.304,0.9548,0.0185,0.0091,1.446
field,scissors/scissors,65.935,65.935,0.9507,0.0268,0.0139,1.449
field,scissors/scissors,85.195,85.195,0.9618,0.0144,0.0142,1.410
field,scissors/scissors,84.048,95.952,0.9573,0.0079,0.0071,1.432
field,scissors/scissors,84.414,84.414,0.9552,0.0081,0.0156,1.453
field,scissors/scissors,86.975,86.975,0.9620,0.0082,0.0103,1.442
field,scissors/scissors,79.570,79.570,0.9535,0.0120,0.0166,1.441
field,scissors/scissors,79.677,79.677,0.9567,0.0074,0.0161,1.432
field,scissors/scissors,84.563,95.437,0.9636,0.0192,0.0220,1.425
field,scissors/scissors,68.343,68.343,0.9516,0.0455,0.0035,1.453
field,scissors/scissors,82.622,82.622,0.9609,0.0099,0.0096,1.441
field,scissors/scissors,83.204,83.204,0.9646,0.0050,0.0047,1.431
field,scissors/scissors,74.789,74.789,0.9501,0.0125,0.0310,1.483
field,scissors/scissors,86.251,86.251,0.9584,0.0064,0.0008,1.460
field,scissors/scissors,81.509,81.509,0.9636,0.0066,0.0072,1.443
field,scissors/scissors,89.544,89.544,0.9672,0.0077,0.0024,1.454
field,scissors/scissors,83.250,83.250,0.9638,0.0141,0.0039,1.442
field,scissors/scissors,81.082,81.082,0.9624,0.0062,0.0079,1.438
field,scissors/scissors,81.475,81.475,0.9686,0.0071,0.0013,1.444
field,scissors/scissors,76.651,76.651,0.9635,0.0137,0.0135,1.446
field,scissors/scissors,62.879,62.879,0.9509,0.0326,0.0484,1.484
field,scissors/scissors,80.497,80.497,0.9666,0.0074,0.0074,1.450
field,scissors/scissors,88.342,88.342,0.9651,0.0108,0.0087,1.440
field,scissors/scissors,80.824,80.824,0.9546,0.0198,0.0200,1.482
field,scissors/scissors,89.890,90.110,0.9662,0.0094,0.0116,1.445
field,scissors/scissors,77.075,77.075,0.9445,0.0251,0.0238,1.473
field,scissors/scissors,89.416,89.416,0.9635,0.0045,0.0075,1.434
field,scissors/scissors,63.585,63.585,0.9496,0.0277,0.0244,1.463
field,scissors/scissors,53.856,53.856,0.9419,0.0376,0.0571,1.509
field,scissors/scissors,64.819,64.819,0.9505,0.0084,0.0243,1.462
field,scissors/scissors,74.687,74.687,0.9495,0.0101,0.0013,1.445
field,scissors/scissors,69.686,69.686,0.9572,0.0014,0.0000,1.437
field,scissors/scissors,65.553,65.553,0.9378,0.0289,0.0491,1.499
field,scissors/scissors,59.730,59.730,0.9599,0.0126,0.0009,1.461
