model,object,axis_unsigned_deg,axis_signed_deg,p_rev,radius_m,hinge_offset_frac,z_p
20260913_joint4_decoder_cfframe_query,scissors/scissors,26.964,26.964,0.9379,0.3873,0.0923,1.772
20260913_joint4_decoder_cfframe_query,scissors/scissors,80.334,80.334,0.9512,0.6261,0.0370,2.387
20260913_joint4_decoder_cfframe_query,scissors/scissors,74.978,74.978,0.9386,0.6069,0.0567,2.289
20260913_joint4_decoder_cfframe_query,scissors/scissors,73.801,73.801,0.9448,0.4816,0.1081,1.847
20260913_joint4_decoder_cfframe_query,scissors/scissors,70.238,70.238,0.8842,0.5023,0.0374,2.237
20260913_joint4_decoder_cfframe_query,scissors/scissors,17.564,17.564,0.8724,0.5997,0.0671,2.074
20260913_joint4_decoder_cfframe_query,scissors/scissors,50.825,50.825,0.8982,0.4934,0.0872,2.134
20260913_joint4_decoder_cfframe_query,scissors/scissors,15.418,15.418,0.9253,0.1866,0.0327,1.699
20260913_joint4_decoder_cfframe_query,scissors/scissors,5.681,5.681,0.9292,0.2215,0.0611,1.824
20260913_joint4_decoder_cfframe_query,scissors/scissors,15.425,15.425,0.9252,0.4674,0.0507,1.804
20260913_joint4_decoder_cfframe_query,scissors/scissors,6.769,6.769,0.9355,0.5366,0.0040,1.867
20260913_joint4_decoder_cfframe_query,scissors/scissors,12.898,12.898,0.9484,0.1134,0.0868,1.605
20260913_joint4_decoder_cfframe_query,scissors/scissors,28.444,28.444,0.9434,0.6167,0.0640,2.142
20260913_joint4_decoder_cfframe_query,waffleiron/waffleiron,32.195,32.195,0.9430,3.3050,0.1191,0.120
20260913_joint4_decoder_cfframe_query,waffleiron/waffleiron,36.608,143.392,0.9522,0.6077,0.3564,1.445
20260913_joint4_decoder_cfframe_query,waffleiron/waffleiron,31.772,31.772,0.9445,3.3870,0.2391,0.119
20260913_joint4_decoder_cfframe_query,waffleiron/waffleiron,82.778,97.222,0.9524,0.4691,0.4039,1.291
20260913_joint4_decoder_cfframe_query,waffleiron/waffleiron,47.108,47.108,0.9393,0.2430,0.1733,2.365
20260913_joint4_decoder_cfframe_query,waffleiron/waffleiron,16.586,163.414,0.9510,0.6666,0.3821,1.479
20260913_joint4_decoder_cfframe_query,waffleiron/waffleiron,33.994,33.994,0.9541,2.5802,0.4328,0.210
20260913_joint4_decoder_cfframe_query,waffleiron/waffleiron,73.310,106.690,0.9414,0.4941,0.1251,1.092
20260913_joint4_decoder_cfframe_query,waffleiron/waffleiron,56.428,56.428,0.9507,2.8499,0.0311,0.112
20260913_joint4_decoder_cfframe_query,waffleiron/waffleiron,78.181,101.819,0.9420,0.6044,0.0241,1.015
20260913_joint4_decoder_cfframe_query,waffleiron/waffleiron,33.636,33.636,0.9493,2.1057,0.0192,0.551
20260913_joint4_decoder_cfframe_query,waffleiron/waffleiron,35.280,144.720,0.9553,0.5229,0.3642,1.485
20260913_joint4_decoder_cfframe_query,waffleiron/waffleiron,87.659,92.341,0.9588,1.3719,0.1828,1.131
20260913_joint4_decoder_cfframe_query,waffleiron/waffleiron,62.018,62.018,0.9546,0.4966,0.0145,1.267
20260913_joint4_decoder_cfframe_query,waffleiron/waffleiron,60.808,60.808,0.9583,1.6135,0.2090,0.995
20260913_joint4_decoder_cfframe_query,waffleiron/waffleiron,29.096,29.096,0.9551,0.7125,0.3332,1.362
20260913_joint4_decoder_cfframe_query,waffleiron/waffleiron,70.069,109.931,0.9527,1.0044,0.3052,1.853
20260913_joint4_decoder_cfframe_query,waffleiron/waffleiron,47.664,132.336,0.9541,0.5305,0.4610,1.464
20260913_joint4_decoder_cfframe_query,laptop/laptop,4.507,4.507,0.9513,5.1622,0.3399,0.112
20260913_joint4_decoder_cfframe_query,laptop/laptop,6.227,6.227,0.9467,5.1471,0.3440,0.106
20260913_joint4_decoder_cfframe_query,laptop/laptop,17.520,17.520,0.9453,3.8972,0.1438,0.218
20260913_joint4_decoder_cfframe_query,laptop/laptop,3.333,3.333,0.9489,2.7744,0.0506,4.244
20260913_joint4_decoder_cfframe_query,laptop/laptop,11.230,11.230,0.9528,4.5052,0.1936,0.112
20260913_joint4_decoder_cfframe_query,laptop/laptop,9.496,9.496,0.9524,2.8271,0.0120,4.190
20260913_joint4_decoder_cfframe_query,laptop/laptop,16.760,16.760,0.9442,4.1804,0.2679,0.336
20260913_joint4_decoder_cfframe_query,laptop/laptop,15.909,15.909,0.9529,4.9802,0.1651,0.118
20260913_joint4_decoder_cfframe_query,laptop/laptop,8.027,8.027,0.9500,2.7017,0.0762,4.347
20260913_joint4_decoder_cfframe_query,laptop/laptop,7.918,7.918,0.9560,4.7818,0.1866,0.120
20260913_joint4_decoder_cfframe_query,laptop/laptop,2.851,2.851,0.9482,4.4756,0.1776,0.513
20260913_joint4_decoder_cfframe_query,laptop/laptop,10.955,10.955,0.9496,1.3375,0.0604,3.170
20260913_joint4_decoder_cfframe_query,laptop/laptop,10.559,10.559,0.9548,5.1626,0.1849,0.111
20260913_joint4_decoder_cfframe_query,laptop/laptop,0.996,0.996,0.9455,4.9935,0.1576,0.184
20260913_joint4_decoder_cfframe_query,laptop/laptop,8.253,8.253,0.9530,0.9188,0.0297,3.016
20260913_joint4_decoder_cfframe_query,laptop/laptop,18.253,18.253,0.9546,4.7345,0.2096,0.133
20260913_joint4_decoder_cfframe_query,laptop/laptop,9.032,9.032,0.9573,5.1788,0.2165,0.111
20260913_joint4_decoder_cfframe_query,box/box,62.008,62.008,0.9618,2.3102,0.1764,0.145
20260913_joint4_decoder_cfframe_query,box/box,22.912,22.912,0.9539,1.4479,0.0588,1.576
20260913_joint4_decoder_cfframe_query,box/box,23.139,156.861,0.9555,1.3719,0.0752,1.120
20260913_joint4_decoder_cfframe_query,box/box,22.693,22.693,0.9564,2.7365,0.2374,0.302
20260913_joint4_decoder_cfframe_query,box/box,31.520,148.480,0.9557,0.6791,0.1355,1.496
20260913_joint4_decoder_cfframe_query,box/box,16.345,16.345,0.9645,2.4598,0.1177,0.477
20260913_joint4_decoder_cfframe_query,box/box,29.918,150.082,0.9596,1.3317,0.0267,0.928
20260913_joint4_decoder_cfframe_query,box/box,51.861,51.861,0.9644,2.7953,0.0881,0.141
20260913_joint4_decoder_cfframe_query,box/box,27.731,27.731,0.9630,2.5282,0.1502,0.175
20260913_joint4_decoder_cfframe_query,box/box,22.808,22.808,0.9529,1.6764,0.1091,1.204
20260913_joint4_decoder_cfframe_query,box/box,20.869,159.131,0.9592,1.4170,0.0435,0.975
20260913_joint4_decoder_cfframe_query,notebook/notebook,27.918,152.082,0.9557,1.6917,0.0330,2.884
20260913_joint4_decoder_cfframe_query,notebook/notebook,43.863,136.137,0.9561,1.2703,0.0983,2.449
20260913_joint4_decoder_cfframe_query,notebook/notebook,80.890,80.890,0.9545,0.3373,0.2596,2.344
20260913_joint4_decoder_cfframe_query,notebook/notebook,73.827,106.173,0.9634,0.2208,0.0927,1.261
20260913_joint4_decoder_cfframe_query,notebook/notebook,18.875,18.875,0.9585,0.2185,0.3712,0.874
20260913_joint4_decoder_cfframe_query,notebook/notebook,45.241,134.759,0.9487,1.5065,0.0972,2.675
20260913_joint4_decoder_cfframe_query,notebook/notebook,62.017,62.017,0.9590,0.6001,0.0102,2.104
20260913_joint4_decoder_cfframe_query,notebook/notebook,24.402,155.598,0.9527,1.8555,0.0031,3.013
20260913_joint4_decoder_cfframe_query,notebook/notebook,35.384,35.384,0.9550,1.3997,0.1666,2.319
20260913_joint4_decoder_cfframe_query,notebook/notebook,35.943,144.057,0.9535,0.7400,0.1039,1.766
20260913_joint4_decoder_cfframe_query,notebook/notebook,39.254,39.254,0.9599,0.6832,0.0068,1.882
20260913_joint4_decoder_cfframe_query,notebook/notebook,23.123,156.877,0.9533,1.5992,0.0532,2.725
20260913_joint4_decoder_cfframe_query,notebook/notebook,76.100,103.900,0.9632,0.1335,0.0300,1.144
20260913_joint4_decoder_cfframe_query,notebook/notebook,24.784,24.784,0.9569,0.0414,0.2500,1.334
20260913_joint4_decoder_cfframe_query,notebook/notebook,22.487,157.513,0.9536,1.6530,0.0388,2.713
20260913_joint4_decoder_cfframe_query,notebook/notebook,73.712,73.712,0.9555,0.1039,0.1388,1.137
20260913_joint4_decoder_cfframe_query,notebook/notebook,67.798,112.202,0.9717,0.4296,0.0436,1.402
20260913_joint4_decoder_cfframe_query,notebook/notebook,31.379,31.379,0.9577,1.2954,0.1183,2.288
20260913_joint4_decoder_cfframe_query,notebook/notebook,33.946,146.054,0.9581,1.5458,0.0643,2.788
20260913_joint4_decoder_cfframe_query,notebook/notebook,6.642,6.642,0.9577,0.1264,0.1811,1.101
20260913_joint4_decoder_cfframe_query,phone/phone,32.652,32.652,0.9501,0.1570,0.0141,1.811
20260913_joint4_decoder_cfframe_query,phone/phone,56.199,123.801,0.9631,0.9993,0.1071,2.328
20260913_joint4_decoder_cfframe_query,phone/phone,33.843,33.843,0.9537,0.2876,0.0350,1.719
20260913_joint4_decoder_cfframe_query,phone/phone,76.807,76.807,0.9716,0.3032,0.1272,1.847
20260913_joint4_decoder_cfframe_query,phone/phone,32.095,32.095,0.9554,0.2579,0.0643,2.015
20260913_joint4_decoder_cfframe_query,phone/phone,69.353,69.353,0.9690,0.4901,0.0850,1.953
20260913_joint4_decoder_cfframe_query,phone/phone,23.448,23.448,0.9593,0.4103,0.0721,1.465
20260913_joint4_decoder_cfframe_query,phone/phone,25.827,25.827,0.9606,1.4816,0.0411,3.005
20260913_joint4_decoder_cfframe_query,phone/phone,2.587,2.587,0.9507,1.5598,0.0830,3.485
20260913_joint4_decoder_cfframe_query,phone/phone,25.658,154.342,0.9628,2.0001,0.0658,3.724
20260913_joint4_decoder_cfframe_query,phone/phone,71.092,71.092,0.9549,1.3789,0.0631,3.238
20260913_joint4_decoder_cfframe_query,phone/phone,37.909,142.091,0.9567,1.8147,0.0381,3.497
20260913_joint4_decoder_cfframe_query,phone/phone,24.956,24.956,0.9476,1.0617,0.1270,2.858
20260913_joint4_decoder_cfframe_query,phone/phone,15.778,164.222,0.9595,2.0080,0.0190,3.656
20260913_joint4_decoder_cfframe_query,phone/phone,37.913,37.913,0.9487,1.6586,0.1302,3.130
20260913_joint4_decoder_cfframe_query,phone/phone,68.346,68.346,0.9687,1.1140,0.2165,2.569
20260913_joint4_decoder_cfframe_query,laptop/laptop,10.766,10.766,0.9479,4.3769,0.2724,0.374
20260913_joint4_decoder_cfframe_query,laptop/laptop,8.874,8.874,0.9496,2.2264,0.0995,4.402
20260913_joint4_decoder_cfframe_query,laptop/laptop,35.026,35.026,0.9595,0.3506,0.0652,2.398
20260913_joint4_decoder_cfframe_query,laptop/laptop,25.763,25.763,0.9620,5.3611,0.1640,0.130
20260913_joint4_decoder_cfframe_query,laptop/laptop,9.415,9.415,0.9556,1.5315,0.1354,3.797
20260913_joint4_decoder_cfframe_query,laptop/laptop,22.460,22.460,0.9561,0.5311,0.0427,3.166
20260913_joint4_decoder_cfframe_query,laptop/laptop,17.061,17.061,0.9529,2.2266,0.1536,4.245
20260913_joint4_decoder_cfframe_query,laptop/laptop,15.739,15.739,0.9500,4.1356,0.2049,0.541
20260913_joint4_decoder_cfframe_query,laptop/laptop,13.198,13.198,0.9593,2.1785,0.1032,4.374
20260913_joint4_decoder_cfframe_query,laptop/laptop,15.357,15.357,0.9540,4.8366,0.3119,0.146
20260913_joint4_decoder_cfframe_query,laptop/laptop,13.200,13.200,0.9602,5.1091,0.3247,0.250
20260913_joint4_decoder_cfframe_query,laptop/laptop,26.776,26.776,0.9544,1.4621,0.1145,3.437
20260913_joint4_decoder_cfframe_query,laptop/laptop,22.467,22.467,0.9503,2.4930,0.0344,2.045
20260913_joint4_decoder_cfframe_query,laptop/laptop,12.964,12.964,0.9500,2.5207,0.1288,4.524
20260913_joint4_decoder_cfframe_query,microwave/microwave,28.032,28.032,0.9481,0.3522,0.0495,1.975
20260913_joint4_decoder_cfframe_query,microwave/microwave,27.680,152.320,0.9454,0.4680,0.1348,2.642
20260913_joint4_decoder_cfframe_query,microwave/microwave,35.838,35.838,0.9459,0.1504,0.0890,2.195
20260913_joint4_decoder_cfframe_query,microwave/microwave,23.275,156.725,0.9408,0.4274,0.1751,2.498
20260913_joint4_decoder_cfframe_query,microwave/microwave,52.428,127.572,0.9436,0.6589,0.0214,2.375
20260913_joint4_decoder_cfframe_query,microwave/microwave,30.342,30.342,0.9423,0.5094,0.0337,1.585
20260913_joint4_decoder_cfframe_query,microwave/microwave,40.342,139.658,0.9552,0.7604,0.0133,2.404
20260913_joint4_decoder_cfframe_query,microwave/microwave,33.184,33.184,0.9484,0.1647,0.1007,2.323
20260913_joint4_decoder_cfframe_query,microwave/microwave,19.334,160.666,0.9424,0.5465,0.1323,2.553
20260913_joint4_decoder_cfframe_query,microwave/microwave,24.250,24.250,0.9486,0.4274,0.0733,1.736
20260913_joint4_decoder_cfframe_query,microwave/microwave,24.963,155.037,0.9441,0.5462,0.1125,2.546
20260913_joint4_decoder_cfframe_query,microwave/microwave,35.594,35.594,0.9517,0.4050,0.0884,1.817
20260913_joint4_decoder_cfframe_query,microwave/microwave,24.159,155.841,0.9448,0.6054,0.0952,2.582
20260913_joint4_decoder_cfframe_query,microwave/microwave,31.783,31.783,0.9073,0.2458,0.0472,2.465
20260913_joint4_decoder_cfframe_query,microwave/microwave,27.758,152.242,0.9533,0.1681,0.0176,1.899
20260913_joint4_decoder_cfframe_query,microwave/microwave,44.394,44.394,0.9072,0.1636,0.1484,1.591
20260913_joint4_decoder_cfframe_query,microwave/microwave,41.179,138.821,0.9537,0.1911,0.0456,1.703
20260913_joint4_decoder_cfframe_query,microwave/microwave,35.758,35.758,0.9442,0.4668,0.0180,1.223
20260913_joint4_decoder_cfframe_query,microwave/microwave,34.201,145.799,0.9494,0.2600,0.1126,2.151
20260913_joint4_decoder_cfframe_query,microwave/microwave,52.694,127.306,0.9497,0.3907,0.0437,2.567
20260913_joint4_decoder_cfframe_query,microwave/microwave,35.126,35.126,0.9520,0.4617,0.0559,1.853
20260913_joint4_decoder_cfframe_query,microwave/microwave,23.287,156.713,0.9452,0.5436,0.0869,2.387
20260913_joint4_decoder_cfframe_query,microwave/microwave,43.216,43.216,0.9468,0.2511,0.0909,2.120
20260913_joint4_decoder_cfframe_query,microwave/microwave,19.604,160.396,0.9449,0.5636,0.0820,2.437
20260913_joint4_decoder_cfframe_query,microwave/microwave,28.459,28.459,0.9504,0.2283,0.0570,2.193
20260913_joint4_decoder_cfframe_query,microwave/microwave,56.129,123.871,0.9507,0.3727,0.0946,2.635
20260913_joint4_decoder_cfframe_query,microwave/microwave,13.046,13.046,0.9556,0.2131,0.0462,2.222
20260913_joint4_decoder_cfframe_query,microwave/microwave,47.967,132.033,0.9526,0.5785,0.0552,2.574
20260913_joint4_decoder_cfframe_query,microwave/microwave,43.524,43.524,0.9015,0.1411,0.1206,2.195
20260913_joint4_decoder_cfframe_query,microwave/microwave,38.256,141.744,0.9592,0.4894,0.1153,1.760
20260913_joint4_decoder_cfframe_query,microwave/microwave,44.866,135.134,0.9551,0.7100,0.0119,2.594
20260913_joint4_decoder_cfframe_query,notebook/notebook,26.750,153.250,0.9643,0.7386,0.0955,1.424
20260913_joint4_decoder_cfframe_query,notebook/notebook,43.837,43.837,0.9616,0.1557,0.1256,0.779
20260913_joint4_decoder_cfframe_query,notebook/notebook,3.144,176.856,0.9667,1.2664,0.4569,2.171
20260913_joint4_decoder_cfframe_query,notebook/notebook,57.969,57.969,0.9616,0.3638,0.2083,0.564
20260913_joint4_decoder_cfframe_query,notebook/notebook,56.887,56.887,0.9565,0.5434,0.1929,2.443
20260913_joint4_decoder_cfframe_query,notebook/notebook,54.264,54.264,0.9637,0.8856,0.2679,2.270
20260913_joint4_decoder_cfframe_query,notebook/notebook,25.428,154.572,0.9689,0.2563,0.2096,1.509
20260913_joint4_decoder_cfframe_query,notebook/notebook,30.169,149.831,0.9575,1.1588,0.2339,1.957
20260913_joint4_decoder_cfframe_query,notebook/notebook,52.038,52.038,0.9575,0.8702,0.1090,2.011
20260913_joint4_decoder_cfframe_query,notebook/notebook,2.886,177.114,0.9605,1.2433,0.3793,1.958
20260913_joint4_decoder_cfframe_query,notebook/notebook,68.927,111.073,0.9664,0.3643,0.3393,1.884
20260913_joint4_decoder_cfframe_query,notebook/notebook,45.022,45.022,0.9657,0.2408,0.1113,1.274
20260913_joint4_decoder_cfframe_query,notebook/notebook,37.420,37.420,0.9644,0.3397,0.0857,1.361
20260913_joint4_decoder_cfframe_query,notebook/notebook,3.358,176.642,0.9649,1.2489,0.0483,2.483
20260913_joint4_decoder_cfframe_query,notebook/notebook,43.272,43.272,0.9622,0.5758,0.0400,1.525
20260913_joint4_decoder_cfframe_query,notebook/notebook,26.706,153.294,0.9594,1.1531,0.4837,1.872
20260913_joint4_decoder_cfframe_query,phone/phone,31.297,31.297,0.9517,1.5431,0.2333,3.202
20260913_joint4_decoder_cfframe_query,phone/phone,31.173,148.827,0.9727,0.2477,0.0627,1.414
20260913_joint4_decoder_cfframe_query,phone/phone,51.053,51.053,0.9595,1.0557,0.0099,2.762
20260913_joint4_decoder_cfframe_query,phone/phone,32.161,147.839,0.9593,1.7311,0.2173,3.362
20260913_joint4_decoder_cfframe_query,phone/phone,82.624,97.376,0.9515,1.5122,0.2660,3.214
20260913_joint4_decoder_cfframe_query,phone/phone,31.182,31.182,0.9633,0.9939,0.0124,2.743
20260913_joint4_decoder_cfframe_query,phone/phone,21.065,21.065,0.9548,0.4172,0.1493,1.868
20260913_joint4_decoder_cfframe_query,phone/phone,46.772,133.228,0.9617,0.8250,0.0541,2.428
20260913_joint4_decoder_cfframe_query,phone/phone,17.499,17.499,0.9488,1.6209,0.1810,3.273
20260913_joint4_decoder_cfframe_query,phone/phone,77.919,102.081,0.9588,1.4582,0.0152,3.085
20260913_joint4_decoder_cfframe_query,phone/phone,19.585,19.585,0.9536,0.5770,0.1317,2.196
20260913_joint4_decoder_cfframe_query,phone/phone,74.041,105.959,0.9529,1.4740,0.1185,3.033
20260913_joint4_decoder_cfframe_query,phone/phone,43.067,43.067,0.9503,0.3921,0.1125,2.099
20260913_joint4_decoder_cfframe_query,phone/phone,52.203,127.797,0.9575,1.5100,0.0486,3.345
20260913_joint4_decoder_cfframe_query,phone/phone,8.680,8.680,0.9477,1.8000,0.2325,3.325
20260913_joint4_decoder_cfframe_query,phone/phone,65.824,114.176,0.9719,0.9673,0.0895,2.262
20260913_joint4_decoder_cfframe_query,phone/phone,4.890,4.890,0.9444,1.6882,0.1324,3.179
20260913_joint4_decoder_cfframe_query,phone/phone,48.859,131.141,0.9583,0.5227,0.0522,2.108
20260913_joint4_decoder_cfframe_query,espressomachine/espressomachine,56.502,123.498,0.9498,2.7539,0.0966,3.960
20260913_joint4_decoder_cfframe_query,espressomachine/espressomachine,67.863,112.137,0.9445,2.2485,0.0614,4.104
20260913_joint4_decoder_cfframe_query,espressomachine/espressomachine,55.174,124.826,0.9535,2.8480,0.1130,4.039
20260913_joint4_decoder_cfframe_query,espressomachine/espressomachine,56.945,123.055,0.9411,1.8677,0.0589,3.931
20260913_joint4_decoder_cfframe_query,espressomachine/espressomachine,54.322,125.678,0.9529,2.3884,0.1395,3.479
20260913_joint4_decoder_cfframe_query,espressomachine/espressomachine,65.781,114.219,0.9276,2.2020,0.0014,3.347
20260913_joint4_decoder_cfframe_query,espressomachine/espressomachine,57.517,122.483,0.9504,2.5115,0.1206,3.486
20260913_joint4_decoder_cfframe_query,espressomachine/espressomachine,85.021,94.979,0.9409,2.6978,0.0549,3.780
20260913_joint4_decoder_cfframe_query,espressomachine/espressomachine,56.530,123.470,0.9456,2.3876,0.1238,3.507
20260913_joint4_decoder_cfframe_query,espressomachine/espressomachine,71.983,108.017,0.9347,2.6275,0.0087,3.752
20260913_joint4_decoder_cfframe_query,espressomachine/espressomachine,56.540,123.460,0.9508,2.8120,0.1199,3.819
20260913_joint4_decoder_cfframe_query,espressomachine/espressomachine,76.204,103.796,0.9448,2.6935,0.0374,4.132
20260913_joint4_decoder_cfframe_query,espressomachine/espressomachine,56.938,123.062,0.9493,2.5631,0.1133,3.731
20260913_joint4_decoder_cfframe_query,espressomachine/espressomachine,64.078,115.922,0.9387,2.0867,0.0052,3.856
20260913_joint4_decoder_cfframe_query,espressomachine/espressomachine,41.642,138.358,0.9285,2.3220,0.0849,3.487
20260913_joint4_decoder_cfframe_query,espressomachine/espressomachine,51.032,128.968,0.9358,1.3895,0.0279,3.645
20260913_joint4_decoder_cfframe_query,espressomachine/espressomachine,55.568,124.432,0.9516,2.8186,0.1334,3.807
20260913_joint4_decoder_cfframe_query,espressomachine/espressomachine,66.430,113.570,0.9386,2.2584,0.0489,3.890
20260913_joint4_decoder_cfframe_query,espressomachine/espressomachine,57.854,122.146,0.9526,2.8920,0.1344,3.971
20260913_joint4_decoder_cfframe_query,espressomachine/espressomachine,63.814,116.186,0.9421,2.3119,0.0477,4.106
20260913_joint4_decoder_cfframe_query,espressomachine/espressomachine,56.311,123.689,0.9518,2.7073,0.1041,3.921
20260913_joint4_decoder_cfframe_query,espressomachine/espressomachine,55.803,124.197,0.9421,1.7844,0.0178,3.972
20260913_joint4_decoder_cfframe_query,espressomachine/espressomachine,54.531,125.469,0.9499,2.2978,0.1083,3.548
20260913_joint4_decoder_cfframe_query,espressomachine/espressomachine,58.701,121.299,0.9389,1.7005,0.0201,3.529
20260913_joint4_decoder_cfframe_query,espressomachine/espressomachine,51.994,128.006,0.9433,2.2134,0.0992,3.613
20260913_joint4_decoder_cfframe_query,espressomachine/espressomachine,75.073,104.927,0.9449,2.5628,0.0240,3.895
20260913_joint4_decoder_cfframe_query,espressomachine/espressomachine,51.167,128.833,0.9500,2.6039,0.1195,3.807
20260913_joint4_decoder_cfframe_query,espressomachine/espressomachine,75.512,104.488,0.9374,2.1218,0.0313,3.526
20260913_joint4_decoder_cfframe_query,espressomachine/espressomachine,51.402,128.598,0.9489,2.6611,0.1230,3.800
20260913_joint4_decoder_cfframe_query,espressomachine/espressomachine,61.143,118.857,0.9373,1.1934,0.0351,2.997
20260913_joint4_decoder_cfframe_query,espressomachine/espressomachine,41.834,138.166,0.9330,2.0444,0.0998,3.556
20260913_joint4_decoder_cfframe_query,espressomachine/espressomachine,63.603,116.397,0.9400,2.0362,0.0739,3.973
20260913_joint4_decoder_cfframe_query,espressomachine/espressomachine,55.334,124.666,0.9510,2.8860,0.1360,4.013
20260913_joint4_decoder_cfframe_query,espressomachine/espressomachine,62.945,117.055,0.9370,2.1386,0.0410,3.618
20260913_joint4_decoder_cfframe_query,espressomachine/espressomachine,54.968,125.032,0.9489,2.6416,0.1240,3.803
20260913_joint4_decoder_cfframe_query,espressomachine/espressomachine,60.188,119.812,0.9359,1.3691,0.0369,3.088
20260913_joint4_decoder_cfframe_query,espressomachine/espressomachine,54.440,125.560,0.9425,2.3063,0.1341,3.468
20260913_joint4_decoder_cfframe_query,espressomachine/espressomachine,49.001,130.999,0.9403,2.2071,0.1443,3.482
20260913_joint4_decoder_cfframe_query,espressomachine/espressomachine,62.192,117.808,0.9418,1.8276,0.0780,3.937
20260913_joint4_decoder_cfframe_query,espressomachine/espressomachine,56.393,123.607,0.9496,2.6701,0.1027,3.907
20260913_joint4_decoder_cfframe_query,phone/phone,7.145,7.145,0.9534,1.6349,0.1371,3.348
20260913_joint4_decoder_cfframe_query,phone/phone,16.100,163.900,0.9615,2.0925,0.1600,3.047
20260913_joint4_decoder_cfframe_query,phone/phone,6.902,6.902,0.9567,0.7287,0.0889,2.303
20260913_joint4_decoder_cfframe_query,phone/phone,24.879,155.121,0.9517,1.6071,0.0357,2.978
20260913_joint4_decoder_cfframe_query,phone/phone,23.846,23.846,0.9527,0.5464,0.1171,2.159
20260913_joint4_decoder_cfframe_query,phone/phone,14.803,165.197,0.9568,2.1736,0.1474,2.945
20260913_joint4_decoder_cfframe_query,phone/phone,25.725,25.725,0.9514,1.2832,0.0899,3.147
20260913_joint4_decoder_cfframe_query,phone/phone,53.749,126.251,0.9587,1.9987,0.1101,3.190
