model,object,axis_unsigned_deg,axis_signed_deg,p_rev,radius_m,hinge_offset_frac,z_p
20260913_joint4_decoder_l2anchor_mlp1024,scissors/scissors,59.520,120.480,0.9424,0.7509,0.0543,2.061
20260913_joint4_decoder_l2anchor_mlp1024,scissors/scissors,72.359,107.641,0.9426,0.6801,0.1008,2.063
20260913_joint4_decoder_l2anchor_mlp1024,scissors/scissors,62.332,117.668,0.9405,0.9656,0.0738,2.227
20260913_joint4_decoder_l2anchor_mlp1024,scissors/scissors,52.768,52.768,0.9346,0.4105,0.0663,1.656
20260913_joint4_decoder_l2anchor_mlp1024,scissors/scissors,77.535,77.535,0.9362,0.5733,0.0126,2.358
20260913_joint4_decoder_l2anchor_mlp1024,scissors/scissors,39.448,39.448,0.9332,0.4229,0.0369,1.980
20260913_joint4_decoder_l2anchor_mlp1024,scissors/scissors,72.975,107.025,0.9433,0.5632,0.0859,2.288
20260913_joint4_decoder_l2anchor_mlp1024,scissors/scissors,71.854,108.146,0.9499,0.6486,0.0510,2.321
20260913_joint4_decoder_l2anchor_mlp1024,scissors/scissors,22.100,157.900,0.9440,0.5201,0.0628,2.098
20260913_joint4_decoder_l2anchor_mlp1024,scissors/scissors,39.142,140.858,0.9397,0.5924,0.0660,2.239
20260913_joint4_decoder_l2anchor_mlp1024,scissors/scissors,15.879,164.121,0.9420,0.2822,0.0670,1.849
20260913_joint4_decoder_l2anchor_mlp1024,scissors/scissors,50.053,129.947,0.9460,0.5643,0.0375,2.229
20260913_joint4_decoder_l2anchor_mlp1024,scissors/scissors,71.520,108.480,0.9509,0.4685,0.0540,1.836
20260913_joint4_decoder_l2anchor_mlp1024,scissors/scissors,24.195,155.805,0.9467,0.5747,0.1397,1.961
20260913_joint4_decoder_l2anchor_mlp1024,scissors/scissors,68.384,111.616,0.9486,0.5071,0.0794,1.994
20260913_joint4_decoder_l2anchor_mlp1024,scissors/scissors,66.126,113.874,0.9469,0.6804,0.1189,2.000
20260913_joint4_decoder_l2anchor_mlp1024,scissors/scissors,12.904,167.096,0.9467,0.5400,0.1720,1.693
20260913_joint4_decoder_l2anchor_mlp1024,scissors/scissors,49.902,130.098,0.9514,0.4887,0.1155,1.794
20260913_joint4_decoder_l2anchor_mlp1024,scissors/scissors,24.757,155.243,0.9458,0.4593,0.1313,1.947
20260913_joint4_decoder_l2anchor_mlp1024,scissors/scissors,46.250,46.250,0.9342,0.7999,0.0901,2.293
20260913_joint4_decoder_l2anchor_mlp1024,waffleiron/waffleiron,16.213,163.787,0.9332,2.8928,0.0546,4.207
20260913_joint4_decoder_l2anchor_mlp1024,waffleiron/waffleiron,62.234,117.766,0.9329,1.8053,0.2578,0.786
20260913_joint4_decoder_l2anchor_mlp1024,waffleiron/waffleiron,35.840,144.160,0.9344,2.9579,0.0218,4.069
20260913_joint4_decoder_l2anchor_mlp1024,waffleiron/waffleiron,20.696,159.304,0.9260,2.4129,0.2200,0.193
20260913_joint4_decoder_l2anchor_mlp1024,waffleiron/waffleiron,32.235,32.235,0.9130,1.9448,0.0686,3.340
20260913_joint4_decoder_l2anchor_mlp1024,waffleiron/waffleiron,66.345,113.655,0.9355,1.7802,0.2971,0.314
20260913_joint4_decoder_l2anchor_mlp1024,waffleiron/waffleiron,42.434,137.566,0.9072,2.6835,0.1457,3.343
20260913_joint4_decoder_l2anchor_mlp1024,waffleiron/waffleiron,83.594,96.406,0.9201,1.0088,0.0193,2.125
20260913_joint4_decoder_l2anchor_mlp1024,waffleiron/waffleiron,66.191,113.809,0.9146,1.2795,0.0278,2.178
20260913_joint4_decoder_l2anchor_mlp1024,waffleiron/waffleiron,67.423,112.577,0.9183,0.9545,0.1294,1.774
20260913_joint4_decoder_l2anchor_mlp1024,waffleiron/waffleiron,32.487,147.513,0.9348,2.1849,0.0109,3.612
20260913_joint4_decoder_l2anchor_mlp1024,waffleiron/waffleiron,36.861,36.861,0.9337,2.0477,0.0056,0.446
20260913_joint4_decoder_l2anchor_mlp1024,waffleiron/waffleiron,84.116,84.116,0.9408,1.8182,0.0111,2.983
20260913_joint4_decoder_l2anchor_mlp1024,waffleiron/waffleiron,60.545,60.545,0.9254,0.9674,0.1688,1.166
20260913_joint4_decoder_l2anchor_mlp1024,waffleiron/waffleiron,77.178,102.822,0.9353,1.9338,0.0649,3.484
20260913_joint4_decoder_l2anchor_mlp1024,waffleiron/waffleiron,40.105,139.895,0.9192,0.8223,0.2168,1.466
20260913_joint4_decoder_l2anchor_mlp1024,waffleiron/waffleiron,77.205,102.795,0.9478,1.8743,0.0957,3.118
20260913_joint4_decoder_l2anchor_mlp1024,waffleiron/waffleiron,38.729,38.729,0.9252,2.0864,0.0822,0.407
20260913_joint4_decoder_l2anchor_mlp1024,laptop/laptop,19.365,160.635,0.9341,2.7029,0.0793,3.904
20260913_joint4_decoder_l2anchor_mlp1024,laptop/laptop,22.345,157.655,0.9391,2.7427,0.0852,3.849
20260913_joint4_decoder_l2anchor_mlp1024,laptop/laptop,19.705,160.295,0.9302,1.1741,0.2215,3.623
20260913_joint4_decoder_l2anchor_mlp1024,laptop/laptop,3.429,176.571,0.9439,4.2664,0.0819,0.125
20260913_joint4_decoder_l2anchor_mlp1024,laptop/laptop,14.677,165.323,0.9385,2.0136,0.2451,3.800
20260913_joint4_decoder_l2anchor_mlp1024,laptop/laptop,13.467,166.533,0.9413,4.3680,0.0804,0.141
20260913_joint4_decoder_l2anchor_mlp1024,laptop/laptop,19.603,160.397,0.9278,1.4293,0.2190,3.800
20260913_joint4_decoder_l2anchor_mlp1024,laptop/laptop,25.194,154.806,0.9328,1.3480,0.1138,3.452
20260913_joint4_decoder_l2anchor_mlp1024,laptop/laptop,14.304,165.696,0.9430,4.3407,0.1614,0.101
20260913_joint4_decoder_l2anchor_mlp1024,laptop/laptop,24.126,155.874,0.9405,1.3112,0.1557,3.367
20260913_joint4_decoder_l2anchor_mlp1024,laptop/laptop,29.271,150.729,0.9265,0.3783,0.2839,2.772
20260913_joint4_decoder_l2anchor_mlp1024,laptop/laptop,10.225,169.775,0.9482,1.4907,0.0823,2.643
20260913_joint4_decoder_l2anchor_mlp1024,laptop/laptop,26.750,153.250,0.9416,2.3217,0.1449,3.423
20260913_joint4_decoder_l2anchor_mlp1024,laptop/laptop,28.826,151.174,0.9311,0.5463,0.2358,2.942
20260913_joint4_decoder_l2anchor_mlp1024,laptop/laptop,17.019,162.981,0.9543,0.7759,0.1033,2.945
20260913_joint4_decoder_l2anchor_mlp1024,laptop/laptop,30.645,149.355,0.9334,1.6753,0.1071,3.770
20260913_joint4_decoder_l2anchor_mlp1024,laptop/laptop,22.247,157.753,0.9411,2.5642,0.1155,3.707
20260913_joint4_decoder_l2anchor_mlp1024,box/box,56.583,123.417,0.9331,2.3186,0.1264,2.623
20260913_joint4_decoder_l2anchor_mlp1024,box/box,3.794,176.206,0.9333,1.3334,0.1392,2.542
20260913_joint4_decoder_l2anchor_mlp1024,box/box,17.516,162.484,0.9470,2.6367,0.1764,1.444
20260913_joint4_decoder_l2anchor_mlp1024,box/box,23.531,156.469,0.9409,0.2180,0.1628,2.169
20260913_joint4_decoder_l2anchor_mlp1024,box/box,31.994,148.006,0.9502,4.2023,0.1914,0.100
20260913_joint4_decoder_l2anchor_mlp1024,box/box,17.289,162.711,0.9371,2.0741,0.1044,2.675
20260913_joint4_decoder_l2anchor_mlp1024,box/box,53.589,126.411,0.9489,3.1301,0.1972,0.233
20260913_joint4_decoder_l2anchor_mlp1024,box/box,23.294,156.706,0.9436,2.0607,0.1207,2.700
20260913_joint4_decoder_l2anchor_mlp1024,box/box,9.733,170.267,0.9393,1.8668,0.0900,2.599
20260913_joint4_decoder_l2anchor_mlp1024,box/box,0.710,179.290,0.9323,1.5126,0.1477,2.583
20260913_joint4_decoder_l2anchor_mlp1024,box/box,25.703,154.297,0.9376,2.9301,0.1083,0.963
20260913_joint4_decoder_l2anchor_mlp1024,notebook/notebook,50.548,129.452,0.9476,0.0540,0.1337,2.015
20260913_joint4_decoder_l2anchor_mlp1024,notebook/notebook,23.442,156.558,0.9493,0.0897,0.0822,1.929
20260913_joint4_decoder_l2anchor_mlp1024,notebook/notebook,38.305,141.695,0.9319,0.0509,0.1631,1.764
20260913_joint4_decoder_l2anchor_mlp1024,notebook/notebook,38.871,141.129,0.9281,0.0787,0.0932,1.742
20260913_joint4_decoder_l2anchor_mlp1024,notebook/notebook,84.525,84.525,0.9357,0.6615,0.0421,1.284
20260913_joint4_decoder_l2anchor_mlp1024,notebook/notebook,40.615,139.385,0.9473,0.2421,0.1026,1.430
20260913_joint4_decoder_l2anchor_mlp1024,notebook/notebook,10.532,169.468,0.9299,1.3578,0.1305,2.640
20260913_joint4_decoder_l2anchor_mlp1024,notebook/notebook,42.205,137.795,0.9545,0.1037,0.0804,1.785
20260913_joint4_decoder_l2anchor_mlp1024,notebook/notebook,22.019,157.981,0.9385,1.8997,0.1060,0.135
20260913_joint4_decoder_l2anchor_mlp1024,notebook/notebook,68.552,111.448,0.9500,0.1119,0.2038,1.856
20260913_joint4_decoder_l2anchor_mlp1024,notebook/notebook,14.757,165.243,0.9377,0.5844,0.1146,2.022
20260913_joint4_decoder_l2anchor_mlp1024,notebook/notebook,45.948,134.052,0.9510,0.1574,0.0955,1.755
20260913_joint4_decoder_l2anchor_mlp1024,notebook/notebook,47.825,132.175,0.9241,0.3542,0.0629,1.418
20260913_joint4_decoder_l2anchor_mlp1024,notebook/notebook,33.072,146.928,0.9361,0.9731,0.1565,2.212
20260913_joint4_decoder_l2anchor_mlp1024,notebook/notebook,32.409,147.591,0.9520,0.2141,0.0679,1.545
20260913_joint4_decoder_l2anchor_mlp1024,notebook/notebook,8.041,171.959,0.9344,0.4396,0.1180,1.680
20260913_joint4_decoder_l2anchor_mlp1024,notebook/notebook,35.581,144.419,0.9464,0.4448,0.0499,2.146
20260913_joint4_decoder_l2anchor_mlp1024,notebook/notebook,31.331,148.669,0.9334,1.5807,0.1315,0.108
20260913_joint4_decoder_l2anchor_mlp1024,notebook/notebook,43.218,136.782,0.9457,0.2757,0.0837,1.499
20260913_joint4_decoder_l2anchor_mlp1024,notebook/notebook,19.893,160.107,0.9310,0.8622,0.1580,0.831
20260913_joint4_decoder_l2anchor_mlp1024,phone/phone,35.072,144.928,0.9283,1.6017,0.0064,1.673
20260913_joint4_decoder_l2anchor_mlp1024,phone/phone,45.181,134.819,0.9469,1.3154,0.0937,2.419
20260913_joint4_decoder_l2anchor_mlp1024,phone/phone,27.875,152.125,0.9383,1.3428,0.0166,2.136
20260913_joint4_decoder_l2anchor_mlp1024,phone/phone,45.505,45.505,0.9414,1.5561,0.0586,2.875
20260913_joint4_decoder_l2anchor_mlp1024,phone/phone,28.894,151.106,0.9249,1.3886,0.0042,2.685
20260913_joint4_decoder_l2anchor_mlp1024,phone/phone,65.262,114.738,0.9478,1.4161,0.0165,2.649
20260913_joint4_decoder_l2anchor_mlp1024,phone/phone,36.143,143.857,0.9241,1.7353,0.0072,1.495
20260913_joint4_decoder_l2anchor_mlp1024,phone/phone,7.791,7.791,0.9352,1.5253,0.0355,2.668
20260913_joint4_decoder_l2anchor_mlp1024,phone/phone,23.324,156.676,0.9296,1.3704,0.0352,2.031
20260913_joint4_decoder_l2anchor_mlp1024,phone/phone,33.471,146.529,0.9428,1.9739,0.0579,3.224
20260913_joint4_decoder_l2anchor_mlp1024,phone/phone,80.011,99.989,0.9363,1.2039,0.0120,1.276
20260913_joint4_decoder_l2anchor_mlp1024,phone/phone,70.009,109.991,0.9391,1.4923,0.0657,2.538
20260913_joint4_decoder_l2anchor_mlp1024,phone/phone,10.359,169.641,0.9311,1.0915,0.0482,2.396
20260913_joint4_decoder_l2anchor_mlp1024,phone/phone,13.496,166.504,0.9402,1.6013,0.0042,3.046
20260913_joint4_decoder_l2anchor_mlp1024,phone/phone,21.837,158.163,0.9331,3.4929,0.0558,0.133
20260913_joint4_decoder_l2anchor_mlp1024,phone/phone,78.510,101.490,0.9340,1.5412,0.0612,2.692
20260913_joint4_decoder_l2anchor_mlp1024,laptop/laptop,16.400,163.600,0.9367,0.8369,0.2228,3.329
20260913_joint4_decoder_l2anchor_mlp1024,laptop/laptop,6.235,173.765,0.9489,3.6749,0.1150,0.792
20260913_joint4_decoder_l2anchor_mlp1024,laptop/laptop,25.328,154.672,0.9494,0.0832,0.0188,2.354
20260913_joint4_decoder_l2anchor_mlp1024,laptop/laptop,54.126,125.874,0.9372,2.5194,0.1650,3.365
20260913_joint4_decoder_l2anchor_mlp1024,laptop/laptop,29.372,150.628,0.9462,1.0274,0.0646,2.596
20260913_joint4_decoder_l2anchor_mlp1024,laptop/laptop,29.765,150.235,0.9396,0.4653,0.1182,3.452
20260913_joint4_decoder_l2anchor_mlp1024,laptop/laptop,3.275,176.725,0.9451,4.3020,0.1626,0.185
20260913_joint4_decoder_l2anchor_mlp1024,laptop/laptop,14.733,165.267,0.9367,0.9282,0.2380,3.308
20260913_joint4_decoder_l2anchor_mlp1024,laptop/laptop,20.505,159.495,0.9484,3.8755,0.0932,0.172
20260913_joint4_decoder_l2anchor_mlp1024,laptop/laptop,31.641,148.359,0.9371,2.5502,0.1125,3.728
20260913_joint4_decoder_l2anchor_mlp1024,laptop/laptop,17.008,162.992,0.9357,1.7298,0.2271,2.920
20260913_joint4_decoder_l2anchor_mlp1024,laptop/laptop,33.427,146.573,0.9419,1.3358,0.0908,2.220
20260913_joint4_decoder_l2anchor_mlp1024,laptop/laptop,17.871,162.129,0.9312,1.0408,0.2114,3.550
20260913_joint4_decoder_l2anchor_mlp1024,laptop/laptop,2.908,177.092,0.9454,4.5355,0.1218,0.115
20260913_joint4_decoder_l2anchor_mlp1024,microwave/microwave,16.611,16.611,0.8767,0.3059,0.0705,1.927
20260913_joint4_decoder_l2anchor_mlp1024,microwave/microwave,79.102,79.102,0.9132,0.5369,0.0959,1.965
20260913_joint4_decoder_l2anchor_mlp1024,microwave/microwave,19.581,19.581,0.8686,0.2103,0.1385,1.863
20260913_joint4_decoder_l2anchor_mlp1024,microwave/microwave,75.342,75.342,0.9187,0.4717,0.1752,1.912
20260913_joint4_decoder_l2anchor_mlp1024,microwave/microwave,54.817,54.817,0.9214,0.5272,0.0198,1.419
20260913_joint4_decoder_l2anchor_mlp1024,microwave/microwave,30.803,30.803,0.8564,0.2518,0.0425,1.502
20260913_joint4_decoder_l2anchor_mlp1024,microwave/microwave,83.727,96.273,0.9205,0.6426,0.0398,1.655
20260913_joint4_decoder_l2anchor_mlp1024,microwave/microwave,28.428,28.428,0.8892,0.2046,0.1215,1.780
20260913_joint4_decoder_l2anchor_mlp1024,microwave/microwave,69.294,69.294,0.9089,0.6791,0.1557,1.722
20260913_joint4_decoder_l2anchor_mlp1024,microwave/microwave,17.285,17.285,0.8705,0.2721,0.1192,1.977
20260913_joint4_decoder_l2anchor_mlp1024,microwave/microwave,63.762,63.762,0.9216,0.3893,0.1178,1.846
20260913_joint4_decoder_l2anchor_mlp1024,microwave/microwave,26.564,26.564,0.8752,0.2529,0.1259,1.846
20260913_joint4_decoder_l2anchor_mlp1024,microwave/microwave,70.612,70.612,0.9264,0.5648,0.1474,1.882
20260913_joint4_decoder_l2anchor_mlp1024,microwave/microwave,33.239,33.239,0.8790,0.2818,0.0502,2.089
20260913_joint4_decoder_l2anchor_mlp1024,microwave/microwave,52.549,52.549,0.9005,0.5863,0.0374,0.894
20260913_joint4_decoder_l2anchor_mlp1024,microwave/microwave,50.819,50.819,0.8717,0.1659,0.0589,2.145
20260913_joint4_decoder_l2anchor_mlp1024,microwave/microwave,25.083,25.083,0.9160,0.4215,0.0097,1.353
20260913_joint4_decoder_l2anchor_mlp1024,microwave/microwave,40.293,40.293,0.8614,0.2861,0.1395,2.031
20260913_joint4_decoder_l2anchor_mlp1024,microwave/microwave,44.822,44.822,0.9205,0.4722,0.0535,1.483
20260913_joint4_decoder_l2anchor_mlp1024,microwave/microwave,33.464,33.464,0.9104,0.6693,0.1987,1.428
20260913_joint4_decoder_l2anchor_mlp1024,microwave/microwave,23.859,23.859,0.8642,0.2534,0.0740,1.766
20260913_joint4_decoder_l2anchor_mlp1024,microwave/microwave,70.464,70.464,0.9114,0.8833,0.0881,1.537
20260913_joint4_decoder_l2anchor_mlp1024,microwave/microwave,23.121,23.121,0.8684,0.2528,0.1131,1.867
20260913_joint4_decoder_l2anchor_mlp1024,microwave/microwave,71.681,71.681,0.9139,0.7209,0.1136,1.701
20260913_joint4_decoder_l2anchor_mlp1024,microwave/microwave,8.134,8.134,0.8920,0.3033,0.0708,1.959
20260913_joint4_decoder_l2anchor_mlp1024,microwave/microwave,74.704,105.296,0.9247,0.6730,0.0037,1.555
20260913_joint4_decoder_l2anchor_mlp1024,microwave/microwave,9.274,9.274,0.8680,0.2397,0.0870,1.910
20260913_joint4_decoder_l2anchor_mlp1024,microwave/microwave,79.915,100.085,0.9315,0.6132,0.0477,1.683
20260913_joint4_decoder_l2anchor_mlp1024,microwave/microwave,45.064,45.064,0.7516,0.1679,0.2258,1.715
20260913_joint4_decoder_l2anchor_mlp1024,microwave/microwave,13.467,13.467,0.8708,0.2016,0.1900,1.136
20260913_joint4_decoder_l2anchor_mlp1024,microwave/microwave,77.037,77.037,0.9242,0.6236,0.0394,1.506
20260913_joint4_decoder_l2anchor_mlp1024,notebook/notebook,78.977,101.023,0.9505,0.4550,0.2392,1.191
20260913_joint4_decoder_l2anchor_mlp1024,notebook/notebook,44.766,135.234,0.9304,1.1107,0.1720,0.791
20260913_joint4_decoder_l2anchor_mlp1024,notebook/notebook,62.001,62.001,0.9546,0.2154,0.4811,0.887
20260913_joint4_decoder_l2anchor_mlp1024,notebook/notebook,33.439,33.439,0.9458,0.7041,0.0679,1.273
20260913_joint4_decoder_l2anchor_mlp1024,notebook/notebook,40.092,139.908,0.9556,0.3073,0.2893,1.283
20260913_joint4_decoder_l2anchor_mlp1024,notebook/notebook,74.746,105.254,0.9374,1.3086,0.0612,0.117
20260913_joint4_decoder_l2anchor_mlp1024,notebook/notebook,69.750,69.750,0.9517,0.2958,0.4227,1.189
20260913_joint4_decoder_l2anchor_mlp1024,notebook/notebook,50.136,129.864,0.9507,0.4057,0.2023,1.034
20260913_joint4_decoder_l2anchor_mlp1024,notebook/notebook,27.643,152.357,0.9416,1.7991,0.1301,0.131
20260913_joint4_decoder_l2anchor_mlp1024,notebook/notebook,75.017,75.017,0.9535,0.3728,0.4393,0.740
20260913_joint4_decoder_l2anchor_mlp1024,notebook/notebook,61.222,118.778,0.9600,0.1709,0.2298,1.809
20260913_joint4_decoder_l2anchor_mlp1024,notebook/notebook,22.085,157.915,0.9450,0.5367,0.2084,1.150
20260913_joint4_decoder_l2anchor_mlp1024,notebook/notebook,29.012,150.988,0.9415,0.5275,0.2557,1.583
20260913_joint4_decoder_l2anchor_mlp1024,notebook/notebook,52.185,127.815,0.9397,0.2486,0.1948,1.484
20260913_joint4_decoder_l2anchor_mlp1024,notebook/notebook,10.006,169.994,0.9301,2.1916,0.2069,0.132
20260913_joint4_decoder_l2anchor_mlp1024,notebook/notebook,70.788,70.788,0.9567,0.2206,0.4563,1.122
20260913_joint4_decoder_l2anchor_mlp1024,phone/phone,50.140,129.860,0.9308,2.1601,0.0615,1.553
20260913_joint4_decoder_l2anchor_mlp1024,phone/phone,12.122,167.878,0.9350,1.4390,0.0345,2.483
20260913_joint4_decoder_l2anchor_mlp1024,phone/phone,89.902,90.098,0.9293,1.7813,0.1143,1.254
20260913_joint4_decoder_l2anchor_mlp1024,phone/phone,56.819,123.181,0.9484,1.5210,0.0757,2.922
20260913_joint4_decoder_l2anchor_mlp1024,phone/phone,78.965,78.965,0.9215,1.7166,0.1973,0.863
20260913_joint4_decoder_l2anchor_mlp1024,phone/phone,76.736,76.736,0.9453,1.3945,0.0886,2.713
20260913_joint4_decoder_l2anchor_mlp1024,phone/phone,23.984,156.016,0.9456,1.7457,0.0741,1.098
20260913_joint4_decoder_l2anchor_mlp1024,phone/phone,44.402,135.598,0.9347,1.3885,0.1647,2.564
20260913_joint4_decoder_l2anchor_mlp1024,phone/phone,41.689,138.311,0.9242,3.5639,0.0548,0.172
20260913_joint4_decoder_l2anchor_mlp1024,phone/phone,74.577,74.577,0.9482,1.3242,0.0420,2.483
20260913_joint4_decoder_l2anchor_mlp1024,phone/phone,28.100,151.900,0.9425,0.9685,0.0476,2.441
20260913_joint4_decoder_l2anchor_mlp1024,phone/phone,86.759,86.759,0.9489,1.1972,0.0763,2.456
20260913_joint4_decoder_l2anchor_mlp1024,phone/phone,20.738,159.262,0.9391,1.6817,0.0487,1.542
20260913_joint4_decoder_l2anchor_mlp1024,phone/phone,35.305,144.695,0.9483,1.1788,0.1112,2.383
20260913_joint4_decoder_l2anchor_mlp1024,phone/phone,11.804,168.196,0.9336,3.6500,0.0748,0.102
20260913_joint4_decoder_l2anchor_mlp1024,phone/phone,32.613,32.613,0.9450,0.9393,0.1180,2.113
20260913_joint4_decoder_l2anchor_mlp1024,phone/phone,20.701,159.299,0.9335,0.8378,0.0460,2.766
20260913_joint4_decoder_l2anchor_mlp1024,phone/phone,76.450,103.550,0.9478,1.0588,0.0388,2.545
20260913_joint4_decoder_l2anchor_mlp1024,espressomachine/espressomachine,51.364,51.364,0.9335,1.5998,0.0226,2.853
20260913_joint4_decoder_l2anchor_mlp1024,espressomachine/espressomachine,49.056,49.056,0.9342,1.5122,0.1335,3.749
20260913_joint4_decoder_l2anchor_mlp1024,espressomachine/espressomachine,50.684,50.684,0.9339,3.5287,0.0250,0.263
20260913_joint4_decoder_l2anchor_mlp1024,espressomachine/espressomachine,45.254,45.254,0.9376,1.7558,0.1331,4.302
20260913_joint4_decoder_l2anchor_mlp1024,espressomachine/espressomachine,47.039,47.039,0.9334,1.9416,0.0177,2.565
20260913_joint4_decoder_l2anchor_mlp1024,espressomachine/espressomachine,26.071,26.071,0.9359,1.4299,0.0508,4.040
20260913_joint4_decoder_l2anchor_mlp1024,espressomachine/espressomachine,53.507,53.507,0.9297,2.0002,0.0702,2.291
20260913_joint4_decoder_l2anchor_mlp1024,espressomachine/espressomachine,49.859,49.859,0.9335,2.4195,0.0652,4.343
20260913_joint4_decoder_l2anchor_mlp1024,espressomachine/espressomachine,50.153,50.153,0.9334,1.9396,0.0731,2.471
20260913_joint4_decoder_l2anchor_mlp1024,espressomachine/espressomachine,47.392,47.392,0.9403,2.5232,0.1299,4.231
20260913_joint4_decoder_l2anchor_mlp1024,espressomachine/espressomachine,51.021,51.021,0.9390,3.4937,0.0316,0.606
20260913_joint4_decoder_l2anchor_mlp1024,espressomachine/espressomachine,49.165,49.165,0.9391,2.3028,0.1792,4.295
20260913_joint4_decoder_l2anchor_mlp1024,espressomachine/espressomachine,50.175,50.175,0.9306,2.0391,0.0573,2.154
20260913_joint4_decoder_l2anchor_mlp1024,espressomachine/espressomachine,40.705,40.705,0.9372,1.9517,0.0743,4.506
20260913_joint4_decoder_l2anchor_mlp1024,espressomachine/espressomachine,49.876,49.876,0.9167,2.2738,0.0768,1.857
20260913_joint4_decoder_l2anchor_mlp1024,espressomachine/espressomachine,34.762,34.762,0.9346,1.2894,0.0998,4.132
20260913_joint4_decoder_l2anchor_mlp1024,espressomachine/espressomachine,49.995,49.995,0.9349,2.7899,0.0382,1.671
20260913_joint4_decoder_l2anchor_mlp1024,espressomachine/espressomachine,51.647,51.647,0.9399,2.2679,0.1818,4.263
20260913_joint4_decoder_l2anchor_mlp1024,espressomachine/espressomachine,49.116,49.116,0.9334,1.8294,0.0378,2.555
20260913_joint4_decoder_l2anchor_mlp1024,espressomachine/espressomachine,51.261,51.261,0.9383,2.2893,0.2352,4.084
20260913_joint4_decoder_l2anchor_mlp1024,espressomachine/espressomachine,54.886,54.886,0.9284,3.2916,0.0598,0.830
20260913_joint4_decoder_l2anchor_mlp1024,espressomachine/espressomachine,43.703,43.703,0.9331,1.4603,0.0686,4.099
20260913_joint4_decoder_l2anchor_mlp1024,espressomachine/espressomachine,50.857,50.857,0.9334,3.1655,0.0540,0.856
20260913_joint4_decoder_l2anchor_mlp1024,espressomachine/espressomachine,47.411,47.411,0.9360,2.1845,0.1530,4.373
20260913_joint4_decoder_l2anchor_mlp1024,espressomachine/espressomachine,49.207,49.207,0.9301,1.4403,0.0405,2.846
20260913_joint4_decoder_l2anchor_mlp1024,espressomachine/espressomachine,48.738,48.738,0.9379,2.2411,0.0328,4.377
20260913_joint4_decoder_l2anchor_mlp1024,espressomachine/espressomachine,50.646,50.646,0.9339,3.0567,0.0510,0.957
