model,object,axis_unsigned_deg,axis_signed_deg,p_rev,radius_m,hinge_offset_frac,z_p
20260913_joint4_decoder_l2anchor_query_pos,laptop/laptop,36.076,143.924,0.9429,0.5950,0.0540,1.110
20260913_joint4_decoder_l2anchor_query_pos,laptop/laptop,33.458,146.542,0.9283,0.8141,0.1282,1.531
20260913_joint4_decoder_l2anchor_query_pos,laptop/laptop,37.432,142.568,0.9460,0.8965,0.2313,1.515
20260913_joint4_decoder_l2anchor_query_pos,box/box,52.722,127.278,0.9220,1.2480,0.1664,1.773
20260913_joint4_decoder_l2anchor_query_pos,box/box,45.673,134.327,0.9469,0.4973,0.0189,1.506
20260913_joint4_decoder_l2anchor_query_pos,box/box,25.461,154.539,0.9490,0.8809,0.0066,0.740
20260913_joint4_decoder_l2anchor_query_pos,box/box,45.585,134.415,0.9384,0.3589,0.1347,1.553
20260913_joint4_decoder_l2anchor_query_pos,box/box,29.085,150.915,0.9389,1.0078,0.0712,0.558
20260913_joint4_decoder_l2anchor_query_pos,box/box,18.338,161.662,0.9453,0.9200,0.0440,1.934
20260913_joint4_decoder_l2anchor_query_pos,box/box,32.858,147.142,0.9534,0.8934,0.0154,0.770
20260913_joint4_decoder_l2anchor_query_pos,box/box,34.264,145.736,0.9264,1.0670,0.0254,1.622
20260913_joint4_decoder_l2anchor_query_pos,box/box,35.164,144.836,0.9089,0.4161,0.1522,1.435
20260913_joint4_decoder_l2anchor_query_pos,box/box,38.455,141.545,0.9497,0.5904,0.0199,1.559
20260913_joint4_decoder_l2anchor_query_pos,box/box,23.029,156.971,0.9441,0.7319,0.0321,0.802
20260913_joint4_decoder_l2anchor_query_pos,notebook/notebook,64.175,64.175,0.9348,0.3640,0.1469,1.197
20260913_joint4_decoder_l2anchor_query_pos,notebook/notebook,54.036,54.036,0.9403,0.2200,0.1820,1.463
20260913_joint4_decoder_l2anchor_query_pos,notebook/notebook,64.244,115.756,0.9442,0.3517,0.1947,1.339
20260913_joint4_decoder_l2anchor_query_pos,notebook/notebook,70.632,109.368,0.9511,0.4304,0.1348,1.279
20260913_joint4_decoder_l2anchor_query_pos,notebook/notebook,72.216,72.216,0.9403,0.0297,0.2695,1.338
20260913_joint4_decoder_l2anchor_query_pos,notebook/notebook,54.047,54.047,0.9519,0.2890,0.1605,1.549
20260913_joint4_decoder_l2anchor_query_pos,notebook/notebook,40.384,40.384,0.9463,1.1744,0.0771,1.767
20260913_joint4_decoder_l2anchor_query_pos,notebook/notebook,84.715,95.285,0.9501,0.1653,0.2106,1.183
20260913_joint4_decoder_l2anchor_query_pos,notebook/notebook,58.554,58.554,0.9480,0.3730,0.0580,1.380
20260913_joint4_decoder_l2anchor_query_pos,notebook/notebook,83.157,83.157,0.9532,0.1195,0.2981,1.376
20260913_joint4_decoder_l2anchor_query_pos,notebook/notebook,37.749,37.749,0.9274,0.8410,0.0927,1.565
20260913_joint4_decoder_l2anchor_query_pos,notebook/notebook,72.926,72.926,0.9393,0.3395,0.1847,1.008
20260913_joint4_decoder_l2anchor_query_pos,notebook/notebook,54.964,125.036,0.9491,0.3653,0.0948,1.420
20260913_joint4_decoder_l2anchor_query_pos,notebook/notebook,65.740,65.740,0.9380,0.2051,0.2132,1.505
20260913_joint4_decoder_l2anchor_query_pos,notebook/notebook,56.592,56.592,0.9436,0.4375,0.1133,1.250
20260913_joint4_decoder_l2anchor_query_pos,notebook/notebook,47.505,47.505,0.9289,0.4593,0.0851,1.455
20260913_joint4_decoder_l2anchor_query_pos,notebook/notebook,89.730,90.270,0.9635,0.3192,0.1083,1.335
20260913_joint4_decoder_l2anchor_query_pos,notebook/notebook,24.178,24.178,0.9439,1.1044,0.0487,1.747
20260913_joint4_decoder_l2anchor_query_pos,notebook/notebook,53.964,53.964,0.9388,0.5833,0.0297,1.209
20260913_joint4_decoder_l2anchor_query_pos,notebook/notebook,41.771,41.771,0.9434,0.9201,0.1119,1.662
20260913_joint4_decoder_l2anchor_query_pos,phone/phone,37.050,142.950,0.9474,0.2755,0.0237,1.416
20260913_joint4_decoder_l2anchor_query_pos,phone/phone,7.141,172.859,0.9006,0.5295,0.1329,1.880
20260913_joint4_decoder_l2anchor_query_pos,phone/phone,58.501,121.499,0.9492,0.4950,0.0130,1.613
20260913_joint4_decoder_l2anchor_query_pos,phone/phone,10.170,169.830,0.9450,0.1738,0.1797,2.079
20260913_joint4_decoder_l2anchor_query_pos,phone/phone,27.461,152.539,0.9518,0.8354,0.0227,1.367
20260913_joint4_decoder_l2anchor_query_pos,phone/phone,47.777,132.223,0.9559,0.1747,0.0557,1.898
20260913_joint4_decoder_l2anchor_query_pos,phone/phone,44.924,135.076,0.9546,0.3226,0.0552,1.436
20260913_joint4_decoder_l2anchor_query_pos,phone/phone,36.898,36.898,0.9476,0.5857,0.1141,1.667
20260913_joint4_decoder_l2anchor_query_pos,phone/phone,23.779,156.221,0.9484,0.6161,0.0167,1.205
20260913_joint4_decoder_l2anchor_query_pos,phone/phone,10.927,169.073,0.9431,0.4487,0.0080,1.763
20260913_joint4_decoder_l2anchor_query_pos,phone/phone,45.765,134.235,0.9517,0.4774,0.1577,1.209
20260913_joint4_decoder_l2anchor_query_pos,phone/phone,86.802,93.198,0.9445,0.3822,0.1681,1.865
20260913_joint4_decoder_l2anchor_query_pos,phone/phone,33.479,146.521,0.9454,0.5089,0.0964,1.063
20260913_joint4_decoder_l2anchor_query_pos,phone/phone,36.001,143.999,0.9444,0.3949,0.1213,1.560
20260913_joint4_decoder_l2anchor_query_pos,phone/phone,58.458,121.542,0.9516,0.6667,0.0365,0.865
20260913_joint4_decoder_l2anchor_query_pos,phone/phone,73.662,106.338,0.9428,0.6273,0.1844,1.957
20260913_joint4_decoder_l2anchor_query_pos,laptop/laptop,23.769,156.231,0.9347,0.7721,0.3369,1.629
20260913_joint4_decoder_l2anchor_query_pos,laptop/laptop,32.932,147.068,0.9321,0.7541,0.1248,0.930
20260913_joint4_decoder_l2anchor_query_pos,laptop/laptop,28.542,151.458,0.9010,0.1803,0.0042,1.163
20260913_joint4_decoder_l2anchor_query_pos,laptop/laptop,54.922,125.078,0.9267,0.6303,0.1193,1.632
20260913_joint4_decoder_l2anchor_query_pos,laptop/laptop,42.322,137.678,0.9378,0.4612,0.0499,1.304
20260913_joint4_decoder_l2anchor_query_pos,laptop/laptop,39.024,140.976,0.9293,0.2711,0.1150,1.592
20260913_joint4_decoder_l2anchor_query_pos,laptop/laptop,31.133,148.867,0.9332,1.0079,0.0449,0.638
20260913_joint4_decoder_l2anchor_query_pos,laptop/laptop,27.431,152.569,0.9341,0.8472,0.2712,1.615
20260913_joint4_decoder_l2anchor_query_pos,laptop/laptop,39.435,140.565,0.9421,0.6505,0.0546,1.189
20260913_joint4_decoder_l2anchor_query_pos,laptop/laptop,37.952,142.048,0.9408,1.1082,0.2434,1.615
20260913_joint4_decoder_l2anchor_query_pos,laptop/laptop,23.837,156.163,0.9310,0.6240,0.2298,1.555
20260913_joint4_decoder_l2anchor_query_pos,laptop/laptop,45.217,134.783,0.9410,0.4583,0.0210,1.209
20260913_joint4_decoder_l2anchor_query_pos,laptop/laptop,24.710,155.290,0.9386,0.9086,0.1731,1.621
20260913_joint4_decoder_l2anchor_query_pos,laptop/laptop,27.916,152.084,0.9309,1.1240,0.0388,0.612
20260913_joint4_decoder_l2anchor_query_pos,microwave/microwave,15.522,15.522,0.9473,0.4082,0.0732,1.951
20260913_joint4_decoder_l2anchor_query_pos,microwave/microwave,50.272,129.728,0.9349,0.6825,0.0355,2.382
20260913_joint4_decoder_l2anchor_query_pos,microwave/microwave,26.371,26.371,0.9314,0.3882,0.1015,2.124
20260913_joint4_decoder_l2anchor_query_pos,microwave/microwave,47.769,132.231,0.9342,0.7384,0.0040,2.201
20260913_joint4_decoder_l2anchor_query_pos,microwave/microwave,57.130,57.130,0.9409,0.5774,0.1347,1.919
20260913_joint4_decoder_l2anchor_query_pos,microwave/microwave,15.349,15.349,0.9441,0.4064,0.0659,1.734
20260913_joint4_decoder_l2anchor_query_pos,microwave/microwave,85.132,85.132,0.9553,0.8499,0.1415,1.910
20260913_joint4_decoder_l2anchor_query_pos,microwave/microwave,18.868,18.868,0.9483,0.3430,0.1446,1.918
20260913_joint4_decoder_l2anchor_query_pos,microwave/microwave,42.126,137.874,0.9419,0.6439,0.0093,1.994
20260913_joint4_decoder_l2anchor_query_pos,microwave/microwave,18.565,18.565,0.9365,0.4131,0.0898,2.161
20260913_joint4_decoder_l2anchor_query_pos,microwave/microwave,43.715,136.285,0.9286,0.6073,0.0642,2.342
20260913_joint4_decoder_l2anchor_query_pos,microwave/microwave,14.472,14.472,0.9451,0.3620,0.0825,1.941
20260913_joint4_decoder_l2anchor_query_pos,microwave/microwave,54.965,125.035,0.9487,0.6598,0.0397,2.303
20260913_joint4_decoder_l2anchor_query_pos,microwave/microwave,19.099,19.099,0.9062,0.3364,0.1135,2.356
20260913_joint4_decoder_l2anchor_query_pos,microwave/microwave,71.828,108.172,0.8723,0.3147,0.1854,1.970
20260913_joint4_decoder_l2anchor_query_pos,microwave/microwave,28.289,28.289,0.9135,0.2896,0.1192,2.041
20260913_joint4_decoder_l2anchor_query_pos,microwave/microwave,57.131,57.131,0.9339,0.4469,0.0434,2.038
20260913_joint4_decoder_l2anchor_query_pos,microwave/microwave,15.795,15.795,0.9355,0.5773,0.0879,1.799
20260913_joint4_decoder_l2anchor_query_pos,microwave/microwave,51.821,51.821,0.9519,0.6341,0.1181,2.117
20260913_joint4_decoder_l2anchor_query_pos,microwave/microwave,58.573,58.573,0.9303,1.0450,0.2526,2.478
20260913_joint4_decoder_l2anchor_query_pos,microwave/microwave,15.118,15.118,0.9512,0.4016,0.0958,1.797
20260913_joint4_decoder_l2anchor_query_pos,microwave/microwave,47.877,132.123,0.9285,0.5421,0.0468,2.061
20260913_joint4_decoder_l2anchor_query_pos,microwave/microwave,19.610,19.610,0.9476,0.4263,0.1047,2.176
20260913_joint4_decoder_l2anchor_query_pos,microwave/microwave,45.895,134.105,0.9388,0.5091,0.0562,2.034
20260913_joint4_decoder_l2anchor_query_pos,microwave/microwave,13.034,13.034,0.9515,0.4688,0.0895,2.065
20260913_joint4_decoder_l2anchor_query_pos,microwave/microwave,72.710,107.290,0.9332,0.6529,0.0053,2.453
20260913_joint4_decoder_l2anchor_query_pos,microwave/microwave,1.532,1.532,0.9504,0.3586,0.0669,1.838
20260913_joint4_decoder_l2anchor_query_pos,microwave/microwave,85.704,85.704,0.9503,0.7885,0.0585,2.330
20260913_joint4_decoder_l2anchor_query_pos,microwave/microwave,35.762,35.762,0.9214,0.3836,0.0559,1.968
20260913_joint4_decoder_l2anchor_query_pos,microwave/microwave,74.856,74.856,0.9187,0.1740,0.2395,2.404
20260913_joint4_decoder_l2anchor_query_pos,microwave/microwave,69.750,69.750,0.9447,0.9092,0.2128,2.100
20260913_joint4_decoder_l2anchor_query_pos,notebook/notebook,85.518,85.518,0.9076,0.4876,0.0634,1.012
20260913_joint4_decoder_l2anchor_query_pos,notebook/notebook,35.175,144.825,0.9508,0.1447,0.0671,1.569
20260913_joint4_decoder_l2anchor_query_pos,notebook/notebook,76.854,76.854,0.9432,0.9046,0.2453,0.656
20260913_joint4_decoder_l2anchor_query_pos,notebook/notebook,39.823,140.177,0.9408,0.3448,0.0657,1.472
20260913_joint4_decoder_l2anchor_query_pos,notebook/notebook,87.014,87.014,0.9430,0.2491,0.0195,1.419
20260913_joint4_decoder_l2anchor_query_pos,notebook/notebook,74.984,105.016,0.9555,0.3405,0.0502,1.277
20260913_joint4_decoder_l2anchor_query_pos,notebook/notebook,66.732,113.268,0.9484,0.5886,0.2488,0.958
20260913_joint4_decoder_l2anchor_query_pos,notebook/notebook,42.707,42.707,0.9416,0.4041,0.0525,1.337
20260913_joint4_decoder_l2anchor_query_pos,notebook/notebook,13.580,13.580,0.9573,1.2852,0.0611,1.808
20260913_joint4_decoder_l2anchor_query_pos,notebook/notebook,72.572,72.572,0.9394,0.9989,0.2544,0.761
20260913_joint4_decoder_l2anchor_query_pos,notebook/notebook,63.284,116.716,0.9533,0.1170,0.2572,1.441
20260913_joint4_decoder_l2anchor_query_pos,notebook/notebook,39.669,39.669,0.9482,0.9812,0.0015,1.847
20260913_joint4_decoder_l2anchor_query_pos,notebook/notebook,30.611,30.611,0.9612,1.4749,0.0344,1.976
20260913_joint4_decoder_l2anchor_query_pos,notebook/notebook,64.951,115.049,0.9508,0.4198,0.0487,1.474
20260913_joint4_decoder_l2anchor_query_pos,notebook/notebook,13.185,13.185,0.9521,1.3132,0.0028,1.850
20260913_joint4_decoder_l2anchor_query_pos,notebook/notebook,67.661,67.661,0.9474,0.8527,0.2511,0.763
20260913_joint4_decoder_l2anchor_query_pos,phone/phone,11.102,168.898,0.9529,0.7347,0.0094,0.991
20260913_joint4_decoder_l2anchor_query_pos,phone/phone,75.841,104.159,0.9558,0.6003,0.0561,2.009
20260913_joint4_decoder_l2anchor_query_pos,phone/phone,52.017,127.983,0.9500,0.3852,0.2512,1.221
20260913_joint4_decoder_l2anchor_query_pos,phone/phone,64.842,115.158,0.9541,0.4304,0.1145,1.603
20260913_joint4_decoder_l2anchor_query_pos,phone/phone,84.368,84.368,0.9579,0.3874,0.2612,1.227
20260913_joint4_decoder_l2anchor_query_pos,phone/phone,57.417,122.583,0.9531,0.4124,0.1410,2.175
20260913_joint4_decoder_l2anchor_query_pos,phone/phone,22.955,157.045,0.9562,0.4462,0.1472,1.185
20260913_joint4_decoder_l2anchor_query_pos,phone/phone,60.671,60.671,0.9568,0.4146,0.0029,1.768
20260913_joint4_decoder_l2anchor_query_pos,phone/phone,11.299,168.701,0.9491,0.8078,0.0534,0.851
20260913_joint4_decoder_l2anchor_query_pos,phone/phone,84.213,95.787,0.9567,0.4023,0.1083,1.797
20260913_joint4_decoder_l2anchor_query_pos,phone/phone,32.775,147.225,0.9550,0.7138,0.0866,1.135
20260913_joint4_decoder_l2anchor_query_pos,phone/phone,87.070,87.070,0.9489,0.2702,0.0067,1.736
20260913_joint4_decoder_l2anchor_query_pos,phone/phone,38.843,141.157,0.9533,0.8603,0.0754,1.147
20260913_joint4_decoder_l2anchor_query_pos,phone/phone,77.822,77.822,0.9566,0.2218,0.0389,1.924
20260913_joint4_decoder_l2anchor_query_pos,phone/phone,37.055,142.945,0.9499,0.8140,0.1108,0.794
20260913_joint4_decoder_l2anchor_query_pos,phone/phone,67.934,112.066,0.9589,0.1679,0.0433,2.165
20260913_joint4_decoder_l2anchor_query_pos,phone/phone,34.338,145.662,0.9479,0.6550,0.0121,1.157
20260913_joint4_decoder_l2anchor_query_pos,phone/phone,88.863,91.137,0.9591,0.5384,0.1056,2.172
20260913_joint4_decoder_l2anchor_query_pos,espressomachine/espressomachine,80.853,99.147,0.9386,0.4975,0.1705,1.575
20260913_joint4_decoder_l2anchor_query_pos,espressomachine/espressomachine,83.591,96.409,0.9514,1.5273,0.1120,0.697
20260913_joint4_decoder_l2anchor_query_pos,espressomachine/espressomachine,81.778,98.222,0.9444,0.6179,0.1472,1.674
20260913_joint4_decoder_l2anchor_query_pos,espressomachine/espressomachine,83.004,96.996,0.9486,1.6899,0.0815,0.730
20260913_joint4_decoder_l2anchor_query_pos,espressomachine/espressomachine,82.874,97.126,0.9339,0.5158,0.1444,1.522
20260913_joint4_decoder_l2anchor_query_pos,espressomachine/espressomachine,80.694,99.306,0.9590,1.7062,0.0721,0.498
20260913_joint4_decoder_l2anchor_query_pos,espressomachine/espressomachine,88.770,91.230,0.9446,0.3170,0.1354,1.396
20260913_joint4_decoder_l2anchor_query_pos,espressomachine/espressomachine,78.989,101.011,0.9564,1.7676,0.0381,0.496
20260913_joint4_decoder_l2anchor_query_pos,espressomachine/espressomachine,86.684,93.316,0.9404,0.4213,0.1561,1.536
20260913_joint4_decoder_l2anchor_query_pos,espressomachine/espressomachine,77.368,102.632,0.9610,1.5211,0.1105,0.484
20260913_joint4_decoder_l2anchor_query_pos,espressomachine/espressomachine,81.671,98.329,0.9441,0.5539,0.1729,1.634
20260913_joint4_decoder_l2anchor_query_pos,espressomachine/espressomachine,84.474,95.526,0.9503,1.7520,0.0013,0.633
20260913_joint4_decoder_l2anchor_query_pos,espressomachine/espressomachine,80.623,99.377,0.9428,0.6204,0.1630,1.759
20260913_joint4_decoder_l2anchor_query_pos,espressomachine/espressomachine,85.162,94.838,0.9506,1.7388,0.0287,0.654
20260913_joint4_decoder_l2anchor_query_pos,espressomachine/espressomachine,75.410,104.590,0.9494,0.1541,0.1155,1.413
20260913_joint4_decoder_l2anchor_query_pos,espressomachine/espressomachine,89.173,90.827,0.9497,1.4448,0.0415,0.802
20260913_joint4_decoder_l2anchor_query_pos,espressomachine/espressomachine,85.351,94.649,0.9402,0.4465,0.1641,1.463
20260913_joint4_decoder_l2anchor_query_pos,espressomachine/espressomachine,84.684,95.316,0.9535,1.6848,0.0563,0.556
20260913_joint4_decoder_l2anchor_query_pos,espressomachine/espressomachine,86.971,93.029,0.9438,0.4362,0.1842,1.557
20260913_joint4_decoder_l2anchor_query_pos,espressomachine/espressomachine,84.383,95.617,0.9519,1.5782,0.0399,0.754
20260913_joint4_decoder_l2anchor_query_pos,espressomachine/espressomachine,84.273,95.727,0.9464,0.8495,0.1308,1.928
20260913_joint4_decoder_l2anchor_query_pos,espressomachine/espressomachine,85.578,94.422,0.9486,1.7118,0.0368,0.718
20260913_joint4_decoder_l2anchor_query_pos,espressomachine/espressomachine,86.977,93.023,0.9464,0.4764,0.1424,1.632
20260913_joint4_decoder_l2anchor_query_pos,espressomachine/espressomachine,83.623,96.377,0.9526,1.6468,0.0277,0.568
20260913_joint4_decoder_l2anchor_query_pos,espressomachine/espressomachine,79.655,100.345,0.9427,0.4409,0.1308,1.601
20260913_joint4_decoder_l2anchor_query_pos,espressomachine/espressomachine,82.013,97.987,0.9503,1.8692,0.0266,0.565
20260913_joint4_decoder_l2anchor_query_pos,espressomachine/espressomachine,77.195,102.805,0.9447,0.5159,0.1613,1.624
20260913_joint4_decoder_l2anchor_query_pos,espressomachine/espressomachine,81.371,98.629,0.9519,1.8493,0.0327,0.539
20260913_joint4_decoder_l2anchor_query_pos,espressomachine/espressomachine,83.587,96.413,0.9422,0.6032,0.1790,1.690
20260913_joint4_decoder_l2anchor_query_pos,espressomachine/espressomachine,78.963,101.037,0.9417,1.8324,0.0493,0.619
