model,object,axis_unsigned_deg,axis_signed_deg,p_rev,radius_m,hinge_offset_frac,z_p
20260913_joint4_decoder_l2anchor_query,waffleiron/waffleiron,83.833,96.167,0.9424,1.2933,0.2781,0.994
20260913_joint4_decoder_l2anchor_query,waffleiron/waffleiron,30.643,149.357,0.9332,2.1887,0.5328,0.202
20260913_joint4_decoder_l2anchor_query,laptop/laptop,31.519,31.519,0.9459,5.0480,0.1075,0.148
20260913_joint4_decoder_l2anchor_query,laptop/laptop,35.084,35.084,0.9459,5.1945,0.0443,0.130
20260913_joint4_decoder_l2anchor_query,laptop/laptop,24.609,24.609,0.9462,3.6209,0.0397,0.423
20260913_joint4_decoder_l2anchor_query,laptop/laptop,7.751,7.751,0.9536,2.4649,0.1095,3.454
20260913_joint4_decoder_l2anchor_query,laptop/laptop,23.188,23.188,0.9466,4.5218,0.0249,0.134
20260913_joint4_decoder_l2anchor_query,laptop/laptop,11.360,11.360,0.9544,2.6098,0.1132,3.586
20260913_joint4_decoder_l2anchor_query,laptop/laptop,32.933,32.933,0.9480,3.5122,0.0858,0.664
20260913_joint4_decoder_l2anchor_query,laptop/laptop,35.689,35.689,0.9542,4.0713,0.0104,0.150
20260913_joint4_decoder_l2anchor_query,laptop/laptop,18.490,18.490,0.9510,2.0000,0.1451,3.441
20260913_joint4_decoder_l2anchor_query,laptop/laptop,28.947,28.947,0.9551,3.9575,0.0071,0.171
20260913_joint4_decoder_l2anchor_query,laptop/laptop,33.067,33.067,0.9502,4.0654,0.0028,0.213
20260913_joint4_decoder_l2anchor_query,laptop/laptop,16.211,16.211,0.9533,1.8323,0.1378,3.516
20260913_joint4_decoder_l2anchor_query,laptop/laptop,33.301,33.301,0.9528,3.7345,0.0713,0.291
20260913_joint4_decoder_l2anchor_query,laptop/laptop,32.720,32.720,0.9462,3.9338,0.0492,0.192
20260913_joint4_decoder_l2anchor_query,laptop/laptop,17.976,17.976,0.9561,1.3859,0.0117,3.004
20260913_joint4_decoder_l2anchor_query,laptop/laptop,40.481,40.481,0.9543,3.8643,0.0098,0.175
20260913_joint4_decoder_l2anchor_query,laptop/laptop,34.377,34.377,0.9545,4.1072,0.1068,0.177
20260913_joint4_decoder_l2anchor_query,box/box,69.225,69.225,0.9415,2.6075,0.4627,0.329
20260913_joint4_decoder_l2anchor_query,box/box,36.795,36.795,0.9467,1.5827,0.0758,0.725
20260913_joint4_decoder_l2anchor_query,box/box,23.638,156.362,0.9596,1.6806,0.0370,0.365
20260913_joint4_decoder_l2anchor_query,box/box,21.608,21.608,0.9430,1.0402,0.0819,1.270
20260913_joint4_decoder_l2anchor_query,box/box,24.908,155.092,0.9526,0.7150,0.0785,1.328
20260913_joint4_decoder_l2anchor_query,box/box,10.301,10.301,0.9473,2.4812,0.0319,0.417
20260913_joint4_decoder_l2anchor_query,box/box,35.733,144.267,0.9521,0.7954,0.0013,1.199
20260913_joint4_decoder_l2anchor_query,box/box,50.047,50.047,0.9508,2.8954,0.3378,0.162
20260913_joint4_decoder_l2anchor_query,box/box,39.020,39.020,0.9501,2.3899,0.0077,0.255
20260913_joint4_decoder_l2anchor_query,box/box,37.042,37.042,0.9489,1.3984,0.0753,1.150
20260913_joint4_decoder_l2anchor_query,box/box,30.948,149.052,0.9545,0.9049,0.0354,0.848
20260913_joint4_decoder_l2anchor_query,notebook/notebook,26.355,26.355,0.9515,0.3201,0.1380,1.580
20260913_joint4_decoder_l2anchor_query,notebook/notebook,42.292,42.292,0.9414,0.3036,0.1546,1.822
20260913_joint4_decoder_l2anchor_query,notebook/notebook,60.938,119.062,0.9480,0.4221,0.0061,1.792
20260913_joint4_decoder_l2anchor_query,notebook/notebook,73.528,106.472,0.9430,0.6769,0.1584,2.036
20260913_joint4_decoder_l2anchor_query,notebook/notebook,69.776,69.776,0.9445,0.4218,0.2394,1.032
20260913_joint4_decoder_l2anchor_query,notebook/notebook,45.207,45.207,0.9537,0.1968,0.1346,1.782
20260913_joint4_decoder_l2anchor_query,notebook/notebook,23.848,23.848,0.9441,1.2688,0.2063,2.407
20260913_joint4_decoder_l2anchor_query,notebook/notebook,28.939,28.939,0.9542,0.8124,0.1008,0.986
20260913_joint4_decoder_l2anchor_query,notebook/notebook,38.055,38.055,0.9459,0.7760,0.1581,1.729
20260913_joint4_decoder_l2anchor_query,notebook/notebook,39.972,39.972,0.9589,0.2486,0.1369,1.628
20260913_joint4_decoder_l2anchor_query,notebook/notebook,22.640,22.640,0.9472,1.1036,0.1672,2.245
20260913_joint4_decoder_l2anchor_query,notebook/notebook,31.293,31.293,0.9580,0.4427,0.1769,1.537
20260913_joint4_decoder_l2anchor_query,notebook/notebook,52.230,127.770,0.9464,0.1045,0.0217,1.347
20260913_joint4_decoder_l2anchor_query,notebook/notebook,80.684,80.684,0.9411,0.4557,0.2554,1.703
20260913_joint4_decoder_l2anchor_query,notebook/notebook,34.543,34.543,0.9588,0.3647,0.1381,1.551
20260913_joint4_decoder_l2anchor_query,notebook/notebook,15.683,15.683,0.9465,0.7452,0.2261,1.944
20260913_joint4_decoder_l2anchor_query,notebook/notebook,40.171,40.171,0.9457,0.2828,0.0386,1.462
20260913_joint4_decoder_l2anchor_query,notebook/notebook,26.308,26.308,0.9532,0.8059,0.2284,1.683
20260913_joint4_decoder_l2anchor_query,notebook/notebook,35.968,35.968,0.9581,0.4311,0.1439,1.423
20260913_joint4_decoder_l2anchor_query,notebook/notebook,35.928,35.928,0.9364,0.8394,0.2765,2.082
20260913_joint4_decoder_l2anchor_query,phone/phone,19.615,19.615,0.9546,0.6297,0.1666,2.057
20260913_joint4_decoder_l2anchor_query,phone/phone,27.136,27.136,0.9470,0.9315,0.1208,1.771
20260913_joint4_decoder_l2anchor_query,phone/phone,4.051,4.051,0.9557,0.3364,0.1592,1.914
20260913_joint4_decoder_l2anchor_query,phone/phone,73.022,106.978,0.9327,1.0031,0.0565,1.778
20260913_joint4_decoder_l2anchor_query,phone/phone,9.464,9.464,0.9566,1.0229,0.2575,2.252
20260913_joint4_decoder_l2anchor_query,phone/phone,89.476,89.476,0.9507,0.9827,0.0687,1.713
20260913_joint4_decoder_l2anchor_query,phone/phone,20.759,20.759,0.9566,0.1736,0.2280,1.759
20260913_joint4_decoder_l2anchor_query,phone/phone,28.157,151.843,0.9508,1.2966,0.0469,1.387
20260913_joint4_decoder_l2anchor_query,phone/phone,13.514,13.514,0.9498,2.1557,0.2048,3.315
20260913_joint4_decoder_l2anchor_query,phone/phone,21.777,21.777,0.9519,0.5512,0.1254,2.216
20260913_joint4_decoder_l2anchor_query,phone/phone,71.836,71.836,0.9516,1.6676,0.2220,3.114
20260913_joint4_decoder_l2anchor_query,phone/phone,37.188,37.188,0.9548,0.8759,0.0898,1.540
20260913_joint4_decoder_l2anchor_query,phone/phone,6.780,6.780,0.9506,1.2471,0.0056,2.808
20260913_joint4_decoder_l2anchor_query,phone/phone,23.312,23.312,0.9567,0.6357,0.0112,1.973
20260913_joint4_decoder_l2anchor_query,phone/phone,36.769,36.769,0.9513,1.8741,0.0785,2.836
20260913_joint4_decoder_l2anchor_query,phone/phone,86.637,86.637,0.9537,1.3896,0.0183,1.401
20260913_joint4_decoder_l2anchor_query,laptop/laptop,27.320,27.320,0.9514,3.2494,0.0295,0.523
20260913_joint4_decoder_l2anchor_query,laptop/laptop,18.982,18.982,0.9509,1.7755,0.0250,3.524
20260913_joint4_decoder_l2anchor_query,laptop/laptop,22.704,22.704,0.9527,0.8910,0.1130,2.731
20260913_joint4_decoder_l2anchor_query,laptop/laptop,26.386,26.386,0.9188,4.4441,0.0233,0.128
20260913_joint4_decoder_l2anchor_query,laptop/laptop,16.850,16.850,0.9478,1.1908,0.0916,3.456
20260913_joint4_decoder_l2anchor_query,laptop/laptop,19.708,19.708,0.9367,1.0194,0.0104,2.366
20260913_joint4_decoder_l2anchor_query,laptop/laptop,18.438,18.438,0.9519,1.9539,0.1020,3.443
20260913_joint4_decoder_l2anchor_query,laptop/laptop,31.565,31.565,0.9492,2.9310,0.0841,0.954
20260913_joint4_decoder_l2anchor_query,laptop/laptop,19.030,19.030,0.9557,1.7312,0.0973,3.562
20260913_joint4_decoder_l2anchor_query,laptop/laptop,45.414,45.414,0.9555,4.4252,0.1668,0.214
20260913_joint4_decoder_l2anchor_query,laptop/laptop,18.221,18.221,0.9549,4.3493,0.0842,0.395
20260913_joint4_decoder_l2anchor_query,laptop/laptop,26.268,26.268,0.9526,0.6877,0.1742,3.045
20260913_joint4_decoder_l2anchor_query,laptop/laptop,23.696,23.696,0.9497,2.8495,0.0619,0.997
20260913_joint4_decoder_l2anchor_query,laptop/laptop,19.904,19.904,0.9516,2.0929,0.0474,3.501
20260913_joint4_decoder_l2anchor_query,microwave/microwave,7.914,7.914,0.9472,0.2848,0.0436,1.518
20260913_joint4_decoder_l2anchor_query,microwave/microwave,49.682,130.318,0.9587,0.5551,0.0489,1.979
20260913_joint4_decoder_l2anchor_query,microwave/microwave,7.854,7.854,0.9419,0.1781,0.0261,1.647
20260913_joint4_decoder_l2anchor_query,microwave/microwave,45.046,134.954,0.9587,0.5359,0.0309,1.918
20260913_joint4_decoder_l2anchor_query,microwave/microwave,16.042,16.042,0.9468,0.3212,0.0344,1.634
20260913_joint4_decoder_l2anchor_query,microwave/microwave,23.571,23.571,0.9387,0.4700,0.0640,1.324
20260913_joint4_decoder_l2anchor_query,microwave/microwave,40.349,139.651,0.9651,0.5248,0.0078,1.738
20260913_joint4_decoder_l2anchor_query,microwave/microwave,11.336,11.336,0.9471,0.2418,0.0851,1.605
20260913_joint4_decoder_l2anchor_query,microwave/microwave,23.562,156.438,0.9634,0.4110,0.0431,1.621
20260913_joint4_decoder_l2anchor_query,microwave/microwave,13.205,13.205,0.9422,0.2093,0.0043,1.561
20260913_joint4_decoder_l2anchor_query,microwave/microwave,41.522,138.478,0.9638,0.4457,0.0523,1.895
20260913_joint4_decoder_l2anchor_query,microwave/microwave,8.182,8.182,0.9470,0.2780,0.0586,1.542
20260913_joint4_decoder_l2anchor_query,microwave/microwave,32.642,147.358,0.9584,0.5603,0.0213,1.839
20260913_joint4_decoder_l2anchor_query,microwave/microwave,19.060,19.060,0.9462,0.2017,0.1505,2.022
20260913_joint4_decoder_l2anchor_query,microwave/microwave,65.920,114.080,0.9398,0.1630,0.1552,1.515
20260913_joint4_decoder_l2anchor_query,microwave/microwave,5.702,5.702,0.9415,0.2337,0.0789,1.583
20260913_joint4_decoder_l2anchor_query,microwave/microwave,53.069,53.069,0.9402,0.4117,0.0445,1.858
20260913_joint4_decoder_l2anchor_query,microwave/microwave,18.905,18.905,0.9352,0.1228,0.1159,1.360
20260913_joint4_decoder_l2anchor_query,microwave/microwave,34.731,34.731,0.9472,0.3143,0.0158,1.843
20260913_joint4_decoder_l2anchor_query,microwave/microwave,27.645,27.645,0.9617,0.3927,0.0065,1.590
20260913_joint4_decoder_l2anchor_query,microwave/microwave,12.790,12.790,0.9415,0.3268,0.0360,1.402
20260913_joint4_decoder_l2anchor_query,microwave/microwave,26.795,153.205,0.9589,0.4811,0.0338,1.653
20260913_joint4_decoder_l2anchor_query,microwave/microwave,21.052,21.052,0.9411,0.2494,0.0916,1.917
20260913_joint4_decoder_l2anchor_query,microwave/microwave,27.401,152.599,0.9637,0.4880,0.0103,1.690
20260913_joint4_decoder_l2anchor_query,microwave/microwave,11.368,11.368,0.9404,0.2111,0.0371,1.856
20260913_joint4_decoder_l2anchor_query,microwave/microwave,88.522,88.522,0.9572,0.4247,0.0136,1.793
20260913_joint4_decoder_l2anchor_query,microwave/microwave,1.678,1.678,0.9434,0.2705,0.0447,1.463
20260913_joint4_decoder_l2anchor_query,microwave/microwave,80.463,99.537,0.9538,0.5507,0.0486,1.662
20260913_joint4_decoder_l2anchor_query,microwave/microwave,24.188,24.188,0.9350,0.2340,0.0149,1.868
20260913_joint4_decoder_l2anchor_query,microwave/microwave,85.986,94.014,0.9352,0.1533,0.2557,1.477
20260913_joint4_decoder_l2anchor_query,microwave/microwave,67.884,67.884,0.9610,0.3215,0.0269,1.809
20260913_joint4_decoder_l2anchor_query,notebook/notebook,22.717,22.717,0.9603,0.3687,0.0793,1.540
20260913_joint4_decoder_l2anchor_query,notebook/notebook,38.238,38.238,0.9558,0.3973,0.3753,1.241
20260913_joint4_decoder_l2anchor_query,notebook/notebook,21.693,21.693,0.9528,0.8457,0.0196,1.114
20260913_joint4_decoder_l2anchor_query,notebook/notebook,76.077,76.077,0.9550,0.4717,0.3542,0.990
20260913_joint4_decoder_l2anchor_query,notebook/notebook,40.033,40.033,0.9497,0.5604,0.0357,1.858
20260913_joint4_decoder_l2anchor_query,notebook/notebook,28.695,28.695,0.9406,0.4602,0.4419,1.365
20260913_joint4_decoder_l2anchor_query,notebook/notebook,26.823,26.823,0.9519,0.5641,0.0696,1.390
20260913_joint4_decoder_l2anchor_query,notebook/notebook,53.884,53.884,0.9549,0.4737,0.1218,1.159
20260913_joint4_decoder_l2anchor_query,notebook/notebook,6.451,6.451,0.9448,1.1978,0.2232,2.083
20260913_joint4_decoder_l2anchor_query,notebook/notebook,20.109,20.109,0.9660,0.8038,0.0069,0.863
20260913_joint4_decoder_l2anchor_query,notebook/notebook,44.410,44.410,0.9491,0.5086,0.0236,1.216
20260913_joint4_decoder_l2anchor_query,notebook/notebook,82.610,97.390,0.9540,0.8064,0.2786,1.658
20260913_joint4_decoder_l2anchor_query,notebook/notebook,32.318,32.318,0.9622,0.9248,0.3109,1.868
20260913_joint4_decoder_l2anchor_query,notebook/notebook,49.966,49.966,0.9477,0.4913,0.0287,2.141
20260913_joint4_decoder_l2anchor_query,notebook/notebook,10.677,10.677,0.9575,0.6788,0.2612,1.679
20260913_joint4_decoder_l2anchor_query,notebook/notebook,55.088,55.088,0.9507,0.8223,0.0073,1.102
20260913_joint4_decoder_l2anchor_query,phone/phone,41.697,41.697,0.9461,1.8982,0.1839,3.128
20260913_joint4_decoder_l2anchor_query,phone/phone,8.991,8.991,0.9562,0.6930,0.1369,1.919
20260913_joint4_decoder_l2anchor_query,phone/phone,86.158,86.158,0.9487,1.7573,0.0645,2.950
20260913_joint4_decoder_l2anchor_query,phone/phone,58.847,58.847,0.9589,1.1566,0.1094,1.426
20260913_joint4_decoder_l2anchor_query,phone/phone,87.511,92.489,0.9490,1.4643,0.1246,2.623
20260913_joint4_decoder_l2anchor_query,phone/phone,51.047,51.047,0.9590,0.8255,0.2760,1.854
20260913_joint4_decoder_l2anchor_query,phone/phone,12.561,12.561,0.9555,0.9476,0.1664,2.219
20260913_joint4_decoder_l2anchor_query,phone/phone,39.259,39.259,0.9591,1.4445,0.1078,1.390
20260913_joint4_decoder_l2anchor_query,phone/phone,33.198,33.198,0.9494,1.8832,0.1789,3.008
20260913_joint4_decoder_l2anchor_query,phone/phone,72.997,107.003,0.9625,0.4910,0.1362,2.002
20260913_joint4_decoder_l2anchor_query,phone/phone,29.428,29.428,0.9503,0.8055,0.1523,2.166
20260913_joint4_decoder_l2anchor_query,phone/phone,76.430,76.430,0.9552,0.9869,0.1202,1.454
20260913_joint4_decoder_l2anchor_query,phone/phone,19.943,19.943,0.9479,1.3053,0.0850,2.888
20260913_joint4_decoder_l2anchor_query,phone/phone,75.730,75.730,0.9602,0.4885,0.1651,1.997
20260913_joint4_decoder_l2anchor_query,phone/phone,12.366,12.366,0.9494,1.9631,0.0084,3.115
20260913_joint4_decoder_l2anchor_query,phone/phone,61.859,61.859,0.9583,0.5757,0.1359,1.955
20260913_joint4_decoder_l2anchor_query,phone/phone,16.754,16.754,0.9394,1.9919,0.2170,3.306
20260913_joint4_decoder_l2anchor_query,phone/phone,62.585,62.585,0.9618,0.1555,0.1156,2.215
20260913_joint4_decoder_l2anchor_query,espressomachine/espressomachine,56.885,56.885,0.9498,1.3965,0.1194,1.689
20260913_joint4_decoder_l2anchor_query,espressomachine/espressomachine,74.499,74.499,0.9461,1.8529,0.0812,1.210
20260913_joint4_decoder_l2anchor_query,espressomachine/espressomachine,56.370,56.370,0.9503,2.6436,0.1442,0.251
20260913_joint4_decoder_l2anchor_query,espressomachine/espressomachine,70.858,70.858,0.9478,2.0681,0.0832,0.978
20260913_joint4_decoder_l2anchor_query,espressomachine/espressomachine,57.836,57.836,0.9409,1.4653,0.1197,1.624
20260913_joint4_decoder_l2anchor_query,espressomachine/espressomachine,78.564,78.564,0.9494,2.6332,0.0282,0.172
20260913_joint4_decoder_l2anchor_query,espressomachine/espressomachine,50.370,50.370,0.9479,1.1135,0.0993,1.791
20260913_joint4_decoder_l2anchor_query,espressomachine/espressomachine,87.380,87.380,0.9469,2.7700,0.0178,0.279
20260913_joint4_decoder_l2anchor_query,espressomachine/espressomachine,53.675,53.675,0.9500,1.4178,0.1288,1.514
20260913_joint4_decoder_l2anchor_query,espressomachine/espressomachine,77.889,77.889,0.9467,2.7313,0.0113,0.219
20260913_joint4_decoder_l2anchor_query,espressomachine/espressomachine,50.944,50.944,0.9528,2.2963,0.1267,0.350
20260913_joint4_decoder_l2anchor_query,espressomachine/espressomachine,87.658,87.658,0.9439,3.0877,0.0864,0.188
20260913_joint4_decoder_l2anchor_query,espressomachine/espressomachine,49.310,49.310,0.9442,1.5903,0.1212,1.407
20260913_joint4_decoder_l2anchor_query,espressomachine/espressomachine,71.940,71.940,0.9476,2.4266,0.0455,0.574
20260913_joint4_decoder_l2anchor_query,espressomachine/espressomachine,41.163,41.163,0.9534,2.5564,0.1563,0.358
20260913_joint4_decoder_l2anchor_query,espressomachine/espressomachine,52.615,52.615,0.9441,0.8373,0.0204,2.005
20260913_joint4_decoder_l2anchor_query,espressomachine/espressomachine,50.776,50.776,0.9482,2.4908,0.1279,0.249
20260913_joint4_decoder_l2anchor_query,espressomachine/espressomachine,82.956,82.956,0.9428,2.6821,0.1016,0.661
20260913_joint4_decoder_l2anchor_query,espressomachine/espressomachine,51.672,51.672,0.9441,2.1401,0.1321,0.635
20260913_joint4_decoder_l2anchor_query,espressomachine/espressomachine,79.090,79.090,0.9443,2.8925,0.1054,0.201
20260913_joint4_decoder_l2anchor_query,espressomachine/espressomachine,51.025,51.025,0.9472,1.3763,0.1417,1.659
20260913_joint4_decoder_l2anchor_query,espressomachine/espressomachine,76.582,76.582,0.9472,2.5895,0.0625,0.721
20260913_joint4_decoder_l2anchor_query,espressomachine/espressomachine,48.770,48.770,0.9438,2.2725,0.1253,0.639
20260913_joint4_decoder_l2anchor_query,espressomachine/espressomachine,74.120,74.120,0.9439,2.0414,0.0606,1.034
20260913_joint4_decoder_l2anchor_query,espressomachine/espressomachine,45.710,45.710,0.9377,1.5363,0.1179,1.619
20260913_joint4_decoder_l2anchor_query,espressomachine/espressomachine,75.377,75.377,0.9462,3.0628,0.0480,0.209
20260913_joint4_decoder_l2anchor_query,espressomachine/espressomachine,43.583,43.583,0.9498,2.5500,0.1168,0.308
20260913_joint4_decoder_l2anchor_query,espressomachine/espressomachine,87.229,87.229,0.9416,3.4154,0.0857,0.171
20260913_joint4_decoder_l2anchor_query,espressomachine/espressomachine,44.620,44.620,0.9389,2.6944,0.1158,0.152
20260913_joint4_decoder_l2anchor_query,espressomachine/espressomachine,68.535,68.535,0.9388,1.0328,0.0861,2.153
20260913_joint4_decoder_l2anchor_query,espressomachine/espressomachine,35.542,35.542,0.9495,2.2907,0.1680,0.471
20260913_joint4_decoder_l2anchor_query,espressomachine/espressomachine,85.312,85.312,0.9458,2.5604,0.0963,1.041
20260913_joint4_decoder_l2anchor_query,espressomachine/espressomachine,48.174,48.174,0.9446,2.5206,0.1507,0.266
20260913_joint4_decoder_l2anchor_query,espressomachine/espressomachine,67.952,67.952,0.9386,2.3674,0.0865,0.434
20260913_joint4_decoder_l2anchor_query,espressomachine/espressomachine,49.549,49.549,0.9452,2.7502,0.1285,0.174
20260913_joint4_decoder_l2anchor_query,espressomachine/espressomachine,58.929,58.929,0.9285,2.1489,0.0429,0.608
20260913_joint4_decoder_l2anchor_query,espressomachine/espressomachine,47.711,47.711,0.9402,1.2983,0.1246,1.954
20260913_joint4_decoder_l2anchor_query,espressomachine/espressomachine,44.281,44.281,0.9327,1.1917,0.1299,2.036
20260913_joint4_decoder_l2anchor_query,espressomachine/espressomachine,71.012,71.012,0.9440,1.6166,0.0583,1.561
20260913_joint4_decoder_l2anchor_query,espressomachine/espressomachine,53.497,53.497,0.9467,2.6033,0.1141,0.284
20260913_joint4_decoder_l2anchor_query,phone/phone,10.768,10.768,0.9449,2.0778,0.1842,3.232
20260913_joint4_decoder_l2anchor_query,phone/phone,5.923,5.923,0.9594,1.1752,0.0468,1.677
20260913_joint4_decoder_l2anchor_query,phone/phone,13.971,13.971,0.9503,0.6864,0.0707,1.950
