model,key,category,gt_type,moving,axis_unsigned_deg,axis_signed_deg,p_rev,type_ok,gt_hinge_to_point_frac
depth,ZY20210800001_H1_C3_N28/S19_s03_T2_w1_f126,C3,rot,Laptopdisplay,69.0197,110.9803,0.9484,1,0.2142
depth,ZY20210800001_H1_C3_N44/S115_s03_T2_w0_f020,C3,rot,Laptopdisplay,68.4586,68.4586,0.9498,1,0.4090
depth,ZY20210800001_H1_C3_N44/S115_s03_T2_w1_f079,C3,rot,Laptopdisplay,64.4390,115.5610,0.9519,1,0.3555
depth,ZY20210800001_H1_C4_N03/S20_s01_T2_w0_f041,C4,rot,Lockersldingdoor,81.1112,81.1112,0.0398,0,0.2619
depth,ZY20210800001_H1_C4_N03/S20_s01_T2_w1_f116,C4,rot,Lockersldingdoor,41.9105,41.9105,0.0471,0,0.2607
depth,ZY20210800001_H1_C4_N03/S20_s01_T2_w2_f187,C4,rot,Lockersldingdoor,88.4530,88.4530,0.0394,0,0.2784
depth,ZY20210800001_H1_C4_N03/S20_s01_T2_w3_f253,C4,rot,Lockersldingdoor,41.9694,138.0306,0.0493,0,0.2486
depth,ZY20210800001_H1_C4_N27/S21_s01_T1_w0_f041,C4,trans,Lockerdrawer,20.6029,20.6029,0.0534,1,nan
depth,ZY20210800001_H1_C4_N27/S21_s01_T1_w1_f108,C4,trans,Lockerdrawer,32.1795,32.1795,0.0421,1,nan
depth,ZY20210800001_H1_C4_N27/S21_s01_T1_w2_f166,C4,trans,Lockerdrawer,15.7459,15.7459,0.0557,1,nan
depth,ZY20210800001_H1_C4_N27/S21_s01_T1_w3_f210,C4,trans,Lockerdrawer,32.1815,32.1815,0.0452,1,nan
depth,ZY20210800001_H1_C4_N27/S21_s01_T2_w0_f046,C4,trans,Lockersldingdoor,49.8182,130.1818,0.9463,0,nan
depth,ZY20210800001_H1_C4_N27/S21_s01_T2_w1_f119,C4,rot,Lockersldingdoor,25.6698,25.6698,0.0480,0,0.2079
depth,ZY20210800001_H1_C4_N27/S21_s01_T2_w2_f182,C4,rot,Lockersldingdoor,55.3427,124.6573,0.9451,1,0.2575
depth,ZY20210800001_H1_C4_N27/S21_s01_T2_w3_f242,C4,trans,Lockersldingdoor,87.2254,92.7746,0.0500,1,nan
depth,ZY20210800001_H1_C4_N38/S21_s05_T1_w0_f034,C4,trans,Lockerdrawer,41.4788,41.4788,0.0461,1,nan
depth,ZY20210800001_H1_C4_N38/S21_s05_T1_w1_f104,C4,trans,Lockerdrawer,37.1639,37.1639,0.0464,1,nan
depth,ZY20210800001_H1_C4_N38/S21_s05_T1_w2_f185,C4,trans,Lockerdrawer,31.7740,31.7740,0.0456,1,nan
depth,ZY20210800001_H1_C4_N38/S21_s05_T1_w3_f248,C4,trans,Lockerdrawer,29.2452,29.2452,0.0455,1,nan
depth,ZY20210800001_H1_C4_N38/S21_s05_T2_w0_f046,C4,rot,Lockersldingdoor,6.6818,6.6818,0.9546,1,0.2130
depth,ZY20210800001_H1_C4_N38/S21_s05_T2_w1_f116,C4,rot,Lockersldingdoor,72.0943,72.0943,0.9529,1,0.1378
depth,ZY20210800001_H1_C4_N38/S21_s05_T2_w2_f199,C4,rot,Lockersldingdoor,2.9579,2.9579,0.9548,1,0.2043
depth,ZY20210800001_H1_C4_N38/S21_s05_T2_w3_f270,C4,rot,Lockersldingdoor,53.2922,53.2922,0.9535,1,0.0935
depth,ZY20210800001_H1_C4_N67/S391_s02_T2_w0_f088,C4,trans,Lockersldingdoor,81.9483,81.9483,0.9530,0,nan
depth,ZY20210800001_H1_C4_N67/S391_s02_T2_w1_f122,C4,rot,Lockersldingdoor,81.9586,98.0414,0.9493,1,0.3381
depth,ZY20210800001_H1_C4_N67/S391_s02_T2_w2_f219,C4,trans,Lockersldingdoor,69.1699,69.1699,0.9534,0,nan
depth,ZY20210800001_H1_C4_N67/S391_s02_T2_w3_f241,C4,rot,Lockersldingdoor,87.1369,92.8631,0.9498,1,0.3284
depth,ZY20210800001_H1_C4_N67/S391_s03_T3_w2_f134,C4,trans,Lockerdrawer,41.3701,41.3701,0.0528,1,nan
depth,ZY20210800001_H1_C4_N67/S391_s04_T4_w2_f202,C4,trans,Lockerdrawer,9.8027,9.8027,0.0503,1,nan
depth,ZY20210800001_H1_C4_N67/S391_s05_T4_w2_f181,C4,trans,Lockersldingdoor,21.3669,21.3669,0.0437,1,nan
depth,ZY20210800001_H1_C6_N14/S247_s04_T2_w0_f059,C6,rot,Safedoor,19.2376,19.2376,0.9372,1,0.0701
depth,ZY20210800001_H1_C6_N14/S247_s04_T2_w1_f090,C6,rot,Safedoor,73.8956,73.8956,0.9368,1,0.0814
depth,ZY20210800001_H1_C6_N14/S247_s04_T2_w2_f172,C6,rot,Safedoor,19.2485,160.7515,0.9420,1,0.0534
depth,ZY20210800001_H1_C6_N14/S85_s02_T2_w0_f050,C6,rot,Safedoor,15.0655,15.0655,0.9472,1,0.1042
depth,ZY20210800001_H1_C6_N14/S85_s02_T2_w1_f121,C6,rot,Safedoor,14.1886,14.1886,0.9467,1,0.1028
depth,ZY20210800001_H1_C6_N14/S85_s02_T2_w2_f174,C6,rot,Safedoor,13.3001,166.6999,0.9446,1,0.0994
depth,ZY20210800001_H1_C6_N14/S85_s02_T2_w5_f259,C6,rot,Safedoor,33.1401,146.8599,0.9469,1,0.1386
depth,ZY20210800001_H1_C6_N20/S247_s05_T2_w0_f056,C6,rot,Safedoor,31.6110,148.3890,0.9426,1,0.1285
depth,ZY20210800001_H1_C6_N20/S247_s05_T2_w1_f082,C6,rot,Safedoor,67.1175,112.8825,0.9455,1,0.2369
depth,ZY20210800001_H1_C6_N20/S247_s05_T2_w2_f182,C6,rot,Safedoor,33.5411,146.4589,0.9424,1,0.1838
depth,ZY20210800001_H1_C6_N25/S248_s02_T2_w0_f051,C6,rot,Safedoor,30.6794,30.6794,0.9463,1,0.1806
depth,ZY20210800001_H1_C6_N25/S248_s02_T2_w1_f085,C6,rot,Safedoor,71.0057,108.9943,0.9532,1,0.3216
depth,ZY20210800001_H1_C6_N25/S248_s02_T2_w2_f182,C6,rot,Safedoor,31.7401,31.7401,0.9425,1,0.1786
depth,ZY20210800001_H1_C6_N25/S86_s01_T1_w0_f042,C6,rot,Safedoor,46.4492,46.4492,0.9325,1,0.1338
depth,ZY20210800001_H1_C6_N25/S86_s01_T1_w1_f120,C6,rot,Safedoor,46.2639,133.7361,0.9416,1,0.2343
depth,ZY20210800001_H1_C6_N25/S86_s01_T1_w2_f207,C6,rot,Safedoor,47.5787,132.4213,0.9339,1,0.1161
depth,ZY20210800001_H1_C6_N25/S86_s01_T1_w3_f250,C6,rot,Safedoor,38.2034,141.7966,0.9401,1,0.2052
depth,ZY20210800002_H2_C14_N13/S161_s04_T1_w0_f056,C14,rot,Dustbincover,30.4062,149.5938,0.9263,1,0.1075
depth,ZY20210800002_H2_C14_N13/S161_s04_T1_w1_f096,C14,rot,Dustbincover,73.0254,106.9746,0.9429,1,0.0761
depth,ZY20210800002_H2_C14_N13/S161_s04_T1_w3_f235,C14,rot,Dustbincover,70.2088,109.7912,0.9425,1,0.0820
depth,ZY20210800002_H2_C14_N13/S185_s04_T2_w0_f055,C14,rot,Dustbincover,66.5153,113.4847,0.9284,1,0.1187
depth,ZY20210800002_H2_C14_N13/S185_s04_T2_w1_f072,C14,rot,Dustbincover,70.1794,109.8206,0.5934,1,0.0753
depth,ZY20210800002_H2_C14_N13/S185_s04_T2_w2_f155,C14,rot,Dustbincover,68.9565,68.9565,0.9187,1,0.1347
depth,ZY20210800002_H2_C14_N21/S163_s01_T1_w0_f055,C14,rot,Dustbincover,76.2139,76.2139,0.0552,0,0.1846
depth,ZY20210800002_H2_C14_N21/S163_s01_T1_w1_f066,C14,rot,Dustbincover,25.8296,25.8296,0.9461,1,0.1619
depth,ZY20210800002_H2_C14_N21/S163_s01_T1_w2_f108,C14,rot,Dustbincover,71.2556,108.7444,0.9453,1,0.0683
depth,ZY20210800002_H2_C14_N21/S163_s01_T1_w3_f217,C14,rot,Dustbincover,31.1072,148.8928,0.9364,1,0.1022
depth,ZY20210800002_H2_C14_N21/S163_s01_T1_w4_f248,C14,rot,Dustbincover,76.7505,103.2495,0.9410,1,0.0668
depth,ZY20210800002_H2_C14_N21/S187_s01_T2_w0_f048,C14,rot,Dustbincover,65.5458,65.5458,0.8805,1,0.1238
depth,ZY20210800002_H2_C14_N21/S187_s01_T2_w1_f074,C14,rot,Dustbincover,75.3006,104.6994,0.9500,1,0.0355
depth,ZY20210800002_H2_C14_N21/S187_s01_T2_w2_f160,C14,rot,Dustbincover,67.4973,67.4973,0.9186,1,0.1443
depth,ZY20210800002_H2_C14_N22/S163_s01_T1_w0_f052,C14,rot,Dustbincover,67.7746,67.7746,0.0465,0,0.1575
depth,ZY20210800002_H2_C14_N22/S163_s01_T1_w1_f061,C14,rot,Dustbincover,4.1294,175.8706,0.9194,1,0.1321
depth,ZY20210800002_H2_C14_N22/S163_s01_T1_w2_f091,C14,rot,Dustbincover,81.5045,98.4955,0.9372,1,0.0645
depth,ZY20210800002_H2_C14_N22/S163_s01_T1_w3_f198,C14,rot,Dustbincover,75.6580,75.6580,0.0463,0,0.1423
depth,ZY20210800002_H2_C14_N22/S163_s01_T1_w4_f209,C14,rot,Dustbincover,11.7007,11.7007,0.9090,1,0.1493
depth,ZY20210800002_H2_C14_N22/S163_s01_T1_w5_f235,C14,rot,Dustbincover,82.0374,97.9626,0.9352,1,0.0665
depth,ZY20210800002_H2_C14_N44/S163_s02_T1_w0_f062,C14,rot,Dustbincover,85.7792,94.2208,0.9256,1,0.0854
depth,ZY20210800002_H2_C14_N44/S163_s02_T1_w1_f091,C14,rot,Dustbincover,66.7540,113.2460,0.9339,1,0.1127
depth,ZY20210800002_H2_C14_N44/S163_s02_T1_w2_f197,C14,rot,Dustbincover,86.8079,86.8079,0.9253,1,0.0877
depth,ZY20210800002_H2_C14_N44/S163_s02_T1_w3_f218,C14,rot,Dustbincover,72.8978,107.1022,0.9230,1,0.1080
depth,ZY20210800002_H2_C14_N44/S187_s02_T2_w0_f046,C14,rot,Dustbincover,41.4523,41.4523,0.9399,1,0.0252
depth,ZY20210800002_H2_C14_N44/S187_s02_T2_w1_f071,C14,rot,Dustbincover,63.4452,116.5548,0.9392,1,0.0629
depth,ZY20210800002_H2_C14_N44/S187_s02_T2_w2_f153,C14,rot,Dustbincover,38.3337,38.3337,0.9296,1,0.0636
depth,ZY20210800002_H2_C4_N27/S24_s01_T1_w0_f036,C4,trans,Lockerdrawer,10.3963,10.3963,0.0446,1,nan
depth,ZY20210800002_H2_C4_N27/S24_s01_T1_w1_f095,C4,trans,Lockerdrawer,53.3683,53.3683,0.0505,1,nan
depth,ZY20210800002_H2_C4_N27/S24_s01_T1_w2_f157,C4,trans,Lockerdrawer,4.1717,4.1717,0.0471,1,nan
depth,ZY20210800002_H2_C4_N27/S24_s01_T1_w3_f210,C4,trans,Lockerdrawer,21.8220,21.8220,0.0462,1,nan
depth,ZY20210800002_H2_C4_N27/S24_s01_T2_w0_f037,C4,rot,Lockersldingdoor,84.9673,84.9673,0.0462,0,0.3009
depth,ZY20210800002_H2_C4_N27/S24_s01_T2_w1_f102,C4,rot,Lockersldingdoor,17.3407,17.3407,0.9511,1,0.2623
depth,ZY20210800002_H2_C4_N27/S24_s01_T2_w2_f176,C4,rot,Lockersldingdoor,78.2651,101.7349,0.0477,0,0.3097
depth,ZY20210800002_H2_C4_N27/S24_s01_T2_w3_f241,C4,rot,Lockersldingdoor,33.9292,33.9292,0.0514,0,0.2678
depth,ZY20210800002_H2_C6_N19/S245_s05_T2_w0_f048,C6,rot,Safedoor,33.1774,33.1774,0.9428,1,0.1425
depth,ZY20210800002_H2_C6_N19/S245_s05_T2_w1_f084,C6,rot,Safedoor,79.9822,100.0178,0.9454,1,0.2374
depth,ZY20210800002_H2_C6_N19/S245_s05_T2_w2_f171,C6,rot,Safedoor,36.4031,36.4031,0.9447,1,0.1251
depth,ZY20210800002_H2_C6_N19/S43_s01_T1_w0_f033,C6,rot,Safedoor,52.1111,52.1111,0.9431,1,0.1386
depth,ZY20210800002_H2_C6_N19/S43_s01_T1_w1_f091,C6,rot,Safedoor,47.3861,132.6139,0.9377,1,0.1722
depth,ZY20210800002_H2_C6_N19/S43_s01_T1_w2_f160,C6,rot,Safedoor,50.3181,50.3181,0.9428,1,0.1574
depth,ZY20210800002_H2_C6_N19/S43_s01_T1_w3_f212,C6,rot,Safedoor,49.6055,130.3945,0.9378,1,0.1601
depth,ZY20210800002_H2_C6_N21/S246_s01_T2_w0_f047,C6,trans,Safedoor,67.1894,112.8106,0.9432,0,nan
depth,ZY20210800002_H2_C6_N21/S246_s01_T2_w1_f079,C6,rot,Safedoor,88.8519,91.1481,0.9467,1,0.2476
depth,ZY20210800002_H2_C6_N21/S246_s01_T2_w2_f166,C6,trans,Safedoor,83.3755,83.3755,0.9432,0,nan
depth,ZY20210800002_H2_C6_N21/S43_s02_T1_w0_f033,C6,rot,Safedoor,45.9524,45.9524,0.9471,1,0.1844
depth,ZY20210800002_H2_C6_N21/S43_s02_T1_w1_f097,C6,rot,Safedoor,57.4647,122.5353,0.9434,1,0.2010
depth,ZY20210800002_H2_C6_N21/S43_s02_T1_w2_f172,C6,rot,Safedoor,46.2502,46.2502,0.9445,1,0.1754
depth,ZY20210800002_H2_C6_N21/S43_s02_T1_w3_f226,C6,rot,Safedoor,60.8731,119.1269,0.9441,1,0.1957
depth,ZY20210800002_H2_C6_N33/S246_s04_T3_w2_f104,C6,rot,Safedoor,85.8007,85.8007,0.9450,1,0.2635
depth,ZY20210800002_H2_C6_N33/S246_s04_T3_w3_f200,C6,rot,Safedoor,31.8756,31.8756,0.9448,1,0.1505
depth,ZY20210800002_H2_C6_N33/S246_s04_T3_w4_f238,C6,rot,Safedoor,81.4665,98.5335,0.9438,1,0.2813
depth,ZY20210800003_H3_C14_N30/S334_s01_T1_w0_f049,C14,rot,Dustbincover,71.1983,108.8017,0.9325,1,0.0623
depth,ZY20210800003_H3_C14_N30/S334_s01_T1_w1_f072,C14,rot,Dustbincover,84.6429,84.6429,0.9541,1,0.0571
depth,ZY20210800003_H3_C14_N30/S334_s01_T1_w2_f181,C14,rot,Dustbincover,65.7863,114.2137,0.9278,1,0.0822
depth,ZY20210800003_H3_C14_N30/S334_s01_T1_w3_f230,C14,rot,Dustbincover,87.0013,87.0013,0.9424,1,0.0559
depth,ZY20210800003_H3_C14_N30/S334_s03_T2_w0_f052,C14,rot,Dustbincover,83.4111,83.4111,0.9380,1,0.0687
depth,ZY20210800003_H3_C14_N30/S334_s03_T2_w1_f072,C14,rot,Dustbincover,79.1768,79.1768,0.9340,1,0.0780
depth,ZY20210800003_H3_C14_N35/S166_s03_T1_w0_f055,C14,rot,Dustbincover,89.8903,89.8903,0.9514,1,0.0849
depth,ZY20210800003_H3_C14_N35/S166_s03_T1_w1_f102,C14,rot,Dustbincover,71.5516,108.4484,0.9244,1,0.0731
depth,ZY20210800003_H3_C14_N35/S166_s03_T1_w2_f205,C14,rot,Dustbincover,79.7409,100.2591,0.9435,1,0.0825
depth,ZY20210800003_H3_C14_N35/S166_s03_T1_w3_f236,C14,rot,Dustbincover,60.9865,119.0135,0.9338,1,0.0739
depth,ZY20210800003_H3_C14_N35/S207_s03_T2_w0_f044,C14,rot,Dustbincover,34.5303,34.5303,0.9394,1,0.0441
depth,ZY20210800003_H3_C14_N35/S207_s03_T2_w1_f060,C14,rot,Dustbincover,51.6413,128.3587,0.9231,1,0.0436
depth,ZY20210800003_H3_C14_N35/S207_s03_T2_w4_f186,C14,rot,Dustbincover,30.6975,149.3025,0.9267,1,0.0667
depth,ZY20210800003_H3_C14_N36/S334_s02_T1_w0_f045,C14,rot,Dustbincover,47.6356,132.3644,0.9449,1,0.0766
depth,ZY20210800003_H3_C14_N36/S334_s02_T1_w1_f091,C14,rot,Dustbincover,70.6482,70.6482,0.9477,1,0.0683
depth,ZY20210800003_H3_C14_N36/S334_s02_T1_w2_f192,C14,rot,Dustbincover,66.3714,66.3714,0.9403,1,0.0857
depth,ZY20210800003_H3_C14_N36/S334_s02_T1_w3_f236,C14,rot,Dustbincover,72.8622,72.8622,0.9426,1,0.0698
depth,ZY20210800003_H3_C14_N36/S334_s03_T2_w0_f039,C14,rot,Dustbincover,45.7022,134.2978,0.9507,1,0.0745
depth,ZY20210800003_H3_C14_N36/S334_s03_T2_w1_f060,C14,rot,Dustbincover,67.2680,67.2680,0.9409,1,0.0594
depth,ZY20210800003_H3_C14_N36/S334_s03_T2_w2_f134,C14,rot,Dustbincover,58.4788,121.5212,0.9422,1,0.0719
depth,ZY20210800003_H3_C3_N24/S277_s05_T2_w2_f178,C3,rot,Laptopdisplay,75.3229,104.6771,0.9488,1,0.2484
depth,ZY20210800003_H3_C3_N24/S277_s05_T2_w3_f214,C3,rot,Laptopdisplay,8.3781,171.6219,0.9410,1,0.1887
depth,ZY20210800003_H3_C3_N24/S277_s05_T2_w4_f236,C3,rot,Laptopdisplay,82.6079,97.3921,0.9429,1,0.1424
depth,ZY20210800003_H3_C3_N26/S279_s01_T2_w2_f189,C3,rot,Laptopdisplay,38.2507,38.2507,0.9368,1,0.2889
depth,ZY20210800003_H3_C3_N26/S279_s01_T2_w3_f220,C3,rot,Laptopdisplay,24.3824,155.6176,0.9411,1,0.1809
depth,ZY20210800003_H3_C3_N26/S279_s01_T2_w4_f239,C3,rot,Laptopdisplay,75.6309,104.3691,0.9426,1,0.1476
depth,ZY20210800003_H3_C3_N26/S282_s02_T2_w2_f189,C3,rot,Laptopdisplay,63.0081,63.0081,0.9405,1,0.2744
depth,ZY20210800003_H3_C3_N26/S282_s02_T2_w3_f224,C3,rot,Laptopdisplay,23.5467,23.5467,0.9446,1,0.1529
depth,ZY20210800003_H3_C3_N26/S282_s02_T2_w4_f239,C3,rot,Laptopdisplay,83.3192,96.6808,0.9403,1,0.1793
depth,ZY20210800003_H3_C3_N31/S279_s02_T2_w2_f186,C3,rot,Laptopdisplay,61.9611,61.9611,0.9394,1,0.2922
depth,ZY20210800003_H3_C3_N31/S279_s02_T2_w3_f219,C3,rot,Laptopdisplay,4.7842,175.2158,0.9361,1,0.1551
depth,ZY20210800003_H3_C3_N31/S279_s02_T2_w4_f235,C3,rot,Laptopdisplay,74.8550,74.8550,0.9460,1,0.1356
depth,ZY20210800003_H3_C3_N31/S282_s03_T2_w2_f178,C3,rot,Laptopdisplay,72.8038,72.8038,0.9437,1,0.2960
depth,ZY20210800003_H3_C3_N31/S282_s03_T2_w3_f210,C3,rot,Laptopdisplay,4.5762,175.4238,0.9372,1,0.1560
depth,ZY20210800003_H3_C3_N31/S282_s03_T2_w4_f228,C3,rot,Laptopdisplay,79.3172,79.3172,0.9450,1,0.1315
depth,ZY20210800003_H3_C3_N34/S279_s03_T2_w2_f176,C3,rot,Laptopdisplay,76.5230,76.5230,0.9491,1,0.3263
depth,ZY20210800003_H3_C3_N34/S279_s03_T2_w3_f203,C3,rot,Laptopdisplay,10.7543,169.2457,0.9390,1,0.1786
depth,ZY20210800003_H3_C3_N34/S279_s03_T2_w4_f224,C3,rot,Laptopdisplay,77.3700,77.3700,0.9468,1,0.1593
depth,ZY20210800003_H3_C3_N34/S282_s04_T2_w2_f197,C3,rot,Laptopdisplay,58.4179,58.4179,0.9437,1,0.2819
depth,ZY20210800003_H3_C3_N34/S282_s04_T2_w3_f229,C3,rot,Laptopdisplay,6.2910,173.7090,0.9425,1,0.1998
depth,ZY20210800003_H3_C3_N34/S282_s04_T2_w4_f246,C3,rot,Laptopdisplay,69.6563,69.6563,0.9515,1,0.1467
depth,ZY20210800003_H3_C4_N05/S50_s01_T3_w1_f086,C4,trans,Lockerdrawer,28.3729,151.6271,0.0477,1,nan
depth,ZY20210800003_H3_C4_N05/S50_s01_T3_w3_f214,C4,rot,Lockersldingdoor,70.6045,70.6045,0.0482,0,0.0208
depth,ZY20210800003_H3_C4_N05/S50_s01_T4_w2_f140,C4,trans,Lockerdrawer,82.7038,82.7038,0.0544,1,nan
depth,ZY20210800003_H3_C4_N45/S48_s03_T1_w0_f037,C4,trans,Lockerdrawer,20.6345,20.6345,0.0583,1,nan
depth,ZY20210800003_H3_C4_N45/S48_s03_T1_w1_f087,C4,trans,Lockerdrawer,19.9215,19.9215,0.0495,1,nan
depth,ZY20210800003_H3_C4_N45/S48_s03_T1_w2_f157,C4,trans,Lockerdrawer,39.0865,39.0865,0.0531,1,nan
depth,ZY20210800003_H3_C4_N45/S48_s03_T1_w3_f208,C4,trans,Lockerdrawer,39.6212,39.6212,0.0525,1,nan
depth,ZY20210800003_H3_C4_N45/S48_s03_T2_w0_f055,C4,trans,Lockerdrawer,35.9312,35.9312,0.0502,1,nan
depth,ZY20210800003_H3_C4_N45/S48_s03_T2_w1_f105,C4,rot,Lockersldingdoor,24.7756,24.7756,0.0531,0,0.2621
depth,ZY20210800003_H3_C4_N45/S48_s03_T2_w2_f181,C4,rot,Lockersldingdoor,70.1290,70.1290,0.0489,0,0.2037
depth,ZY20210800003_H3_C4_N45/S48_s03_T2_w3_f226,C4,rot,Lockersldingdoor,12.5659,12.5659,0.0547,0,0.2386
depth,ZY20210800004_H4_C14_N14/S174_s03_T1_w0_f078,C14,rot,Dustbincover,64.9995,64.9995,0.0541,0,0.1300
depth,ZY20210800004_H4_C14_N14/S174_s03_T1_w1_f089,C14,rot,Dustbincover,29.7744,29.7744,0.9293,1,0.1346
depth,ZY20210800004_H4_C14_N14/S174_s03_T1_w2_f120,C14,rot,Dustbincover,66.5506,113.4494,0.9440,1,0.0745
depth,ZY20210800004_H4_C14_N14/S174_s03_T1_w3_f214,C14,rot,Dustbincover,65.2625,65.2625,0.0511,0,0.1287
depth,ZY20210800004_H4_C14_N14/S174_s03_T1_w4_f225,C14,rot,Dustbincover,24.9993,24.9993,0.9444,1,0.1367
depth,ZY20210800004_H4_C14_N14/S174_s03_T1_w5_f240,C14,rot,Dustbincover,66.2229,113.7771,0.9444,1,0.0747
depth,ZY20210800004_H4_C14_N14/S210_s04_T2_w0_f040,C14,rot,Dustbincover,60.5761,60.5761,0.0526,0,0.0953
depth,ZY20210800004_H4_C14_N14/S210_s04_T2_w1_f051,C14,rot,Dustbincover,26.0326,153.9674,0.9428,1,0.1280
