model,idx,key,gt_type,pred_type,p_rev,axis_signed_deg,axis_unsigned_deg,origin_line_err_m,origin_qstar_err_m,point3d_err_m,point2d_err_frac,mask_iou,z_p_m,radius_m
depth,37,420693/42445168/7984.650/88f94051-70d3-4070-914c-a7e4e85d9494,0,0,0.0502,7.8342,7.8342,nan,nan,0.2739,0.0110,0.5000,1.3697,0.0653
depth,38,420693/42445168/7984.650/a36b3f7b-da1a-43de-bf7f-66853430701a,0,0,0.0509,5.6048,5.6048,nan,nan,0.0887,0.0032,0.7056,1.0739,0.3149
depth,39,420693/42445168/7984.749/88f94051-70d3-4070-914c-a7e4e85d9494,0,0,0.0499,9.1091,9.1091,nan,nan,0.2349,0.0143,0.4853,1.3035,0.0631
depth,40,420693/42445168/7984.749/a36b3f7b-da1a-43de-bf7f-66853430701a,0,0,0.0500,7.7917,7.7917,nan,nan,0.1355,0.0255,0.7262,1.0980,0.2956
depth,41,420693/42445168/7984.849/88f94051-70d3-4070-914c-a7e4e85d9494,0,0,0.0475,13.1020,13.1020,nan,nan,0.1798,0.0121,0.4427,1.2280,0.1133
depth,42,420693/42445168/7984.849/a36b3f7b-da1a-43de-bf7f-66853430701a,0,0,0.0497,6.9170,6.9170,nan,nan,0.1074,0.0226,0.7006,1.0533,0.3276
depth,43,420693/42445168/7984.949/88f94051-70d3-4070-914c-a7e4e85d9494,0,0,0.0492,15.1995,15.1995,nan,nan,0.1528,0.0149,0.4610,1.1752,0.1537
depth,44,420693/42445168/7985.049/88f94051-70d3-4070-914c-a7e4e85d9494,0,0,0.0478,16.5111,16.5111,nan,nan,0.1198,0.0147,0.4201,1.1112,0.1621
depth,45,420693/42445168/8018.353/6bed72dd-560e-4a8b-9514-f3947aebde36,1,1,0.9136,28.5306,28.5306,0.0813,0.1248,0.3377,0.1214,0.1905,2.9357,0.2593
depth,46,420693/42445168/8018.453/6bed72dd-560e-4a8b-9514-f3947aebde36,1,1,0.9117,31.3317,31.3317,0.0747,0.1470,0.4146,0.1498,0.3739,2.9703,0.1903
depth,47,420693/42445168/8018.553/6bed72dd-560e-4a8b-9514-f3947aebde36,1,1,0.9334,30.6668,30.6668,0.0684,0.1430,0.3606,0.1366,0.2989,2.8668,0.2264
depth,48,420693/42445168/8018.653/6bed72dd-560e-4a8b-9514-f3947aebde36,1,1,0.8485,30.6281,30.6281,0.1002,0.1750,0.4627,0.1857,0.1082,2.8477,0.0942
depth,49,420693/42445168/8018.753/6bed72dd-560e-4a8b-9514-f3947aebde36,1,1,0.9334,28.9909,28.9909,0.0891,0.1265,0.4528,0.1580,0.4515,2.9010,0.2325
depth,50,420693/42445168/8018.853/6bed72dd-560e-4a8b-9514-f3947aebde36,1,1,0.8666,28.2684,28.2684,0.0946,0.1232,1.0207,0.4150,0.3863,2.7758,0.3371
depth,51,420693/42445168/8018.953/6bed72dd-560e-4a8b-9514-f3947aebde36,1,1,0.5892,26.6652,26.6652,0.0525,0.1024,1.1851,0.4968,0.4505,2.6272,0.5723
depth,52,420693/42445168/8025.650/6bed72dd-560e-4a8b-9514-f3947aebde36,1,1,0.9354,35.7013,35.7013,0.2270,0.2357,0.3389,0.0917,0.3252,2.9440,0.1236
depth,53,420693/42445168/8025.750/60b855c3-a87a-4add-9616-1e56c6b07836,1,1,0.9276,21.4166,21.4166,0.2999,0.4968,0.7403,0.2835,0.0370,2.9410,0.1131
depth,54,420693/42445168/8025.750/6bed72dd-560e-4a8b-9514-f3947aebde36,1,1,0.9392,32.3493,32.3493,0.2231,0.2250,0.2807,0.0748,0.3287,2.8563,0.2076
depth,55,420693/42445168/8025.850/60b855c3-a87a-4add-9616-1e56c6b07836,1,1,0.9339,37.8362,37.8362,0.1767,0.5585,0.8131,0.3288,0.1031,2.8147,0.3081
depth,56,420693/42445168/8025.850/6bed72dd-560e-4a8b-9514-f3947aebde36,1,1,0.9377,33.2092,33.2092,0.2656,0.2681,0.3248,0.0715,0.3368,2.8824,0.1795
depth,57,420693/42445168/8025.950/60b855c3-a87a-4add-9616-1e56c6b07836,1,1,0.9038,28.3950,28.3950,0.2399,0.4419,1.3062,0.5275,0.0666,2.8078,0.3531
depth,58,420693/42445168/8025.950/6bed72dd-560e-4a8b-9514-f3947aebde36,1,1,0.9328,31.5013,31.5013,0.1143,0.1186,0.3463,0.1261,0.3592,2.7669,0.1152
depth,59,420693/42445168/8026.050/60b855c3-a87a-4add-9616-1e56c6b07836,1,1,0.9209,22.4140,22.4140,0.3799,0.4616,0.5917,0.1945,0.0986,2.9685,0.2331
depth,60,420693/42445168/8026.050/6bed72dd-560e-4a8b-9514-f3947aebde36,1,1,0.9400,28.9293,28.9293,0.1806,0.1807,0.2392,0.0717,0.1297,2.6959,0.2442
depth,61,420693/42445168/8026.150/60b855c3-a87a-4add-9616-1e56c6b07836,1,1,0.9237,41.3539,41.3539,0.4068,0.4171,0.5887,0.1587,0.2098,2.9933,0.1352
depth,62,420693/42445168/8026.150/6bed72dd-560e-4a8b-9514-f3947aebde36,1,1,0.9411,31.4607,31.4607,0.2230,0.2230,0.2543,0.0668,0.1314,2.6765,0.2387
depth,63,420693/42445168/8026.150/bfae3b6c-30bc-4f5a-933a-3ad7b03a2740,0,0,0.0649,6.8970,6.8970,nan,nan,0.6468,0.0089,0.3560,2.2390,0.0793
depth,64,420693/42445168/8026.250/60b855c3-a87a-4add-9616-1e56c6b07836,1,1,0.9365,31.3888,31.3888,0.3760,0.3822,0.5592,0.1496,0.0899,2.9286,0.2350
depth,65,420693/42445168/8026.250/6bed72dd-560e-4a8b-9514-f3947aebde36,1,1,0.9411,23.7816,23.7816,0.2657,0.2661,0.3176,0.0816,0.2125,2.6802,0.2395
depth,66,420693/42445168/8026.250/bfae3b6c-30bc-4f5a-933a-3ad7b03a2740,0,0,0.0604,3.6900,3.6900,nan,nan,0.6712,0.0110,0.3889,2.2122,0.0406
depth,67,420693/42445168/8026.350/5c4018df-0a9d-4fed-8eb9-9893ee9b801a,1,1,0.9354,1.8799,1.8799,0.1119,0.1120,0.1057,0.0497,0.4269,1.8061,0.2663
depth,68,420693/42445168/8026.350/60b855c3-a87a-4add-9616-1e56c6b07836,1,1,0.9151,37.2375,37.2375,0.3154,0.3245,0.7406,0.3041,0.2444,2.7558,0.2149
depth,69,420693/42445168/8026.350/6bed72dd-560e-4a8b-9514-f3947aebde36,1,1,0.9433,25.0510,25.0510,0.2215,0.2215,0.2745,0.0524,0.2710,2.5806,0.2968
depth,70,420693/42445168/8026.350/bfae3b6c-30bc-4f5a-933a-3ad7b03a2740,0,0,0.0579,4.5742,4.5742,nan,nan,0.5247,0.0061,0.3810,2.0155,0.0808
depth,71,420693/42445168/8026.450/5c4018df-0a9d-4fed-8eb9-9893ee9b801a,1,1,0.9349,3.2061,3.2061,0.0677,0.0694,0.0620,0.0283,0.3481,1.7496,0.3064
depth,72,420693/42445168/8026.450/bfae3b6c-30bc-4f5a-933a-3ad7b03a2740,0,0,0.0555,2.5303,2.5303,nan,nan,0.4705,0.0049,0.4483,1.9024,0.0207
depth,73,420693/42445168/8026.550/5c4018df-0a9d-4fed-8eb9-9893ee9b801a,1,1,0.9368,4.8935,4.8935,0.0620,0.0622,0.0875,0.0316,0.2623,1.6663,0.2819
depth,74,420693/42445168/8026.550/8c9b1b0d-2687-4230-a567-95f50effe7b5,0,0,0.0533,38.7922,38.7922,nan,nan,0.1378,0.0780,0.0000,1.6884,0.2303
depth,75,420693/42445168/8026.550/bfae3b6c-30bc-4f5a-933a-3ad7b03a2740,0,0,0.0530,4.5934,4.5934,nan,nan,0.5695,0.0078,0.3535,1.9462,0.0286
depth,76,420693/42445168/8026.649/5c4018df-0a9d-4fed-8eb9-9893ee9b801a,1,1,0.9354,4.9355,4.9355,0.0534,0.0594,0.0748,0.0351,0.2714,1.6436,0.3220
depth,77,420693/42445168/8026.649/8c9b1b0d-2687-4230-a567-95f50effe7b5,0,0,0.0530,37.4230,37.4230,nan,nan,0.1041,0.0591,0.0048,1.6235,0.2202
depth,78,420693/42445168/8026.649/bfae3b6c-30bc-4f5a-933a-3ad7b03a2740,0,0,0.0497,2.3454,2.3454,nan,nan,0.2900,0.0204,0.3786,1.6268,0.1289
depth,79,420693/42445168/8026.749/5c4018df-0a9d-4fed-8eb9-9893ee9b801a,1,1,0.9366,4.6200,4.6200,0.0518,0.0550,0.0700,0.0361,0.3459,1.6234,0.3551
depth,80,420693/42445168/8026.749/8c9b1b0d-2687-4230-a567-95f50effe7b5,0,0,0.0509,37.3618,37.3618,nan,nan,0.1393,0.0961,0.0000,1.5240,0.1934
depth,81,420693/42445168/8026.749/bfae3b6c-30bc-4f5a-933a-3ad7b03a2740,0,0,0.0494,3.0180,3.0180,nan,nan,0.2838,0.0166,0.4318,1.5565,0.0980
depth,82,420693/42445168/8026.849/5c4018df-0a9d-4fed-8eb9-9893ee9b801a,1,1,0.9380,5.1293,5.1293,0.0891,0.0930,0.0791,0.0338,0.3099,1.6145,0.3625
depth,83,420693/42445168/8026.849/8c9b1b0d-2687-4230-a567-95f50effe7b5,0,0,0.0516,38.7766,38.7766,nan,nan,0.1462,0.0894,0.0000,1.5151,0.1657
depth,84,420693/42445168/8026.949/5c4018df-0a9d-4fed-8eb9-9893ee9b801a,1,1,0.9360,5.7925,5.7925,0.0819,0.0844,0.0702,0.0321,0.3134,1.5456,0.3622
depth,85,420693/42445168/8026.949/8c9b1b0d-2687-4230-a567-95f50effe7b5,0,0,0.0549,43.1902,43.1902,nan,nan,0.1225,0.0462,0.0229,1.4927,0.1670
depth,86,420693/42445168/8027.549/60b855c3-a87a-4add-9616-1e56c6b07836,1,1,0.9377,34.1989,34.1989,0.2930,0.3428,0.5096,0.0544,0.2348,2.2554,0.3546
depth,87,420693/42445168/8027.549/6bed72dd-560e-4a8b-9514-f3947aebde36,1,1,0.9551,28.7008,28.7008,0.2921,0.3193,0.4187,0.0668,0.3882,2.0527,0.2837
depth,88,420693/42445168/8027.649/60b855c3-a87a-4add-9616-1e56c6b07836,1,1,0.9388,27.4053,27.4053,0.2980,0.3293,0.5238,0.0723,0.2654,2.2137,0.3886
depth,89,420693/42445168/8027.649/6bed72dd-560e-4a8b-9514-f3947aebde36,1,1,0.9570,21.0353,21.0353,0.2612,0.3005,0.4144,0.0590,0.4631,2.0182,0.2732
depth,90,420693/42445168/8027.749/60b855c3-a87a-4add-9616-1e56c6b07836,1,1,0.9341,22.1376,22.1376,0.2304,0.2595,0.4015,0.0689,0.1450,2.0936,0.3933
depth,91,420693/42445168/8027.749/6bed72dd-560e-4a8b-9514-f3947aebde36,1,1,0.9515,11.9098,11.9098,0.1551,0.1939,0.3037,0.0897,0.2636,1.8752,0.2456
depth,92,420693/42445168/8027.849/60b855c3-a87a-4add-9616-1e56c6b07836,1,1,0.9171,31.3510,31.3510,0.2669,0.3022,0.4307,0.0566,0.0508,2.0915,0.4049
depth,93,420693/42445168/8027.849/6bed72dd-560e-4a8b-9514-f3947aebde36,1,1,0.9323,19.3513,19.3513,0.2065,0.2337,0.3441,0.0828,0.2994,1.8750,0.2636
depth,94,420693/42445168/8027.949/60b855c3-a87a-4add-9616-1e56c6b07836,1,1,0.9343,26.6304,26.6304,0.2953,0.3209,0.4503,0.0426,0.1562,2.0706,0.3559
depth,95,420693/42445168/8027.949/6bed72dd-560e-4a8b-9514-f3947aebde36,1,1,0.9556,14.8636,14.8636,0.2469,0.2757,0.3788,0.0820,0.3171,1.8559,0.2880
depth,96,420693/42445168/8028.049/60b855c3-a87a-4add-9616-1e56c6b07836,1,1,0.9233,30.2053,30.2053,0.3201,0.3453,0.4973,0.0495,0.1578,2.0727,0.3454
depth,97,420693/42445168/8028.049/6bed72dd-560e-4a8b-9514-f3947aebde36,1,1,0.9387,22.8160,22.8160,0.2442,0.2873,0.3659,0.0820,0.2675,1.8076,0.2833
depth,98,420693/42445168/8028.149/60b855c3-a87a-4add-9616-1e56c6b07836,1,1,0.9201,23.7103,23.7103,0.3071,0.3258,0.4412,0.0477,0.1866,1.9873,0.3844
depth,99,420693/42445168/8028.149/6bed72dd-560e-4a8b-9514-f3947aebde36,1,1,0.9567,14.8282,14.8282,0.2658,0.2937,0.3679,0.0912,0.3980,1.7699,0.2780
depth,100,420693/42445168/8028.249/60b855c3-a87a-4add-9616-1e56c6b07836,1,1,0.9272,23.4285,23.4285,0.3074,0.3240,0.4278,0.0585,0.0646,1.9298,0.3418
depth,101,420693/42445168/8028.249/6bed72dd-560e-4a8b-9514-f3947aebde36,1,1,0.9632,15.3311,15.3311,0.2495,0.2940,0.3544,0.0898,0.2904,1.7265,0.2750
depth,102,420693/42445168/8028.349/60b855c3-a87a-4add-9616-1e56c6b07836,1,1,0.9263,23.5369,23.5369,0.3121,0.3511,0.5034,0.0802,0.0783,1.9599,0.3895
depth,103,420693/42445168/8028.349/6bed72dd-560e-4a8b-9514-f3947aebde36,1,1,0.9537,12.7421,12.7421,0.2990,0.3325,0.3967,0.0838,0.2995,1.7594,0.2467
depth,104,420693/42445168/8028.449/60b855c3-a87a-4add-9616-1e56c6b07836,1,1,0.9307,15.7149,15.7149,0.2712,0.2996,0.4326,0.0782,0.1882,1.8713,0.3507
depth,105,420693/42445168/8028.449/6bed72dd-560e-4a8b-9514-f3947aebde36,1,1,0.9518,5.1910,5.1910,0.2791,0.3258,0.3639,0.0938,0.2801,1.6935,0.2539
depth,106,420693/42445168/8028.549/60b855c3-a87a-4add-9616-1e56c6b07836,1,1,0.9342,15.8426,15.8426,0.2033,0.2125,0.3128,0.0885,0.0498,1.7335,0.2790
depth,107,420693/42445168/8028.549/6bed72dd-560e-4a8b-9514-f3947aebde36,1,1,0.9549,8.9807,8.9807,0.2198,0.2591,0.2948,0.0948,0.3547,1.6143,0.2629
depth,108,420693/42445168/8028.649/60b855c3-a87a-4add-9616-1e56c6b07836,1,1,0.9334,18.3354,18.3354,0.1805,0.2011,0.2770,0.0861,0.1156,1.6796,0.2943
depth,109,420693/42445168/8028.649/6bed72dd-560e-4a8b-9514-f3947aebde36,1,1,0.9530,7.8455,7.8455,0.1995,0.2255,0.2419,0.0643,0.3843,1.5629,0.2653
depth,110,420693/42445168/8028.749/60b855c3-a87a-4add-9616-1e56c6b07836,1,1,0.9379,21.1394,21.1394,0.1271,0.1372,0.1945,0.0969,0.0874,1.5452,0.3037
depth,111,420693/42445168/8028.749/6bed72dd-560e-4a8b-9514-f3947aebde36,1,1,0.9542,7.3248,7.3248,0.1429,0.1684,0.1682,0.0574,0.3715,1.4614,0.2648
depth,112,420693/42445168/8028.849/60b855c3-a87a-4add-9616-1e56c6b07836,1,1,0.9280,26.0523,26.0523,0.1192,0.1259,0.1391,0.0777,0.1498,1.4677,0.3013
depth,113,420693/42445168/8028.849/6bed72dd-560e-4a8b-9514-f3947aebde36,1,1,0.9457,9.3125,9.3125,0.0909,0.1105,0.1117,0.0536,0.4798,1.3682,0.2758
depth,114,420693/42445168/8028.949/60b855c3-a87a-4add-9616-1e56c6b07836,1,1,0.9218,20.2769,20.2769,0.1383,0.1482,0.1480,0.0717,0.1504,1.4716,0.3022
depth,115,420693/42445168/8028.949/6bed72dd-560e-4a8b-9514-f3947aebde36,1,1,0.9417,6.7733,6.7733,0.1401,0.1690,0.1431,0.0469,0.3223,1.3881,0.2670
depth,116,420693/42445168/8029.049/60b855c3-a87a-4add-9616-1e56c6b07836,1,1,0.8726,20.9854,20.9854,0.0973,0.1099,0.1392,0.0766,0.1871,1.4394,0.3532
depth,117,420693/42445168/8029.049/df28757e-d9cf-43e7-9ac1-709bc6abe476,1,0,0.1975,89.2300,89.2300,0.8973,1.0299,0.4201,0.1992,0.0261,1.7153,0.3858
depth,118,420693/42445168/8029.148/df28757e-d9cf-43e7-9ac1-709bc6abe476,1,0,0.2522,90.8911,89.1089,0.2442,0.3957,0.6006,0.1177,0.0476,2.3222,0.0809
depth,119,420693/42445168/8029.248/df28757e-d9cf-43e7-9ac1-709bc6abe476,1,0,0.4098,93.3223,86.6777,0.2375,0.3765,0.4873,0.0946,0.0000,2.2290,0.0531
depth,120,420693/42445168/8029.348/df28757e-d9cf-43e7-9ac1-709bc6abe476,1,0,0.4066,93.2396,86.7604,0.2461,0.3459,0.4967,0.0799,0.0295,2.2205,0.0460
depth,121,420693/42445168/8029.748/df28757e-d9cf-43e7-9ac1-709bc6abe476,1,0,0.4440,92.4219,87.5781,0.1680,0.1949,0.2553,0.0417,0.0000,1.9227,0.1141
depth,122,420693/42445168/8029.848/df28757e-d9cf-43e7-9ac1-709bc6abe476,1,0,0.4490,89.6653,89.6653,0.2439,0.3274,0.4612,0.0348,0.0000,2.1330,0.1390
depth,123,420693/42445168/8029.948/df28757e-d9cf-43e7-9ac1-709bc6abe476,1,0,0.3861,90.8655,89.1345,0.2008,0.2577,0.3634,0.0354,0.0000,2.0799,0.0923
depth,124,420693/42445168/8030.048/df28757e-d9cf-43e7-9ac1-709bc6abe476,1,0,0.4038,90.4783,89.5217,0.2164,0.2589,0.5063,0.0240,0.0000,2.1916,0.1981
depth,125,420693/42445168/8030.148/1d54d368-d1f7-4a3a-be77-4132ef017919,1,1,0.9314,23.0982,23.0982,0.3755,0.4166,0.5175,0.0416,0.0051,2.2105,0.1537
depth,126,420693/42445168/8030.148/df28757e-d9cf-43e7-9ac1-709bc6abe476,1,0,0.4261,93.1785,86.8215,0.1853,0.1940,0.4574,0.0597,0.0000,2.1312,0.2068
depth,127,420693/42445168/8030.248/1d54d368-d1f7-4a3a-be77-4132ef017919,1,1,0.9266,17.1823,17.1823,0.4993,0.5211,0.6355,0.0909,0.0124,2.2801,0.2179
depth,128,420693/42445168/8030.248/df28757e-d9cf-43e7-9ac1-709bc6abe476,1,0,0.4360,90.9802,89.0198,0.2684,0.2805,0.6322,0.0789,0.0201,2.3055,0.1740
depth,129,420693/42445168/8030.348/1d54d368-d1f7-4a3a-be77-4132ef017919,1,1,0.9264,7.7512,7.7512,0.5048,0.5200,0.5625,0.0617,0.0014,2.2630,0.2304
depth,130,420693/42445168/8030.348/df28757e-d9cf-43e7-9ac1-709bc6abe476,1,1,0.5638,67.1840,67.1840,0.2346,0.2347,0.4965,0.0345,0.0000,2.2390,0.0684
depth,131,420693/42445168/8030.448/1d54d368-d1f7-4a3a-be77-4132ef017919,1,1,0.9203,3.2048,3.2048,0.5188,0.5269,0.6036,0.1021,0.0909,2.2526,0.2371
depth,132,420693/42445168/8030.448/df28757e-d9cf-43e7-9ac1-709bc6abe476,1,0,0.3414,94.0693,85.9307,0.2944,0.2954,0.6431,0.0820,0.1020,2.3398,0.2309
depth,133,420693/42445168/8030.548/1d54d368-d1f7-4a3a-be77-4132ef017919,1,1,0.9242,3.4150,3.4150,0.5153,0.5175,0.5511,0.0978,0.0442,2.2080,0.2566
depth,134,420693/42445168/8030.548/df28757e-d9cf-43e7-9ac1-709bc6abe476,1,0,0.4899,93.5533,86.4467,0.3717,0.3728,0.7010,0.0618,0.0784,2.4242,0.1810
depth,135,420693/42445168/8030.648/1d54d368-d1f7-4a3a-be77-4132ef017919,1,1,0.9295,3.9866,3.9866,0.5682,0.5715,0.5901,0.1221,0.0492,2.2081,0.2992
depth,136,420693/42445168/8030.648/df28757e-d9cf-43e7-9ac1-709bc6abe476,1,0,0.4920,97.1093,82.8907,0.3954,0.3972,0.6935,0.0524,0.1570,2.4183,0.1461
depth,137,420693/42445168/8030.748/1d54d368-d1f7-4a3a-be77-4132ef017919,1,1,0.9360,5.8929,5.8929,0.4652,0.4733,0.4794,0.1366,0.0096,2.0534,0.3254
depth,138,420693/42445168/8030.748/df28757e-d9cf-43e7-9ac1-709bc6abe476,1,0,0.4713,97.3465,82.6535,0.4137,0.4138,0.6674,0.0587,0.0000,2.3772,0.1019
depth,139,420693/42445168/8030.848/1d54d368-d1f7-4a3a-be77-4132ef017919,1,1,0.9441,9.1962,9.1962,0.3786,0.3839,0.2909,0.0905,0.0088,1.9214,0.3782
depth,140,420693/42445168/8030.848/df28757e-d9cf-43e7-9ac1-709bc6abe476,1,0,0.3584,93.6349,86.3651,0.3542,0.3608,0.6377,0.0466,0.1733,2.3438,0.1438
depth,141,420693/42445168/8030.948/1d54d368-d1f7-4a3a-be77-4132ef017919,1,1,0.9380,9.9845,9.9845,0.5086,0.5093,0.4383,0.1086,0.0498,2.0512,0.3656
depth,142,420693/42445168/8030.948/df28757e-d9cf-43e7-9ac1-709bc6abe476,1,0,0.3694,94.1174,85.8826,0.4272,0.4308,0.7562,0.0469,0.1159,2.4554,0.1491
depth,143,420693/42445168/8031.048/1d54d368-d1f7-4a3a-be77-4132ef017919,1,1,0.9498,10.0279,10.0279,0.3249,0.3459,0.1027,0.0524,0.0000,1.7570,0.5018
