model,object,axis_unsigned_deg,axis_signed_deg,p_rev,radius_m,hinge_offset_frac,z_p
20260913_joint4_decoder_l2anchor_dense,scissors/scissors,24.282,24.282,0.9467,0.3862,0.0369,1.250
20260913_joint4_decoder_l2anchor_dense,scissors/scissors,36.066,36.066,0.9372,0.4584,0.0348,1.029
20260913_joint4_decoder_l2anchor_dense,scissors/scissors,80.260,99.740,0.9402,0.2589,0.1532,1.387
20260913_joint4_decoder_l2anchor_dense,scissors/scissors,87.013,92.987,0.9240,0.1172,0.0009,1.178
20260913_joint4_decoder_l2anchor_dense,scissors/scissors,66.850,113.150,0.9370,0.3053,0.1351,1.181
20260913_joint4_decoder_l2anchor_dense,scissors/scissors,66.242,66.242,0.9445,0.1901,0.1363,1.289
20260913_joint4_decoder_l2anchor_dense,scissors/scissors,17.505,17.505,0.9499,0.2179,0.0682,1.546
20260913_joint4_decoder_l2anchor_dense,scissors/scissors,38.345,38.345,0.9489,0.0367,0.1229,1.279
20260913_joint4_decoder_l2anchor_dense,scissors/scissors,43.692,43.692,0.9367,0.1910,0.0324,1.020
20260913_joint4_decoder_l2anchor_dense,scissors/scissors,23.494,23.494,0.9478,0.0853,0.1527,1.258
20260913_joint4_decoder_l2anchor_dense,scissors/scissors,26.809,26.809,0.9463,0.0611,0.1612,1.411
20260913_joint4_decoder_l2anchor_dense,scissors/scissors,12.400,12.400,0.9484,0.1926,0.1088,1.398
20260913_joint4_decoder_l2anchor_dense,scissors/scissors,57.141,122.859,0.9275,0.7816,0.1553,0.922
20260913_joint4_decoder_l2anchor_dense,scissors/scissors,65.780,65.780,0.9530,0.7558,0.2238,1.578
20260913_joint4_decoder_l2anchor_dense,scissors/scissors,53.525,53.525,0.9269,0.2487,0.0944,1.319
20260913_joint4_decoder_l2anchor_dense,scissors/scissors,76.202,103.798,0.9412,0.1422,0.1130,1.358
20260913_joint4_decoder_l2anchor_dense,scissors/scissors,85.915,85.915,0.9436,0.4465,0.0142,1.163
20260913_joint4_decoder_l2anchor_dense,scissors/scissors,83.038,96.962,0.9441,0.2387,0.1761,1.211
20260913_joint4_decoder_l2anchor_dense,scissors/scissors,78.667,101.333,0.9448,0.3883,0.2219,1.224
20260913_joint4_decoder_l2anchor_dense,scissors/scissors,80.386,99.614,0.9428,0.2959,0.1917,1.137
20260913_joint4_decoder_l2anchor_dense,scissors/scissors,80.355,80.355,0.9454,0.2015,0.0668,1.256
20260913_joint4_decoder_l2anchor_dense,scissors/scissors,79.677,100.323,0.9327,0.2493,0.0512,1.348
20260913_joint4_decoder_l2anchor_dense,scissors/scissors,72.686,107.314,0.9326,0.1556,0.0709,1.434
20260913_joint4_decoder_l2anchor_dense,scissors/scissors,88.043,91.957,0.9436,0.1370,0.0619,1.337
20260913_joint4_decoder_l2anchor_dense,scissors/scissors,60.267,60.267,0.9417,0.1315,0.1166,1.292
20260913_joint4_decoder_l2anchor_dense,scissors/scissors,89.910,89.910,0.9412,0.2027,0.1491,1.119
20260913_joint4_decoder_l2anchor_dense,scissors/scissors,78.828,101.172,0.9316,0.2232,0.0908,1.385
20260913_joint4_decoder_l2anchor_dense,scissors/scissors,66.390,113.610,0.9362,0.1914,0.1654,1.273
20260913_joint4_decoder_l2anchor_dense,scissors/scissors,72.506,107.494,0.9245,0.4092,0.1214,1.176
20260913_joint4_decoder_l2anchor_dense,waffleiron/waffleiron,40.797,40.797,0.9349,3.2826,0.1743,0.117
20260913_joint4_decoder_l2anchor_dense,waffleiron/waffleiron,38.177,38.177,0.9676,1.8342,0.3752,2.901
20260913_joint4_decoder_l2anchor_dense,waffleiron/waffleiron,36.956,36.956,0.9410,3.2932,0.0887,0.117
20260913_joint4_decoder_l2anchor_dense,waffleiron/waffleiron,13.703,13.703,0.9563,2.2832,0.3718,2.961
20260913_joint4_decoder_l2anchor_dense,waffleiron/waffleiron,29.680,150.320,0.9452,2.3375,0.0432,0.600
20260913_joint4_decoder_l2anchor_dense,waffleiron/waffleiron,27.198,27.198,0.9618,2.0447,0.2134,2.992
20260913_joint4_decoder_l2anchor_dense,waffleiron/waffleiron,62.339,62.339,0.9405,2.6185,0.1556,0.249
20260913_joint4_decoder_l2anchor_dense,waffleiron/waffleiron,59.521,59.521,0.9561,0.8356,0.4082,2.173
20260913_joint4_decoder_l2anchor_dense,waffleiron/waffleiron,51.331,51.331,0.9409,2.1136,0.1840,0.571
20260913_joint4_decoder_l2anchor_dense,waffleiron/waffleiron,53.106,53.106,0.9450,0.7686,0.4617,2.113
20260913_joint4_decoder_l2anchor_dense,waffleiron/waffleiron,26.599,26.599,0.9276,2.7785,0.0808,0.389
20260913_joint4_decoder_l2anchor_dense,waffleiron/waffleiron,51.308,51.308,0.9551,1.1310,0.3630,2.573
20260913_joint4_decoder_l2anchor_dense,waffleiron/waffleiron,9.257,170.743,0.9431,0.5264,0.2974,0.530
20260913_joint4_decoder_l2anchor_dense,waffleiron/waffleiron,50.594,50.594,0.9060,0.5513,0.3179,1.784
20260913_joint4_decoder_l2anchor_dense,waffleiron/waffleiron,42.476,137.524,0.9468,1.4135,0.2795,0.780
20260913_joint4_decoder_l2anchor_dense,waffleiron/waffleiron,33.714,146.286,0.9427,1.2794,0.0060,2.188
20260913_joint4_decoder_l2anchor_dense,waffleiron/waffleiron,82.228,82.228,0.9561,0.3011,0.2202,1.450
20260913_joint4_decoder_l2anchor_dense,waffleiron/waffleiron,36.546,36.546,0.9508,1.2297,0.4231,2.409
20260913_joint4_decoder_l2anchor_dense,laptop/laptop,5.574,174.426,0.9499,0.6476,0.0136,1.406
20260913_joint4_decoder_l2anchor_dense,laptop/laptop,7.019,172.981,0.9486,1.0642,0.0465,1.445
20260913_joint4_decoder_l2anchor_dense,laptop/laptop,4.635,175.365,0.9510,0.8506,0.1097,2.010
20260913_joint4_decoder_l2anchor_dense,laptop/laptop,28.443,28.443,0.9578,1.5251,0.1696,1.961
20260913_joint4_decoder_l2anchor_dense,laptop/laptop,11.091,168.909,0.9479,1.2641,0.0004,1.821
20260913_joint4_decoder_l2anchor_dense,laptop/laptop,22.541,22.541,0.9496,1.9322,0.0591,2.126
20260913_joint4_decoder_l2anchor_dense,laptop/laptop,2.982,177.018,0.9459,1.0680,0.1124,1.914
20260913_joint4_decoder_l2anchor_dense,laptop/laptop,10.922,169.078,0.9452,0.6759,0.0498,1.795
20260913_joint4_decoder_l2anchor_dense,laptop/laptop,50.110,50.110,0.9457,1.5284,0.3168,2.388
20260913_joint4_decoder_l2anchor_dense,laptop/laptop,6.678,173.322,0.9471,0.5987,0.0215,1.629
20260913_joint4_decoder_l2anchor_dense,laptop/laptop,18.363,161.637,0.9407,0.4332,0.1140,1.145
20260913_joint4_decoder_l2anchor_dense,laptop/laptop,45.703,45.703,0.9567,1.4928,0.3158,2.094
20260913_joint4_decoder_l2anchor_dense,laptop/laptop,3.991,176.009,0.9484,0.7504,0.0081,1.598
20260913_joint4_decoder_l2anchor_dense,laptop/laptop,16.013,163.987,0.9440,0.6363,0.1423,1.387
20260913_joint4_decoder_l2anchor_dense,laptop/laptop,30.513,30.513,0.9521,1.2915,0.2603,2.260
20260913_joint4_decoder_l2anchor_dense,laptop/laptop,21.279,158.721,0.9469,0.8404,0.0567,2.117
20260913_joint4_decoder_l2anchor_dense,laptop/laptop,4.132,175.868,0.9470,0.7100,0.0059,1.503
20260913_joint4_decoder_l2anchor_dense,box/box,40.130,139.870,0.9534,1.1545,0.0030,1.405
20260913_joint4_decoder_l2anchor_dense,box/box,8.142,171.858,0.9531,0.6963,0.1365,1.488
20260913_joint4_decoder_l2anchor_dense,box/box,7.574,7.574,0.9336,1.4310,0.0999,2.239
20260913_joint4_decoder_l2anchor_dense,box/box,51.424,128.576,0.9502,0.1076,0.2586,1.485
20260913_joint4_decoder_l2anchor_dense,box/box,2.408,2.408,0.9319,2.1706,0.1007,2.381
20260913_joint4_decoder_l2anchor_dense,box/box,26.375,153.625,0.9400,0.5067,0.1791,1.366
20260913_joint4_decoder_l2anchor_dense,box/box,22.358,22.358,0.9446,1.6159,0.1277,2.104
20260913_joint4_decoder_l2anchor_dense,box/box,32.248,147.752,0.9512,1.0548,0.0284,1.396
20260913_joint4_decoder_l2anchor_dense,box/box,3.656,176.344,0.9386,0.7073,0.0556,1.558
20260913_joint4_decoder_l2anchor_dense,box/box,1.581,178.419,0.9563,0.6725,0.1412,1.185
20260913_joint4_decoder_l2anchor_dense,box/box,12.487,12.487,0.9428,1.1982,0.0474,1.917
20260913_joint4_decoder_l2anchor_dense,notebook/notebook,30.197,30.197,0.9372,0.9360,0.0434,0.599
20260913_joint4_decoder_l2anchor_dense,notebook/notebook,43.213,43.213,0.9461,0.7639,0.0901,0.590
20260913_joint4_decoder_l2anchor_dense,notebook/notebook,89.947,90.053,0.9378,0.2328,0.1113,0.653
20260913_joint4_decoder_l2anchor_dense,notebook/notebook,88.150,88.150,0.9328,0.2668,0.1079,0.585
20260913_joint4_decoder_l2anchor_dense,notebook/notebook,39.361,140.639,0.9514,1.0305,0.6030,0.660
20260913_joint4_decoder_l2anchor_dense,notebook/notebook,7.330,7.330,0.9358,1.0936,0.0660,0.590
20260913_joint4_decoder_l2anchor_dense,notebook/notebook,40.193,139.807,0.9648,0.8682,0.6256,0.602
20260913_joint4_decoder_l2anchor_dense,notebook/notebook,50.256,50.256,0.9439,1.0035,0.0209,0.660
20260913_joint4_decoder_l2anchor_dense,notebook/notebook,27.760,152.240,0.9576,0.7758,0.5302,0.219
20260913_joint4_decoder_l2anchor_dense,notebook/notebook,10.452,10.452,0.9387,1.0342,0.0897,0.542
20260913_joint4_decoder_l2anchor_dense,notebook/notebook,14.005,165.995,0.9637,0.8068,0.6167,0.728
20260913_joint4_decoder_l2anchor_dense,notebook/notebook,23.089,23.089,0.9239,1.0953,0.0865,0.679
20260913_joint4_decoder_l2anchor_dense,notebook/notebook,72.872,107.128,0.9233,0.3350,0.0817,0.556
20260913_joint4_decoder_l2anchor_dense,notebook/notebook,23.910,156.090,0.9549,0.8877,0.5413,0.659
20260913_joint4_decoder_l2anchor_dense,notebook/notebook,13.470,13.470,0.9414,1.0783,0.0835,0.627
20260913_joint4_decoder_l2anchor_dense,notebook/notebook,19.053,160.947,0.9648,0.8351,0.5599,0.553
20260913_joint4_decoder_l2anchor_dense,notebook/notebook,20.353,20.353,0.9471,0.8255,0.0863,0.501
20260913_joint4_decoder_l2anchor_dense,notebook/notebook,42.354,137.646,0.9632,0.5954,0.5480,0.379
20260913_joint4_decoder_l2anchor_dense,notebook/notebook,11.976,11.976,0.9401,1.4059,0.0712,0.386
20260913_joint4_decoder_l2anchor_dense,notebook/notebook,19.499,160.501,0.9603,0.9423,0.5750,0.411
20260913_joint4_decoder_l2anchor_dense,phone/phone,34.849,34.849,0.8966,0.2650,0.1155,1.442
20260913_joint4_decoder_l2anchor_dense,phone/phone,42.362,137.638,0.9323,0.8680,0.1387,1.939
20260913_joint4_decoder_l2anchor_dense,phone/phone,34.840,34.840,0.9163,0.3591,0.2625,1.523
20260913_joint4_decoder_l2anchor_dense,phone/phone,62.852,117.148,0.9513,0.7518,0.1304,1.856
20260913_joint4_decoder_l2anchor_dense,phone/phone,27.461,27.461,0.7832,0.5941,0.0394,1.649
20260913_joint4_decoder_l2anchor_dense,phone/phone,83.684,83.684,0.9511,0.5935,0.1271,1.755
20260913_joint4_decoder_l2anchor_dense,phone/phone,48.507,48.507,0.8996,0.6249,0.1374,1.877
20260913_joint4_decoder_l2anchor_dense,phone/phone,19.319,19.319,0.9396,0.7351,0.0065,1.823
20260913_joint4_decoder_l2anchor_dense,phone/phone,10.934,10.934,0.9662,0.8992,0.1017,2.117
20260913_joint4_decoder_l2anchor_dense,phone/phone,30.438,149.562,0.9466,0.8323,0.1517,2.124
20260913_joint4_decoder_l2anchor_dense,phone/phone,69.815,110.185,0.9475,0.6933,0.0876,2.154
20260913_joint4_decoder_l2anchor_dense,phone/phone,25.549,154.451,0.9412,0.8463,0.0658,2.027
20260913_joint4_decoder_l2anchor_dense,phone/phone,49.465,49.465,0.9492,1.3032,0.0411,2.222
20260913_joint4_decoder_l2anchor_dense,phone/phone,16.459,163.541,0.9433,0.6685,0.0552,2.053
20260913_joint4_decoder_l2anchor_dense,phone/phone,82.698,82.698,0.9621,1.5157,0.2074,2.504
20260913_joint4_decoder_l2anchor_dense,phone/phone,84.409,95.591,0.9314,0.7901,0.1809,1.583
20260913_joint4_decoder_l2anchor_dense,laptop/laptop,5.382,174.618,0.9462,0.5597,0.0989,1.480
20260913_joint4_decoder_l2anchor_dense,laptop/laptop,32.311,32.311,0.9564,1.5522,0.3054,2.285
20260913_joint4_decoder_l2anchor_dense,laptop/laptop,51.570,51.570,0.9580,0.7796,0.2123,1.864
20260913_joint4_decoder_l2anchor_dense,laptop/laptop,40.483,139.517,0.9443,0.3109,0.0170,1.963
20260913_joint4_decoder_l2anchor_dense,laptop/laptop,18.943,18.943,0.9483,0.4799,0.2693,1.456
20260913_joint4_decoder_l2anchor_dense,laptop/laptop,20.674,159.326,0.9495,0.6663,0.2544,1.974
20260913_joint4_decoder_l2anchor_dense,laptop/laptop,33.999,33.999,0.9569,1.2970,0.3223,2.206
20260913_joint4_decoder_l2anchor_dense,laptop/laptop,10.684,169.316,0.9465,0.7250,0.1029,1.702
20260913_joint4_decoder_l2anchor_dense,laptop/laptop,8.791,8.791,0.9508,0.5417,0.2538,1.832
20260913_joint4_decoder_l2anchor_dense,laptop/laptop,20.340,159.660,0.9457,1.1393,0.0289,1.760
20260913_joint4_decoder_l2anchor_dense,laptop/laptop,11.933,168.067,0.9448,1.0053,0.0277,1.719
20260913_joint4_decoder_l2anchor_dense,laptop/laptop,17.011,17.011,0.9510,0.6721,0.3097,1.423
20260913_joint4_decoder_l2anchor_dense,laptop/laptop,9.753,170.247,0.9507,0.4743,0.0783,1.439
20260913_joint4_decoder_l2anchor_dense,laptop/laptop,28.608,28.608,0.9551,1.3127,0.2880,1.929
20260913_joint4_decoder_l2anchor_dense,microwave/microwave,38.853,38.853,0.9599,0.4029,0.0881,1.443
20260913_joint4_decoder_l2anchor_dense,microwave/microwave,83.030,96.970,0.9593,0.3329,0.1532,1.383
20260913_joint4_decoder_l2anchor_dense,microwave/microwave,43.937,43.937,0.9689,0.3712,0.1374,1.397
20260913_joint4_decoder_l2anchor_dense,microwave/microwave,78.269,78.269,0.9574,0.2531,0.0520,1.277
20260913_joint4_decoder_l2anchor_dense,microwave/microwave,39.967,140.033,0.9590,0.4384,0.0703,1.208
20260913_joint4_decoder_l2anchor_dense,microwave/microwave,39.639,39.639,0.9589,0.3409,0.0350,1.377
20260913_joint4_decoder_l2anchor_dense,microwave/microwave,46.541,133.459,0.9538,0.5909,0.1690,1.139
20260913_joint4_decoder_l2anchor_dense,microwave/microwave,42.422,42.422,0.9633,0.2919,0.1410,1.428
20260913_joint4_decoder_l2anchor_dense,microwave/microwave,64.645,64.645,0.9564,0.3259,0.0206,1.276
20260913_joint4_decoder_l2anchor_dense,microwave/microwave,40.218,40.218,0.9634,0.4046,0.1208,1.632
20260913_joint4_decoder_l2anchor_dense,microwave/microwave,50.504,50.504,0.9593,0.2952,0.2800,1.358
20260913_joint4_decoder_l2anchor_dense,microwave/microwave,41.603,41.603,0.9609,0.3666,0.0990,1.380
20260913_joint4_decoder_l2anchor_dense,microwave/microwave,83.350,83.350,0.9549,0.3509,0.0777,1.290
20260913_joint4_decoder_l2anchor_dense,microwave/microwave,30.092,30.092,0.9638,0.4141,0.0930,1.498
20260913_joint4_decoder_l2anchor_dense,microwave/microwave,16.406,16.406,0.9370,0.2554,0.0220,1.426
20260913_joint4_decoder_l2anchor_dense,microwave/microwave,31.211,31.211,0.9790,0.3707,0.1476,1.329
20260913_joint4_decoder_l2anchor_dense,microwave/microwave,43.476,43.476,0.9371,0.4698,0.2043,1.142
20260913_joint4_decoder_l2anchor_dense,microwave/microwave,30.771,30.771,0.9597,0.5194,0.0856,1.408
20260913_joint4_decoder_l2anchor_dense,microwave/microwave,34.045,34.045,0.9503,0.2120,0.1776,1.221
20260913_joint4_decoder_l2anchor_dense,microwave/microwave,88.642,91.358,0.9557,0.4616,0.0175,1.321
20260913_joint4_decoder_l2anchor_dense,microwave/microwave,35.140,35.140,0.9566,0.3249,0.0396,1.538
20260913_joint4_decoder_l2anchor_dense,microwave/microwave,77.211,77.211,0.9552,0.2882,0.0375,1.229
20260913_joint4_decoder_l2anchor_dense,microwave/microwave,38.403,38.403,0.9629,0.3419,0.1341,1.494
20260913_joint4_decoder_l2anchor_dense,microwave/microwave,49.635,49.635,0.9567,0.2260,0.2471,1.233
20260913_joint4_decoder_l2anchor_dense,microwave/microwave,35.723,35.723,0.9603,0.4063,0.1079,1.546
20260913_joint4_decoder_l2anchor_dense,microwave/microwave,88.200,88.200,0.9589,0.4037,0.1873,1.315
20260913_joint4_decoder_l2anchor_dense,microwave/microwave,29.545,29.545,0.9660,0.2975,0.0663,1.422
20260913_joint4_decoder_l2anchor_dense,microwave/microwave,21.049,158.951,0.9567,0.1689,0.1119,1.292
20260913_joint4_decoder_l2anchor_dense,microwave/microwave,29.343,29.343,0.9667,0.3931,0.0368,1.526
20260913_joint4_decoder_l2anchor_dense,microwave/microwave,25.601,25.601,0.4367,0.4709,0.0702,1.270
20260913_joint4_decoder_l2anchor_dense,microwave/microwave,34.296,145.704,0.9585,0.5034,0.0437,1.273
20260913_joint4_decoder_l2anchor_dense,notebook/notebook,71.056,71.056,0.9405,1.0843,0.1968,0.312
20260913_joint4_decoder_l2anchor_dense,notebook/notebook,12.754,167.246,0.9420,0.7439,0.5050,0.476
20260913_joint4_decoder_l2anchor_dense,notebook/notebook,57.086,57.086,0.9357,1.6631,0.1559,0.144
20260913_joint4_decoder_l2anchor_dense,notebook/notebook,22.810,157.190,0.9368,0.7780,0.4829,0.529
20260913_joint4_decoder_l2anchor_dense,notebook/notebook,83.794,83.794,0.9327,0.5172,0.0934,0.448
20260913_joint4_decoder_l2anchor_dense,notebook/notebook,28.253,151.747,0.9419,0.7799,0.5234,0.326
20260913_joint4_decoder_l2anchor_dense,notebook/notebook,80.141,80.141,0.9413,1.6578,0.1846,0.285
20260913_joint4_decoder_l2anchor_dense,notebook/notebook,4.808,4.808,0.9281,1.4793,0.1108,0.324
20260913_joint4_decoder_l2anchor_dense,notebook/notebook,28.992,151.008,0.9526,0.9942,0.4511,0.165
20260913_joint4_decoder_l2anchor_dense,notebook/notebook,51.199,51.199,0.9379,1.6939,0.1262,0.132
20260913_joint4_decoder_l2anchor_dense,notebook/notebook,74.645,74.645,0.9591,0.9655,0.0132,0.391
20260913_joint4_decoder_l2anchor_dense,notebook/notebook,13.610,166.390,0.9475,0.7517,0.5342,0.523
20260913_joint4_decoder_l2anchor_dense,notebook/notebook,10.936,169.064,0.9435,0.8325,0.5157,0.471
20260913_joint4_decoder_l2anchor_dense,notebook/notebook,68.347,68.347,0.9536,1.0695,0.0428,0.518
20260913_joint4_decoder_l2anchor_dense,notebook/notebook,19.600,160.400,0.9407,0.8142,0.4902,0.415
20260913_joint4_decoder_l2anchor_dense,notebook/notebook,41.404,41.404,0.9381,1.5790,0.2299,0.250
20260913_joint4_decoder_l2anchor_dense,phone/phone,30.662,30.662,0.9550,0.9916,0.1343,2.249
20260913_joint4_decoder_l2anchor_dense,phone/phone,37.264,142.736,0.9358,0.3949,0.0834,1.621
20260913_joint4_decoder_l2anchor_dense,phone/phone,74.528,105.472,0.9606,0.6908,0.0218,2.081
20260913_joint4_decoder_l2anchor_dense,phone/phone,48.034,131.966,0.9430,0.6611,0.0809,1.957
20260913_joint4_decoder_l2anchor_dense,phone/phone,73.072,73.072,0.9520,0.7129,0.0294,2.192
20260913_joint4_decoder_l2anchor_dense,phone/phone,73.293,73.293,0.9470,0.7613,0.3307,1.771
20260913_joint4_decoder_l2anchor_dense,phone/phone,34.285,34.285,0.9559,0.7033,0.0485,1.680
20260913_joint4_decoder_l2anchor_dense,phone/phone,45.270,134.730,0.9508,0.5378,0.0578,1.869
20260913_joint4_decoder_l2anchor_dense,phone/phone,11.340,11.340,0.9550,1.1001,0.1046,2.310
20260913_joint4_decoder_l2anchor_dense,phone/phone,70.032,70.032,0.9418,0.7225,0.2041,2.075
20260913_joint4_decoder_l2anchor_dense,phone/phone,46.757,46.757,0.9311,0.7397,0.1168,1.826
20260913_joint4_decoder_l2anchor_dense,phone/phone,65.816,114.184,0.9321,0.7972,0.0801,2.031
20260913_joint4_decoder_l2anchor_dense,phone/phone,72.168,72.168,0.9294,0.8869,0.2135,2.149
20260913_joint4_decoder_l2anchor_dense,phone/phone,59.073,120.927,0.9383,0.5784,0.0663,2.057
20260913_joint4_decoder_l2anchor_dense,phone/phone,64.328,64.328,0.9578,1.1490,0.0861,2.165
20260913_joint4_decoder_l2anchor_dense,phone/phone,48.112,131.888,0.9387,0.5233,0.0228,1.828
20260913_joint4_decoder_l2anchor_dense,phone/phone,20.267,20.267,0.9555,0.4590,0.0383,1.637
20260913_joint4_decoder_l2anchor_dense,phone/phone,56.797,123.203,0.9511,0.8502,0.1305,1.879
20260913_joint4_decoder_l2anchor_dense,espressomachine/espressomachine,44.370,44.370,0.9501,2.8085,0.1217,0.294
20260913_joint4_decoder_l2anchor_dense,espressomachine/espressomachine,64.734,64.734,0.9462,1.0705,0.1316,2.696
20260913_joint4_decoder_l2anchor_dense,espressomachine/espressomachine,45.826,45.826,0.9365,2.7099,0.1044,0.173
20260913_joint4_decoder_l2anchor_dense,espressomachine/espressomachine,49.987,49.987,0.9466,0.4117,0.1515,2.216
20260913_joint4_decoder_l2anchor_dense,espressomachine/espressomachine,44.641,44.641,0.9495,2.8282,0.1219,0.336
20260913_joint4_decoder_l2anchor_dense,espressomachine/espressomachine,60.234,60.234,0.9246,0.9517,0.0353,2.238
20260913_joint4_decoder_l2anchor_dense,espressomachine/espressomachine,48.548,48.548,0.9484,2.6310,0.0913,0.394
20260913_joint4_decoder_l2anchor_dense,espressomachine/espressomachine,71.784,71.784,0.9316,1.2915,0.0279,2.644
20260913_joint4_decoder_l2anchor_dense,espressomachine/espressomachine,45.984,45.984,0.9477,2.5173,0.1184,0.597
20260913_joint4_decoder_l2anchor_dense,espressomachine/espressomachine,53.562,53.562,0.9391,1.2384,0.0440,2.410
20260913_joint4_decoder_l2anchor_dense,espressomachine/espressomachine,44.881,44.881,0.9435,2.9397,0.1017,0.267
20260913_joint4_decoder_l2anchor_dense,espressomachine/espressomachine,64.362,64.362,0.9507,1.3233,0.0817,2.666
20260913_joint4_decoder_l2anchor_dense,espressomachine/espressomachine,41.550,41.550,0.9410,3.0319,0.1226,0.344
20260913_joint4_decoder_l2anchor_dense,espressomachine/espressomachine,63.551,63.551,0.9451,1.2809,0.1039,2.803
20260913_joint4_decoder_l2anchor_dense,espressomachine/espressomachine,40.365,40.365,0.9477,1.6663,0.1140,1.382
20260913_joint4_decoder_l2anchor_dense,espressomachine/espressomachine,37.571,37.571,0.9461,0.3018,0.1701,2.406
20260913_joint4_decoder_l2anchor_dense,espressomachine/espressomachine,42.803,42.803,0.9503,3.0573,0.1174,0.274
20260913_joint4_decoder_l2anchor_dense,espressomachine/espressomachine,68.386,68.386,0.9510,0.8598,0.1149,2.376
20260913_joint4_decoder_l2anchor_dense,espressomachine/espressomachine,44.136,44.136,0.9422,2.4740,0.1219,1.011
20260913_joint4_decoder_l2anchor_dense,espressomachine/espressomachine,57.767,57.767,0.9499,0.9613,0.1119,2.600
20260913_joint4_decoder_l2anchor_dense,espressomachine/espressomachine,42.886,42.886,0.9461,2.8754,0.1126,0.228
20260913_joint4_decoder_l2anchor_dense,espressomachine/espressomachine,52.245,52.245,0.9440,0.9043,0.1150,2.564
20260913_joint4_decoder_l2anchor_dense,espressomachine/espressomachine,41.662,41.662,0.9434,2.8952,0.1229,0.326
20260913_joint4_decoder_l2anchor_dense,espressomachine/espressomachine,58.008,58.008,0.9474,1.3227,0.1275,2.788
20260913_joint4_decoder_l2anchor_dense,espressomachine/espressomachine,42.157,42.157,0.9436,2.3790,0.0939,0.818
20260913_joint4_decoder_l2anchor_dense,espressomachine/espressomachine,66.318,66.318,0.9477,1.6778,0.0518,2.771
20260913_joint4_decoder_l2anchor_dense,espressomachine/espressomachine,37.247,37.247,0.9469,2.6720,0.1382,0.558
20260913_joint4_decoder_l2anchor_dense,espressomachine/espressomachine,60.975,60.975,0.9492,1.3809,0.1203,2.842
20260913_joint4_decoder_l2anchor_dense,espressomachine/espressomachine,42.067,42.067,0.9437,2.7401,0.1254,0.603
20260913_joint4_decoder_l2anchor_dense,espressomachine/espressomachine,36.667,36.667,0.9469,0.9120,0.1458,3.004
20260913_joint4_decoder_l2anchor_dense,espressomachine/espressomachine,35.532,35.532,0.9471,1.7129,0.1099,1.671
20260913_joint4_decoder_l2anchor_dense,espressomachine/espressomachine,54.729,54.729,0.9463,0.8161,0.1431,2.612
20260913_joint4_decoder_l2anchor_dense,espressomachine/espressomachine,42.830,42.830,0.9392,2.9445,0.1183,0.272
20260913_joint4_decoder_l2anchor_dense,espressomachine/espressomachine,46.047,46.047,0.9461,0.2589,0.1506,2.067
20260913_joint4_decoder_l2anchor_dense,espressomachine/espressomachine,42.041,42.041,0.9417,3.0666,0.1316,0.244
20260913_joint4_decoder_l2anchor_dense,espressomachine/espressomachine,48.098,48.098,0.9342,0.7996,0.1650,2.929
20260913_joint4_decoder_l2anchor_dense,espressomachine/espressomachine,41.649,41.649,0.9489,1.6969,0.1199,1.871
20260913_joint4_decoder_l2anchor_dense,espressomachine/espressomachine,42.442,42.442,0.9423,2.4427,0.1206,0.958
