model,key,category,gt_type,moving,axis_unsigned_deg,axis_signed_deg,p_rev,type_ok,gt_hinge_to_point_frac
sf3d_only,ZY20210800001_H1_C14_N39/S155_s04_T1_w4_f222,C14,rot,Dustbincover,87.3024,87.3024,0.0433,0,0.0794
sf3d_only,ZY20210800001_H1_C14_N39/S207_s04_T2_w0_f044,C14,rot,Dustbincover,51.8009,128.1991,0.0450,0,0.1503
sf3d_only,ZY20210800001_H1_C14_N39/S207_s04_T2_w1_f051,C14,rot,Dustbincover,83.2708,83.2708,0.0545,0,0.1538
sf3d_only,ZY20210800001_H1_C14_N39/S207_s04_T2_w2_f076,C14,rot,Dustbincover,78.6242,78.6242,0.0539,0,0.0943
sf3d_only,ZY20210800001_H1_C14_N39/S207_s04_T2_w3_f160,C14,rot,Dustbincover,89.3696,90.6304,0.0480,0,0.0635
sf3d_only,ZY20210800001_H1_C3_N25/S19_s02_T2_w0_f032,C3,rot,Laptopdisplay,19.3908,160.6092,0.0760,0,0.3268
sf3d_only,ZY20210800001_H1_C3_N25/S19_s02_T2_w1_f131,C3,rot,Laptopdisplay,58.6021,58.6021,0.0798,0,0.2391
sf3d_only,ZY20210800001_H1_C3_N28/S19_s03_T2_w0_f040,C3,rot,Laptopdisplay,19.1277,160.8723,0.0880,0,0.3238
sf3d_only,ZY20210800001_H1_C3_N28/S19_s03_T2_w1_f126,C3,rot,Laptopdisplay,23.9941,23.9941,0.0801,0,0.2142
sf3d_only,ZY20210800001_H1_C3_N44/S115_s03_T2_w0_f020,C3,rot,Laptopdisplay,39.2133,140.7867,0.0415,0,0.4090
sf3d_only,ZY20210800001_H1_C3_N44/S115_s03_T2_w1_f079,C3,rot,Laptopdisplay,88.6967,88.6967,0.0477,0,0.3555
sf3d_only,ZY20210800001_H1_C4_N03/S20_s01_T2_w0_f041,C4,rot,Lockersldingdoor,84.1185,95.8815,0.0563,0,0.2619
sf3d_only,ZY20210800001_H1_C4_N03/S20_s01_T2_w1_f116,C4,rot,Lockersldingdoor,68.9973,111.0027,0.0415,0,0.2607
sf3d_only,ZY20210800001_H1_C4_N03/S20_s01_T2_w2_f187,C4,rot,Lockersldingdoor,77.9725,77.9725,0.0550,0,0.2784
sf3d_only,ZY20210800001_H1_C4_N03/S20_s01_T2_w3_f253,C4,rot,Lockersldingdoor,78.6883,78.6883,0.0485,0,0.2486
sf3d_only,ZY20210800001_H1_C4_N27/S21_s01_T1_w0_f041,C4,trans,Lockerdrawer,10.4074,10.4074,0.0518,1,nan
sf3d_only,ZY20210800001_H1_C4_N27/S21_s01_T1_w1_f108,C4,trans,Lockerdrawer,19.7199,160.2801,0.0526,1,nan
sf3d_only,ZY20210800001_H1_C4_N27/S21_s01_T1_w2_f166,C4,trans,Lockerdrawer,8.1836,8.1836,0.0546,1,nan
sf3d_only,ZY20210800001_H1_C4_N27/S21_s01_T1_w3_f210,C4,trans,Lockerdrawer,17.3865,162.6135,0.0498,1,nan
sf3d_only,ZY20210800001_H1_C4_N27/S21_s01_T2_w0_f046,C4,trans,Lockersldingdoor,51.9273,128.0727,0.1637,1,nan
sf3d_only,ZY20210800001_H1_C4_N27/S21_s01_T2_w1_f119,C4,rot,Lockersldingdoor,85.8940,85.8940,0.0431,0,0.2079
sf3d_only,ZY20210800001_H1_C4_N27/S21_s01_T2_w2_f182,C4,rot,Lockersldingdoor,57.6075,57.6075,0.8346,1,0.2575
sf3d_only,ZY20210800001_H1_C4_N27/S21_s01_T2_w3_f242,C4,trans,Lockersldingdoor,22.6114,22.6114,0.0455,1,nan
sf3d_only,ZY20210800001_H1_C4_N38/S21_s05_T1_w0_f034,C4,trans,Lockerdrawer,2.8904,2.8904,0.0564,1,nan
sf3d_only,ZY20210800001_H1_C4_N38/S21_s05_T1_w1_f104,C4,trans,Lockerdrawer,13.9487,166.0513,0.0633,1,nan
sf3d_only,ZY20210800001_H1_C4_N38/S21_s05_T1_w2_f185,C4,trans,Lockerdrawer,6.0643,6.0643,0.0547,1,nan
sf3d_only,ZY20210800001_H1_C4_N38/S21_s05_T1_w3_f248,C4,trans,Lockerdrawer,10.4846,169.5154,0.0608,1,nan
sf3d_only,ZY20210800001_H1_C4_N38/S21_s05_T2_w0_f046,C4,rot,Lockersldingdoor,3.1803,3.1803,0.9398,1,0.2130
sf3d_only,ZY20210800001_H1_C4_N38/S21_s05_T2_w1_f116,C4,rot,Lockersldingdoor,73.0875,106.9125,0.7122,1,0.1378
sf3d_only,ZY20210800001_H1_C4_N38/S21_s05_T2_w2_f199,C4,rot,Lockersldingdoor,4.4342,4.4342,0.9325,1,0.2043
sf3d_only,ZY20210800001_H1_C4_N38/S21_s05_T2_w3_f270,C4,rot,Lockersldingdoor,43.1919,136.8081,0.7103,1,0.0935
sf3d_only,ZY20210800001_H1_C4_N67/S391_s02_T2_w0_f088,C4,trans,Lockersldingdoor,48.5229,131.4771,0.9513,0,nan
sf3d_only,ZY20210800001_H1_C4_N67/S391_s02_T2_w1_f122,C4,rot,Lockersldingdoor,13.5969,13.5969,0.9437,1,0.3381
sf3d_only,ZY20210800001_H1_C4_N67/S391_s02_T2_w2_f219,C4,trans,Lockersldingdoor,64.2148,115.7852,0.9544,0,nan
sf3d_only,ZY20210800001_H1_C4_N67/S391_s02_T2_w3_f241,C4,rot,Lockersldingdoor,8.7047,8.7047,0.9599,1,0.3284
sf3d_only,ZY20210800001_H1_C4_N67/S391_s03_T3_w2_f134,C4,trans,Lockerdrawer,11.4583,168.5417,0.0506,1,nan
sf3d_only,ZY20210800001_H1_C4_N67/S391_s04_T4_w2_f202,C4,trans,Lockerdrawer,1.7872,1.7872,0.0520,1,nan
sf3d_only,ZY20210800001_H1_C4_N67/S391_s05_T4_w2_f181,C4,trans,Lockersldingdoor,22.1905,22.1905,0.0488,1,nan
sf3d_only,ZY20210800001_H1_C6_N14/S247_s04_T2_w0_f059,C6,rot,Safedoor,50.8904,129.1096,0.9304,1,0.0701
sf3d_only,ZY20210800001_H1_C6_N14/S247_s04_T2_w1_f090,C6,rot,Safedoor,56.8740,56.8740,0.8571,1,0.0814
sf3d_only,ZY20210800001_H1_C6_N14/S247_s04_T2_w2_f172,C6,rot,Safedoor,88.4403,91.5597,0.9166,1,0.0534
sf3d_only,ZY20210800001_H1_C6_N14/S85_s02_T2_w0_f050,C6,rot,Safedoor,56.4731,123.5269,0.9215,1,0.1042
sf3d_only,ZY20210800001_H1_C6_N14/S85_s02_T2_w1_f121,C6,rot,Safedoor,69.5414,69.5414,0.1293,0,0.1028
sf3d_only,ZY20210800001_H1_C6_N14/S85_s02_T2_w2_f174,C6,rot,Safedoor,84.1262,84.1262,0.9577,1,0.0994
sf3d_only,ZY20210800001_H1_C6_N14/S85_s02_T2_w5_f259,C6,rot,Safedoor,71.6579,108.3421,0.0853,0,0.1386
sf3d_only,ZY20210800001_H1_C6_N20/S247_s05_T2_w0_f056,C6,rot,Safedoor,39.1385,140.8615,0.9313,1,0.1285
sf3d_only,ZY20210800001_H1_C6_N20/S247_s05_T2_w1_f082,C6,rot,Safedoor,76.6705,76.6705,0.8157,1,0.2369
sf3d_only,ZY20210800001_H1_C6_N20/S247_s05_T2_w2_f182,C6,rot,Safedoor,34.7291,145.2709,0.9190,1,0.1838
sf3d_only,ZY20210800001_H1_C6_N25/S248_s02_T2_w0_f051,C6,rot,Safedoor,74.7743,74.7743,0.9052,1,0.1806
sf3d_only,ZY20210800001_H1_C6_N25/S248_s02_T2_w1_f085,C6,rot,Safedoor,44.2373,44.2373,0.8764,1,0.3216
sf3d_only,ZY20210800001_H1_C6_N25/S248_s02_T2_w2_f182,C6,rot,Safedoor,82.0738,82.0738,0.9207,1,0.1786
sf3d_only,ZY20210800001_H1_C6_N25/S86_s01_T1_w0_f042,C6,rot,Safedoor,58.8532,121.1468,0.9284,1,0.1338
sf3d_only,ZY20210800001_H1_C6_N25/S86_s01_T1_w1_f120,C6,rot,Safedoor,23.4727,156.5273,0.9354,1,0.2343
sf3d_only,ZY20210800001_H1_C6_N25/S86_s01_T1_w2_f207,C6,rot,Safedoor,71.6436,71.6436,0.9248,1,0.1161
sf3d_only,ZY20210800001_H1_C6_N25/S86_s01_T1_w3_f250,C6,rot,Safedoor,27.6395,152.3605,0.9123,1,0.2052
sf3d_only,ZY20210800002_H2_C14_N13/S161_s04_T1_w0_f056,C14,rot,Dustbincover,74.3494,105.6506,0.0492,0,0.1075
sf3d_only,ZY20210800002_H2_C14_N13/S161_s04_T1_w1_f096,C14,rot,Dustbincover,87.2904,87.2904,0.0460,0,0.0761
sf3d_only,ZY20210800002_H2_C14_N13/S161_s04_T1_w3_f235,C14,rot,Dustbincover,84.1995,84.1995,0.0433,0,0.0820
sf3d_only,ZY20210800002_H2_C14_N13/S185_s04_T2_w0_f055,C14,rot,Dustbincover,81.0796,98.9204,0.0483,0,0.1187
sf3d_only,ZY20210800002_H2_C14_N13/S185_s04_T2_w1_f072,C14,rot,Dustbincover,89.0665,90.9335,0.0450,0,0.0753
sf3d_only,ZY20210800002_H2_C14_N13/S185_s04_T2_w2_f155,C14,rot,Dustbincover,89.3506,90.6494,0.0484,0,0.1347
sf3d_only,ZY20210800002_H2_C14_N21/S163_s01_T1_w0_f055,C14,rot,Dustbincover,89.3568,89.3568,0.0457,0,0.1846
sf3d_only,ZY20210800002_H2_C14_N21/S163_s01_T1_w1_f066,C14,rot,Dustbincover,74.7104,74.7104,0.0490,0,0.1619
sf3d_only,ZY20210800002_H2_C14_N21/S163_s01_T1_w2_f108,C14,rot,Dustbincover,85.3847,85.3847,0.0442,0,0.0683
sf3d_only,ZY20210800002_H2_C14_N21/S163_s01_T1_w3_f217,C14,rot,Dustbincover,85.9524,94.0476,0.0574,0,0.1022
sf3d_only,ZY20210800002_H2_C14_N21/S163_s01_T1_w4_f248,C14,rot,Dustbincover,81.9606,81.9606,0.0472,0,0.0668
sf3d_only,ZY20210800002_H2_C14_N21/S187_s01_T2_w0_f048,C14,rot,Dustbincover,89.2634,89.2634,0.0488,0,0.1238
sf3d_only,ZY20210800002_H2_C14_N21/S187_s01_T2_w1_f074,C14,rot,Dustbincover,82.8816,82.8816,0.0440,0,0.0355
sf3d_only,ZY20210800002_H2_C14_N21/S187_s01_T2_w2_f160,C14,rot,Dustbincover,84.8453,95.1547,0.0472,0,0.1443
sf3d_only,ZY20210800002_H2_C14_N22/S163_s01_T1_w0_f052,C14,rot,Dustbincover,74.2282,105.7718,0.0385,0,0.1575
sf3d_only,ZY20210800002_H2_C14_N22/S163_s01_T1_w1_f061,C14,rot,Dustbincover,63.4909,63.4909,0.0368,0,0.1321
sf3d_only,ZY20210800002_H2_C14_N22/S163_s01_T1_w2_f091,C14,rot,Dustbincover,86.5223,86.5223,0.0404,0,0.0645
sf3d_only,ZY20210800002_H2_C14_N22/S163_s01_T1_w3_f198,C14,rot,Dustbincover,72.3335,107.6665,0.0386,0,0.1423
sf3d_only,ZY20210800002_H2_C14_N22/S163_s01_T1_w4_f209,C14,rot,Dustbincover,67.3489,112.6511,0.0378,0,0.1493
sf3d_only,ZY20210800002_H2_C14_N22/S163_s01_T1_w5_f235,C14,rot,Dustbincover,72.4224,72.4224,0.0379,0,0.0665
sf3d_only,ZY20210800002_H2_C14_N44/S163_s02_T1_w0_f062,C14,rot,Dustbincover,88.1108,88.1108,0.0455,0,0.0854
sf3d_only,ZY20210800002_H2_C14_N44/S163_s02_T1_w1_f091,C14,rot,Dustbincover,66.9274,66.9274,0.0347,0,0.1127
sf3d_only,ZY20210800002_H2_C14_N44/S163_s02_T1_w2_f197,C14,rot,Dustbincover,87.7349,92.2651,0.0488,0,0.0877
sf3d_only,ZY20210800002_H2_C14_N44/S163_s02_T1_w3_f218,C14,rot,Dustbincover,72.9570,72.9570,0.0413,0,0.1080
sf3d_only,ZY20210800002_H2_C14_N44/S187_s02_T2_w0_f046,C14,rot,Dustbincover,76.8450,76.8450,0.0640,0,0.0252
sf3d_only,ZY20210800002_H2_C14_N44/S187_s02_T2_w1_f071,C14,rot,Dustbincover,70.1873,70.1873,0.0407,0,0.0629
sf3d_only,ZY20210800002_H2_C14_N44/S187_s02_T2_w2_f153,C14,rot,Dustbincover,83.2264,96.7736,0.0378,0,0.0636
sf3d_only,ZY20210800002_H2_C4_N27/S24_s01_T1_w0_f036,C4,trans,Lockerdrawer,10.1683,10.1683,0.0456,1,nan
sf3d_only,ZY20210800002_H2_C4_N27/S24_s01_T1_w1_f095,C4,trans,Lockerdrawer,19.5409,160.4591,0.0412,1,nan
sf3d_only,ZY20210800002_H2_C4_N27/S24_s01_T1_w2_f157,C4,trans,Lockerdrawer,9.4056,9.4056,0.0448,1,nan
sf3d_only,ZY20210800002_H2_C4_N27/S24_s01_T1_w3_f210,C4,trans,Lockerdrawer,11.5900,168.4100,0.0487,1,nan
sf3d_only,ZY20210800002_H2_C4_N27/S24_s01_T2_w0_f037,C4,rot,Lockersldingdoor,75.6513,75.6513,0.0454,0,0.3009
sf3d_only,ZY20210800002_H2_C4_N27/S24_s01_T2_w1_f102,C4,rot,Lockersldingdoor,27.1700,27.1700,0.3516,0,0.2623
sf3d_only,ZY20210800002_H2_C4_N27/S24_s01_T2_w2_f176,C4,rot,Lockersldingdoor,88.6118,88.6118,0.0471,0,0.3097
sf3d_only,ZY20210800002_H2_C4_N27/S24_s01_T2_w3_f241,C4,rot,Lockersldingdoor,81.8498,98.1502,0.0408,0,0.2678
sf3d_only,ZY20210800002_H2_C6_N19/S245_s05_T2_w0_f048,C6,rot,Safedoor,71.7578,108.2422,0.9172,1,0.1425
sf3d_only,ZY20210800002_H2_C6_N19/S245_s05_T2_w1_f084,C6,rot,Safedoor,16.4864,163.5136,0.7848,1,0.2374
sf3d_only,ZY20210800002_H2_C6_N19/S245_s05_T2_w2_f171,C6,rot,Safedoor,61.3054,61.3054,0.9302,1,0.1251
sf3d_only,ZY20210800002_H2_C6_N19/S43_s01_T1_w0_f033,C6,rot,Safedoor,17.8176,17.8176,0.9510,1,0.1386
sf3d_only,ZY20210800002_H2_C6_N19/S43_s01_T1_w1_f091,C6,rot,Safedoor,3.3191,176.6809,0.9360,1,0.1722
sf3d_only,ZY20210800002_H2_C6_N19/S43_s01_T1_w2_f160,C6,rot,Safedoor,40.7125,40.7125,0.9529,1,0.1574
sf3d_only,ZY20210800002_H2_C6_N19/S43_s01_T1_w3_f212,C6,rot,Safedoor,1.9384,178.0616,0.9247,1,0.1601
sf3d_only,ZY20210800002_H2_C6_N21/S246_s01_T2_w0_f047,C6,trans,Safedoor,19.7867,160.2133,0.9416,0,nan
sf3d_only,ZY20210800002_H2_C6_N21/S246_s01_T2_w1_f079,C6,rot,Safedoor,20.2286,159.7714,0.8600,1,0.2476
sf3d_only,ZY20210800002_H2_C6_N21/S246_s01_T2_w2_f166,C6,trans,Safedoor,47.3473,132.6527,0.9470,0,nan
sf3d_only,ZY20210800002_H2_C6_N21/S43_s02_T1_w0_f033,C6,rot,Safedoor,57.1016,122.8984,0.9407,1,0.1844
sf3d_only,ZY20210800002_H2_C6_N21/S43_s02_T1_w1_f097,C6,rot,Safedoor,1.7089,178.2911,0.9462,1,0.2010
sf3d_only,ZY20210800002_H2_C6_N21/S43_s02_T1_w2_f172,C6,rot,Safedoor,20.0458,20.0458,0.9502,1,0.1754
sf3d_only,ZY20210800002_H2_C6_N21/S43_s02_T1_w3_f226,C6,rot,Safedoor,5.0800,174.9200,0.9486,1,0.1957
sf3d_only,ZY20210800002_H2_C6_N33/S246_s04_T3_w2_f104,C6,rot,Safedoor,19.8907,160.1093,0.9135,1,0.2635
sf3d_only,ZY20210800002_H2_C6_N33/S246_s04_T3_w3_f200,C6,rot,Safedoor,67.7336,67.7336,0.9255,1,0.1505
sf3d_only,ZY20210800002_H2_C6_N33/S246_s04_T3_w4_f238,C6,rot,Safedoor,22.9471,157.0529,0.8537,1,0.2813
sf3d_only,ZY20210800003_H3_C14_N30/S334_s01_T1_w0_f049,C14,rot,Dustbincover,45.1650,45.1650,0.0338,0,0.0623
sf3d_only,ZY20210800003_H3_C14_N30/S334_s01_T1_w1_f072,C14,rot,Dustbincover,8.6522,171.3478,0.0518,0,0.0571
sf3d_only,ZY20210800003_H3_C14_N30/S334_s01_T1_w2_f181,C14,rot,Dustbincover,61.3911,61.3911,0.0396,0,0.0822
sf3d_only,ZY20210800003_H3_C14_N30/S334_s01_T1_w3_f230,C14,rot,Dustbincover,14.4617,165.5383,0.0448,0,0.0559
sf3d_only,ZY20210800003_H3_C14_N30/S334_s03_T2_w0_f052,C14,rot,Dustbincover,79.9419,79.9419,0.0576,0,0.0687
sf3d_only,ZY20210800003_H3_C14_N30/S334_s03_T2_w1_f072,C14,rot,Dustbincover,71.8518,108.1482,0.0427,0,0.0780
sf3d_only,ZY20210800003_H3_C14_N35/S166_s03_T1_w0_f055,C14,rot,Dustbincover,81.2304,98.7696,0.0385,0,0.0849
sf3d_only,ZY20210800003_H3_C14_N35/S166_s03_T1_w1_f102,C14,rot,Dustbincover,75.1061,75.1061,0.0346,0,0.0731
sf3d_only,ZY20210800003_H3_C14_N35/S166_s03_T1_w2_f205,C14,rot,Dustbincover,83.3680,83.3680,0.0438,0,0.0825
sf3d_only,ZY20210800003_H3_C14_N35/S166_s03_T1_w3_f236,C14,rot,Dustbincover,80.4006,80.4006,0.0625,0,0.0739
sf3d_only,ZY20210800003_H3_C14_N35/S207_s03_T2_w0_f044,C14,rot,Dustbincover,71.5148,108.4852,0.0420,0,0.0441
sf3d_only,ZY20210800003_H3_C14_N35/S207_s03_T2_w1_f060,C14,rot,Dustbincover,76.0492,76.0492,0.0469,0,0.0436
sf3d_only,ZY20210800003_H3_C14_N35/S207_s03_T2_w4_f186,C14,rot,Dustbincover,72.7678,72.7678,0.0458,0,0.0667
sf3d_only,ZY20210800003_H3_C14_N36/S334_s02_T1_w0_f045,C14,rot,Dustbincover,63.6626,63.6626,0.0356,0,0.0766
sf3d_only,ZY20210800003_H3_C14_N36/S334_s02_T1_w1_f091,C14,rot,Dustbincover,32.0783,147.9217,0.0487,0,0.0683
sf3d_only,ZY20210800003_H3_C14_N36/S334_s02_T1_w2_f192,C14,rot,Dustbincover,50.9999,129.0001,0.0353,0,0.0857
sf3d_only,ZY20210800003_H3_C14_N36/S334_s02_T1_w3_f236,C14,rot,Dustbincover,42.8322,137.1678,0.0442,0,0.0698
sf3d_only,ZY20210800003_H3_C14_N36/S334_s03_T2_w0_f039,C14,rot,Dustbincover,86.6954,86.6954,0.0455,0,0.0745
sf3d_only,ZY20210800003_H3_C14_N36/S334_s03_T2_w1_f060,C14,rot,Dustbincover,57.8380,122.1620,0.0491,0,0.0594
sf3d_only,ZY20210800003_H3_C14_N36/S334_s03_T2_w2_f134,C14,rot,Dustbincover,83.4345,96.5655,0.0486,0,0.0719
sf3d_only,ZY20210800003_H3_C3_N24/S277_s05_T2_w2_f178,C3,rot,Laptopdisplay,17.7142,17.7142,0.0772,0,0.2484
sf3d_only,ZY20210800003_H3_C3_N24/S277_s05_T2_w3_f214,C3,rot,Laptopdisplay,32.4002,32.4002,0.0744,0,0.1887
sf3d_only,ZY20210800003_H3_C3_N24/S277_s05_T2_w4_f236,C3,rot,Laptopdisplay,56.7004,56.7004,0.0576,0,0.1424
sf3d_only,ZY20210800003_H3_C3_N26/S279_s01_T2_w2_f189,C3,rot,Laptopdisplay,62.0000,118.0000,0.0671,0,0.2889
sf3d_only,ZY20210800003_H3_C3_N26/S279_s01_T2_w3_f220,C3,rot,Laptopdisplay,28.6343,28.6343,0.0636,0,0.1809
sf3d_only,ZY20210800003_H3_C3_N26/S279_s01_T2_w4_f239,C3,rot,Laptopdisplay,60.6931,60.6931,0.0547,0,0.1476
sf3d_only,ZY20210800003_H3_C3_N26/S282_s02_T2_w2_f189,C3,rot,Laptopdisplay,84.5665,95.4335,0.3743,0,0.2744
sf3d_only,ZY20210800003_H3_C3_N26/S282_s02_T2_w3_f224,C3,rot,Laptopdisplay,27.8361,152.1639,0.0753,0,0.1529
sf3d_only,ZY20210800003_H3_C3_N26/S282_s02_T2_w4_f239,C3,rot,Laptopdisplay,62.8020,62.8020,0.0568,0,0.1793
sf3d_only,ZY20210800003_H3_C3_N31/S279_s02_T2_w2_f186,C3,rot,Laptopdisplay,27.8465,152.1535,0.1016,0,0.2922
sf3d_only,ZY20210800003_H3_C3_N31/S279_s02_T2_w3_f219,C3,rot,Laptopdisplay,63.4780,63.4780,0.0593,0,0.1551
sf3d_only,ZY20210800003_H3_C3_N31/S279_s02_T2_w4_f235,C3,rot,Laptopdisplay,27.6766,27.6766,0.0635,0,0.1356
sf3d_only,ZY20210800003_H3_C3_N31/S282_s03_T2_w2_f178,C3,rot,Laptopdisplay,28.7887,151.2113,0.0855,0,0.2960
sf3d_only,ZY20210800003_H3_C3_N31/S282_s03_T2_w3_f210,C3,rot,Laptopdisplay,58.5923,58.5923,0.0763,0,0.1560
sf3d_only,ZY20210800003_H3_C3_N31/S282_s03_T2_w4_f228,C3,rot,Laptopdisplay,31.9371,31.9371,0.0419,0,0.1315
sf3d_only,ZY20210800003_H3_C3_N34/S279_s03_T2_w2_f176,C3,rot,Laptopdisplay,38.1110,141.8890,0.1003,0,0.3263
sf3d_only,ZY20210800003_H3_C3_N34/S279_s03_T2_w3_f203,C3,rot,Laptopdisplay,22.9904,22.9904,0.0986,0,0.1786
sf3d_only,ZY20210800003_H3_C3_N34/S279_s03_T2_w4_f224,C3,rot,Laptopdisplay,56.6155,56.6155,0.0449,0,0.1593
sf3d_only,ZY20210800003_H3_C3_N34/S282_s04_T2_w2_f197,C3,rot,Laptopdisplay,21.5670,158.4330,0.2205,0,0.2819
sf3d_only,ZY20210800003_H3_C3_N34/S282_s04_T2_w3_f229,C3,rot,Laptopdisplay,2.9926,2.9926,0.0997,0,0.1998
sf3d_only,ZY20210800003_H3_C3_N34/S282_s04_T2_w4_f246,C3,rot,Laptopdisplay,25.2528,25.2528,0.0487,0,0.1467
sf3d_only,ZY20210800003_H3_C4_N05/S50_s01_T3_w1_f086,C4,trans,Lockerdrawer,54.7676,125.2324,0.0511,1,nan
sf3d_only,ZY20210800003_H3_C4_N05/S50_s01_T3_w3_f214,C4,rot,Lockersldingdoor,88.1405,91.8595,0.0473,0,0.0208
sf3d_only,ZY20210800003_H3_C4_N05/S50_s01_T4_w2_f140,C4,trans,Lockerdrawer,60.4336,60.4336,0.0448,1,nan
sf3d_only,ZY20210800003_H3_C4_N45/S48_s03_T1_w0_f037,C4,trans,Lockerdrawer,8.5244,8.5244,0.0500,1,nan
sf3d_only,ZY20210800003_H3_C4_N45/S48_s03_T1_w1_f087,C4,trans,Lockerdrawer,26.7221,153.2779,0.0432,1,nan
sf3d_only,ZY20210800003_H3_C4_N45/S48_s03_T1_w2_f157,C4,trans,Lockerdrawer,7.1164,7.1164,0.0549,1,nan
sf3d_only,ZY20210800003_H3_C4_N45/S48_s03_T1_w3_f208,C4,trans,Lockerdrawer,12.6946,167.3054,0.0426,1,nan
sf3d_only,ZY20210800003_H3_C4_N45/S48_s03_T2_w0_f055,C4,trans,Lockerdrawer,24.2447,24.2447,0.0519,1,nan
