model,object,axis_unsigned_deg,axis_signed_deg,p_rev,radius_m,hinge_offset_frac,z_p
20260913_joint4_decoder_l2anchor_dense_d2d,waffleiron/waffleiron,65.233,65.233,0.9306,0.3379,0.2062,1.079
20260913_joint4_decoder_l2anchor_dense_d2d,waffleiron/waffleiron,55.896,124.104,0.9645,0.3876,0.0697,0.866
20260913_joint4_decoder_l2anchor_dense_d2d,waffleiron/waffleiron,66.559,66.559,0.9467,0.3918,0.3178,1.036
20260913_joint4_decoder_l2anchor_dense_d2d,waffleiron/waffleiron,45.192,45.192,0.9453,0.4248,0.0942,0.627
20260913_joint4_decoder_l2anchor_dense_d2d,waffleiron/waffleiron,73.370,73.370,0.9494,0.3320,0.0789,1.217
20260913_joint4_decoder_l2anchor_dense_d2d,waffleiron/waffleiron,66.267,113.733,0.9102,0.6133,0.1685,0.780
20260913_joint4_decoder_l2anchor_dense_d2d,waffleiron/waffleiron,18.829,161.171,0.9456,0.2727,0.2675,1.121
20260913_joint4_decoder_l2anchor_dense_d2d,waffleiron/waffleiron,68.713,68.713,0.9315,0.4061,0.2190,0.781
20260913_joint4_decoder_l2anchor_dense_d2d,waffleiron/waffleiron,69.820,110.180,0.9533,0.3600,0.2822,1.139
20260913_joint4_decoder_l2anchor_dense_d2d,waffleiron/waffleiron,26.636,26.636,0.8106,0.6782,0.1314,1.090
20260913_joint4_decoder_l2anchor_dense_d2d,waffleiron/waffleiron,53.025,53.025,0.9561,0.3424,0.0986,1.005
20260913_joint4_decoder_l2anchor_dense_d2d,laptop/laptop,86.841,86.841,0.9210,0.2504,0.2311,0.682
20260913_joint4_decoder_l2anchor_dense_d2d,laptop/laptop,88.007,88.007,0.9448,0.1849,0.2289,0.687
20260913_joint4_decoder_l2anchor_dense_d2d,laptop/laptop,86.943,93.057,0.9520,0.5461,0.1396,1.146
20260913_joint4_decoder_l2anchor_dense_d2d,laptop/laptop,38.459,141.541,0.9599,1.6107,0.2567,0.614
20260913_joint4_decoder_l2anchor_dense_d2d,laptop/laptop,70.106,109.894,0.9656,0.3935,0.1616,0.777
20260913_joint4_decoder_l2anchor_dense_d2d,laptop/laptop,47.222,132.778,0.9521,1.3618,0.2024,0.729
20260913_joint4_decoder_l2anchor_dense_d2d,laptop/laptop,75.368,104.632,0.9599,0.5957,0.1434,1.158
20260913_joint4_decoder_l2anchor_dense_d2d,laptop/laptop,81.005,81.005,0.9610,0.3449,0.0785,0.867
20260913_joint4_decoder_l2anchor_dense_d2d,laptop/laptop,6.385,173.615,0.9444,1.7442,0.2617,0.435
20260913_joint4_decoder_l2anchor_dense_d2d,laptop/laptop,81.276,98.724,0.9605,0.3484,0.1689,0.790
20260913_joint4_decoder_l2anchor_dense_d2d,laptop/laptop,70.532,109.468,0.9692,0.7941,0.0992,1.519
20260913_joint4_decoder_l2anchor_dense_d2d,laptop/laptop,23.945,156.055,0.9653,1.2832,0.3896,0.843
20260913_joint4_decoder_l2anchor_dense_d2d,laptop/laptop,82.195,82.195,0.9521,0.2659,0.1529,0.693
20260913_joint4_decoder_l2anchor_dense_d2d,laptop/laptop,83.467,96.533,0.9615,0.6460,0.1321,1.466
20260913_joint4_decoder_l2anchor_dense_d2d,laptop/laptop,16.568,163.432,0.9667,1.4981,0.3617,0.779
20260913_joint4_decoder_l2anchor_dense_d2d,laptop/laptop,88.046,88.046,0.9501,0.3284,0.1151,0.816
20260913_joint4_decoder_l2anchor_dense_d2d,laptop/laptop,88.617,88.617,0.9550,0.3361,0.1562,0.849
20260913_joint4_decoder_l2anchor_dense_d2d,box/box,58.484,121.516,0.9279,0.2729,0.0631,0.535
20260913_joint4_decoder_l2anchor_dense_d2d,box/box,72.450,107.550,0.9226,0.5137,0.0840,1.039
20260913_joint4_decoder_l2anchor_dense_d2d,box/box,40.657,40.657,0.9582,0.6443,0.1567,0.765
20260913_joint4_decoder_l2anchor_dense_d2d,box/box,83.686,96.314,0.9513,0.4701,0.0536,1.172
20260913_joint4_decoder_l2anchor_dense_d2d,box/box,55.736,55.736,0.9637,0.4011,0.1067,0.714
20260913_joint4_decoder_l2anchor_dense_d2d,box/box,70.943,109.057,0.8559,0.3485,0.0893,1.081
20260913_joint4_decoder_l2anchor_dense_d2d,box/box,62.136,62.136,0.9660,0.0672,0.1328,0.735
20260913_joint4_decoder_l2anchor_dense_d2d,box/box,86.955,86.955,0.9587,0.2741,0.0418,0.692
20260913_joint4_decoder_l2anchor_dense_d2d,box/box,84.637,95.363,0.9567,0.4228,0.0208,1.106
20260913_joint4_decoder_l2anchor_dense_d2d,box/box,76.122,103.878,0.9399,0.4971,0.0030,0.985
20260913_joint4_decoder_l2anchor_dense_d2d,box/box,15.323,15.323,0.9641,0.6754,0.1365,0.731
20260913_joint4_decoder_l2anchor_dense_d2d,notebook/notebook,33.331,146.669,0.9189,0.1932,0.0140,0.761
20260913_joint4_decoder_l2anchor_dense_d2d,notebook/notebook,75.389,104.611,0.9381,0.2462,0.0578,0.884
20260913_joint4_decoder_l2anchor_dense_d2d,notebook/notebook,23.582,156.418,0.9207,0.5268,0.1978,0.890
20260913_joint4_decoder_l2anchor_dense_d2d,notebook/notebook,25.142,154.858,0.8478,0.3804,0.2061,0.975
20260913_joint4_decoder_l2anchor_dense_d2d,notebook/notebook,44.089,135.911,0.9073,0.7388,0.2854,1.040
20260913_joint4_decoder_l2anchor_dense_d2d,notebook/notebook,41.853,138.147,0.8813,0.0668,0.0118,0.696
20260913_joint4_decoder_l2anchor_dense_d2d,notebook/notebook,70.031,109.969,0.8312,0.4983,0.2834,1.296
20260913_joint4_decoder_l2anchor_dense_d2d,notebook/notebook,26.205,153.795,0.8607,0.4215,0.0016,0.875
20260913_joint4_decoder_l2anchor_dense_d2d,notebook/notebook,81.116,98.884,0.9653,0.3007,0.2573,0.913
20260913_joint4_decoder_l2anchor_dense_d2d,notebook/notebook,30.692,149.308,0.8891,0.1186,0.0027,0.690
20260913_joint4_decoder_l2anchor_dense_d2d,notebook/notebook,68.604,111.396,0.8216,0.4573,0.2498,1.182
20260913_joint4_decoder_l2anchor_dense_d2d,notebook/notebook,55.045,124.955,0.8809,0.0448,0.0018,0.689
20260913_joint4_decoder_l2anchor_dense_d2d,notebook/notebook,27.655,152.345,0.9372,0.5355,0.2065,0.819
20260913_joint4_decoder_l2anchor_dense_d2d,notebook/notebook,48.281,131.719,0.8756,0.6406,0.2687,1.154
20260913_joint4_decoder_l2anchor_dense_d2d,notebook/notebook,53.671,126.329,0.8862,0.0723,0.0297,0.747
20260913_joint4_decoder_l2anchor_dense_d2d,notebook/notebook,61.981,118.019,0.9016,0.5025,0.2783,1.085
20260913_joint4_decoder_l2anchor_dense_d2d,notebook/notebook,26.089,153.911,0.8956,0.1519,0.0250,0.862
20260913_joint4_decoder_l2anchor_dense_d2d,notebook/notebook,85.178,94.822,0.8905,0.3735,0.2653,1.109
20260913_joint4_decoder_l2anchor_dense_d2d,notebook/notebook,9.809,170.191,0.8840,0.2403,0.0173,0.809
20260913_joint4_decoder_l2anchor_dense_d2d,notebook/notebook,50.563,129.437,0.9340,0.4917,0.2862,1.204
20260913_joint4_decoder_l2anchor_dense_d2d,phone/phone,83.773,96.227,0.6227,0.3871,0.2351,0.966
20260913_joint4_decoder_l2anchor_dense_d2d,phone/phone,68.357,111.643,0.7144,0.0616,0.1560,1.348
20260913_joint4_decoder_l2anchor_dense_d2d,phone/phone,29.396,150.604,0.3163,0.5692,0.2035,1.101
20260913_joint4_decoder_l2anchor_dense_d2d,phone/phone,15.198,164.802,0.9094,0.2355,0.0119,1.883
20260913_joint4_decoder_l2anchor_dense_d2d,phone/phone,57.589,122.411,0.1787,1.1377,0.1676,1.187
20260913_joint4_decoder_l2anchor_dense_d2d,phone/phone,49.662,130.338,0.9314,0.3218,0.0092,1.832
20260913_joint4_decoder_l2anchor_dense_d2d,phone/phone,72.751,72.751,0.4631,0.1048,0.2813,1.222
20260913_joint4_decoder_l2anchor_dense_d2d,phone/phone,33.313,33.313,0.7300,0.7777,0.0364,1.695
20260913_joint4_decoder_l2anchor_dense_d2d,phone/phone,49.555,130.445,0.9307,0.6128,0.1843,1.094
20260913_joint4_decoder_l2anchor_dense_d2d,phone/phone,58.759,121.241,0.8843,0.2033,0.0657,2.039
20260913_joint4_decoder_l2anchor_dense_d2d,phone/phone,49.398,130.602,0.8476,0.4637,0.0895,1.335
20260913_joint4_decoder_l2anchor_dense_d2d,phone/phone,51.809,51.809,0.7925,0.3400,0.0777,1.437
20260913_joint4_decoder_l2anchor_dense_d2d,phone/phone,86.155,86.155,0.8698,0.4006,0.0279,1.336
20260913_joint4_decoder_l2anchor_dense_d2d,phone/phone,80.001,80.001,0.8343,0.4871,0.0419,1.700
20260913_joint4_decoder_l2anchor_dense_d2d,phone/phone,83.098,83.098,0.8897,0.4407,0.0094,0.696
20260913_joint4_decoder_l2anchor_dense_d2d,phone/phone,29.736,150.264,0.8337,0.4869,0.0278,1.901
20260913_joint4_decoder_l2anchor_dense_d2d,laptop/laptop,67.288,112.712,0.9689,0.7781,0.0704,1.472
20260913_joint4_decoder_l2anchor_dense_d2d,laptop/laptop,36.525,143.475,0.9523,1.1312,0.3494,0.830
20260913_joint4_decoder_l2anchor_dense_d2d,laptop/laptop,52.689,127.311,0.9484,0.9575,0.1148,1.103
20260913_joint4_decoder_l2anchor_dense_d2d,laptop/laptop,79.993,100.007,0.3532,0.1691,0.1042,1.031
20260913_joint4_decoder_l2anchor_dense_d2d,laptop/laptop,28.524,151.476,0.9637,1.6090,0.4410,0.871
20260913_joint4_decoder_l2anchor_dense_d2d,laptop/laptop,8.120,171.880,0.9416,0.2902,0.3645,1.096
20260913_joint4_decoder_l2anchor_dense_d2d,laptop/laptop,40.745,139.255,0.9591,1.2576,0.3239,0.876
20260913_joint4_decoder_l2anchor_dense_d2d,laptop/laptop,62.374,117.626,0.9742,0.7995,0.0394,1.463
20260913_joint4_decoder_l2anchor_dense_d2d,laptop/laptop,18.684,161.316,0.9572,1.9567,0.3795,0.578
20260913_joint4_decoder_l2anchor_dense_d2d,laptop/laptop,73.496,106.504,0.9602,0.6812,0.0256,1.047
20260913_joint4_decoder_l2anchor_dense_d2d,laptop/laptop,34.977,145.023,0.9381,0.2975,0.0201,1.501
20260913_joint4_decoder_l2anchor_dense_d2d,laptop/laptop,13.147,166.853,0.9674,1.4738,0.4819,0.726
20260913_joint4_decoder_l2anchor_dense_d2d,laptop/laptop,71.682,108.318,0.9619,0.6508,0.0428,1.441
20260913_joint4_decoder_l2anchor_dense_d2d,laptop/laptop,22.114,157.886,0.9549,1.4126,0.3533,0.736
20260913_joint4_decoder_l2anchor_dense_d2d,microwave/microwave,37.847,37.847,0.9246,0.1406,0.0557,1.366
20260913_joint4_decoder_l2anchor_dense_d2d,microwave/microwave,18.413,161.587,0.9450,0.4776,0.2014,1.511
20260913_joint4_decoder_l2anchor_dense_d2d,microwave/microwave,85.077,94.923,0.9166,0.1004,0.1140,1.542
20260913_joint4_decoder_l2anchor_dense_d2d,microwave/microwave,13.020,166.980,0.9368,0.4012,0.2275,1.349
20260913_joint4_decoder_l2anchor_dense_d2d,microwave/microwave,11.621,168.379,0.9546,0.4482,0.0185,1.724
20260913_joint4_decoder_l2anchor_dense_d2d,microwave/microwave,41.596,41.596,0.8872,0.1526,0.0558,1.365
20260913_joint4_decoder_l2anchor_dense_d2d,microwave/microwave,17.081,162.919,0.9434,0.4888,0.1153,1.332
20260913_joint4_decoder_l2anchor_dense_d2d,microwave/microwave,17.874,17.874,0.8984,0.1397,0.1436,1.313
20260913_joint4_decoder_l2anchor_dense_d2d,microwave/microwave,35.077,144.923,0.9386,0.5412,0.2215,1.244
20260913_joint4_decoder_l2anchor_dense_d2d,microwave/microwave,63.581,116.419,0.9264,0.1038,0.0950,1.656
20260913_joint4_decoder_l2anchor_dense_d2d,microwave/microwave,25.469,154.531,0.9357,0.4200,0.2336,1.451
20260913_joint4_decoder_l2anchor_dense_d2d,microwave/microwave,87.503,87.503,0.8956,0.1200,0.0942,1.271
20260913_joint4_decoder_l2anchor_dense_d2d,microwave/microwave,20.812,159.188,0.9424,0.5258,0.1919,1.342
20260913_joint4_decoder_l2anchor_dense_d2d,microwave/microwave,87.122,92.878,0.9093,0.1663,0.0646,1.637
20260913_joint4_decoder_l2anchor_dense_d2d,microwave/microwave,67.643,67.643,0.9609,0.4602,0.1485,1.576
20260913_joint4_decoder_l2anchor_dense_d2d,microwave/microwave,34.693,34.693,0.8928,0.3087,0.1615,1.344
20260913_joint4_decoder_l2anchor_dense_d2d,microwave/microwave,50.891,50.891,0.9357,0.4889,0.3210,1.516
20260913_joint4_decoder_l2anchor_dense_d2d,microwave/microwave,51.067,51.067,0.9057,0.2714,0.0966,1.299
20260913_joint4_decoder_l2anchor_dense_d2d,microwave/microwave,87.244,92.756,0.9508,0.4663,0.1090,1.468
20260913_joint4_decoder_l2anchor_dense_d2d,microwave/microwave,59.762,120.238,0.9560,0.2311,0.1098,1.811
20260913_joint4_decoder_l2anchor_dense_d2d,microwave/microwave,14.077,14.077,0.9379,0.2641,0.0015,1.444
20260913_joint4_decoder_l2anchor_dense_d2d,microwave/microwave,30.141,149.859,0.9385,0.5692,0.1973,1.233
20260913_joint4_decoder_l2anchor_dense_d2d,microwave/microwave,62.114,117.886,0.9379,0.1605,0.0614,1.632
20260913_joint4_decoder_l2anchor_dense_d2d,microwave/microwave,26.154,153.846,0.9403,0.5037,0.2338,1.210
20260913_joint4_decoder_l2anchor_dense_d2d,microwave/microwave,62.647,117.353,0.9394,0.1323,0.0429,1.606
20260913_joint4_decoder_l2anchor_dense_d2d,microwave/microwave,13.660,166.340,0.9453,0.3889,0.1705,1.477
20260913_joint4_decoder_l2anchor_dense_d2d,microwave/microwave,14.320,14.320,0.9174,0.2005,0.0533,1.328
20260913_joint4_decoder_l2anchor_dense_d2d,microwave/microwave,5.494,174.506,0.9517,0.4170,0.1300,1.672
20260913_joint4_decoder_l2anchor_dense_d2d,microwave/microwave,37.058,37.058,0.9017,0.5493,0.1387,1.273
20260913_joint4_decoder_l2anchor_dense_d2d,microwave/microwave,43.815,43.815,0.9486,0.4173,0.0186,1.485
20260913_joint4_decoder_l2anchor_dense_d2d,microwave/microwave,3.997,176.003,0.9580,0.5193,0.0357,1.481
20260913_joint4_decoder_l2anchor_dense_d2d,notebook/notebook,15.533,164.467,0.9463,0.0876,0.0577,0.749
20260913_joint4_decoder_l2anchor_dense_d2d,notebook/notebook,47.895,132.105,0.9351,0.2856,0.1627,1.097
20260913_joint4_decoder_l2anchor_dense_d2d,notebook/notebook,48.649,131.351,0.9430,0.2571,0.1140,0.592
20260913_joint4_decoder_l2anchor_dense_d2d,notebook/notebook,58.111,121.889,0.9483,0.5998,0.0862,1.168
20260913_joint4_decoder_l2anchor_dense_d2d,notebook/notebook,47.665,132.335,0.9681,0.3582,0.1302,0.683
20260913_joint4_decoder_l2anchor_dense_d2d,notebook/notebook,55.314,124.686,0.9375,0.5383,0.2926,1.025
20260913_joint4_decoder_l2anchor_dense_d2d,notebook/notebook,41.720,138.280,0.9458,0.3540,0.1099,0.788
20260913_joint4_decoder_l2anchor_dense_d2d,notebook/notebook,69.983,110.017,0.9244,0.0787,0.0060,0.806
20260913_joint4_decoder_l2anchor_dense_d2d,notebook/notebook,87.684,92.316,0.8400,0.4863,0.2226,1.222
20260913_joint4_decoder_l2anchor_dense_d2d,notebook/notebook,32.318,147.682,0.9370,0.3579,0.0850,0.689
20260913_joint4_decoder_l2anchor_dense_d2d,notebook/notebook,58.810,121.190,0.8634,0.4426,0.0155,0.953
20260913_joint4_decoder_l2anchor_dense_d2d,notebook/notebook,58.079,121.921,0.9693,0.2705,0.1820,1.164
20260913_joint4_decoder_l2anchor_dense_d2d,notebook/notebook,49.202,130.798,0.9560,0.3083,0.1942,1.240
20260913_joint4_decoder_l2anchor_dense_d2d,notebook/notebook,28.978,151.022,0.8978,0.3289,0.0666,1.216
20260913_joint4_decoder_l2anchor_dense_d2d,notebook/notebook,68.911,111.089,0.9616,0.2542,0.1703,1.117
20260913_joint4_decoder_l2anchor_dense_d2d,notebook/notebook,40.266,139.734,0.9412,0.3308,0.0781,0.721
20260913_joint4_decoder_l2anchor_dense_d2d,phone/phone,27.662,152.338,0.9347,0.4935,0.1765,1.143
20260913_joint4_decoder_l2anchor_dense_d2d,phone/phone,45.014,45.014,0.9269,0.2430,0.1592,1.587
20260913_joint4_decoder_l2anchor_dense_d2d,phone/phone,34.004,145.996,0.6905,0.8220,0.1303,1.448
20260913_joint4_decoder_l2anchor_dense_d2d,phone/phone,80.298,80.298,0.8727,0.3655,0.0145,1.704
20260913_joint4_decoder_l2anchor_dense_d2d,phone/phone,58.421,121.579,0.8525,0.1953,0.2030,1.225
20260913_joint4_decoder_l2anchor_dense_d2d,phone/phone,83.200,96.800,0.8654,0.0369,0.1785,2.015
20260913_joint4_decoder_l2anchor_dense_d2d,phone/phone,38.253,141.747,0.6606,0.5654,0.1263,1.306
20260913_joint4_decoder_l2anchor_dense_d2d,phone/phone,79.309,79.309,0.8800,0.1281,0.0171,1.806
20260913_joint4_decoder_l2anchor_dense_d2d,phone/phone,30.377,149.623,0.9397,0.4607,0.2502,0.953
20260913_joint4_decoder_l2anchor_dense_d2d,phone/phone,80.721,80.721,0.8498,0.1232,0.1799,1.622
20260913_joint4_decoder_l2anchor_dense_d2d,phone/phone,53.230,126.770,0.8188,0.6586,0.1955,1.332
20260913_joint4_decoder_l2anchor_dense_d2d,phone/phone,61.247,61.247,0.8295,0.3394,0.0258,1.459
20260913_joint4_decoder_l2anchor_dense_d2d,phone/phone,80.864,99.136,0.8244,0.7132,0.1492,1.271
20260913_joint4_decoder_l2anchor_dense_d2d,phone/phone,82.915,97.085,0.9041,0.1024,0.0494,1.770
20260913_joint4_decoder_l2anchor_dense_d2d,phone/phone,81.309,98.691,0.8989,1.2064,0.1433,0.473
20260913_joint4_decoder_l2anchor_dense_d2d,phone/phone,68.572,111.428,0.9013,0.1617,0.0296,2.124
20260913_joint4_decoder_l2anchor_dense_d2d,phone/phone,58.810,121.190,0.8631,0.5373,0.2564,1.119
20260913_joint4_decoder_l2anchor_dense_d2d,phone/phone,29.073,29.073,0.8804,0.1613,0.0320,1.670
20260913_joint4_decoder_l2anchor_dense_d2d,espressomachine/espressomachine,29.836,29.836,0.9665,0.5584,0.0032,1.429
20260913_joint4_decoder_l2anchor_dense_d2d,espressomachine/espressomachine,33.643,33.643,0.8832,1.0107,0.1042,2.485
20260913_joint4_decoder_l2anchor_dense_d2d,espressomachine/espressomachine,47.367,47.367,0.9669,0.4187,0.0730,1.145
20260913_joint4_decoder_l2anchor_dense_d2d,espressomachine/espressomachine,27.019,27.019,0.9226,0.6451,0.1037,2.353
20260913_joint4_decoder_l2anchor_dense_d2d,espressomachine/espressomachine,19.547,19.547,0.9708,0.4032,0.0027,1.166
20260913_joint4_decoder_l2anchor_dense_d2d,espressomachine/espressomachine,77.217,77.217,0.8622,1.9142,0.0270,2.521
20260913_joint4_decoder_l2anchor_dense_d2d,espressomachine/espressomachine,17.035,17.035,0.9623,0.3396,0.0567,1.267
20260913_joint4_decoder_l2anchor_dense_d2d,espressomachine/espressomachine,78.388,101.612,0.8552,1.4461,0.0223,1.975
20260913_joint4_decoder_l2anchor_dense_d2d,espressomachine/espressomachine,23.935,23.935,0.9751,0.5071,0.0291,1.378
20260913_joint4_decoder_l2anchor_dense_d2d,espressomachine/espressomachine,71.560,71.560,0.8422,1.9803,0.0201,2.379
20260913_joint4_decoder_l2anchor_dense_d2d,espressomachine/espressomachine,20.873,20.873,0.9706,0.5844,0.0391,1.453
20260913_joint4_decoder_l2anchor_dense_d2d,espressomachine/espressomachine,63.290,63.290,0.9388,1.7844,0.0903,2.625
20260913_joint4_decoder_l2anchor_dense_d2d,espressomachine/espressomachine,20.234,20.234,0.9652,0.5971,0.0522,1.534
20260913_joint4_decoder_l2anchor_dense_d2d,espressomachine/espressomachine,50.988,50.988,0.9241,1.5609,0.1118,2.599
20260913_joint4_decoder_l2anchor_dense_d2d,espressomachine/espressomachine,60.822,119.178,0.6701,0.6653,0.1787,1.416
20260913_joint4_decoder_l2anchor_dense_d2d,espressomachine/espressomachine,19.904,19.904,0.9289,0.4683,0.1436,2.632
20260913_joint4_decoder_l2anchor_dense_d2d,espressomachine/espressomachine,16.029,16.029,0.9592,0.6716,0.0411,1.388
20260913_joint4_decoder_l2anchor_dense_d2d,espressomachine/espressomachine,63.574,63.574,0.9420,1.7326,0.1156,2.455
20260913_joint4_decoder_l2anchor_dense_d2d,espressomachine/espressomachine,21.825,21.825,0.9738,0.4936,0.0122,1.251
20260913_joint4_decoder_l2anchor_dense_d2d,espressomachine/espressomachine,59.208,59.208,0.9163,1.5268,0.1090,2.480
20260913_joint4_decoder_l2anchor_dense_d2d,espressomachine/espressomachine,17.476,17.476,0.9640,0.6579,0.0742,1.299
20260913_joint4_decoder_l2anchor_dense_d2d,espressomachine/espressomachine,24.807,24.807,0.9374,0.5837,0.1379,2.547
20260913_joint4_decoder_l2anchor_dense_d2d,espressomachine/espressomachine,21.728,21.728,0.9687,0.5357,0.0332,1.487
