model,object,axis_unsigned_deg,axis_signed_deg,p_rev,radius_m,hinge_offset_frac,z_p
20260913_joint4_decoder_l2anchor_dense_off,scissors/scissors,35.530,35.530,0.9350,0.0769,0.1233,1.332
20260913_joint4_decoder_l2anchor_dense_off,scissors/scissors,16.848,16.848,0.9375,0.3023,0.1201,1.649
20260913_joint4_decoder_l2anchor_dense_off,scissors/scissors,41.927,41.927,0.9405,0.2253,0.0408,1.207
20260913_joint4_decoder_l2anchor_dense_off,scissors/scissors,50.608,50.608,0.9394,0.3216,0.0003,0.988
20260913_joint4_decoder_l2anchor_dense_off,scissors/scissors,46.757,46.757,0.9393,0.4996,0.0004,0.962
20260913_joint4_decoder_l2anchor_dense_off,scissors/scissors,61.612,61.612,0.9330,0.1971,0.0356,1.581
20260913_joint4_decoder_l2anchor_dense_off,scissors/scissors,27.143,27.143,0.9374,0.3256,0.0632,0.712
20260913_joint4_decoder_l2anchor_dense_off,scissors/scissors,13.434,13.434,0.9380,0.1817,0.0207,1.465
20260913_joint4_decoder_l2anchor_dense_off,scissors/scissors,69.195,110.805,0.9394,0.2648,0.0331,0.970
20260913_joint4_decoder_l2anchor_dense_off,scissors/scissors,74.743,74.743,0.9398,0.3262,0.0475,2.063
20260913_joint4_decoder_l2anchor_dense_off,scissors/scissors,88.538,88.538,0.9443,0.2780,0.0086,0.891
20260913_joint4_decoder_l2anchor_dense_off,scissors/scissors,62.855,62.855,0.9415,0.1006,0.0319,1.258
20260913_joint4_decoder_l2anchor_dense_off,scissors/scissors,67.560,67.560,0.9408,0.2825,0.0007,0.748
20260913_joint4_decoder_l2anchor_dense_off,scissors/scissors,87.107,87.107,0.9436,0.1375,0.0588,0.964
20260913_joint4_decoder_l2anchor_dense_off,scissors/scissors,86.184,93.816,0.9411,0.1666,0.0294,1.327
20260913_joint4_decoder_l2anchor_dense_off,scissors/scissors,79.832,100.168,0.9344,0.0928,0.1081,1.140
20260913_joint4_decoder_l2anchor_dense_off,scissors/scissors,84.326,95.674,0.9418,0.2631,0.0800,1.441
20260913_joint4_decoder_l2anchor_dense_off,scissors/scissors,82.837,82.837,0.9443,0.1085,0.0016,1.164
20260913_joint4_decoder_l2anchor_dense_off,scissors/scissors,84.292,84.292,0.9431,0.0702,0.0327,0.933
20260913_joint4_decoder_l2anchor_dense_off,scissors/scissors,81.828,98.172,0.9424,0.0500,0.0252,1.073
20260913_joint4_decoder_l2anchor_dense_off,scissors/scissors,78.194,101.806,0.9301,0.0669,0.0106,0.992
20260913_joint4_decoder_l2anchor_dense_off,scissors/scissors,88.715,88.715,0.9442,0.1928,0.0990,2.014
20260913_joint4_decoder_l2anchor_dense_off,waffleiron/waffleiron,23.612,23.612,0.9567,3.3445,0.0015,0.548
20260913_joint4_decoder_l2anchor_dense_off,waffleiron/waffleiron,57.654,122.346,0.9577,1.8405,0.0233,1.179
20260913_joint4_decoder_l2anchor_dense_off,waffleiron/waffleiron,34.914,34.914,0.9550,3.2040,0.0206,0.477
20260913_joint4_decoder_l2anchor_dense_off,waffleiron/waffleiron,10.138,169.862,0.9378,2.1786,0.0342,0.882
20260913_joint4_decoder_l2anchor_dense_off,waffleiron/waffleiron,83.936,96.064,0.9317,1.4728,0.1628,1.742
20260913_joint4_decoder_l2anchor_dense_off,waffleiron/waffleiron,43.269,136.731,0.9520,1.9352,0.0543,1.279
20260913_joint4_decoder_l2anchor_dense_off,waffleiron/waffleiron,38.401,38.401,0.9566,2.8040,0.0653,0.439
20260913_joint4_decoder_l2anchor_dense_off,waffleiron/waffleiron,26.422,153.578,0.9414,0.9050,0.0604,0.809
20260913_joint4_decoder_l2anchor_dense_off,waffleiron/waffleiron,62.504,62.504,0.9486,1.8041,0.1373,1.111
20260913_joint4_decoder_l2anchor_dense_off,waffleiron/waffleiron,27.863,152.137,0.9388,1.4819,0.0700,0.839
20260913_joint4_decoder_l2anchor_dense_off,waffleiron/waffleiron,34.552,34.552,0.9529,1.4761,0.0279,1.050
20260913_joint4_decoder_l2anchor_dense_off,waffleiron/waffleiron,65.444,65.444,0.9524,2.1292,0.1481,1.064
20260913_joint4_decoder_l2anchor_dense_off,waffleiron/waffleiron,28.329,28.329,0.9380,0.1548,0.2848,1.267
20260913_joint4_decoder_l2anchor_dense_off,waffleiron/waffleiron,34.729,34.729,0.9325,2.7815,0.0805,0.915
20260913_joint4_decoder_l2anchor_dense_off,waffleiron/waffleiron,76.495,76.495,0.9355,0.9791,0.0606,1.263
20260913_joint4_decoder_l2anchor_dense_off,waffleiron/waffleiron,53.366,126.634,0.9477,2.6889,0.0308,0.971
20260913_joint4_decoder_l2anchor_dense_off,waffleiron/waffleiron,44.423,44.423,0.9204,0.7151,0.0236,1.730
20260913_joint4_decoder_l2anchor_dense_off,waffleiron/waffleiron,42.505,42.505,0.9337,2.0822,0.0035,1.090
20260913_joint4_decoder_l2anchor_dense_off,laptop/laptop,12.932,167.068,0.9524,1.5123,0.0496,1.890
20260913_joint4_decoder_l2anchor_dense_off,laptop/laptop,18.473,161.527,0.9526,1.6621,0.0991,1.874
20260913_joint4_decoder_l2anchor_dense_off,laptop/laptop,2.127,177.873,0.9526,0.6485,0.0570,2.156
20260913_joint4_decoder_l2anchor_dense_off,laptop/laptop,17.021,162.979,0.9547,2.5274,0.0000,1.099
20260913_joint4_decoder_l2anchor_dense_off,laptop/laptop,4.255,175.745,0.9465,1.2180,0.0489,2.290
20260913_joint4_decoder_l2anchor_dense_off,laptop/laptop,10.870,169.130,0.9556,2.4161,0.0382,1.258
20260913_joint4_decoder_l2anchor_dense_off,laptop/laptop,12.599,167.401,0.9518,1.0094,0.0833,2.282
20260913_joint4_decoder_l2anchor_dense_off,laptop/laptop,21.882,158.118,0.9502,0.9711,0.0461,1.971
20260913_joint4_decoder_l2anchor_dense_off,laptop/laptop,5.298,174.702,0.9594,3.6180,0.0004,0.700
20260913_joint4_decoder_l2anchor_dense_off,laptop/laptop,5.082,174.918,0.9518,1.0354,0.0164,1.984
20260913_joint4_decoder_l2anchor_dense_off,laptop/laptop,20.495,159.505,0.9497,1.6109,0.0358,1.999
20260913_joint4_decoder_l2anchor_dense_off,laptop/laptop,10.828,169.172,0.9585,1.1952,0.0421,2.234
20260913_joint4_decoder_l2anchor_dense_off,laptop/laptop,22.634,157.366,0.9480,1.1271,0.0193,1.706
20260913_joint4_decoder_l2anchor_dense_off,laptop/laptop,5.027,174.973,0.9544,1.2228,0.0147,1.949
20260913_joint4_decoder_l2anchor_dense_off,laptop/laptop,8.254,171.746,0.9579,1.3793,0.0671,2.102
20260913_joint4_decoder_l2anchor_dense_off,laptop/laptop,18.646,161.354,0.9499,0.8122,0.0328,1.988
20260913_joint4_decoder_l2anchor_dense_off,laptop/laptop,19.899,160.101,0.9448,1.2710,0.0611,1.706
20260913_joint4_decoder_l2anchor_dense_off,box/box,38.566,141.434,0.9241,1.1222,0.2164,1.524
20260913_joint4_decoder_l2anchor_dense_off,box/box,16.883,163.117,0.9583,0.3833,0.1111,1.130
20260913_joint4_decoder_l2anchor_dense_off,box/box,5.494,174.506,0.9401,2.6043,0.0371,0.620
20260913_joint4_decoder_l2anchor_dense_off,box/box,64.911,115.089,0.9324,0.0690,0.4087,1.407
20260913_joint4_decoder_l2anchor_dense_off,box/box,9.897,170.103,0.9524,3.7828,0.0064,0.379
20260913_joint4_decoder_l2anchor_dense_off,box/box,25.363,154.637,0.9420,0.8580,0.0211,1.498
20260913_joint4_decoder_l2anchor_dense_off,box/box,43.444,136.556,0.9469,2.3553,0.0617,0.430
20260913_joint4_decoder_l2anchor_dense_off,box/box,14.044,165.956,0.9234,0.9452,0.0142,1.398
20260913_joint4_decoder_l2anchor_dense_off,box/box,50.745,129.255,0.9448,0.4065,0.0554,1.247
20260913_joint4_decoder_l2anchor_dense_off,box/box,24.951,155.049,0.9558,0.4031,0.0857,1.102
20260913_joint4_decoder_l2anchor_dense_off,box/box,8.748,171.252,0.9363,2.1298,0.0454,0.798
20260913_joint4_decoder_l2anchor_dense_off,notebook/notebook,59.108,59.108,0.9502,0.2544,0.0043,0.209
20260913_joint4_decoder_l2anchor_dense_off,notebook/notebook,46.802,46.802,0.9505,0.1026,0.0621,0.129
20260913_joint4_decoder_l2anchor_dense_off,notebook/notebook,57.128,57.128,0.9321,0.8562,0.0116,0.634
20260913_joint4_decoder_l2anchor_dense_off,notebook/notebook,63.239,63.239,0.9417,0.6484,0.0326,0.643
20260913_joint4_decoder_l2anchor_dense_off,notebook/notebook,16.739,163.261,0.9553,0.3818,0.0104,1.096
20260913_joint4_decoder_l2anchor_dense_off,notebook/notebook,80.081,80.081,0.9443,0.1207,0.0629,0.646
20260913_joint4_decoder_l2anchor_dense_off,notebook/notebook,37.659,142.341,0.9507,0.7162,0.0017,1.125
20260913_joint4_decoder_l2anchor_dense_off,notebook/notebook,44.793,44.793,0.9485,0.0583,nan,0.108
20260913_joint4_decoder_l2anchor_dense_off,notebook/notebook,30.066,149.934,0.9495,2.4527,0.0389,0.162
20260913_joint4_decoder_l2anchor_dense_off,notebook/notebook,59.276,59.276,0.9504,0.7490,0.1036,1.127
20260913_joint4_decoder_l2anchor_dense_off,notebook/notebook,25.324,154.676,0.9478,1.2528,0.0239,0.754
20260913_joint4_decoder_l2anchor_dense_off,notebook/notebook,56.817,56.817,0.9406,0.4698,0.0518,0.412
20260913_joint4_decoder_l2anchor_dense_off,notebook/notebook,56.929,56.929,0.9414,0.5390,0.1019,0.694
20260913_joint4_decoder_l2anchor_dense_off,notebook/notebook,5.539,174.461,0.9529,1.4424,0.0026,0.453
20260913_joint4_decoder_l2anchor_dense_off,notebook/notebook,57.879,57.879,0.9502,0.5333,0.0984,0.655
20260913_joint4_decoder_l2anchor_dense_off,notebook/notebook,30.184,149.816,0.9468,0.6765,0.0064,1.005
20260913_joint4_decoder_l2anchor_dense_off,notebook/notebook,87.602,87.602,0.9285,0.1028,0.0430,0.136
20260913_joint4_decoder_l2anchor_dense_off,notebook/notebook,42.165,137.835,0.9508,1.8359,0.0098,0.205
20260913_joint4_decoder_l2anchor_dense_off,notebook/notebook,39.658,39.658,0.9355,1.9670,0.0270,0.237
20260913_joint4_decoder_l2anchor_dense_off,notebook/notebook,5.135,174.865,0.9509,0.8588,0.0080,0.731
20260913_joint4_decoder_l2anchor_dense_off,phone/phone,27.762,152.238,0.9630,0.4086,0.0505,1.534
20260913_joint4_decoder_l2anchor_dense_off,phone/phone,48.865,131.135,0.9470,0.6373,0.0335,1.703
20260913_joint4_decoder_l2anchor_dense_off,phone/phone,9.979,170.021,0.9676,0.7387,0.1257,1.336
20260913_joint4_decoder_l2anchor_dense_off,phone/phone,48.148,48.148,0.9557,0.3851,0.0246,2.331
20260913_joint4_decoder_l2anchor_dense_off,phone/phone,39.680,140.320,0.9447,0.8350,0.0827,1.602
20260913_joint4_decoder_l2anchor_dense_off,phone/phone,80.069,80.069,0.9589,0.4829,0.0467,2.079
20260913_joint4_decoder_l2anchor_dense_off,phone/phone,28.276,151.724,0.9692,0.5927,0.1453,1.226
20260913_joint4_decoder_l2anchor_dense_off,phone/phone,21.891,21.891,0.9477,0.2057,0.0435,1.575
20260913_joint4_decoder_l2anchor_dense_off,phone/phone,28.935,151.065,0.9576,1.1875,0.0187,1.173
20260913_joint4_decoder_l2anchor_dense_off,phone/phone,50.541,129.459,0.9509,0.4420,0.0142,1.873
20260913_joint4_decoder_l2anchor_dense_off,phone/phone,63.007,116.993,0.9581,1.2620,0.0402,1.094
20260913_joint4_decoder_l2anchor_dense_off,phone/phone,25.784,154.216,0.9478,0.5080,0.0484,2.142
20260913_joint4_decoder_l2anchor_dense_off,phone/phone,25.524,154.476,0.9451,0.4072,0.0564,1.869
20260913_joint4_decoder_l2anchor_dense_off,phone/phone,6.106,173.894,0.9467,0.4299,0.0731,1.844
20260913_joint4_decoder_l2anchor_dense_off,phone/phone,18.311,161.689,0.9468,1.5723,0.0357,0.554
20260913_joint4_decoder_l2anchor_dense_off,phone/phone,31.839,31.839,0.9535,0.0121,0.0046,2.072
20260913_joint4_decoder_l2anchor_dense_off,laptop/laptop,23.083,156.917,0.9468,0.6037,0.0377,1.810
20260913_joint4_decoder_l2anchor_dense_off,laptop/laptop,9.968,170.032,0.9461,1.4088,0.0227,2.011
20260913_joint4_decoder_l2anchor_dense_off,laptop/laptop,5.646,174.354,0.9479,0.5839,0.1029,1.937
20260913_joint4_decoder_l2anchor_dense_off,laptop/laptop,34.896,145.104,0.9522,0.4725,0.0482,1.826
20260913_joint4_decoder_l2anchor_dense_off,laptop/laptop,20.257,159.743,0.9363,1.6155,0.0522,2.029
20260913_joint4_decoder_l2anchor_dense_off,laptop/laptop,19.251,160.749,0.9417,0.2898,0.0792,2.739
20260913_joint4_decoder_l2anchor_dense_off,laptop/laptop,11.527,168.473,0.9507,2.3006,0.0139,1.754
20260913_joint4_decoder_l2anchor_dense_off,laptop/laptop,25.836,154.164,0.9444,0.4160,0.0190,1.590
20260913_joint4_decoder_l2anchor_dense_off,laptop/laptop,17.594,162.406,0.9515,2.4313,0.0127,1.569
20260913_joint4_decoder_l2anchor_dense_off,laptop/laptop,31.711,148.289,0.9434,1.4986,0.0177,1.940
20260913_joint4_decoder_l2anchor_dense_off,laptop/laptop,58.776,121.224,0.9474,1.4889,0.0610,1.792
20260913_joint4_decoder_l2anchor_dense_off,laptop/laptop,20.052,159.948,0.9333,1.1810,0.0149,2.049
20260913_joint4_decoder_l2anchor_dense_off,laptop/laptop,16.439,163.561,0.9467,0.6547,0.1404,2.090
20260913_joint4_decoder_l2anchor_dense_off,laptop/laptop,16.513,163.487,0.9551,2.5647,0.0017,1.625
20260913_joint4_decoder_l2anchor_dense_off,microwave/microwave,24.798,24.798,0.9335,0.3528,0.0045,1.117
20260913_joint4_decoder_l2anchor_dense_off,microwave/microwave,79.344,100.656,0.9325,0.6390,0.0605,1.153
20260913_joint4_decoder_l2anchor_dense_off,microwave/microwave,24.651,24.651,0.9157,0.3542,0.0475,1.127
20260913_joint4_decoder_l2anchor_dense_off,microwave/microwave,78.519,101.481,0.9218,0.7188,0.0685,1.078
20260913_joint4_decoder_l2anchor_dense_off,microwave/microwave,83.848,83.848,0.9249,0.3448,0.0372,1.014
20260913_joint4_decoder_l2anchor_dense_off,microwave/microwave,27.119,27.119,0.8844,0.3551,0.0051,1.104
20260913_joint4_decoder_l2anchor_dense_off,microwave/microwave,63.982,116.018,0.9394,0.7474,0.0108,1.005
20260913_joint4_decoder_l2anchor_dense_off,microwave/microwave,33.434,33.434,0.9192,0.3534,0.0797,1.072
20260913_joint4_decoder_l2anchor_dense_off,microwave/microwave,75.126,104.874,0.9501,0.6022,0.0050,1.109
20260913_joint4_decoder_l2anchor_dense_off,microwave/microwave,41.429,41.429,0.9402,0.2975,0.0185,1.465
20260913_joint4_decoder_l2anchor_dense_off,microwave/microwave,79.903,100.097,0.9416,0.9082,0.0324,0.941
20260913_joint4_decoder_l2anchor_dense_off,microwave/microwave,33.428,33.428,0.9207,0.3455,0.0203,1.004
20260913_joint4_decoder_l2anchor_dense_off,microwave/microwave,65.627,114.373,0.9358,0.9592,0.0387,1.062
20260913_joint4_decoder_l2anchor_dense_off,microwave/microwave,18.587,18.587,0.8767,0.3765,0.0154,1.169
20260913_joint4_decoder_l2anchor_dense_off,microwave/microwave,70.033,70.033,0.9293,0.3264,0.0382,0.824
20260913_joint4_decoder_l2anchor_dense_off,microwave/microwave,30.278,30.278,0.8691,0.3739,0.0036,1.443
20260913_joint4_decoder_l2anchor_dense_off,microwave/microwave,42.781,42.781,0.8997,0.4631,0.0703,0.762
20260913_joint4_decoder_l2anchor_dense_off,microwave/microwave,29.032,29.032,0.9104,0.3709,0.0497,1.072
20260913_joint4_decoder_l2anchor_dense_off,microwave/microwave,50.750,50.750,0.9394,0.3188,0.0158,0.849
20260913_joint4_decoder_l2anchor_dense_off,microwave/microwave,61.473,61.473,0.9235,0.2318,0.0029,1.085
20260913_joint4_decoder_l2anchor_dense_off,microwave/microwave,23.984,23.984,0.9355,0.3260,0.0132,1.207
20260913_joint4_decoder_l2anchor_dense_off,microwave/microwave,67.859,112.141,0.9509,0.9104,0.0209,1.082
20260913_joint4_decoder_l2anchor_dense_off,microwave/microwave,34.207,34.207,0.9258,0.3541,0.0393,1.222
20260913_joint4_decoder_l2anchor_dense_off,microwave/microwave,73.420,106.580,0.9503,0.7768,0.0103,1.009
20260913_joint4_decoder_l2anchor_dense_off,microwave/microwave,19.082,19.082,0.9353,0.4309,0.0048,1.448
20260913_joint4_decoder_l2anchor_dense_off,microwave/microwave,54.489,125.511,0.9438,0.9683,0.0214,1.006
20260913_joint4_decoder_l2anchor_dense_off,microwave/microwave,22.233,22.233,0.9451,0.2952,0.0069,1.318
20260913_joint4_decoder_l2anchor_dense_off,microwave/microwave,84.455,84.455,0.9400,0.5817,0.0379,0.908
20260913_joint4_decoder_l2anchor_dense_off,microwave/microwave,40.087,40.087,0.9341,0.2173,0.0234,1.013
20260913_joint4_decoder_l2anchor_dense_off,microwave/microwave,28.226,28.226,0.9103,0.2631,0.0700,0.766
20260913_joint4_decoder_l2anchor_dense_off,microwave/microwave,85.515,94.485,0.9340,0.5733,0.0199,0.956
20260913_joint4_decoder_l2anchor_dense_off,notebook/notebook,35.071,35.071,0.9422,0.0679,0.1511,0.186
20260913_joint4_decoder_l2anchor_dense_off,notebook/notebook,7.070,172.930,0.9531,0.3278,0.0216,0.743
20260913_joint4_decoder_l2anchor_dense_off,notebook/notebook,7.452,7.452,0.9402,0.5212,0.0263,0.108
20260913_joint4_decoder_l2anchor_dense_off,notebook/notebook,13.630,166.370,0.9518,0.1968,0.0185,0.913
20260913_joint4_decoder_l2anchor_dense_off,notebook/notebook,17.943,162.057,0.9523,2.2931,0.3842,0.242
20260913_joint4_decoder_l2anchor_dense_off,notebook/notebook,14.345,165.655,0.9437,0.9547,0.0787,0.601
20260913_joint4_decoder_l2anchor_dense_off,notebook/notebook,40.279,40.279,0.9442,0.5428,0.1488,0.256
20260913_joint4_decoder_l2anchor_dense_off,notebook/notebook,62.048,62.048,0.9522,0.5549,0.0662,0.324
20260913_joint4_decoder_l2anchor_dense_off,notebook/notebook,29.286,150.714,0.9512,1.5838,0.0072,0.393
20260913_joint4_decoder_l2anchor_dense_off,notebook/notebook,6.657,6.657,0.9408,0.5493,0.0133,0.138
20260913_joint4_decoder_l2anchor_dense_off,notebook/notebook,45.909,45.909,0.9410,0.2742,0.0040,0.253
20260913_joint4_decoder_l2anchor_dense_off,notebook/notebook,13.777,166.223,0.9568,0.6670,0.0213,0.519
20260913_joint4_decoder_l2anchor_dense_off,notebook/notebook,8.334,171.666,0.9544,0.9318,0.0212,0.185
20260913_joint4_decoder_l2anchor_dense_off,notebook/notebook,29.510,29.510,0.9490,0.4699,0.0882,0.473
20260913_joint4_decoder_l2anchor_dense_off,notebook/notebook,42.328,137.672,0.9513,1.4202,0.0164,0.209
20260913_joint4_decoder_l2anchor_dense_off,notebook/notebook,29.421,29.421,0.9403,0.3080,0.0762,0.148
20260913_joint4_decoder_l2anchor_dense_off,phone/phone,56.398,123.602,0.9490,1.6765,0.0378,0.948
20260913_joint4_decoder_l2anchor_dense_off,phone/phone,39.512,140.488,0.9388,0.6371,0.0290,1.936
20260913_joint4_decoder_l2anchor_dense_off,phone/phone,84.841,84.841,0.9512,1.6702,0.1398,0.759
20260913_joint4_decoder_l2anchor_dense_off,phone/phone,47.813,132.187,0.9459,0.2858,0.0333,1.914
20260913_joint4_decoder_l2anchor_dense_off,phone/phone,67.746,67.746,0.9496,1.2525,0.1135,0.783
20260913_joint4_decoder_l2anchor_dense_off,phone/phone,66.069,113.931,0.9459,0.4749,0.0792,2.104
20260913_joint4_decoder_l2anchor_dense_off,phone/phone,22.547,157.453,0.9464,0.9001,0.0244,1.369
20260913_joint4_decoder_l2anchor_dense_off,phone/phone,57.116,122.884,0.9613,0.4928,0.0319,2.084
20260913_joint4_decoder_l2anchor_dense_off,phone/phone,46.700,133.300,0.9506,2.0966,0.0233,0.682
20260913_joint4_decoder_l2anchor_dense_off,phone/phone,81.059,81.059,0.9497,0.5501,0.1167,1.923
20260913_joint4_decoder_l2anchor_dense_off,phone/phone,35.702,144.298,0.9461,0.6121,0.0238,1.891
20260913_joint4_decoder_l2anchor_dense_off,phone/phone,67.591,112.409,0.9370,0.3726,0.0098,2.114
20260913_joint4_decoder_l2anchor_dense_off,phone/phone,24.358,155.642,0.9450,0.9909,0.0003,1.626
20260913_joint4_decoder_l2anchor_dense_off,phone/phone,45.282,134.718,0.9495,0.3366,0.0652,1.977
20260913_joint4_decoder_l2anchor_dense_off,phone/phone,2.632,177.368,0.9494,2.4087,0.0216,0.429
20260913_joint4_decoder_l2anchor_dense_off,phone/phone,34.763,145.237,0.9531,0.3425,0.0926,1.913
20260913_joint4_decoder_l2anchor_dense_off,phone/phone,23.680,156.320,0.9535,1.6431,0.0307,1.262
20260913_joint4_decoder_l2anchor_dense_off,phone/phone,31.065,148.935,0.9454,0.5724,0.0157,2.397
20260913_joint4_decoder_l2anchor_dense_off,espressomachine/espressomachine,43.327,43.327,0.9470,0.9916,0.0198,1.110
20260913_joint4_decoder_l2anchor_dense_off,espressomachine/espressomachine,56.084,56.084,0.9501,1.0414,0.0219,2.039
20260913_joint4_decoder_l2anchor_dense_off,espressomachine/espressomachine,41.323,41.323,0.9356,1.2747,0.0050,0.480
20260913_joint4_decoder_l2anchor_dense_off,espressomachine/espressomachine,59.242,59.242,0.9480,1.0294,0.0118,1.994
20260913_joint4_decoder_l2anchor_dense_off,espressomachine/espressomachine,40.389,40.389,0.9450,0.9634,0.0050,1.088
20260913_joint4_decoder_l2anchor_dense_off,espressomachine/espressomachine,86.350,86.350,0.9638,1.4904,0.0389,1.794
20260913_joint4_decoder_l2anchor_dense_off,espressomachine/espressomachine,41.036,41.036,0.9341,1.2049,0.0195,0.843
20260913_joint4_decoder_l2anchor_dense_off,espressomachine/espressomachine,80.270,80.270,0.9670,1.1713,0.0165,1.618
20260913_joint4_decoder_l2anchor_dense_off,espressomachine/espressomachine,40.126,40.126,0.9509,0.9771,0.0049,1.028
20260913_joint4_decoder_l2anchor_dense_off,espressomachine/espressomachine,83.188,83.188,0.9550,1.2069,0.0173,1.567
20260913_joint4_decoder_l2anchor_dense_off,espressomachine/espressomachine,38.692,38.692,0.9350,1.2518,0.0118,0.574
20260913_joint4_decoder_l2anchor_dense_off,espressomachine/espressomachine,78.748,78.748,0.9513,1.4693,0.0163,2.047
20260913_joint4_decoder_l2anchor_dense_off,espressomachine/espressomachine,33.530,33.530,0.9447,1.0021,0.0031,1.146
20260913_joint4_decoder_l2anchor_dense_off,espressomachine/espressomachine,62.957,62.957,0.9513,1.2896,0.0195,2.171
20260913_joint4_decoder_l2anchor_dense_off,espressomachine/espressomachine,28.693,28.693,0.9535,0.8715,0.0446,0.920
20260913_joint4_decoder_l2anchor_dense_off,espressomachine/espressomachine,38.640,38.640,0.9474,0.6140,0.0143,1.985
20260913_joint4_decoder_l2anchor_dense_off,espressomachine/espressomachine,38.441,38.441,0.9399,1.0606,0.0032,0.830
20260913_joint4_decoder_l2anchor_dense_off,espressomachine/espressomachine,68.888,68.888,0.9481,1.2567,0.0221,1.994
20260913_joint4_decoder_l2anchor_dense_off,espressomachine/espressomachine,35.850,35.850,0.9426,0.9908,0.0056,1.149
20260913_joint4_decoder_l2anchor_dense_off,espressomachine/espressomachine,70.887,70.887,0.9445,1.4356,0.0180,2.125
20260913_joint4_decoder_l2anchor_dense_off,espressomachine/espressomachine,34.972,34.972,0.9422,1.1901,0.0110,0.777
20260913_joint4_decoder_l2anchor_dense_off,espressomachine/espressomachine,49.827,49.827,0.9490,1.0553,0.0035,2.224
20260913_joint4_decoder_l2anchor_dense_off,espressomachine/espressomachine,33.403,33.403,0.9413,1.0517,0.0048,0.981
20260913_joint4_decoder_l2anchor_dense_off,espressomachine/espressomachine,63.582,63.582,0.9461,1.2498,0.0005,2.096
20260913_joint4_decoder_l2anchor_dense_off,espressomachine/espressomachine,33.117,33.117,0.9468,0.7225,0.0053,1.525
20260913_joint4_decoder_l2anchor_dense_off,espressomachine/espressomachine,76.084,76.084,0.9570,1.5630,0.0027,2.161
20260913_joint4_decoder_l2anchor_dense_off,espressomachine/espressomachine,30.707,30.707,0.9444,1.2261,0.0157,0.846
20260913_joint4_decoder_l2anchor_dense_off,espressomachine/espressomachine,75.310,75.310,0.9474,1.5309,0.0226,2.173
20260913_joint4_decoder_l2anchor_dense_off,espressomachine/espressomachine,30.932,30.932,0.9444,0.9951,0.0045,0.778
20260913_joint4_decoder_l2anchor_dense_off,espressomachine/espressomachine,39.299,39.299,0.9565,0.4478,0.0207,1.753
