model,object,axis_unsigned_deg,axis_signed_deg,p_rev,radius_m,hinge_offset_frac,z_p
20260913_joint4_decoder_l2anchor_query_l4,scissors/scissors,43.806,43.806,0.9493,0.4367,0.1595,1.603
20260913_joint4_decoder_l2anchor_query_l4,scissors/scissors,31.950,31.950,0.9423,0.5639,0.1831,1.656
20260913_joint4_decoder_l2anchor_query_l4,scissors/scissors,36.866,36.866,0.9451,0.4234,0.1359,1.643
20260913_joint4_decoder_l2anchor_query_l4,scissors/scissors,10.038,10.038,0.9472,0.3066,0.1243,1.457
20260913_joint4_decoder_l2anchor_query_l4,scissors/scissors,64.526,115.474,0.9454,0.3678,0.1816,1.662
20260913_joint4_decoder_l2anchor_query_l4,scissors/scissors,84.657,95.343,0.9447,0.0826,0.0452,1.315
20260913_joint4_decoder_l2anchor_query_l4,scissors/scissors,27.222,27.222,0.9502,0.7193,0.1886,1.877
20260913_joint4_decoder_l2anchor_query_l4,scissors/scissors,10.905,10.905,0.9490,0.4101,0.1643,1.782
20260913_joint4_decoder_l2anchor_query_l4,scissors/scissors,51.423,51.423,0.9476,0.9268,0.2034,1.858
20260913_joint4_decoder_l2anchor_query_l4,scissors/scissors,42.794,42.794,0.9518,0.6070,0.1293,1.884
20260913_joint4_decoder_l2anchor_query_l4,scissors/scissors,36.267,36.267,0.9484,0.8548,0.2798,1.811
20260913_joint4_decoder_l2anchor_query_l4,scissors/scissors,74.253,74.253,0.9496,0.8776,0.2552,1.864
20260913_joint4_decoder_l2anchor_query_l4,scissors/scissors,9.330,9.330,0.9512,0.7479,0.0996,1.922
20260913_joint4_decoder_l2anchor_query_l4,scissors/scissors,32.897,32.897,0.9467,0.7615,0.1085,1.896
20260913_joint4_decoder_l2anchor_query_l4,scissors/scissors,23.851,23.851,0.9492,0.3596,0.0690,1.579
20260913_joint4_decoder_l2anchor_query_l4,scissors/scissors,10.570,10.570,0.9489,0.4745,0.1755,1.636
20260913_joint4_decoder_l2anchor_query_l4,scissors/scissors,10.791,10.791,0.9492,0.5551,0.1887,1.578
20260913_joint4_decoder_l2anchor_query_l4,scissors/scissors,13.846,13.846,0.9519,0.8928,0.1742,1.950
20260913_joint4_decoder_l2anchor_query_l4,scissors/scissors,26.778,26.778,0.9520,0.8627,0.1248,1.972
20260913_joint4_decoder_l2anchor_query_l4,scissors/scissors,26.215,26.215,0.9526,0.6659,0.0384,1.899
20260913_joint4_decoder_l2anchor_query_l4,waffleiron/waffleiron,49.766,49.766,0.9416,2.4693,0.0773,0.293
20260913_joint4_decoder_l2anchor_query_l4,waffleiron/waffleiron,26.554,153.446,0.9402,0.6721,0.3231,0.965
20260913_joint4_decoder_l2anchor_query_l4,waffleiron/waffleiron,54.356,54.356,0.9436,2.1394,0.1169,0.448
20260913_joint4_decoder_l2anchor_query_l4,waffleiron/waffleiron,66.428,113.572,0.9359,0.7077,0.3543,0.763
20260913_joint4_decoder_l2anchor_query_l4,waffleiron/waffleiron,64.810,64.810,0.9216,0.1733,0.2243,1.877
20260913_joint4_decoder_l2anchor_query_l4,waffleiron/waffleiron,26.790,153.210,0.9415,0.6485,0.3494,0.917
20260913_joint4_decoder_l2anchor_query_l4,waffleiron/waffleiron,30.205,30.205,0.9333,1.3152,0.1228,0.976
20260913_joint4_decoder_l2anchor_query_l4,waffleiron/waffleiron,68.837,111.163,0.9236,0.9064,0.4269,1.044
20260913_joint4_decoder_l2anchor_query_l4,waffleiron/waffleiron,45.378,45.378,0.9380,1.0920,0.0129,1.174
20260913_joint4_decoder_l2anchor_query_l4,waffleiron/waffleiron,79.534,100.466,0.9200,0.8840,0.4777,1.003
20260913_joint4_decoder_l2anchor_query_l4,waffleiron/waffleiron,44.375,44.375,0.9392,1.7108,0.0239,0.709
20260913_joint4_decoder_l2anchor_query_l4,waffleiron/waffleiron,26.211,153.789,0.9405,0.4146,0.3591,1.142
20260913_joint4_decoder_l2anchor_query_l4,waffleiron/waffleiron,78.569,101.431,0.9464,1.2041,0.1103,1.096
20260913_joint4_decoder_l2anchor_query_l4,waffleiron/waffleiron,71.035,71.035,0.9213,0.7996,0.5122,1.186
20260913_joint4_decoder_l2anchor_query_l4,waffleiron/waffleiron,76.807,76.807,0.9441,1.2368,0.0806,1.481
20260913_joint4_decoder_l2anchor_query_l4,waffleiron/waffleiron,16.860,16.860,0.9354,1.0087,0.2674,0.428
20260913_joint4_decoder_l2anchor_query_l4,waffleiron/waffleiron,87.593,87.593,0.9341,0.4082,0.1893,1.796
20260913_joint4_decoder_l2anchor_query_l4,waffleiron/waffleiron,52.161,127.839,0.9389,0.5473,0.5152,0.784
20260913_joint4_decoder_l2anchor_query_l4,laptop/laptop,9.295,9.295,0.9450,3.7520,0.1479,0.124
20260913_joint4_decoder_l2anchor_query_l4,laptop/laptop,9.200,9.200,0.9441,3.8823,0.1523,0.116
20260913_joint4_decoder_l2anchor_query_l4,laptop/laptop,15.172,15.172,0.9464,1.7623,0.0532,1.516
20260913_joint4_decoder_l2anchor_query_l4,laptop/laptop,12.159,12.159,0.9371,1.5485,0.0441,2.911
20260913_joint4_decoder_l2anchor_query_l4,laptop/laptop,10.690,10.690,0.9491,3.3815,0.0728,0.142
20260913_joint4_decoder_l2anchor_query_l4,laptop/laptop,27.438,27.438,0.9313,1.6620,0.0383,3.007
20260913_joint4_decoder_l2anchor_query_l4,laptop/laptop,5.918,5.918,0.9467,1.7432,0.1292,1.678
20260913_joint4_decoder_l2anchor_query_l4,laptop/laptop,15.515,15.515,0.9373,3.6184,0.0693,0.202
20260913_joint4_decoder_l2anchor_query_l4,laptop/laptop,15.736,15.736,0.9375,2.0251,0.0485,3.349
20260913_joint4_decoder_l2anchor_query_l4,laptop/laptop,8.126,8.126,0.9407,3.6584,0.0474,0.148
20260913_joint4_decoder_l2anchor_query_l4,laptop/laptop,17.597,17.597,0.9365,1.2797,0.1314,2.022
20260913_joint4_decoder_l2anchor_query_l4,laptop/laptop,12.280,12.280,0.9437,1.3618,0.0523,2.972
20260913_joint4_decoder_l2anchor_query_l4,laptop/laptop,10.278,10.278,0.9383,3.5924,0.0546,0.197
20260913_joint4_decoder_l2anchor_query_l4,laptop/laptop,22.335,22.335,0.9345,2.2765,0.1297,1.095
20260913_joint4_decoder_l2anchor_query_l4,laptop/laptop,11.807,11.807,0.9420,1.0798,0.0622,2.550
20260913_joint4_decoder_l2anchor_query_l4,laptop/laptop,16.459,16.459,0.9413,3.4647,0.1266,0.256
20260913_joint4_decoder_l2anchor_query_l4,laptop/laptop,11.780,11.780,0.9411,3.6739,0.0208,0.165
20260913_joint4_decoder_l2anchor_query_l4,box/box,59.621,59.621,0.9493,2.5297,0.2633,0.190
20260913_joint4_decoder_l2anchor_query_l4,box/box,25.545,25.545,0.9513,1.6234,0.0536,0.731
20260913_joint4_decoder_l2anchor_query_l4,box/box,30.685,149.315,0.9420,0.5743,0.0919,1.205
20260913_joint4_decoder_l2anchor_query_l4,box/box,34.637,34.637,0.9470,1.9486,0.3485,0.278
20260913_joint4_decoder_l2anchor_query_l4,box/box,29.907,150.093,0.9399,0.4937,0.0209,1.271
20260913_joint4_decoder_l2anchor_query_l4,box/box,9.665,9.665,0.9504,2.5907,0.0428,0.174
20260913_joint4_decoder_l2anchor_query_l4,box/box,32.945,147.055,0.9427,0.9736,0.0278,0.932
20260913_joint4_decoder_l2anchor_query_l4,box/box,43.151,43.151,0.9512,3.1608,0.3751,0.114
20260913_joint4_decoder_l2anchor_query_l4,box/box,10.153,10.153,0.9516,2.5925,0.2150,0.118
20260913_joint4_decoder_l2anchor_query_l4,box/box,27.064,27.064,0.9491,2.1336,0.0392,0.405
20260913_joint4_decoder_l2anchor_query_l4,box/box,30.828,149.172,0.9356,0.6141,0.1486,1.187
20260913_joint4_decoder_l2anchor_query_l4,notebook/notebook,33.602,33.602,0.9384,1.0863,0.0380,0.995
20260913_joint4_decoder_l2anchor_query_l4,notebook/notebook,38.707,38.707,0.9325,1.1139,0.1436,0.829
20260913_joint4_decoder_l2anchor_query_l4,notebook/notebook,87.587,92.413,0.9546,0.1925,0.3238,1.407
20260913_joint4_decoder_l2anchor_query_l4,notebook/notebook,51.299,51.299,0.9494,0.2161,0.1592,1.340
20260913_joint4_decoder_l2anchor_query_l4,notebook/notebook,7.035,7.035,0.9395,0.2559,0.1963,1.392
20260913_joint4_decoder_l2anchor_query_l4,notebook/notebook,45.850,45.850,0.9241,1.3565,0.0779,0.774
20260913_joint4_decoder_l2anchor_query_l4,notebook/notebook,50.128,50.128,0.9375,0.5583,0.0024,1.904
20260913_joint4_decoder_l2anchor_query_l4,notebook/notebook,36.239,36.239,0.9414,1.5484,0.0486,0.388
20260913_joint4_decoder_l2anchor_query_l4,notebook/notebook,33.893,33.893,0.9361,1.0434,0.0218,1.941
20260913_joint4_decoder_l2anchor_query_l4,notebook/notebook,41.323,41.323,0.9325,1.4890,0.0836,0.542
20260913_joint4_decoder_l2anchor_query_l4,notebook/notebook,35.222,35.222,0.9348,0.6028,0.0192,1.895
20260913_joint4_decoder_l2anchor_query_l4,notebook/notebook,30.711,30.711,0.9439,1.1796,0.0453,0.920
20260913_joint4_decoder_l2anchor_query_l4,notebook/notebook,83.488,96.512,0.9567,0.3527,0.1058,1.512
20260913_joint4_decoder_l2anchor_query_l4,notebook/notebook,22.535,22.535,0.9364,0.2822,0.1082,1.469
20260913_joint4_decoder_l2anchor_query_l4,notebook/notebook,39.751,39.751,0.9397,1.2389,0.0027,0.807
20260913_joint4_decoder_l2anchor_query_l4,notebook/notebook,38.079,38.079,0.9365,0.2457,0.0476,1.591
20260913_joint4_decoder_l2anchor_query_l4,notebook/notebook,37.011,37.011,0.9253,0.4826,0.1601,1.147
20260913_joint4_decoder_l2anchor_query_l4,notebook/notebook,46.430,46.430,0.9309,0.8282,0.0747,1.734
20260913_joint4_decoder_l2anchor_query_l4,notebook/notebook,39.564,39.564,0.9437,1.2566,0.0103,0.788
20260913_joint4_decoder_l2anchor_query_l4,notebook/notebook,6.587,6.587,0.9350,0.4411,0.1128,1.552
20260913_joint4_decoder_l2anchor_query_l4,phone/phone,10.360,10.360,0.9470,0.2932,0.0343,1.833
20260913_joint4_decoder_l2anchor_query_l4,phone/phone,50.965,50.965,0.9364,2.7719,0.0761,0.219
20260913_joint4_decoder_l2anchor_query_l4,phone/phone,10.028,10.028,0.9446,0.2581,0.0064,1.436
20260913_joint4_decoder_l2anchor_query_l4,phone/phone,83.439,96.561,0.9444,1.8467,0.1249,0.959
20260913_joint4_decoder_l2anchor_query_l4,phone/phone,16.164,16.164,0.9445,0.4831,0.0102,1.983
20260913_joint4_decoder_l2anchor_query_l4,phone/phone,59.275,120.725,0.9466,2.2485,0.0258,0.442
20260913_joint4_decoder_l2anchor_query_l4,phone/phone,6.446,6.446,0.9487,0.5235,0.0159,1.287
20260913_joint4_decoder_l2anchor_query_l4,phone/phone,20.795,159.205,0.9514,2.6421,0.0116,0.613
20260913_joint4_decoder_l2anchor_query_l4,phone/phone,8.652,8.652,0.9480,1.6644,0.1086,2.900
20260913_joint4_decoder_l2anchor_query_l4,phone/phone,26.145,26.145,0.9519,0.9750,0.0375,1.983
20260913_joint4_decoder_l2anchor_query_l4,phone/phone,64.772,64.772,0.9375,1.0055,0.0086,2.660
20260913_joint4_decoder_l2anchor_query_l4,phone/phone,35.240,35.240,0.9570,1.7650,0.1020,1.096
20260913_joint4_decoder_l2anchor_query_l4,phone/phone,33.676,33.676,0.9375,0.9335,0.0830,2.621
20260913_joint4_decoder_l2anchor_query_l4,phone/phone,24.568,24.568,0.9552,2.2787,0.1000,0.904
20260913_joint4_decoder_l2anchor_query_l4,phone/phone,34.850,34.850,0.9486,1.5326,0.1096,2.540
20260913_joint4_decoder_l2anchor_query_l4,phone/phone,89.869,89.869,0.9460,2.9283,0.0860,0.229
20260913_joint4_decoder_l2anchor_query_l4,laptop/laptop,2.096,2.096,0.9470,2.3307,0.1582,0.919
20260913_joint4_decoder_l2anchor_query_l4,laptop/laptop,9.523,9.523,0.9436,1.2324,0.0556,3.110
20260913_joint4_decoder_l2anchor_query_l4,laptop/laptop,13.683,13.683,0.9435,0.5414,0.2977,2.092
20260913_joint4_decoder_l2anchor_query_l4,laptop/laptop,57.731,57.731,0.9419,2.6384,0.0621,0.218
20260913_joint4_decoder_l2anchor_query_l4,laptop/laptop,12.625,12.625,0.9503,1.2352,0.0127,2.850
20260913_joint4_decoder_l2anchor_query_l4,laptop/laptop,12.355,12.355,0.9481,0.5170,0.1269,2.715
20260913_joint4_decoder_l2anchor_query_l4,laptop/laptop,19.636,19.636,0.9437,1.1835,0.0410,3.120
20260913_joint4_decoder_l2anchor_query_l4,laptop/laptop,5.499,5.499,0.9471,2.0783,0.1073,1.117
20260913_joint4_decoder_l2anchor_query_l4,laptop/laptop,7.003,7.003,0.9476,1.9457,0.0191,3.418
20260913_joint4_decoder_l2anchor_query_l4,laptop/laptop,6.942,6.942,0.9503,1.6086,0.2900,1.663
20260913_joint4_decoder_l2anchor_query_l4,laptop/laptop,11.482,11.482,0.9433,1.2420,0.2161,1.910
20260913_joint4_decoder_l2anchor_query_l4,laptop/laptop,7.081,7.081,0.9476,1.0572,0.0100,2.684
20260913_joint4_decoder_l2anchor_query_l4,laptop/laptop,17.614,17.614,0.9455,1.1335,0.0041,2.133
20260913_joint4_decoder_l2anchor_query_l4,laptop/laptop,18.264,18.264,0.9427,1.3875,0.0421,3.226
20260913_joint4_decoder_l2anchor_query_l4,microwave/microwave,34.006,34.006,0.9021,0.3155,0.0412,1.860
20260913_joint4_decoder_l2anchor_query_l4,microwave/microwave,69.010,110.990,0.9412,0.5485,0.0376,2.075
20260913_joint4_decoder_l2anchor_query_l4,microwave/microwave,43.556,43.556,0.9081,0.2789,0.0708,1.782
20260913_joint4_decoder_l2anchor_query_l4,microwave/microwave,67.937,112.063,0.9373,0.5037,0.0370,1.921
20260913_joint4_decoder_l2anchor_query_l4,microwave/microwave,53.820,53.820,0.9323,0.2737,0.0139,1.424
20260913_joint4_decoder_l2anchor_query_l4,microwave/microwave,24.482,24.482,0.9173,0.3291,0.0389,1.735
20260913_joint4_decoder_l2anchor_query_l4,microwave/microwave,78.700,101.300,0.9375,0.5092,0.0141,1.643
20260913_joint4_decoder_l2anchor_query_l4,microwave/microwave,47.901,47.901,0.9241,0.2113,0.1006,1.933
20260913_joint4_decoder_l2anchor_query_l4,microwave/microwave,61.529,118.471,0.9451,0.5814,0.0205,1.886
20260913_joint4_decoder_l2anchor_query_l4,microwave/microwave,35.969,35.969,0.8842,0.3573,0.0759,1.690
20260913_joint4_decoder_l2anchor_query_l4,microwave/microwave,71.344,108.656,0.9462,0.6040,0.0065,1.959
20260913_joint4_decoder_l2anchor_query_l4,microwave/microwave,39.280,39.280,0.9114,0.3410,0.0694,1.729
20260913_joint4_decoder_l2anchor_query_l4,microwave/microwave,69.833,110.167,0.9418,0.6088,0.0065,1.899
20260913_joint4_decoder_l2anchor_query_l4,microwave/microwave,45.716,45.716,0.7969,0.2848,0.0856,1.896
20260913_joint4_decoder_l2anchor_query_l4,microwave/microwave,61.919,61.919,0.8905,0.1056,0.0873,1.621
20260913_joint4_decoder_l2anchor_query_l4,microwave/microwave,21.281,21.281,0.9103,0.3332,0.0659,1.492
20260913_joint4_decoder_l2anchor_query_l4,microwave/microwave,76.734,76.734,0.9259,0.1266,0.1349,1.478
20260913_joint4_decoder_l2anchor_query_l4,microwave/microwave,39.396,39.396,0.8147,0.3197,0.0499,1.746
20260913_joint4_decoder_l2anchor_query_l4,microwave/microwave,41.665,41.665,0.9039,0.2945,0.1424,1.459
20260913_joint4_decoder_l2anchor_query_l4,microwave/microwave,35.108,35.108,0.9480,0.3791,0.0209,1.688
20260913_joint4_decoder_l2anchor_query_l4,microwave/microwave,38.006,38.006,0.9204,0.3081,0.0534,1.837
20260913_joint4_decoder_l2anchor_query_l4,microwave/microwave,69.325,110.675,0.9447,0.5358,0.0112,1.894
20260913_joint4_decoder_l2anchor_query_l4,microwave/microwave,40.602,40.602,0.9260,0.3013,0.0729,1.935
20260913_joint4_decoder_l2anchor_query_l4,microwave/microwave,62.990,117.010,0.9446,0.5522,0.0017,1.840
20260913_joint4_decoder_l2anchor_query_l4,microwave/microwave,37.750,37.750,0.9073,0.3260,0.0492,1.957
20260913_joint4_decoder_l2anchor_query_l4,microwave/microwave,88.932,91.068,0.9466,0.5615,0.0328,2.009
20260913_joint4_decoder_l2anchor_query_l4,microwave/microwave,22.173,22.173,0.9147,0.2889,0.0298,1.742
20260913_joint4_decoder_l2anchor_query_l4,microwave/microwave,89.711,90.289,0.9476,0.5768,0.0259,1.916
20260913_joint4_decoder_l2anchor_query_l4,microwave/microwave,76.014,76.014,0.7255,0.2155,0.2171,2.105
20260913_joint4_decoder_l2anchor_query_l4,microwave/microwave,85.633,94.367,0.7625,0.8628,0.2683,1.599
20260913_joint4_decoder_l2anchor_query_l4,microwave/microwave,84.875,84.875,0.9285,0.4019,0.0219,1.710
20260913_joint4_decoder_l2anchor_query_l4,notebook/notebook,34.254,34.254,0.9478,0.5795,0.0446,1.146
20260913_joint4_decoder_l2anchor_query_l4,notebook/notebook,11.133,11.133,0.9331,0.1979,0.1667,1.172
20260913_joint4_decoder_l2anchor_query_l4,notebook/notebook,21.415,21.415,0.9324,0.6355,0.2721,0.884
20260913_joint4_decoder_l2anchor_query_l4,notebook/notebook,52.588,52.588,0.9418,0.3769,0.4095,0.882
20260913_joint4_decoder_l2anchor_query_l4,notebook/notebook,82.902,97.098,0.9559,0.5231,0.0431,1.972
20260913_joint4_decoder_l2anchor_query_l4,notebook/notebook,26.563,26.563,0.9374,0.7508,0.1605,1.885
20260913_joint4_decoder_l2anchor_query_l4,notebook/notebook,17.922,17.922,0.9331,0.4582,0.3349,1.167
20260913_joint4_decoder_l2anchor_query_l4,notebook/notebook,50.481,50.481,0.9449,0.9185,0.0646,1.014
20260913_joint4_decoder_l2anchor_query_l4,notebook/notebook,42.081,42.081,0.9363,0.7807,0.0308,1.888
20260913_joint4_decoder_l2anchor_query_l4,notebook/notebook,27.922,27.922,0.9299,0.7620,0.2449,0.886
20260913_joint4_decoder_l2anchor_query_l4,notebook/notebook,9.781,9.781,0.9385,0.4231,0.1696,1.150
20260913_joint4_decoder_l2anchor_query_l4,notebook/notebook,42.393,42.393,0.9492,0.2122,0.2201,1.293
20260913_joint4_decoder_l2anchor_query_l4,notebook/notebook,21.345,21.345,0.9424,0.4659,0.2023,1.643
20260913_joint4_decoder_l2anchor_query_l4,notebook/notebook,5.734,5.734,0.9352,0.6671,0.0095,1.226
20260913_joint4_decoder_l2anchor_query_l4,notebook/notebook,61.079,61.079,0.9470,0.2332,0.1867,1.311
20260913_joint4_decoder_l2anchor_query_l4,notebook/notebook,38.406,38.406,0.9303,0.7811,0.2710,0.896
20260913_joint4_decoder_l2anchor_query_l4,phone/phone,38.863,38.863,0.9529,1.9444,0.0576,3.140
20260913_joint4_decoder_l2anchor_query_l4,phone/phone,17.135,17.135,0.9540,2.4491,0.0040,0.136
20260913_joint4_decoder_l2anchor_query_l4,phone/phone,83.958,83.958,0.9459,1.7295,0.1202,2.911
20260913_joint4_decoder_l2anchor_query_l4,phone/phone,63.451,63.451,0.9510,1.9571,0.0205,1.100
20260913_joint4_decoder_l2anchor_query_l4,phone/phone,68.845,111.155,0.9505,1.4262,0.2097,2.575
20260913_joint4_decoder_l2anchor_query_l4,phone/phone,52.230,52.230,0.9529,2.0076,0.1335,0.856
20260913_joint4_decoder_l2anchor_query_l4,phone/phone,6.672,6.672,0.9536,0.3781,0.0840,1.815
20260913_joint4_decoder_l2anchor_query_l4,phone/phone,38.476,38.476,0.9450,2.2012,0.1629,0.783
20260913_joint4_decoder_l2anchor_query_l4,phone/phone,29.950,29.950,0.9524,1.9104,0.0973,2.966
20260913_joint4_decoder_l2anchor_query_l4,phone/phone,86.747,93.253,0.9532,2.1902,0.0343,0.845
20260913_joint4_decoder_l2anchor_query_l4,phone/phone,17.478,17.478,0.9515,0.9171,0.1616,2.326
20260913_joint4_decoder_l2anchor_query_l4,phone/phone,89.720,90.280,0.9534,1.9485,0.0971,0.624
20260913_joint4_decoder_l2anchor_query_l4,phone/phone,33.384,33.384,0.9505,1.0157,0.0930,2.540
20260913_joint4_decoder_l2anchor_query_l4,phone/phone,41.406,41.406,0.9485,0.6494,0.0796,2.073
20260913_joint4_decoder_l2anchor_query_l4,phone/phone,10.150,10.150,0.9492,1.8217,0.2140,2.865
20260913_joint4_decoder_l2anchor_query_l4,phone/phone,11.098,11.098,0.9317,1.3439,0.0312,1.605
20260913_joint4_decoder_l2anchor_query_l4,phone/phone,8.022,8.022,0.9487,1.8635,0.1047,3.071
20260913_joint4_decoder_l2anchor_query_l4,phone/phone,59.006,59.006,0.9540,1.8611,0.0943,1.497
20260913_joint4_decoder_l2anchor_query_l4,espressomachine/espressomachine,83.908,83.908,0.9480,2.2357,0.2306,3.245
20260913_joint4_decoder_l2anchor_query_l4,espressomachine/espressomachine,82.988,82.988,0.9534,1.3386,0.2220,1.379
20260913_joint4_decoder_l2anchor_query_l4,espressomachine/espressomachine,83.774,83.774,0.9525,2.3270,0.1956,3.327
20260913_joint4_decoder_l2anchor_query_l4,espressomachine/espressomachine,75.288,75.288,0.9552,1.0394,0.2209,1.723
20260913_joint4_decoder_l2anchor_query_l4,espressomachine/espressomachine,84.724,84.724,0.9465,2.1328,0.2323,3.154
20260913_joint4_decoder_l2anchor_query_l4,espressomachine/espressomachine,84.692,84.692,0.9499,1.6984,0.0804,0.305
20260913_joint4_decoder_l2anchor_query_l4,espressomachine/espressomachine,78.480,78.480,0.9433,2.0617,0.2553,2.998
20260913_joint4_decoder_l2anchor_query_l4,espressomachine/espressomachine,80.388,80.388,0.9509,1.8659,0.1600,0.216
20260913_joint4_decoder_l2anchor_query_l4,espressomachine/espressomachine,80.903,80.903,0.9466,1.9939,0.2315,2.957
20260913_joint4_decoder_l2anchor_query_l4,espressomachine/espressomachine,83.267,83.267,0.9456,1.6548,0.3058,0.288
20260913_joint4_decoder_l2anchor_query_l4,espressomachine/espressomachine,84.248,84.248,0.9467,2.2151,0.1898,3.160
20260913_joint4_decoder_l2anchor_query_l4,espressomachine/espressomachine,86.813,86.813,0.9492,1.7651,0.2530,0.764
20260913_joint4_decoder_l2anchor_query_l4,espressomachine/espressomachine,82.496,82.496,0.9496,1.9530,0.2135,2.967
20260913_joint4_decoder_l2anchor_query_l4,espressomachine/espressomachine,84.097,84.097,0.9507,1.4019,0.2311,1.269
20260913_joint4_decoder_l2anchor_query_l4,espressomachine/espressomachine,83.323,83.323,0.9421,1.5389,0.1498,2.529
20260913_joint4_decoder_l2anchor_query_l4,espressomachine/espressomachine,85.220,85.220,0.9445,0.9033,0.2647,1.850
20260913_joint4_decoder_l2anchor_query_l4,espressomachine/espressomachine,83.672,83.672,0.9442,2.1327,0.2189,3.178
20260913_joint4_decoder_l2anchor_query_l4,espressomachine/espressomachine,87.636,87.636,0.9454,1.7646,0.2826,0.628
20260913_joint4_decoder_l2anchor_query_l4,espressomachine/espressomachine,81.045,81.045,0.9453,1.8577,0.2545,2.856
20260913_joint4_decoder_l2anchor_query_l4,espressomachine/espressomachine,80.384,80.384,0.9499,1.2112,0.2535,1.452
20260913_joint4_decoder_l2anchor_query_l4,espressomachine/espressomachine,82.811,82.811,0.9495,2.2568,0.2310,3.332
20260913_joint4_decoder_l2anchor_query_l4,espressomachine/espressomachine,84.751,84.751,0.9491,1.5864,0.2479,1.202
20260913_joint4_decoder_l2anchor_query_l4,espressomachine/espressomachine,83.891,83.891,0.9516,2.0850,0.2305,3.093
20260913_joint4_decoder_l2anchor_query_l4,espressomachine/espressomachine,84.235,84.235,0.9496,2.1411,0.2819,0.281
20260913_joint4_decoder_l2anchor_query_l4,espressomachine/espressomachine,81.085,81.085,0.9470,1.8266,0.2546,2.897
20260913_joint4_decoder_l2anchor_query_l4,espressomachine/espressomachine,80.273,80.273,0.9544,1.9365,0.2456,0.662
20260913_joint4_decoder_l2anchor_query_l4,espressomachine/espressomachine,84.854,84.854,0.9486,2.1031,0.2381,3.243
20260913_joint4_decoder_l2anchor_query_l4,espressomachine/espressomachine,86.680,86.680,0.9489,2.0679,0.2524,0.252
20260913_joint4_decoder_l2anchor_query_l4,espressomachine/espressomachine,81.930,81.930,0.9472,2.0529,0.2495,3.009
20260913_joint4_decoder_l2anchor_query_l4,espressomachine/espressomachine,85.615,85.615,0.9403,1.3742,0.0268,0.581
